new,host,soa,status_code,a,aaaa,cname,cdn,cdn-name,ns,mx,txt,has_internal_ips,internal_ips
[x],public.cdip.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.177.60, 104.18.178.60","2606:4700::6812:b13c, 2606:4700::6812:b23c",public.cdip.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],public.di.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.6.62, 104.18.7.62","2606:4700::6812:63e, 2606:4700::6812:73e",public.di.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],public.di.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.29.204, 104.18.28.204","2606:4700::6812:1ccc, 2606:4700::6812:1dcc","firms.di.qa.finra.org, firms.di.qa.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],qa.aws.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],qa3.firms.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,198.202.240.161,,,,,,,,,
[x],qc.acquia.syndication.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.3.190, 104.18.2.190","2606:4700::6812:3be, 2606:4700::6812:2be",qc.acquia.syndication.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],qctrace.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,206.200.248.35,,,,,,,,,
[x],radrw.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.20.187, 104.18.21.187","2606:4700::6812:15bb, 2606:4700::6812:14bb",radrw.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],rampdo.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],rampdo.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],raven.dev.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],rc-services.ddwa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.17.27.64, 104.16.206.64","2606:4700::6811:1b40, 2606:4700::6810:ce40",rc-services.ddwa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],rc-services.ddwa.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.31.220, 104.18.30.220","2606:4700::6812:1fdc, 2606:4700::6812:1edc",rc-services.ddwa.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],reg.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.27.139, 104.18.26.139","2606:4700::6812:1a8b, 2606:4700::6812:1b8b",reg.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],regprof.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.21.248, 104.18.20.248","2606:4700::6812:14f8, 2606:4700::6812:15f8","regprofiles.qa.finra.org, regprofiles.qa.finra.org.cdn.cloudflare.net",True,cloudflare,,,,,
[x],regprofiles.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.23.244, 104.18.22.244","2606:4700::6812:16f4, 2606:4700::6812:17f4",regprofiles.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],regprofiles.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.20.248, 104.18.21.248","2606:4700::6812:14f8, 2606:4700::6812:15f8",regprofiles.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],regulatorworkspace.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.9.220, 104.18.8.220","2606:4700::6812:9dc, 2606:4700::6812:8dc",regulatorworkspace.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],reportcenter.firms.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,Address bound to cltsunp102,,
[x],reportcenter.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.24.24, 104.18.25.24","2606:4700::6812:1818, 2606:4700::6812:1918",reportcenter.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],reports-ext.dev.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.6.151, 104.18.7.151","2606:4700::6812:697, 2606:4700::6812:797",reports-ext.dev.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],rm-int.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.14.243, 104.18.15.243","2606:4700::6812:ff3, 2606:4700::6812:ef3",rm-int.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],rm.dr.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.26.54, 104.18.27.54","2606:4700::6812:1b36, 2606:4700::6812:1a36",rm.dr.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],s3.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],s3c.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],s3q.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],searchapi.dev.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.5.119, 104.18.4.119","2606:4700::6812:577, 2606:4700::6812:477",searchapi.dev.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],searchapi.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.29.33, 104.18.28.33","2606:4700::6812:1d21, 2606:4700::6812:1c21",searchapi.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],searchapi.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.11.171, 104.18.10.171","2606:4700::6812:bab, 2606:4700::6812:aab",searchapi.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],sec.blshts.finra.org,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"54.226.138.170, 44.197.3.56, 54.82.1.67",,awsalbeblshtsep04-1573904205.us-east-1.elb.amazonaws.com,,,,,,,
[x],sec.poc.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],services.rampdo.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.93.11, 104.18.241.70","2606:4700::6812:f146, 2606:4700::6812:5d0b",services.rampdo.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],services.rampdo.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.23.126, 104.18.22.126","2606:4700::6812:177e, 2606:4700::6812:167e",services.rampdo.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],shop.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.10.174, 104.18.11.174","2606:4700::6812:aae, 2606:4700::6812:bae",shop.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],shop.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.3.154, 104.18.2.154","2606:4700::6812:29a, 2606:4700::6812:39a",shop.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],sip.finra.org,"admin.nsatc.net, dns.level3.net",NOERROR,52.112.193.13,2603:1027:0:48::20,sipdir.online.lync.com,,,"eu-a.prod1.footprint.net, eu-b.prod1.footprint.net",,,,
[x],sonar.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],stage.developer.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.31.44, 104.18.30.44","2606:4700::6812:1f2c, 2606:4700::6812:1e2c",stage.developer.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],static.f4dxt.dev.finra.org,"ns-1967.awsdns-53.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"18.65.39.78, 18.65.39.34, 18.65.39.21, 18.65.39.75",,d3mh4diw8e3e88.cloudfront.net,True,cloudfront,"ns-1042.awsdns-02.org, ns-1967.awsdns-53.co.uk, ns-362.awsdns-45.com, ns-608.awsdns-12.net",,,,
[x],static.rm-int.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.12.221, 104.18.13.221","2606:4700::6812:ddd, 2606:4700::6812:cdd",static.rm-int.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],static.rm-int2.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.6.239, 104.18.7.239","2606:4700::6812:6ef, 2606:4700::6812:7ef",static.rm-int2.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],static.rm.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.1.80, 104.18.0.80","2606:4700::6812:150, 2606:4700::6812:50",static.rm.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],static.rm.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.22.67, 104.18.23.67","2606:4700::6812:1643, 2606:4700::6812:1743",static.rm.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],support-int.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.21.82, 104.18.20.82","2606:4700::6812:1452, 2606:4700::6812:1552",support-int.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],support.dev.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],support.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.16.152, 104.18.17.152","2606:4700::6812:1198, 2606:4700::6812:1098",support.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],support.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.1.208, 104.18.0.208","2606:4700::6812:1d0, 2606:4700::6812:d0",Support.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],tce.qa.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],tceapps-qa2.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.16.29, 104.18.17.29","2606:4700::6812:101d, 2606:4700::6812:111d",tceapps-qa2.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],tceapps.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.11.142, 104.18.10.142","2606:4700::6812:b8e, 2606:4700::6812:a8e",tceapps.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],tceapps.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.30.118, 104.18.31.118","2606:4700::6812:1e76, 2606:4700::6812:1f76",tceapps.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],technology.dev.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.20.234, 104.18.21.234","2606:4700::6812:14ea, 2606:4700::6812:15ea",technology.dev.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],technology.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.31.221, 104.18.30.221","2606:4700::6812:1fdd, 2606:4700::6812:1edd",technology.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],technology.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.19.8, 104.18.18.8","2606:4700::6812:1308, 2606:4700::6812:1208",technology.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],testenrollment-qa2.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.9.118, 104.18.8.118","2606:4700::6812:876, 2606:4700::6812:976",testenrollment-qa2.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],testenrollment.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.1.127, 104.18.0.127","2606:4700::6812:17f, 2606:4700::6812:7f",testenrollment.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],testenrollment.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.16.5, 104.18.17.5","2606:4700::6812:1005, 2606:4700::6812:1105",testenrollment.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],tools.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.20.64, 104.18.21.64","2606:4700::6812:1440, 2606:4700::6812:1540",tools.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],tps.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.28.58, 104.18.29.58","2606:4700::6812:1d3a, 2606:4700::6812:1c3a",tps.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],uat.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],uc-kwa-av.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,"198.202.241.219, 198.202.241.220",,,,,,,,,
[x],uc-kwa-wc.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,"198.202.241.218, 198.202.241.217",,,,,,,,,
[x],uc-ny4-ae.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,"75.98.60.101, 75.98.60.102",,,,,,,,,
[x],uc-ny4-av.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],uc-ny4-wc.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,"75.98.60.104, 75.98.60.103",,,,,,,,,
[x],vouchers.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.1.160, 104.18.0.160","2606:4700::6812:1a0, 2606:4700::6812:a0",vouchers.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],vouchers.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.27.247, 104.18.26.247","2606:4700::6812:1bf7, 2606:4700::6812:1af7",vouchers.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],vtc.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],webeft.ct.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.19.218, 104.18.18.218","2606:4700::6812:13da, 2606:4700::6812:12da",webeft.ct.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],webeft.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.10.138, 104.18.11.138","2606:4700::6812:a8a, 2606:4700::6812:b8a",webeft.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],webeft.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.26.82, 104.18.27.82","2606:4700::6812:1a52, 2606:4700::6812:1b52",webeft.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],weblock-crd.finra.org,"ns-349.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,"143.204.89.112, 143.204.89.57, 143.204.89.24, 143.204.89.13",,d1htgnjsu0z8bi.cloudfront.net,True,cloudfront,"ns-1361.awsdns-42.org, ns-1785.awsdns-31.co.uk, ns-349.awsdns-43.com, ns-630.awsdns-14.net",,,,
[x],weblock-crd.qa.finra.org,"ns-806.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.233.6, 18.66.233.18, 18.66.233.9, 18.66.233.92, 205.251.195.38",,d12gdpqyrnwt7o.cloudfront.net,True,cloudfront,"ns-1864.awsdns-41.co.uk, ns-806.awsdns-36.net, ns-417.awsdns-52.com, ns-1194.awsdns-21.org",,,,
[x],wiat-ews.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,75.98.60.169,,,,,,,,,
[x],workmgt-int.qa.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.28.222, 104.18.29.222","2606:4700::6812:1cde, 2606:4700::6812:1dde",workmgt-int.qa.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],workmgt.dr.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.28.238, 104.18.29.238","2606:4700::6812:1cee, 2606:4700::6812:1dee",workmgt.dr.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],workmgt.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.10.168, 104.18.11.168","2606:4700::6812:aa8, 2606:4700::6812:ba8",workmgt.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
[x],www.dev.finra.org,"edns1.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],www.finra.org,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.18.2.62, 104.18.3.62","2606:4700::6812:33e, 2606:4700::6812:23e",www.finra.org.cdn.cloudflare.net,True,cloudflare,,,,,
