new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,caa,ns,mx,has_internal_ips,internal_ips
[x],vellore.olx.in,,,"olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vereeniging.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],view.info.olx.co.id,,,view.virt.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,
[x],view.info.olx.in,,,view.virt.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,"ns2.exacttarget.com, ns4.exacttarget.com, ns3.exacttarget.com, ns1.exacttarget.com",,,
[x],viluppuram.olx.in,,,"olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"ns-1087.awsdns-07.org, ns-1824.awsdns-36.co.uk, ns-430.awsdns-53.com, ns-860.awsdns-43.net",,,
[x],virar.olx.in,,,"olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],virginia.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],visakhpatnam.olx.in,,,"olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vizianagaram.olx.in,,,"olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],vrede.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],vryheid.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],wah.olx.com.pk,,"2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],wana.olx.com.pk,,,*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],warmbad.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],welkom.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],welt.web25.infowww.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],weskaap.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],westbengal.olx.in,,,"olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],westerncape.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],westonaria.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],worcester.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],ww.olx.in,,,"olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"ns-1087.awsdns-07.org, ns-1824.awsdns-36.co.uk, ns-430.awsdns-53.com, ns-860.awsdns-43.net",,,
[x],www.alappuzha.olx.in,,,"olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"ns-1087.awsdns-07.org, ns-1824.awsdns-36.co.uk, ns-430.awsdns-53.com, ns-860.awsdns-43.net",,,
[x],www.belimobilgue.olx.co.id,,,"olxid.edge.olx.net, e36240.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],www.customer.olx.co.id,,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],www.customer.olx.in,,,,"ns-860.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],www.guntur.olx.in,,"2a02:26f0:fd00:d::5c7b:80a9, 2a02:26f0:fd00:d::5c7b:8085","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],www.hello.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],www.lahore.olx.com.pk,,"2606:4700::6812:fa2, 2606:4700::6812:ea2",*.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],www.olx.co.id,,"2a02:26f0:3100::1735:2b21, 2a02:26f0:3100::1735:2b09",e36240.dscf.akamaiedge.net,"n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],www.olx.co.za,,,olx.co.za,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,"v=spf1 include:homefind24.co.za include:_spf.google.com -all, google-site-verification=FwkbCMxbiggNU59P8WROVI2sebhgl8OLlMG9QefZqYU",,"ns2.homefind24.co.za, ns3.homefind24.co.za, ns1.homefind24.co.za","smtp1.property24.com, smtp3.property24.com, smtp2.property24.com, smtp4.property24.com",,
[x],www.olx.com.pk,,"2606:4700::6812:ea2, 2606:4700::6812:fa2",www.olx.com.pk.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
[x],www.olx.in,,"2a02:26f0:7100::687e:2592, 2a02:26f0:7100::687e:25a2","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],www.olx.inwww.olx.in,,"2a02:26f0:3100::1735:2b3b, 2a02:26f0:3100::1735:2b5b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],www.prompthr.olx.in,,"2a02:26f0:fd00:d::5c7b:80a9, 2a02:26f0:fd00:d::5c7b:8085","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],www.qc-test.cashmycar.olx.in,,,,"ns-1032.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,
[x],www.qc.dev.olx.co.id,,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],www1.olx.in,"95.101.111.143, 95.101.111.136",,"olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],www4.olx.co.id,,"2a02:26f0:3100::1735:2b21, 2a02:26f0:3100::1735:2b09","olxid.edge.olx.net, e36240.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wwwf.olx.in,,"2a02:26f0:7100::687e:2592, 2a02:26f0:7100::687e:25a2","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],wwww.olx.co.za,,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],wwww.olx.in,,"2a02:26f0:3100::1735:2b5b, 2a02:26f0:3100::1735:2b3b","olxin.edge.olx.net, e36891.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],xchat.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,"ns1.homefind24.co.za, ns2.homefind24.co.za, ns3.homefind24.co.za",,,
[x],xchat.olx.com.pk,"23.39.172.75, 23.39.172.40","2600:1408:5400:1d::173d:b97, 2600:1408:5400:1d::173d:baf","olxpk.edge.olx.net, e25506.dscf.akamaiedge.net","n0dscf.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],zahnarzt-osterburken.dewww.olx.co.za,80.88.11.43,,,"ns1.homefind24.co.za, dns.property24.com",NOERROR,,,,,,,,
[x],zendesk1.olx.in,"162.159.128.7, 162.159.138.6",,mail1.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,v=spf1 include:_netblocks.zdsys.com ~all,,,mail.zendesk.com,,
[x],zendesk2.olx.in,"162.159.128.7, 162.159.138.6",,mail2.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,v=spf1 include:_netblocks.zdsys.com ~all,,,mail.zendesk.com,,
[x],zendesk3.olx.in,"162.159.138.6, 162.159.128.7",,mail3.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,v=spf1 include:_netblocks.zdsys.com ~all,,,mail.zendesk.com,,
[x],zendesk4.olx.in,"162.159.138.6, 162.159.128.7",,mail4.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,v=spf1 include:_netblocks.zdsys.com ~all,,,mail.zendesk.com,,
