input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,final_url,a_,tech_,lines,failed,cdn_name,favicon,cdn,csp_domains_,tls_mismatched
19.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://19.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1904340914,,http://*.bizible.com,
1ba.hq.breadcrumb.com,Restaurant POS System | Lightspeed Point of Sale Software,200,315454,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://1ba.hq.breadcrumb.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/pos/restaurant/,34.231.80.4,WordPress,4416,False,,1026424333,,,
2.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://2.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,2021868032,,http://*.bizible.com,
2018.beta.swipely.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://2018.beta.swipely.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1156414614,,http://*.hs-scripts.com,
253acards.swipely.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://253acards.swipely.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-412895647,,http://*.bizible.com,
279orders.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://279orders.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,1299225635,,http://*.outbrain.com,
2fsupport.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://2fsupport.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,-1983426750,,http://*.outbrain.com,
3acards.swipely.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://3acards.swipely.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,-612046255,,http://*.fontawesome.com,
3apos.swipely.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://3apos.swipely.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,-1085695566,,*.fontawesome.com,
3awww.payments.breadcrumb.com,Restaurant POS System | Lightspeed Point of Sale Software,200,315454,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://3awww.payments.breadcrumb.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/pos/restaurant/,34.231.80.4,WordPress,4416,False,,-645485467,,,
55555.payments.breadcrumb.com,Restaurant POS System | Lightspeed Point of Sale Software,200,315454,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://55555.payments.breadcrumb.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/pos/restaurant/,34.231.80.4,WordPress,4416,False,,-1356213040,,,
6qn.swipely.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://6qn.swipely.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-391756636,,*.doubleclick.net,
855.api.breadcrumb.com,Restaurant POS System | Lightspeed Point of Sale Software,200,315513,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://855.api.breadcrumb.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/pos/restaurant/,34.231.80.4,WordPress,4416,False,,,,,
999999teamhelp.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://999999teamhelp.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-1561544789,,http://*.bizible.com,
a.ecs-lb.breadcrumb.com,Restaurant POS System | Lightspeed Point of Sale Software,200,315454,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://a.ecs-lb.breadcrumb.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/pos/restaurant/,34.231.80.4,WordPress,4416,False,,,,,
aaaaaaaahhhh.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaaaahhhh.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,,,http://*.fontawesome.com,
aaaaaaaak.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaaaak.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-258144400,,http://*.bizible.com,
aaaaaabadddd.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaabadddd.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,1119038414,,https:,
aaaaaabbbbag.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaabbbbag.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1016245723,,http://*.fontawesome.com,
aaaaaabcaaaa.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaabcaaaa.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-535865335,,http://*.bizible.com,
aaaaaabhgggg.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaabhgggg.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-1114633411,,http://*.outbrain.com,
aaaaaaczyyyy.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaaczyyyy.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-2121122326,,http://*.bizible.com,
aaaaaadlkkkk.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaadlkkkk.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,1948850823,,http://*.googleadservices.com,
aaaaaaeaiiii.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaaeaiiii.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1127276416,,http://*.outbrain.com,
aaaaaaegffff.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaaegffff.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-1250539663,,http://*.fontawesome.com,
aaaaaaf.upserve.com,Attention Required! | Cloudflare,403,4518,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaaf.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,Cloudflare,94,False,,,,,
aaaaaafaiiii.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaaafaiiii.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-372839138,,http://*.gstatic.com,
aaaaabaaaayy.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaabaaaayy.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-1829917886,,*.bizibly.com,
aaaaabaaabbu.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaabaaabbu.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,1610987090,,https://*.intercomcdn.com,
aaaaabaihhhh.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://aaaaabaihhhh.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1941747679,,*.facebook.net,
