input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,final_url,a_,tech_,lines,failed,cdn_name,favicon,cdn,csp_domains_,tls_mismatched
022.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227604,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://022.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,1111029929,,*.fontawesome.com,
02903855-664-3887www.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://02903855-664-3887www.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,2009212752,,http://*.fontawesome.com,
03.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://03.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,490183087,,http://*.gstatic.com,
032408020640.c.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://032408020640.c.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,480362234,,*.doubleclick.net,
04dda4mk.m.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04dda4mk.m.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,-683971245,,http://*.bizible.com,
04feb2016appservice.p.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04feb2016appservice.p.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1460795082,,http://*.googleadservices.com,
04u-u00ce1b28-c233-s1507311673-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u00ce1b28-c233-s1507311673-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,-1348823933,,http://*.bizible.com,
04u-u0add81df-c233-s1507734838-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u0add81df-c233-s1507734838-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,-224604755,,http://*.fontawesome.com,
04u-u115580fe-c233-s1507349377-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227604,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u115580fe-c233-s1507349377-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,216937769,,*.facebook.net,
04u-u1bab11b5-c233-s1507050955-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u1bab11b5-c233-s1507050955-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-410892930,,http://*.outbrain.com,
04u-u1df95544-c233-s1506922073-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u1df95544-c233-s1506922073-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-856169744,,http://*.gstatic.com,
04u-u2281018a-c233-s1507135290-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u2281018a-c233-s1507135290-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,786718813,,https:,
04u-u288cbbf6-c233-s1507814456-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u288cbbf6-c233-s1507814456-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,-2056675438,,http://*.fontawesome.com,
04u-u29bc7322-c233-s1507668894-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u29bc7322-c233-s1507668894-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1946161022,,http://*.outbrain.com,
04u-u2a816e10-c233-s1507234297-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u2a816e10-c233-s1507234297-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,515715232,,https://*.datadoghq-browser-agent.com,
04u-u2d23ee7d-c233-s1507806410-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u2d23ee7d-c233-s1507806410-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1151507756,,https:,
04u-u3f54a369-c233-s1506914533-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u3f54a369-c233-s1506914533-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-515432981,,https://*.intercomcdn.com,
04u-u421d6169-c233-s1507508996-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u421d6169-c233-s1507508996-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,1736479725,,http://*.bing.com,
04u-u48f48245-c233-s1507655587-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u48f48245-c233-s1507655587-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-1667901762,,http://*.fontawesome.com,
04u-u4a48fbc9-c233-s1507033856-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227582,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u4a48fbc9-c233-s1507033856-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2994,False,,-559522145,,http://*.googleadservices.com,
04u-u4cb44f4d-c233-s1507890438-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u4cb44f4d-c233-s1507890438-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,840182074,,*.bizibly.com,
04u-u6cad1bc8-c233-s1507050956-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227091,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u6cad1bc8-c233-s1507050956-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1962059524,,http://*.googleadservices.com,
04u-u6cc0f35f-c233-s1507024695-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u6cc0f35f-c233-s1507024695-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,378003748,,*.googletagmanager.com,
04u-u6cc53476-c233-s1507191960-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u6cc53476-c233-s1507191960-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-129834556,,http://*.bizible.com,
04u-u7087c01a-c233-s1507111093-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u7087c01a-c233-s1507111093-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1359272793,,http://*.hs-scripts.com,
04u-u727b5afc-c233-s1507078245-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u727b5afc-c233-s1507078245-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,1764274701,,https://*.datadoghq-browser-agent.com,
04u-u74cd432c-c233-s1506937974-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u74cd432c-c233-s1506937974-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,-1587863378,,http://*.fontawesome.com,
04u-u7c79d20f-c233-s1507301940-i95143f0d.am.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,227083,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,443,https://04u-u7c79d20f-c233-s1507301940-i95143f0d.am.upserve.com:443,https,cloudflare,text/html,GET,34.231.80.4,/,https://www.lightspeedhq.com/upserve/,34.231.80.4,WordPress,2988,False,,790405417,,https://*.intercomcdn.com,
