new,host,a,soa,txt,status_code,cdn,cdn-name,mx,ns,aaaa,cname
[x],f1816fd8-956f-4600-8c6e-268a7711d983.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
[x],f29cd02a-8f25-4463-b03c-ba2f2f589736.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
[x],f3db44e9-72fe-45d3-994b-2d9cdec97360.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
[x],f7aafbec-9cf7-4693-9aa7-1f99e47f6e47.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
[x],f893123d-7d00-49cf-aa8d-20f00502d7b6.sessions.connect.azena.com,"3.120.216.170, 3.73.245.14","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
[x],fafaa2b5-24da-4184-a4d2-b03425f2ed96.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
[x],fd72b9d0-7d09-4ec7-9c45-179d7c3f4758.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
[x],febb1eab-cbac-4ca2-ad1c-e5551d2872ce.sessions.connect.azena.com,"3.120.216.170, 3.73.245.14","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,"ns-1462.awsdns-54.org, ns-1956.awsdns-52.co.uk, ns-492.awsdns-61.com, ns-555.awsdns-05.net",,
[x],ffa15cca-0c41-445b-8b27-e3ea74b0aef8.sessions.connect.azena.com,"3.73.245.14, 3.120.216.170","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=service/default/devicerelay-external",NOERROR,,,,,,
[x],mail.azena.com,,"gwa.fe.bosch.de, hostmaster.bosch.de","google-site-verification=e0oclTfSURZBlLMRNI67Xy-M7dcpcpyoWkRBpfZzwR0, miro-verification=95bb46ca27717c388e091411d7fe643e3a3d2b3d, v=spf1 mx redirect=_spf.bosch.de",NOERROR,,,mail-azena-com.mail.protection.outlook.com,"gwa.fe.bosch.de, gwa2.fe.bosch.de",,
[x],media.azena.com,"13.32.121.102, 13.32.121.79, 13.32.121.115, 13.32.121.98","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,
[x],notifications.azena.com,"3.127.24.109, 18.198.32.196, 52.59.62.123","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/integrator-notificationmanagement",NOERROR,,,,,,
[x],sentry.operations.azena.com,"18.195.15.46, 18.192.152.215, 18.157.238.72","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/default/sentry",NOERROR,,,,,,
[x],sso.azena.com,"3.127.155.183, 18.194.204.96, 52.29.168.193","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/ump/keycloak",NOERROR,,,,,,
[x],static.azena.com,"52.222.139.95, 52.222.139.101, 52.222.139.10, 52.222.139.102","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,
[x],statistics.azena.com,"3.121.104.5, 3.70.61.86, 52.58.58.141","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/devconsole/kpi-app-statistics",NOERROR,,,,,,
[x],store.azena.com,"52.28.88.233, 54.93.157.34, 18.185.202.153","ns-1462.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/store/iotstore-hybris",NOERROR,,,,,,
[x],www.azena.com,"199.60.103.226, 199.60.103.30","jerry.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,"2606:2c40::c73c:67e2, 2606:2c40::c73c:671e","4890158.group8.sites.hubspot.net, group8.sites.hscoscdn00.net"
