new,host,a,soa,ns,status_code,txt,cdn,cdn-name,cname,mx,aaaa,caa,has_internal_ips,internal_ips
[x],cronjobs.mx.stores-int.superpal.io,35.188.233.39,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-gke-scrapers,external-dns/resource=ingress/stores-integrations-mx/cronjob-manager-mx",True,google,,,,,,
[x],cronjobs.pe.stores-int.superpal.io,35.188.233.39,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-gke-scrapers,external-dns/resource=ingress/stores-integrations-pe/cronjob-manager-pe",True,google,,,,,,
[x],datascience.cornershop.io,,"ns-1336.awsdns-39.org, awsdns-hostmaster.amazon.com","ns-1870.awsdns-41.co.uk, ns-382.awsdns-47.com, ns-705.awsdns-24.net, ns-1336.awsdns-39.org",NOERROR,,,,,,,,,
[x],db-loyalty-qa-costco.us.satellite.cornershop.io,"18.210.25.187, 3.224.37.42, 3.211.194.231","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/databases-qa-us/qa-loyalty-us-costco",,,,,,,,
[x],design.cornershop.io,,"ns-482.awsdns-60.com, awsdns-hostmaster.amazon.com","ns-1145.awsdns-15.org, ns-1841.awsdns-38.co.uk, ns-482.awsdns-60.com, ns-755.awsdns-30.net",NOERROR,"heritage=external-dns,external-dns/owner=cs-dev-ext,external-dns/resource=ingress/cornershop-design-system/nginx",,,,,,,,
[x],email.cornershopapp.com,"104.16.239.58, 104.17.236.82","alina.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,True,cloudflare,,,,,,
[x],email.superpal.com,"167.89.123.54, 167.89.123.124, 167.89.118.52, 167.89.118.83, 208.80.126.4, 208.80.127.4, 208.94.149.4","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com","ns10.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns11.dnsmadeeasy.com",NOERROR,"p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all",,,sendgrid.net,"mx2.sendgrid.net, mx.sendgrid.net","2600:1801:11::1, 2600:1802:12::1, 2600:1802:14::1, 2600:1800:15::1","amazonaws.com, godaddy.com",,
[x],engineering.superpal.io,,"ns-155.awsdns-19.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],fp.cornershopapp.com,"13.248.176.92, 76.223.60.10","alina.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,,
[x],fptls.cornershopapp.com,"75.2.10.96, 99.83.173.21","alina.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,,
[x],grafana.stores-int.superpal.io,35.188.233.39,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-gke-scrapers,external-dns/resource=ingress/monitoring/loki-grafana",True,google,,,,,,
[x],integration-qa-br-gpa-api.satellite.cornershop.io,"52.71.57.209, 54.161.236.116, 18.213.202.29","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/cornershop-prod-integrations-br-gpa-api/api",,,,,,,,
[x],integration-qa-br-gpa-api.satellite.superpal.io,"54.161.236.116, 52.71.57.209, 18.213.202.29","ns-984.awsdns-59.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/cornershop-qa-integrations-br-gpa-api/api",,,,,,,,
[x],inventory.cornershopapp.com,"104.16.239.58, 104.17.236.82","alina.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,True,cloudflare,,,,,,
[x],inventory.superpal.com,"104.16.242.93, 104.18.96.77","alina.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,True,cloudflare,,,,,,
[x],jorgecabane.whitelabel.superpal.com,,"alina.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,,
[x],kube-web.br.stores-int.superpal.io,35.188.233.39,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1474.awsdns-56.org, ns-1896.awsdns-45.co.uk, ns-47.awsdns-05.com, ns-928.awsdns-52.net",NOERROR,"heritage=external-dns,external-dns/owner=cs-gke-scrapers,external-dns/resource=ingress/stores-integrations-br/kube-web-view-br",True,google,,,,,,
[x],kube-web.co.stores-int.superpal.io,35.188.233.39,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-gke-scrapers,external-dns/resource=ingress/stores-integrations-co/kube-web-view-co",True,google,,,,,,
[x],kube-web.mx.stores-int.superpal.io,35.188.233.39,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-gke-scrapers,external-dns/resource=ingress/stores-integrations-mx/kube-web-view-mx",True,google,,,,,,
[x],kube-web.pe.stores-int.superpal.io,35.188.233.39,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-gke-scrapers,external-dns/resource=ingress/stores-integrations-pe/kube-web-view-pe",True,google,,,,,,
[x],lacomersignup.superpal.io,"18.210.25.187, 3.224.37.42, 3.211.194.231, 205.251.192.190, 205.251.195.112, 205.251.197.230, 205.251.199.235","ns-880.awsdns-46.net, awsdns-hostmaster.amazon.com","ns-2027.awsdns-61.co.uk, ns-190.awsdns-23.com, ns-880.awsdns-46.net, ns-1510.awsdns-60.org",NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-mx/lacomer-signup-prod",,,,,,,,
[x],landings.superpal.com,"104.16.242.93, 104.18.96.77","alina.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,True,cloudflare,,,,,,
[x],lb.cornershopapp.com,"104.17.236.82, 104.16.239.58","alina.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,True,cloudflare,,,,,,
[x],local.superpal.com,127.0.0.1,"alina.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,True,127.0.0.1
[x],loyalty-prod-costco.ca.satellite.cornershop.io,"3.211.194.231, 18.210.25.187, 3.224.37.42","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-ca/loyalty-prod-costco",,,,,,,,
[x],loyalty-prod-hm.ca.satellite.cornershop.io,"18.210.25.187, 3.224.37.42, 3.211.194.231","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-ca/loyalty-prod-hm",,,,,,,,
[x],loyalty-prod-lacomer.mx.satellite.cornershop.io,"3.224.37.42, 3.211.194.231, 18.210.25.187","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com","ns-1417.awsdns-49.org, ns-1604.awsdns-08.co.uk, ns-177.awsdns-22.com, ns-565.awsdns-06.net",NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-mx/loyalty-prod-lacomer",,,,,,,,
[x],loyalty-prod-miniso.mx.satellite.cornershop.io,"3.224.37.42, 18.210.25.187, 3.211.194.231","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-mx/loyalty-prod-miniso",,,,,,,,
[x],loyalty-prod-nespresso.mx.satellite.cornershop.io,"18.210.25.187, 3.224.37.42, 3.211.194.231","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-mx/loyalty-prod-nespresso",,,,,,,,
[x],loyalty-prod-petco.mx.satellite.cornershop.io,"3.224.37.42, 18.210.25.187, 3.211.194.231","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
[x],loyalty-prod-pricesmart.co.satellite.cornershop.io,"3.211.194.231, 3.224.37.42, 18.210.25.187","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-co/loyalty-prod-pricesmart",,,,,,,,
[x],loyalty-prod-rexall.ca.satellite.cornershop.io,"3.224.37.42, 18.210.25.187, 3.211.194.231","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-ca/loyalty-prod-rexall",,,,,,,,
[x],loyalty-prod-sams.br.satellite.cornershop.io,"3.224.37.42, 3.211.194.231, 18.210.25.187","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-br/loyalty-prod-sams",,,,,,,,
[x],loyalty-prod-sams.br.stores-int.superpal.io,35.188.233.39,"ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-gke-scrapers,external-dns/resource=ingress/stores-integrations-br/loyalty-prod-sams",True,google,,,,,,
[x],loyalty-prod-seg.us.satellite.cornershop.io,"3.224.37.42, 18.210.25.187, 3.211.194.231","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-us/loyalty-prod-seg",,,,,,,,
[x],loyalty-qa-costco.ca.satellite.cornershop.io,"18.210.25.187, 3.211.194.231, 3.224.37.42","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-ca/loyalty-qa-costco",,,,,,,,
[x],loyalty-qa-hm.ca.satellite.cornershop.io,"3.211.194.231, 3.224.37.42, 18.210.25.187","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-ca/loyalty-qa-hm",,,,,,,,
[x],loyalty-qa-lacomer.mx.satellite.cornershop.io,,"ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com","ns-1417.awsdns-49.org, ns-1604.awsdns-08.co.uk, ns-177.awsdns-22.com, ns-565.awsdns-06.net",NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-mx/loyalty-qa-lacomer",,,,,,,,
[x],loyalty-qa-miniso.mx.satellite.cornershop.io,"3.211.194.231, 3.224.37.42, 18.210.25.187","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",,NOERROR,"heritage=external-dns,external-dns/owner=cs-satellite,external-dns/resource=ingress/integrations-mx/loyalty-qa-miniso",,,,,,,,
