new,host,a,soa,status_code,cname,ns,mx,txt,caa,aaaa,cdn,cdn-name,has_internal_ips,internal_ips
[x],websterstd.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],welcome.amocrm.com,173.233.147.78,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"k8s.amocrm.com, lucile.k8s.amocrm.com",,,,,,,,,
[x],welcome.amocrm.ru,23.111.119.250,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],whatsapp.amocrm.ru,188.124.43.169,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,amber.k8s.amocrm.ru,,,,,,,,,
[x],whilemobile.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],widgets.amocrm.com,142.0.201.232,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],widgets.amocrm.ru,88.212.249.10,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],wiki.amocrm.ru,"10.13.245.20, 95.143.182.166, 23.111.119.230","ns3-l2.nic.ru, dns.nic.ru",NOERROR,,"ns2.amocrm.ru, ns4-cloud.nic.ru, ns8-cloud.nic.ru, ns3.amocrm.ru, ns8-l2.nic.ru, ns3-l2.nic.ru, ns4-l2.nic.ru",,,,,,,True,10.13.245.20
[x],window.amocrm.com,"142.0.201.228, 64.58.114.237","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],wity.amocrm.com,"142.0.201.228, 64.58.114.237","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],wokster.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],workpoint.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ws.amocrm.ru,31.184.226.108,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,ws-a.amocrm.ru,,,,,,,,,
[x],www.2sale.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],www.amocrm.com,204.74.252.199,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],www.amocrm.ru,23.111.99.17,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],www.cleaningusa.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],www.new5991704793118.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],www.rrg1.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],www.venta.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],www.z1.amocrm.com,204.74.252.199,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"z1.amocrm.com, www.amocrm.com",,,,,,,,,
[x],www.z1.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,"z1.selectel.prods.amocrm.ru, cfa.trunk.amocrm.ru",,,,,,,,,
[x],www.z2.amocrm.com,204.74.252.199,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"z2.amocrm.com, www.amocrm.com",,,,,,,,,
[x],www.z2.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,"fs.all.selectel.prods.amocrm.ru, cfa.trunk.amocrm.ru",,,,,,,,,
[x],xn--2-gtb0a8bc.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],xn--e1afg.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],xn--u1aaaaaaaa.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],xn--z1-6kchlg2cjg2h.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],yakov.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],yasserelpro09.amocrm.com,"142.0.201.228, 64.58.114.237","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],ym027.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],youngbusinessclubtest.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],yourcountry.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],z1.amocrm.com,204.74.252.199,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,www.amocrm.com,,,,,,,,,
[x],z1.amocrm.ru,178.248.235.194,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,
[x],z1.selectel.prods.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],z1.serversru.prods.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],z2.amocrm.com,204.74.252.199,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,www.amocrm.com,,,,,,,,,
[x],z2.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,"fs.promo.serversru.prods.amocrm.ru, cfb.trunk.amocrm.ru",,,,,,,,,
[x],zakazmydiyhobby.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],zaoasp.amocrm.ru,"95.213.201.60, 95.213.161.42, 95.143.182.166, 23.111.119.230","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,"ns3-l2.nic.ru, ns3.amocrm.ru, ns4-l2.nic.ru, ns4-cloud.nic.ru, ns8-l2.nic.ru, ns2.amocrm.ru, ns8-cloud.nic.ru",,,,,,,,
[x],zaomdc.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],zapchasti.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],zastroigroup.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ze81l.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ziko.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],zisuzu.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],zoom.amocrm.com,173.233.147.77,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],zoom.amocrm.ru,23.111.109.52,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,zoom-b.amocrm.ru,,,,,,,,,
[x],zubakova.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
