new,host,a,soa,status_code,ns,has_internal_ips,internal_ips,cdn,cdn-name,cname,mx,txt,caa,aaaa
[x],mta0301-49.m.rakuten.com,52.200.59.49,"edns4.ultradns.com, hostmaster.ebates.com",NOERROR,,,,,,,,,,
[x],mta0302-46.m.rakuten.com,52.200.59.46,"edns4.ultradns.com, hostmaster.ebates.com",NOERROR,,,,,,,,,,
[x],mta0302-86.m.rakuten.com,52.200.59.86,"edns4.ultradns.com, hostmaster.ebates.com",NOERROR,,,,,,,,,,
[x],mta0303-47.m.rakuten.com,52.200.59.47,"edns4.ultradns.com, hostmaster.ebates.com",NOERROR,,,,,,,,,,
[x],mta0304-48.m.rakuten.com,52.200.59.48,"edns4.ultradns.com, hostmaster.ebates.com",NOERROR,,,,,,,,,,
[x],mta2.emails.rakuten.com,159.127.187.12,"edns4.ultradns.com, hostmaster.ebates.com",NOERROR,,,,,,,"inbound2.messagegears.net, inbound1.messagegears.net","v=spf1 include:_spf.messagegears.net -all, spf2.0/pra include:_auth.messagegears.net -all, google-site-verification=FleN9V2fRbE8_jGy7QNGecGYjskh9OrHzg_ZSnsqTjA",,
[x],mta3.emails.rakuten.com,,"edns4.ultradns.com, hostmaster.ebates.com",NOERROR,,,,,,,,"spf2.0/pra include:epsl1.com -all, v=spf1 include:epsl1.com -all, google-site-verification=MhGOwh7QlXR2q5_qwHQm3h1idg7G0EJY-G5FZ41QQ6Y",,
[x],mta3.newsletter.fr.shopping.rakuten.com,136.147.177.102,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],mta4.emails.rakuten.com,159.127.187.12,"edns4.ultradns.com, hostmaster.ebates.com",NOERROR,,,,,,,pmx1.epsl1.com,"spf2.0/pra include:epsl1.com -all, google-site-verification=9NOkugieqq92x5nGvq3_6CwTwXRjIIXmBeGq7s5eJxU, v=spf1 include:epsl1.com -all",,
[x],mta4.newsletter.fr.shopping.rakuten.com,136.147.180.134,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],mta5.newsletter.fr.shopping.rakuten.com,136.147.180.135,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],mta6.newsletter.fr.shopping.rakuten.com,136.147.180.136,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],mx196-225.smtp.rakuten.com,104.241.196.225,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,v=spf1 include:spf04.rakuten.co.jp -all,,
[x],mx196-226.smtp.rakuten.com,104.241.196.226,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,v=spf1 include:spf04.rakuten.co.jp -all,,
[x],mx196-227.smtp.rakuten.com,104.241.196.227,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,v=spf1 include:spf04.rakuten.co.jp -all,,
[x],ndc-new-redirect.global.rakuten.com,133.237.24.33,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],new-developer.rakuten.com,133.237.48.216,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],new-developers.rakuten.com,133.237.48.217,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],new-rat.rakuten.com,23.206.209.151,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"t2.rakuten.edgekey.net, e16215.a.akamaiedge.net",,,,
[x],new-stg.api.rms.global.rakuten.com,133.237.48.210,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],new-travel.rakuten.com,133.237.49.228,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],new2-redirect.global.rakuten.com,133.237.60.84,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],newsletter.rakuten.com,"198.245.80.167, 198.245.80.132",,NOERROR,,,,,,,reply-mx.s6.exacttarget.com,"\""v=spf1 include:cust-spf.exacttarget.com ip4:198.245.80.132 ip4:198.245.80.167 ip4:198.245.80.168 -all\"", \""spf2.0/pra include:cust-senderid.exacttarget.com -all\"", \""google-site-verification=QrQQsOmZnJl1xktC26L8j0S1_MH7ouAVmDDj7ToE2eE\""",,
[x],ns11.rakuten.com,5.149.118.100,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],ns12.rakuten.com,5.149.118.101,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],ns21.rakuten.com,203.190.58.18,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],old-api-stg.businessportal.global.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],old-jp.idconnect.global.rakuten.com,133.237.16.159,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],old-na.accounts.global.rakuten.com,104.241.196.243,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],old-r2.api.payvault-ori.global.rakuten.com,202.72.61.6,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],old-stg.businessportal.global.rakuten.com,133.237.41.75,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],old.rakuten.com,209.67.181.70,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],old2-jp.api.rse.global.rakuten.com,133.237.17.215,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],omp.r.emails.rakuten.com,199.7.204.32,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,,,,,,,,,,
[x],omptrans.t.emails.rakuten.com,129.145.67.116,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,,,,,,,,,,
[x],openapi-rms.global.rakuten.com,23.206.209.151,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"t2.rakuten.edgekey.net, e16215.a.akamaiedge.net",,,,
[x],operations.fr.shopping.rakuten.com,66.22.35.2,"dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,"operations.rfr-infra.net, principal.rfr-infra.net",,,,
[x],origin.rakuten.com,,,NOERROR,,,,,,,,,,
[x],outils.fr.shopping.rakuten.com,141.226.253.212,"dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,"outils.rfr-infra.net, tools.rfr-infra.net",,,,
[x],pages.emails.rakuten.com,68.232.203.80,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,pages.virt.s6.exacttarget.com,,,,
[x],partners.fr.shopping.rakuten.com,66.22.35.2,"dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,"partners.rfr-infra.net, principal.rfr-infra.net",,,,
[x],pay-token.id.global.rakuten.com,133.237.69.45,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,"pay-token.gslb.rdcnw.net, lb-133-237-69-45.lbaas.jpe2b.rdcnw.net",,,,
[x],payguard.global.rakuten.com,133.237.105.98,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,"pro-gslb-payguard-api-public.global-gslb.rdcnw.net, lb-133-237-105-98.lbaas.jpe1a.rdcnw.net",,,,
[x],payment-dev.global.rakuten.com,"13.248.131.64, 76.223.4.99","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"payment-global-rakuten-com.dev.rpsp.jp, a0df301ec827f0044.awsglobalaccelerator.com",,,,
[x],payment-stg.global.rakuten.com,"13.248.222.49, 76.223.76.50","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"payment-global-rakuten-com.stg.rpsp.jp, aa47bcbf57447b6cd.awsglobalaccelerator.com",,,,
[x],payvault.global.rakuten.com,"108.138.233.115, 108.138.233.125, 108.138.233.88, 108.138.233.124","ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1359.awsdns-41.org, ns-1787.awsdns-31.co.uk, ns-239.awsdns-29.com, ns-744.awsdns-29.net",,,True,cloudfront,d38pfweqg9yui6.cloudfront.net,,,,
[x],pre-api-ap.deactivate.accounts.global.rakuten.com,34.149.181.135,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],pre-api-ap.idtoken-provider.accounts.global.rakuten.com,34.149.181.135,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],pre-api-ap.lite.accounts.global.rakuten.com,34.149.181.135,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],pre-api-lite-bot-accounts.global.rakuten.com,35.227.230.95,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],pre-api.ap-lite.accounts.global.rakuten.com,35.227.230.95,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],pre-api.deactivate.global.rakuten.com,34.84.251.157,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],pre-api.point-service.global.rakuten.com,"13.107.237.45, 13.107.238.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,"pre-point-service-afd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,,"2620:1ec:29:1::45, 2620:1ec:48:1::45"
[x],pre-gateway-api.point-service.global.rakuten.com,"13.107.238.45, 13.107.237.45","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,"pre-point-service-afd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45"
[x],pre-openapi-rms.global.rakuten.com,133.237.16.211,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],premium.travel.rakuten.com,173.223.113.160,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"premium.travel.rakuten.com.edgekey.net, e16215.dsca.akamaiedge.net",,,,"2a02:26f0:c900:29b::3f57, 2a02:26f0:c900:28b::3f57"
[x],prerelease-token-mutual.id.global.rakuten.com,34.85.117.129,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],prerelease.gateway-api.global.gs.rakuten.com,133.237.62.16,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],preview-www.rakuten.com,104.107.135.65,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey-staging.net, e6874.a.akamaiedge-staging.net",,,,
[x],qa-api.idlite.accounts.global.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],qa-api.idtoken-provider.accounts.global.rakuten.com,34.84.233.5,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],qa-api.lite-bot.accounts.global.rakuten.com,34.84.233.5,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],qa-api.lite-deactivate.accounts.global.rakuten.com,35.241.1.153,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],qa-api.point-service.global.rakuten.com,"13.107.253.45, 13.107.226.45","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,"stg-point-service-afd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,,"2620:1ec:29:1::45, 2620:1ec:48:1::45"
[x],qa-brc.emails.rakuten.com,"52.9.114.249, 52.52.9.112, 13.57.168.50, 18.144.127.61","ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,thirdparty.bnc.lt,,v=spf1 -all,"letsencrypt.org, digicert.com, entrust.net",
[x],qa.go.rakuten.com,"52.9.40.219, 52.8.16.246, 54.177.1.46, 54.151.40.49, 13.56.176.121, 52.8.106.109, 52.52.180.44, 13.57.112.110","ns-1925.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,custom.bnc.lt,,,"entrust.net, letsencrypt.org, digicert.com",
[x],qa1-static.rakuten.com,"23.50.57.43, 23.50.57.48","n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"san2.ebatescanada.com.edgekey-staging.net, e26088.a.akamaiedge-staging.net",,,,
[x],qa1-www.rakuten.com,104.107.135.65,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey-staging.net, e6874.a.akamaiedge-staging.net",,,,
[x],qa2-www.rakuten.com,104.107.135.65,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey-staging.net, e6874.a.akamaiedge-staging.net",,,,
[x],qa3-static.rakuten.com,"23.50.57.43, 23.50.57.48","n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"san2.ebatescanada.com.edgekey-staging.net, e26088.a.akamaiedge-staging.net",,,,
[x],qa3-www.rakuten.com,104.107.135.65,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey-staging.net, e6874.a.akamaiedge-staging.net",,,,
[x],qa4-static.rakuten.com,"23.50.57.48, 23.50.57.43","n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"san2.ebatescanada.com.edgekey-staging.net, e26088.a.akamaiedge-staging.net",,,,
[x],qa4-www.rakuten.com,104.107.135.65,,NOERROR,,,,,,"sansecure.rakuten.com.edgekey-staging.net, e6874.a.akamaiedge-staging.net",,,,
[x],qa5-static.rakuten.com,"23.50.52.35, 23.50.52.34","n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"san2.ebatescanada.com.edgekey-staging.net, e26088.a.akamaiedge-staging.net",,,,
[x],qa5-www.rakuten.com,104.107.135.65,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey-staging.net, e6874.a.akamaiedge-staging.net",,,,
[x],r.emails.rakuten.com,162.223.233.166,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,"ns1.responsys.net, ns2.responsys.net",,,,,,imh.rsys5.net,"google-site-verification=kyODHnj2IAE1YeVybKYlxHujsBgebYRYYwAZxV0r6UQ, google-site-verification=zrxamlxZSTxu9N7mIsjT9nFhGD0rI9l95urb9X2vAoQ, v=spf1 ip4:12.130.136.0/22 ip4:12.130.153.0/24 ip4:12.130.154.0/24 ip4:199.7.200.0/21 ip4:12.130.135.0/24 ip4:162.223.236.0/22 ip4:129.145.68.0/22 ip4:129.145.66.0/23 -all",,
[x],r0.www.rakuten.com,"54.213.60.228, 44.237.33.178, 44.227.19.13","ns-1896.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1419.awsdns-49.org, ns-1896.awsdns-45.co.uk, ns-463.awsdns-57.com, ns-567.awsdns-06.net",,,,,rakuten.r0-api.com,,,,
[x],r2.static.payvault-ori.global.rakuten.com,202.72.61.5,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],rc.mail.symphony.rakuten.com,"34.237.219.119, 3.215.172.219, 52.54.96.194, 3.92.120.28, 18.208.125.13","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,
[x],rc1-static.rakuten.com,,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"san2.ebatescanada.com.edgekey-staging.net, e26088.a.akamaiedge-staging.net",,,,
[x],rc1-www.rakuten.com,104.107.135.65,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey-staging.net, e6874.a.akamaiedge-staging.net",,,,
[x],rc2-static.rakuten.com,"23.50.57.43, 23.50.57.48","n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"san2.ebatescanada.com.edgekey-staging.net, e26088.a.akamaiedge-staging.net",,,,
[x],rc3-www.rakuten.com,104.107.135.65,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey-staging.net, e6874.a.akamaiedge-staging.net",,,,
[x],rc4-www.rakuten.com,104.107.135.65,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey-staging.net, e6874.a.akamaiedge-staging.net",,,,
[x],rcp.symphony.rakuten.com,34.120.80.89,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],rd.mail.fr.shopping.rakuten.com,"34.237.219.119, 18.208.125.13, 52.54.96.194, 3.215.172.219, 3.92.120.28","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,
[x],rescue.travel.rakuten.com,133.237.63.93,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],rid-pre-eu-lb.accounts.global.rakuten.com,35.190.45.204,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],rid-pre-eu-v2-lb.accounts.global.rakuten.com,35.241.39.252,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],rid-pre-eu.accounts.global.rakuten.com,35.241.39.252,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,rid-pre-eu-v2-lb.accounts.global.rakuten.com,,,,
[x],rid-pre-us-v2-lb.accounts.global.rakuten.com,35.244.241.174,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],rid-pre-us.accounts.global.rakuten.com,35.244.241.174,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,"rid-pre-us-lb.accounts.global.rakuten.com, rid-pre-us-v2-lb.accounts.global.rakuten.com",,,,
[x],rid-prod-us-lb.accounts.global.gs.rakuten.com,35.227.210.119,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,"nsg501.rakuten.co.jp, nsg801.rakuten.co.jp",,,True,google,,,,,
[x],rid-prod-us.accounts.global.rakuten.com,23.197.111.26,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"t2.rakuten.edgekey.net, e16215.a.akamaiedge.net",,,,
[x],rmail.rmsportal.rakuten.com,203.190.58.47,,NOERROR,,,,,,,,,,
[x],rmp.rakuten.com,34.95.79.188,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,mx.sendgrid.net,v=spf1 include:sendgrid.net ~all,,
[x],rms.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],rss.origin.rakuten.com,209.67.181.231,,NOERROR,,,,,,,,,,
[x],s-bid.rmp.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],s-cdn.rmp.rakuten.com,34.95.79.188,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],s-clk.rmp.rakuten.com,34.95.80.133,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],s-cs.rmp.rakuten.com,34.95.81.88,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],s001.rd.ias.global.rakuten.com,133.237.61.117,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],s001.sandbox.ias.global.rakuten.com,133.237.60.217,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],sandbox.fr.shopping.rakuten.com,141.226.253.216,"dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,sandbox.rfr-infra.net,,,,
[x],secure.beta.rakuten.com,209.67.181.32,,NOERROR,,,,,,,,,,
[x],secure.origin.rakuten.com,,,NOERROR,,,,,,,,,,
[x],secure.test.rakuten.com,209.67.181.173,,NOERROR,,,,,,,,,,
[x],services.fr.shopping.rakuten.com,212.23.167.37,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],shipping-rms.global.rakuten.com,133.237.4.102,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],shop.origin.rakuten.com,203.190.58.55,,NOERROR,,,,,,,,,,
[x],shopmanager.rakuten.com,209.67.181.142,,NOERROR,,,,,,,,,,
[x],social.account.rakuten.com,34.149.195.100,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,google-site-verification=a_uOp7IVnQdb6iahAt5TSl7WF0qjT0enX0sp8qEuQSQ,,
[x],solutions.travel.rakuten.com,34.98.70.4,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,google-site-verification=LRKDEgQlk03Rm8sVyqHOI6OxK0Khsy3gxFeRksz0UmE,,
[x],sonyelectronics.shopmanager.rakuten.com,209.67.181.142,"edns4.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],sports.rakuten.com,34.96.118.71,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,rxmx2.rakuten.co.jp,"google-site-verification=G_5DK6581T7CKIqTsnWoxXmG48q8FVdYQxg2K6bh7_I, google-site-verification=65qesuz3Ji6gHl8k8mf4EERtFJpqL06pWjNP3jl719E",,
[x],sso.global.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],st-api.idlite.accounts.global.rakuten.com,34.84.233.5,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],st-api.idtoken-provider.accounts.global.rakuten.com,34.84.233.5,,NOERROR,,,,True,google,,,,,
[x],st-api.lite-bot.accounts.global.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],st-api.lite-deactivate.accounts.global.rakuten.com,35.241.1.153,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],stage.rakuten.com,127.0.0.1,,NOERROR,,True,127.0.0.1,,,,,,,
[x],static-content.payment.global.rakuten.com,"65.9.66.104, 65.9.66.34, 65.9.66.105, 65.9.66.51","ns-1259.awsdns-29.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,d30i1y0af240c9.cloudfront.net,,,,"2600:9000:206f:5800:12:6896:2e40:93a1, 2600:9000:206f:fa00:12:6896:2e40:93a1, 2600:9000:206f:4000:12:6896:2e40:93a1, 2600:9000:206f:3e00:12:6896:2e40:93a1, 2600:9000:206f:5200:12:6896:2e40:93a1, 2600:9000:206f:3400:12:6896:2e40:93a1, 2600:9000:206f:8a00:12:6896:2e40:93a1, 2600:9000:206f:600:12:6896:2e40:93a1"
[x],static.rakuten.com,23.37.55.174,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"sansecure.rakuten.com.edgekey.net, e6874.a.akamaiedge.net",,,,
[x],stg-api.idlite.accounts.global.rakuten.com,34.84.233.5,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],stg-api.lite-bot.accounts.global.rakuten.com,34.84.233.5,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],stg-api.lite-deactivate.accounts.global.rakuten.com,35.241.1.153,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,True,google,,,,,
[x],stg-cn-member.insight.rakuten.com,39.107.236.45,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-developers.rakuten.com,133.237.5.49,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-feature-preview.login.account.rakuten.com,133.237.108.93,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,"stg-p-idlite-api.gslb.rdcnw.net, lb-133-237-108-93.lbaas.jpe2b.rdcnw.net",,,,
[x],stg-gateway-api.point-service.global.rakuten.com,"13.107.253.45, 13.107.226.45","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,"stg-point-service-afd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net",,,,"2620:1ec:29:1::45, 2620:1ec:48:1::45"
[x],stg-grpa01.payment.global.rakuten.com,"76.223.76.50, 13.248.222.49","ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,aa47bcbf57447b6cd.awsglobalaccelerator.com,,,,
[x],stg-jumbo.accounts.global.rakuten.com,133.237.41.81,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-mp-admin.businessportal.global.rakuten.com,133.237.41.42,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-panel-message-member.insight.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,lb-133-237-69-108.lbaas.jpe2b.rdcnw.net,,,,
[x],stg-premium.travel.rakuten.com,,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,"stg-premium.travel.rakuten.com.edgekey.net, e16215.dsca.akamaiedge.net",,,,"2a02:26f0:7100:899::3f57, 2a02:26f0:7100:89f::3f57"
[x],stg-proxy.travel.global.rakuten.com,133.237.41.50,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-qa-proxy.travel.global.rakuten.com,,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
[x],stg-qa.gateway-api.global.rakuten.com,133.237.41.100,"ns.rakuten.co.jp, postmaster.rakuten.co.jp",NOERROR,,,,,,,,,,
