input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_subject_org_
api.oauth.triage.bunq.com,,404,102,api.oauth.triage.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=api.oauth.triage.bunq.com,api.oauth.triage.bunq.com,api.oauth.triage.bunq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7182736e0dffa2af680c34241fce1201,5bade533a1c04de909c59323fb6fd7b09e3824656b8b45e24d24d982a1dddde0,ctls,api.oauth.triage.bunq.com,80,http://api.oauth.triage.bunq.com:80,http,Apache,application/json,GET,52.59.78.150,/,-855777676,18.159.65.79,HSTS,1,False,,,https://api.oauth.triage.bunq.com:443/,,,,
api.openbanking.triage.bunq.com,403 Forbidden,403,199,api.openbanking.triage.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=api.openbanking.triage.bunq.com,api.openbanking.triage.bunq.com,api.openbanking.triage.bunq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3bd3459cd2ec9ba7e3cbe5af5f36e141,c3b1c622537f8793546c2563ecc26e47fea3ad8faa3042cf81e3d5ae3c1830d1,ctls,api.openbanking.triage.bunq.com,443,https://api.openbanking.triage.bunq.com:443,https,Apache,text/html,GET,18.159.65.79,/,-855688948,52.59.78.150,HSTS,8,False,,,,,,,
api.tinker.bunq.com,,404,102,api.tinker.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-21T23:59:59Z,CN=api.tinker.bunq.com,api.tinker.bunq.com,acs.secure-code.bunq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66056790afca48b38e8697f6a9454a94,daffae5473344d8183291199d359f6b1be80ad6fda91311b050aa75d2f6c93f1,ctls,api.tinker.bunq.com,443,https://api.tinker.bunq.com:443,https,Apache,application/json,GET,3.69.243.246,/,-855777676,18.184.145.11,HSTS,1,False,,,,,,,
api.together-login.bunq.com,,404,102,api.together-login.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-21T23:59:59Z,CN=together-login.bunq.com,together-login.bunq.com,api.together-login.bunq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1a1730058c40c595f533539715984271,510d3448361c7be9c3ecd0babba0d1ff35c376320807793eba3667eb3508abc1,ctls,api.together-login.bunq.com,443,https://api.together-login.bunq.com:443,https,Apache,application/json,GET,52.28.251.205,/,2095216951,18.184.145.11,HSTS,1,False,,,,,,,
api.together.bunq.com,Tags - bunq Together,200,138778,api.together.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-03-24T23:59:59Z,CN=together.bunq.com,together.bunq.com,flarum.bunq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0c0b2b44426ac0d9847532c7634f8db4,3f4c3b825bdd7ab21b0ed51e988cbc670bcca883ccc67d50f51f43f637092373,ctls,api.together.bunq.com,443,https://api.together.bunq.com:443,https,Apache,text/html,GET,3.123.247.84,/,644150669,3.124.152.100,PHP,837,False,,,,content.googleapis.com,,,
api.vonage.bunq.com,,200,139,api.vonage.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-27T00:00:00Z,2024-04-24T23:59:59Z,CN=api.vonage.bunq.com,api.vonage.bunq.com,api.vonage.bunq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e155f850d07aebac5ae330f651d3829a,b2749133a502c89b7ee62e1e061cbb6c2a3a1e03f83b059cf558d1ff5994614a,ctls,api.vonage.bunq.com,443,https://api.vonage.bunq.com:443,https,Apache,application/json,GET,52.28.251.205,/,2095216951,18.184.145.11,HSTS,1,False,,,,,,,
api.vonage.triage.bunq.com,,200,139,api.vonage.triage.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=api.vonage.triage.bunq.com,api.vonage.triage.bunq.com,api.vonage.triage.bunq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fa9d2ee3ff115a0cc807cacfa86a8913,9569784442c1c501a6b547cceacddd1c6f06068b97127b8f26051f78226ff704,ctls,api.vonage.triage.bunq.com,443,https://api.vonage.triage.bunq.com:443,https,Apache,application/json,GET,18.159.65.79,/,2095216951,52.57.178.38,HSTS,1,False,,,,,,,
apis.google.com,"Google for Developers - Software Development Guides, Tools & More  |  Google Developers",200,198651,developers.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,developers.google.com,80,http://apis.google.com:80,http,Google Frontend,text/html,GET,142.250.185.238,/,-1413697054,2a00:1450:4001:80b::200e,HTTP/3,8216,False,,,https://developers.google.com/,https://csp.withgoogle.com/csp/devsite/v2,,True,
appstore.bunq.com,401 Unauthorized,401,464,appstore.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-07T23:59:59Z,CN=appstore.bunq.com,appstore.bunq.com,appstore.bunq.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,71ca7b17c142c6ad173f0d64f71b4a30,5123c5886cd7a7a6d0fe16b4e4bd90f0d3ebbc3a19f8464ccf09cff12a8f73b1,ctls,appstore.bunq.com,443,https://appstore.bunq.com:443,https,Apache/2.4.54 (Debian),text/html,GET,3.65.192.120,/,-1633845067,3.120.195.21,Debian,15,False,,,,,,,
aramis.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://aramis.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
assignment.bunq.com,503 Service Temporarily Unavailable,503,564,assignment.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-02T23:59:59Z,CN=assignment.bunq.com,assignment.bunq.com,assignment.bunq.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec3236c1437bc75eb99ab318f10ec6b9,44594f95926f226bd06c83f0e9d2f9aa253da2bedd0413dddb74e1e304315de6,ctls,assignment.bunq.com,443,https://assignment.bunq.com:443,https,awselb/2.0,text/html,GET,3.127.90.91,/,2051366281,3.127.90.91,,13,False,,,,,,,
auth-paymentsstorage.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://auth-paymentsstorage.apps.bunq.com:80,http,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
auth515g15.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://auth515g15.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
authacc-db2-corp.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://authacc-db2-corp.apps.bunq.com:443,https,,text/html,GET,3.66.187.137,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
authusersmy.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://authusersmy.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
authwww-test-static-clients-stats-corp.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://authwww-test-static-clients-stats-corp.apps.bunq.com:80,http,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
avid.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://avid.apps.bunq.com:80,http,,text/html,GET,3.66.187.137,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
backupgcp.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://backupgcp.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
backuphelporigin.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://backuphelporigin.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
bcg3et.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://bcg3et.apps.bunq.com:443,https,,text/html,GET,3.66.187.137,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
beap.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://beap.apps.bunq.com:80,http,,text/html,GET,3.66.187.137,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
bid463d.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://bid463d.apps.bunq.com:80,http,,text/html,GET,3.66.187.137,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
bid46cz.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,80,http://bid46cz.apps.bunq.com:80,http,,text/html,GET,18.193.49.97,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
bid46qm.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://bid46qm.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
bid471l.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://bid471l.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
bid47r1.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://bid47r1.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
bid47zo.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://bid47zo.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
bifrost-baked-cookies.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://bifrost-baked-cookies.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
bitdefender.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://bitdefender.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
biz-tst1.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://biz-tst1.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
blog.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://blog.apps.bunq.com:443,https,,text/html,GET,3.66.187.137,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
bucket-status-awspaymentsstorage.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://bucket-status-awspaymentsstorage.apps.bunq.com:443,https,,text/html,GET,3.66.187.137,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
bucketalpha-awslb.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://bucketalpha-awslb.apps.bunq.com:443,https,,text/html,GET,3.66.187.137,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
bunq-dev-flarum-files.s3.eu-central-1.amazonaws.com,,403,255,bunq-dev-flarum-files.s3.eu-central-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-01-14T23:59:59Z,CN=*.s3.eu-central-1.amazonaws.com,*.s3.eu-central-1.amazonaws.com,s3-deprecated.eu-central-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,28861801cddf553ba67670ecf129b0c9,a09b199bc5e6fab376e40ab2171a3bd7485d6d201ef544c8e4e4682fd7613e1b,ctls,bunq-dev-flarum-files.s3.eu-central-1.amazonaws.com,443,https://bunq-dev-flarum-files.s3.eu-central-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,3.5.134.122,/,1763174797,3.5.134.122,Amazon Web Services,2,False,,,,,,True,
bunq-prod-together-files.s3.eu-central-1.amazonaws.com,,403,255,bunq-prod-together-files.s3.eu-central-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-01-14T23:59:59Z,CN=*.s3.eu-central-1.amazonaws.com,*.s3.eu-central-1.amazonaws.com,s3-deprecated.eu-central-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,28861801cddf553ba67670ecf129b0c9,a09b199bc5e6fab376e40ab2171a3bd7485d6d201ef544c8e4e4682fd7613e1b,ctls,bunq-prod-together-files.s3.eu-central-1.amazonaws.com,443,https://bunq-prod-together-files.s3.eu-central-1.amazonaws.com:443,https,AmazonS3,application/xml,GET,3.5.138.118,/,1734999642,3.5.138.118,Amazon Web Services,2,False,,,,,,True,
bunqto.sandbox.bunq.com,I’m sending you money with bunq.to!,200,2763,bunqto.sandbox.bunq.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-03-22T23:59:59Z,CN=bunqto.sandbox.bunq.com,bunqto.sandbox.bunq.com,bunqto.sandbox.bunq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,41edaa5b87d6a85355a8e1a2c22601fc,4c18dff12de9afbe663a91be8e552178b9b8d3650caf6954464f57cc5fe61404,ctls,bunqto.sandbox.bunq.com,443,https://bunqto.sandbox.bunq.com:443,https,Apache,text/html,GET,52.28.235.10,/,1604723966,18.185.253.164,HSTS,1,False,,,,,,,
cache-dockerintra-backups-www-test.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://cache-dockerintra-backups-www-test.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,18.193.49.97,Webflow,495,False,,,https://www.bunq.com/,,,,
ccitutil.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://ccitutil.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
cinema4dr12.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://cinema4dr12.apps.bunq.com:443,https,,text/html,GET,18.193.49.97,/,1319044278,3.71.253.33,Webflow,495,False,,,https://www.bunq.com/,,,,
clicks.bunq.com,404 Not Found,404,552,clicks.bunq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-11-02T23:59:59Z,CN=clicks.bunq.com,clicks.bunq.com,clicks.bunq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,22ecee853eeb911195f6dd2010fba798,551eb41598501e9d05e031fc9779e1b758be8b91f1a2c15d76fbb5c5b0c9439c,ctls,clicks.bunq.com,443,https://clicks.bunq.com:443,https,msys-http,text/html,GET,143.204.215.15,/,1593207841,2600:9000:214f:e400:0:3540:c700:93a1,Amazon Web Services,14,False,cloudfront,True,,,,,
cms-enassets-defaultproduction.apps.bunq.com,bunq | bank of The Free,200,78637,www.bunq.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T13:11:49Z,2023-06-11T13:11:48Z,CN=www.bunq.com,www.bunq.com,www.bunq.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c77dfc93a8832709ef87670bbc38f9d8,56b9e8925d2149fd9b3276e86807e20e8bca7d13213adeb107a3736e322c6db3,ctls,www.bunq.com,443,https://cms-enassets-defaultproduction.apps.bunq.com:443,https,,text/html,GET,3.71.253.33,/,1319044278,3.66.187.137,Webflow,495,False,,,https://www.bunq.com/,,,,
