input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_subject_org_,final_url,tls_expired,tls_self_signed
ifly.alaskaair.com,404 Not Found,404,196,AS15334,RESPONSYS,US,162.223.232.0/23,ifly.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-17T14:28:20Z,2023-12-16T14:28:20Z,"CN=ifly.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",ifly.alaskaair.com,ifly.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e4154b4518043411000f6464490cfd00,3a9d3311f6c99c31cf2cd113d3a95a41f38ecfad1eeb8d57c29acd754763f7b5,,ctls,ifly.alaskaair.com,,443,https://ifly.alaskaair.com:443,https,Apache,text/html,GET,162.223.232.18,/,-780928015,162.223.232.18,Apache,8,False,,,"Alaska Airlines, Inc.",,,
iftest.alaskaair.com,Not Found,404,315,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,iftest.alaskaair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-05-26T05:20:02Z,2023-06-09T05:20:02Z,"CN=chimeteams.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",chimeteams.alaskaair.com,chimeteams.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",4082a2b71e874a461272b17914714696,0be3c5f8e302880e8433a78177d2bd70a03326114b90871d24134f11db03f6fc,,ctls,iftest.alaskaair.com,,443,https://iftest.alaskaair.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,159.49.253.100,/,225052475,159.49.253.100,Microsoft HTTPAPI:2.0,7,False,,,"Alaska Airlines, Inc.",,,
ifx.alaskaair.com,Alaska Airlines / Horizon Air,200,9016,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.248.0/22,fedauth.alaskasworld.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-27T09:56:13Z,2024-03-01T09:56:13Z,"CN=fedauth.alaskasworld.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",fedauth.alaskasworld.com,www.fedauth.alaskasworld.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",cfd9cf6723911b7dc15433f1c19d2512,64b3102028ac95d84b04a7948ad97698dccb61b5f80fe2ac59313ea5607909eb,,ctls,fedauth.alaskasworld.com,,443,https://ifx.alaskaair.com:443,https,,text/html,GET,159.49.229.13,/,765885192,159.49.229.13,,234,False,,,"Alaska Airlines, Inc.",https://fedauth.alaskasworld.com/idp/startSSO.ping?PartnerSpId=https%3A%2F%2Falaska-sp.inflightexchange.com,,
ifx.bc.alaskaair.com,Alaska Airlines / Horizon Air,200,9016,AS29702,ALASKA-AIRGROUP-SE4,US,159.49.224.0/22,fedauth.alaskasworld.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-27T09:56:13Z,2024-03-01T09:56:13Z,"CN=fedauth.alaskasworld.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",fedauth.alaskasworld.com,www.fedauth.alaskasworld.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",cfd9cf6723911b7dc15433f1c19d2512,64b3102028ac95d84b04a7948ad97698dccb61b5f80fe2ac59313ea5607909eb,,ctls,fedauth.alaskasworld.com,,80,http://ifx.bc.alaskaair.com:80,http,,text/html,GET,159.49.165.13,/,-1931123813,159.49.165.13,,234,False,,,"Alaska Airlines, Inc.",https://fedauth.alaskasworld.com/idp/startSSO.ping?PartnerSpId=https%3A%2F%2Falaska-sp.inflightexchange.com,,
ifx.uat.alaskaair.com,Alaska Airlines / Horizon Air,200,8689,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.122.0/24,fedauth.qa.alaskasworld.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-20T10:38:27Z,2024-03-23T10:38:27Z,"CN=ids.qa.alaskasworld.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",ids.qa.alaskasworld.com,fedauth.qa.alaskasworld.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",3266972a11d0c61975187ce00509b9fe,1b67b0ebf00e1c55d4b59e23e37244b289227bdb9c6599161d58e668c551b81a,,ctls,fedauth.qa.alaskasworld.com,,80,http://ifx.uat.alaskaair.com:80,http,,text/html,GET,159.49.122.23,/,-844214817,159.49.122.23,,233,False,,,"Alaska Airlines, Inc.",https://fedauth.qa.alaskasworld.com/idp/startSSO.ping?PartnerSpId=https%3A%2F%2Fas-uat-sp.inflightexchange.com,,
image.alaskaair.com,403 - Forbidden: Access is denied.,403,1233,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,,,,,,,,,,,,,,,,,,,,,80,http://image.alaskaair.com:80,http,,text/html,GET,159.49.253.11,/,1631801191,159.49.253.11,,30,False,,,,,,
image.bc.alaskaair.com,403 - Forbidden: Access is denied.,403,1233,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,,,,,,,,,,,,,,,,,,,,,80,http://image.bc.alaskaair.com:80,http,,text/html,GET,159.49.253.11,/,1631801191,159.49.253.11,,30,False,,,,,,
image.ecomm-qa-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,image.ecomm-qa-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-20T15:37:13Z,2023-06-18T15:37:12Z,CN=*.ecomm-qa-aks.alaskaair.com,*.ecomm-qa-aks.alaskaair.com,*.ecomm-qa-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8ec0fb5deec510a0debf68f1eac2d5f5,adfd5dee59c9f60b2f04bd6235598880f38c45a301442d72b3588a7fe812f519,True,ctls,image.ecomm-qa-aks.alaskaair.com,,443,https://image.ecomm-qa-aks.alaskaair.com:443,https,,text/html,GET,13.107.237.45,/,-1561873722,2620:1ec:4f:1::45,HSTS,8,False,,,,,,
insights.alaskaair.com,404 Not Found,404,118,AS14618,AMAZON-AES,US,52.20.0.0/14,,,,,,,,,,,,,,,,,,,,,80,http://insights.alaskaair.com:80,http,,text/html,GET,52.21.237.158,/,1828833911,52.21.237.158,HSTS,7,False,,,,,,
iserver.alaskaair.com,iServer Portal,200,14848,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,iserver.alaskaair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-20T09:04:44Z,2024-05-03T09:04:44Z,"CN=iserver.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",iserver.alaskaair.com,iserver.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0818ff0ce3224091e6a53697c08b211d,a6ec276489b78063ac2adf96d6ac74c84bf603f2b3e9da91120c6cd2dc20082f,,ctls,iserver.alaskaair.com,,443,https://iserver.alaskaair.com:443,https,,text/html,GET,159.49.253.51,/,1521359873,159.49.253.51,HSTS,222,False,,https:,"Alaska Airlines, Inc.",,,
itinerary-27.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,itinerary-27.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-22T18:10:15Z,2023-03-22T18:10:14Z,CN=itinerary-27.w2.ecomm-test-aks.alaskaair.com,itinerary-27.w2.ecomm-test-aks.alaskaair.com,itinerary-27.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,596dce1b2e47bacd537b2035d5352ae9,0910e1e03bda715f5ce861618f99d4c0bf2ba3ab4f1dd281cd4e20beac4d4c24,,ctls,itinerary-27.w2.ecomm-test-aks.alaskaair.com,azure,443,https://itinerary-27.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,,True,
itinerary-28.w2.ecomm-test-aks.alaskaair.com,,404,,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,itinerary-28.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-06T16:49:03Z,2023-08-04T16:49:02Z,CN=itinerary-28.w2.ecomm-test-aks.alaskaair.com,itinerary-28.w2.ecomm-test-aks.alaskaair.com,itinerary-28.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5160a739e0d3051bf0165753621b8118,77793c04af4140b6f2be9b6ab45b58c17081a3eb86336ea727c41146a085176b,,ctls,itinerary-28.w2.ecomm-test-aks.alaskaair.com,azure,443,https://itinerary-28.w2.ecomm-test-aks.alaskaair.com:443,https,,,GET,40.64.90.136,/,-1840324437,40.64.90.136,HSTS,1,False,True,,,,,
itinerary-31.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,itinerary-31.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,itinerary-31.ecomm-test-aks.alaskaair.com,,443,https://itinerary-31.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,13.107.237.45,/,-1561873722,2620:1ec:48:1::45,HSTS,8,False,,,,,,
itinerary-31.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,itinerary-31.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-16T16:58:55Z,2023-05-17T16:58:54Z,CN=itinerary-31.w2.ecomm-test-aks.alaskaair.com,itinerary-31.w2.ecomm-test-aks.alaskaair.com,itinerary-31.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,32c1bc6ba1a27a61b0580bfb6ac4993a,e722461c85255e21622ab98049a38fd187b5bf42f050e2a292491143a51b892a,,ctls,itinerary-31.w2.ecomm-test-aks.alaskaair.com,azure,80,http://itinerary-31.w2.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,https://itinerary-31.w2.ecomm-test-aks.alaskaair.com,,
itinerary-creator-pr1175581806.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,itinerary-creator-pr1175581806.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-22T18:02:45Z,2023-03-22T18:02:44Z,CN=itinerary-creator-pr1175581806.w2.ecomm-test-aks.alaskaair.com,itinerary-creator-pr1175581806.w2.ecomm-test-aks.alaskaair.com,itinerary-creator-pr1175581806.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a2f581dc39a089e5a87e8203d3aff167,ae7513f01ca04fdc142b85a46f7fcd9f933d661c23d240fba39ea08e39992573,,ctls,itinerary-creator-pr1175581806.w2.ecomm-test-aks.alaskaair.com,azure,443,https://itinerary-creator-pr1175581806.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,586998417,40.64.90.136,HSTS,14,False,True,,,,True,
itinerary-creator-pr27.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,itinerary-creator-pr27.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-22T20:08:04Z,2023-03-22T20:08:03Z,CN=itinerary-creator-pr27.w2.ecomm-test-aks.alaskaair.com,itinerary-creator-pr27.w2.ecomm-test-aks.alaskaair.com,itinerary-creator-pr27.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4c5de7a7652995e1db809d6249c44101,9e176d00967120009c90450dd402d9f0a782bc74205e605208efedb2c3926a79,,ctls,itinerary-creator-pr27.w2.ecomm-test-aks.alaskaair.com,azure,80,http://itinerary-creator-pr27.w2.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,40.64.90.136,/,586998417,40.64.90.136,HSTS,14,False,True,,,https://itinerary-creator-pr27.w2.ecomm-test-aks.alaskaair.com,True,
itsemployeetravel-flightinfoapi.w2.its-qa-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,,,,,,,,,,,,,,,,,,,,,80,http://itsemployeetravel-flightinfoapi.w2.its-qa-aks.alaskaair.com:80,http,,text/html,GET,20.69.133.170,/,-1561873722,20.69.133.170,,8,False,,,,,,
jobs.alaskaair.com,Jobs at Alaska Airlines & Horizon Air,200,141284,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,careers.alaskaair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-14T14:01:03Z,2023-07-13T14:01:02Z,CN=careers.alaskaair.com,careers.alaskaair.com,careers.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,67f06ef0b6c8e6a43046b8af6fc527fc,7d6e63853f5a290e8d432a5c72f4374ddc4e11d802f884697640f129c830b898,,ctls,careers.alaskaair.com,,80,http://jobs.alaskaair.com:80,http,openresty,text/html,GET,159.49.253.220,/,-178155319,159.49.253.220,YouTube,4037,False,,,,https://careers.alaskaair.com,,
k8sdemo-jw.w2.its-test-aks.alaskaair.com,,404,,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,k8sdemo-jw.w2.its-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-21T16:58:09Z,2023-07-20T16:58:08Z,CN=k8sdemo-jw.w2.its-test-aks.alaskaair.com,k8sdemo-jw.w2.its-test-aks.alaskaair.com,k8sdemo-jw.w2.its-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a37b8fae8b44434776e81cbf78d2ca80,0fd2023a99376e884b4beefa48e4714df4dddbbd4f1f305b13420493a89c3a72,,ctls,k8sdemo-jw.w2.its-test-aks.alaskaair.com,,443,https://k8sdemo-jw.w2.its-test-aks.alaskaair.com:443,https,,,GET,20.98.88.164,/,-1840324437,20.98.88.164,HSTS,1,False,,,,,,
kubernetes-dashboard.w2.ecomm-prod-aks.alaskaair.com,Kubernetes Dashboard,200,1412,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,kubernetes-dashboard.w2.ecomm-prod-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-24T17:14:30Z,2023-06-22T17:14:29Z,CN=kubernetes-dashboard.w2.ecomm-prod-aks.alaskaair.com,kubernetes-dashboard.w2.ecomm-prod-aks.alaskaair.com,kubernetes-dashboard.w2.ecomm-prod-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f9112384c4c692643edba773fd1b6bef,fae1b0c6c2024e971d86d2dc347cd65c49e1286dbf3f73285b67a90320a1cd5c,,ctls,kubernetes-dashboard.w2.ecomm-prod-aks.alaskaair.com,,443,https://kubernetes-dashboard.w2.ecomm-prod-aks.alaskaair.com:443,https,,text/html,GET,20.69.115.140,/,-138391155,20.69.115.140,HSTS,27,False,,,,,,
kubernetes-dashboard.w2.ecomm-qa-aks.alaskaair.com,Kubernetes Dashboard,200,1412,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,kubernetes-dashboard.w2.ecomm-qa-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-24T17:04:04Z,2023-06-22T17:04:03Z,CN=kubernetes-dashboard.w2.ecomm-qa-aks.alaskaair.com,kubernetes-dashboard.w2.ecomm-qa-aks.alaskaair.com,kubernetes-dashboard.w2.ecomm-qa-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74987244b7cc9b54770b778c8b73e724,de1bdfb8eaf018849378bce97a43fbf1091e75849a700764c1106ea83a3d22d0,,ctls,kubernetes-dashboard.w2.ecomm-qa-aks.alaskaair.com,azure,80,http://kubernetes-dashboard.w2.ecomm-qa-aks.alaskaair.com:80,http,,text/html,GET,40.64.101.169,/,-138391155,40.64.101.169,HSTS,27,False,True,,,https://kubernetes-dashboard.w2.ecomm-qa-aks.alaskaair.com,,
linemtxdashboardapi.w2.its-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,linemtxdashboardapi.w2.its-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-03T23:45:32Z,2023-07-02T23:45:31Z,CN=linemtxdashboardapi.w2.its-test-aks.alaskaair.com,linemtxdashboardapi.w2.its-test-aks.alaskaair.com,linemtxdashboardapi.w2.its-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c36a84dfffe6d2dad8b960771401aee0,c69a7a7040a83925ca3ff167b328c733d96656fda8140cdc84fa476ce27f28e0,,ctls,linemtxdashboardapi.w2.its-test-aks.alaskaair.com,,443,https://linemtxdashboardapi.w2.its-test-aks.alaskaair.com:443,https,,text/html,GET,20.98.88.164,/,-1561873722,20.98.88.164,HSTS,8,False,,,,,,
linemtxworkload.alaskaair.com,LineMtxDashboard,200,698,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.64.0.0/11,linemtxworkload.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-07T14:41:10Z,2023-12-05T14:41:10Z,"CN=linemtxworkload.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",linemtxworkload.alaskaair.com,linemtxworkload.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",128daf0240477570794c00a10a15a76f,3f45ddd1eed0bbcb26dadf76cdf14de189a6c9c41d044295cd698e80c0fb95aa,,ctls,linemtxworkload.alaskaair.com,azure,443,https://linemtxworkload.alaskaair.com:443,https,nginx/1.20.2,text/html,GET,13.78.184.89,/,-1489007295,13.78.184.89,Nginx:1.20.2,15,False,True,,"Alaska Airlines, Inc.",,,
m.alaskaair.com,Alaska Airlines | Flight Deals and Cheap Airline Tickets - Book Today,200,20475,AS54113,FASTLY,US,151.101.8.0/22,m.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-18T17:15:21Z,2024-05-08T17:15:21Z,"CN=m.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",m.alaskaair.com,m.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",00931aa464119d2973e54faba1e5ff51,8212c10adcb6f2e7b76036132f4775062ef1eaa9090e702c35f164194b59bcc2,,ctls,m.alaskaair.com,fastly,80,http://m.alaskaair.com:80,http,,text/html,GET,151.101.2.61,/,1115653873,151.101.194.61,Varnish,439,False,True,,"Alaska Airlines, Inc.",https://m.alaskaair.com/,,
maintenancestationsapi.w2.its-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,maintenancestationsapi.w2.its-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-21T16:03:11Z,2023-06-19T16:03:10Z,CN=maintenancestationsapi.w2.its-test-aks.alaskaair.com,maintenancestationsapi.w2.its-test-aks.alaskaair.com,maintenancestationsapi.w2.its-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0bf4701f85c5a070ab0521f5ab38334b,d13a3655b7fb1d5faec8b3477166704e76eb0c9ffbd0872acf11f7c213d02b6d,,ctls,maintenancestationsapi.w2.its-test-aks.alaskaair.com,,443,https://maintenancestationsapi.w2.its-test-aks.alaskaair.com:443,https,,text/html,GET,20.98.88.164,/,586998417,20.98.88.164,HSTS,14,False,,,,,,
managementapi.test.alaskaair.com,,400,547,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,managementapi.test.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-18T16:04:24Z,2023-08-25T16:04:24Z,"CN=apis.test.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",apis.test.alaskaair.com,managementapi.test.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",bff64987c9d72208108c5ae54d7d13e1,1bbf0b1d24c932c3ee2859b7f3405489f7877756e4e8c8dae72c8d49b19143d4,,ctls,managementapi.test.alaskaair.com,azure,443,https://managementapi.test.alaskaair.com:443,https,,application/json,GET,20.51.96.4,/,-502955895,20.51.96.4,HSTS,1,False,True,,"Alaska Airlines, Inc.",,,
me-mejobsapi.test.sdp.alaskaair.com,,404,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://me-mejobsapi.test.sdp.alaskaair.com:80,http,,,GET,104.212.67.223,/,-1840324437,2620:1ec:4f:1::45,Envoy,1,False,,,,,,
me.alaskaair.com,403 - Forbidden: Access is denied.,403,1233,AS29702,ALASKA-AIRGROUP-SE4,US,159.49.224.0/22,me.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-07-06T06:13:56Z,2023-07-14T06:13:56Z,"CN=me.alaskaair.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",me.alaskaair.com,www.me.alaskaair.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0d84b246b52c1935f51fbc8718d4f000,894762aa50b8dba7ef30be9c1f2146a5d320d3367c1d162580ced11a328f2597,,ctls,me.alaskaair.com,,443,https://me.alaskaair.com:443,https,Alaska Airlines M,text/html,GET,159.49.166.33,/,1631801191,159.49.166.33,,30,False,,,"Alaska Airlines, Inc.",,,
mfa.bc.alaskaair.com,Alaska Airlines / Horizon Air,200,9011,AS29750,ALASKA-AIRGROUP-IGQ,US,159.49.192.0/18,fedauth.alaskasworld.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-27T09:56:13Z,2024-03-01T09:56:13Z,"CN=fedauth.alaskasworld.com, O=Alaska Airlines\, Inc., L=Seattle, ST=Washington, C=US",fedauth.alaskasworld.com,www.fedauth.alaskasworld.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",cfd9cf6723911b7dc15433f1c19d2512,64b3102028ac95d84b04a7948ad97698dccb61b5f80fe2ac59313ea5607909eb,,ctls,fedauth.alaskasworld.com,,443,https://mfa.bc.alaskaair.com:443,https,,text/html,GET,159.49.253.162,/,-625925196,159.49.253.162,,234,False,,,"Alaska Airlines, Inc.",https://fedauth.alaskasworld.com/idp/SSO.saml2?SAMLRequest=fZFBb8IwDIX%2FSpU7TSkriAgqlcKkDhCMwjpxy9IMItqkxCmw%2FfqFIjR22cWSZb%2Bn79kDoGVRkag2e7nix5qDcca2CEmNUHKI9sZUQDD%2B5Dm1Sy4tKBwonJUucpepEou8wmm6cK9GPnLeuIZG6LsecpLxECXeadrNk%2FNzsO6yKI4nNVR5KzFx9jKavG9KOlpEK3aEZUZf56ftrnfIckk%2FOpds9G2m1gOg5okEQ6Wxtp7faXlBq%2B2t2wHxn0jQd%2F1%2Bb4ucCIDrK3SsJNQl1ynXJ8H4ZjX7jQGgLLWUnBm3EnInci6NMF9NFDvEUOEoTu9pLmUhgTQ3GqJaS6IoCCCSlhyIYSSN5jNik5JKK6OYKlA4uG6TBlo%2F6P%2BX0zs7CpeWKr4RDvCDV3jr%2Fv4q%2FAE%3D&RelayState=I0vK6dIwF5T6cACCEuspd-ItCWJBEXUmaBOARcqsPWaQMvZg7kWdnab3xWBztK&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=jVYmAW463bD8KaUe5wyn9yIGAVf7jcztg3m9VojoFbDv8LVO4%2FXDZ7wkeP9s%2BNKc4E6hwyOCv5fny2nqwFMdykuVpY7SufOCDopmrJ5xdFACn6FPHSJQAWwvXxtwo5sGhFBNxqSrk9RKzxOCa23ySEExwJgxX40%2FKSKkAczj5L3ShGwKMrOG2f1iw4EDAUEEfpRnHuvwbJUrvwb1q5WJivot82i7qutPwmSqT7soHyMxTUkjsSeDKW9BpNCyWZ%2BsASqdn7H6pqP%2B9PJTC0pbnu9SzsKsXiF%2BlpAfVKazbVstKkl6th2wd2BJ0QxKBjIBGid%2BLdr%2BUzAGQ793MsZL3g%3D%3D,,
