new,host,a,cname,soa,ns,status_code,cdn,cdn-name,txt,aaaa,has_internal_ips,internal_ips,mx
[x],ims.huaweicloud.com,"124.70.125.176, 124.70.125.212, 124.70.126.197, 124.70.126.203",c428c70b6c7940e188f5f44503707841.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],imss-video.huawei.com,185.176.78.190,"imss-video.other.huawei.akadns.net, imss-video-fra.failover.other.huawei.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],info.support.huawei.com,14.137.139.105,"info.support.web02.huawei.akadns99.net, info.support-ger.failover.web02.huawei.akadns99.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],inner.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],innovation-g2.connect.huaweicloud.com,"124.70.125.119, 124.70.126.96, 124.70.126.121, 124.70.125.129",cb4a300080ea4477876b3bf1e45b58d2.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com, ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],insight-naas.huaweicloud.com,49.4.52.44,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],insurance.apistore.huaweicloud.com,43.254.0.94,8ffdbdf3ddbb417c8e5a946633737840.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],intl.devzone.huawei.com,159.138.83.160,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],intl.fusionsolar.huawei.com,90.84.191.21,,"ns-1813.awsdns-34.co.uk, awsdns-hostmaster.amazon.com","ns-1399.awsdns-46.org, ns-1813.awsdns-34.co.uk, ns-222.awsdns-27.com, ns-745.awsdns-29.net",NOERROR,,,,,,,
[x],intl.huaweicloud.com,163.171.128.148,"intl.huaweicloud.com.c.cdnhwc1.com, intl.huaweicloud.com.wsglb0.com","dns1.wsglb0.org, webmaster.glb0.lxdns.com",,NOERROR,,,,,,,
[x],intouchmarket.huawei.com,,"intouchmarket.huawei.com.akadns.net, ion-stlsv6.huawei.com.edgesuite.net, a1879.dscr.akamai.net","n0dscr.akamai.net, hostmaster.akamai.com",,NOERROR,,,,"2a02:26f0:64::210:6ac8, 2a02:26f0:64::210:6ad0",,,
[x],invoice.apistore.huaweicloud.com,43.254.0.94,5a30fad8fb6d40639fcc64760c1fbc53.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],iomplatform.hicloud.com,"121.36.118.212, 49.4.34.157",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],iot.hilink.huawei.com,"124.70.126.179, 124.70.126.205, 124.70.125.181, 124.70.125.203",0044787d45894919bd337ca336a5ceba.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],ipclub.huawei.com,"159.138.94.89, 159.138.94.150, 159.138.94.85, 159.138.94.155",f003b875984d404c82a6a6a0e3cdf736.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],ipr-external.huawei.com,185.176.76.167,"ipr-external.other.huawei.akadns.net, ipr-external-uk.failover.other.huawei.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],ipv6.apistore.huaweicloud.com,"49.4.112.59, 49.4.112.58",723d2c98c54d44d6bb3648e78c98de77.apig.cn-north-4.huaweicloudapis.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],iretail-sg.huawei.com,"119.8.177.143, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsall4th.huawei.cn, nsall.huawei.com, nsall3rd.huawei.cn, nsallsec.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],iris.apistore.huaweicloud.com,"49.4.112.59, 49.4.112.58",189994a1149b4bc190ae82944fc74db4.apig.cn-north-4.huaweicloudapis.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],isc-de.huawei.com,"14.137.139.38, 185.176.78.228",,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isc-dg.huawei.com,"121.37.49.180, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsallsec.huawei.com, nsall3rd.huawei.cn, nsall4th.huawei.cn, nsall.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],isc-sg.huawei.com,119.8.179.110,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isc-za.huawei.com,159.138.178.9,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isdp-ae.huawei.com,185.193.152.190,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isdp-au.huawei.com,"59.154.164.242, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsall.huawei.com, nsall3rd.huawei.cn, nsallsec.huawei.com, nsall4th.huawei.cn",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],isdp-ba.huawei.com,185.193.153.104,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isdp-br.huawei.com,168.195.92.120,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isdp-ca.huawei.com,98.158.95.119,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isdp-de.huawei.com,"14.137.139.105, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsall.huawei.com, nsall3rd.huawei.cn, nsallsec.huawei.com, nsall4th.huawei.cn",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],isdp-dg.huawei.com,"163.171.128.148, 163.171.133.124","isdp-dg.web02.huawei.akadns.net, isdp-dg.huawei.com.wsglb0.com","dns1.wsglb0.org, webmaster.glb0.lxdns.com",,NOERROR,,,,,,,
[x],isdp-id.huawei.com,14.137.157.198,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isdp-mx.huawei.com,"110.238.88.209, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsall4th.huawei.cn, nsall.huawei.com, nsall3rd.huawei.cn, nsallsec.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],isdp-ng.huawei.com,14.137.173.200,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isdp-o.huawei.com,121.37.49.183,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isdp-sa.huawei.com,"164.215.46.32, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsall3rd.huawei.cn, nsallsec.huawei.com, nsall4th.huawei.cn, nsall.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],isdp-sg.huawei.com,"119.8.177.8, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsallsec.huawei.com, nsall.huawei.com, nsall3rd.huawei.cn, nsall4th.huawei.cn",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],isdp-tr.huawei.com,182.160.37.254,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isdp-za.huawei.com,159.138.178.9,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],isdp.huawei.com,"163.171.133.124, 163.171.128.148",isdp.huawei.com.wsglb0.com,"dns1.wsglb0.org, webmaster.glb0.lxdns.com",,NOERROR,,,,,,,
[x],isdpcloud-beta.sd.huawei.com,124.71.98.10,88e5a29e9fbd416a97c8f0915ff2839b.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com, ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],isdpcloud.huawei.com,"116.205.146.84, 116.205.146.110, 116.205.146.3, 116.205.146.16",7625f953a54a4322a533e65e01ffa6b4.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com, ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],isecurity.huawei.com,45.249.212.170,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],iservice.vmall.com,"49.4.34.144, 117.78.15.154",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],ishareagency.crm.huawei.com,185.176.78.152,"ishareagency.crm.web02.huawei.akadns.net, ishareagency.crm-fra.failover.web02.huawei.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],isurvey.huawei.com,"121.37.49.183, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsallsec.huawei.com, nsall.huawei.com, nsall3rd.huawei.cn, nsall4th.huawei.cn",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],itr-eservicemx-carrier.huawei.com,110.238.88.158,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],itrinity-ru.c.huawei.com,159.138.207.166,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],itsc-china.sd.huawei.com,"121.37.49.182, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsallsec.huawei.com, nsall3rd.huawei.cn, nsall4th.huawei.cn, nsall.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],iw.consumer.huawei.com,"45.249.214.40, 45.249.214.39",,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],jfs-dra.jos.hicloud.com,159.138.90.78,"jfs-dra-jos-hicloud-com-dra.appacc.dbankedge.cn, jfs-dra-jos-hicloud-com-dra.appacc-region.dbankedge.cn","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com, gns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],juads.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],jumper.huawei.com,185.176.78.228,"jumper.web02.huawei.akadns.net, jumper-fra.failover.web02.huawei.akadns.net","internal.akadns.net, hostmaster.akamai.com",,NOERROR,,,,,,,
[x],jxs1.jos.hicloud.com,"118.194.33.9, 118.194.33.206, 49.4.33.66, 49.4.35.24",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,"2407:c080:1400:2e:5d83:e674:8db8:1ff8, 2407:c080:1400:2e:ba83:415e:1c9:9d69, 2407:c080:1400:2e:be79:1f07:81e6:a7e9, 2407:c080:1400:2e:10ed:4bc0:9e72:fe94",,,
[x],jxs2.jos.hicloud.com,159.138.82.112,"jxs2-jos-hicloud-com-dra.appacc.dbankedge.cn, jxs2-jos-hicloud-com-dra.appacc-region.dbankedge.cn","gns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],kdp.idp.huawei.com,"121.37.49.182, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsallsec.huawei.com, nsall4th.huawei.cn, nsall3rd.huawei.cn, nsall.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],koosailing.saas.huaweicloud.com,119.13.101.46,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,v=spf1 include:spfdm-ap-southeast-1.aliyun.com -all,,,,mxdm-ap-southeast-1.aliyun.com
[x],la-south-2-console.huaweicloud.com,182.160.31.50,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],la.openlife.huawei.com,119.8.10.48,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],lab-desktop-intl.huaweicloud.com,"159.138.82.136, 119.13.101.109, 94.74.80.15",,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],lab.huaweicloud.com,163.171.128.148,"lab.huaweicloud.com.d0850485.cdnhwc9.com, lab.huaweicloud.com.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",,NOERROR,,,,,,,
[x],lbs.hicloud.com,"118.194.34.132, 49.4.20.132",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],learn.huaweicloud.com,49.4.65.185,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],learning.huaweicloud.com,"124.70.126.206, 124.70.126.210, 124.70.125.188, 124.70.125.180",f4589212fc574bf58af723a88b874bdf.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],lkpfdgdns1.huawei.com,61.145.184.3,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],lkpfdgdns2.huawei.com,218.104.189.131,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],logbak.hicloud.com,80.158.19.153,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],login.bescloud.huawei.com,"49.4.56.35, 49.4.56.27, 117.78.24.36, 117.78.24.35",c97bbf8ef2f04b6d99c539020afc54f5.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com, ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],login.cloud.huawei.com,"80.158.23.37, 160.44.207.227",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],login.vmall.com,"121.36.117.176, 49.4.32.31",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],login2.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],login3.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],login5.cloud.hicloud.com,159.138.84.22,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],login5.cloud.huawei.com,159.138.84.22,,,,NOERROR,,,,,,,
[x],login7.cloud.hicloud.com,"160.44.207.227, 80.158.23.37",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],logservice-dra.platform.hicloud.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],logservice-dre.platform.hicloud.com,80.158.43.38,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],logservice1.hicloud.com,"49.4.33.156, 118.194.33.35",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],m.vmall.com,121.36.48.86,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],ma.huawei.com,"124.70.126.193, 124.70.126.178, 124.70.125.180, 124.70.125.178",dc5e6a022d7049e7b65b7e2e74355c29.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com, ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],ma.vmall.com,121.36.48.86,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],macroverse.huaweicloud.com,,ad61bf730cf44b5386d1687aaa710578.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],mail.apistore.huaweicloud.com,43.254.0.94,4b82e18b937145dc968035e357f3aa53.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],mail.huaweicloud.com,"103.214.56.52, 103.214.56.51","mail.saas.huaweicloud.com, mail.hwmail.com.cn","v1.dns.com, admin.dns.com",,NOERROR,,,,,,,
[x],mail02.apistore.huaweicloud.com,43.254.0.94,cbcd6e22e3f542738211f87cf0451e7d.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],mail2.apistore.huaweicloud.com,43.254.0.94,0f41e9fe898c4c05a538556bd56e6651.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],manager.hicloud.com,49.4.39.157,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],market.apistore.huaweicloud.com,43.254.0.94,a9423707dfab4375b65d517db56452a1.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],market.fusionplant.huaweicloud.com,"124.70.126.110, 124.70.126.169, 124.70.125.149, 124.70.125.150",2f6648aca0d24c05b761bda39556f89e.vip1.huaweicloudwaf.com,"ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com, vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],market.huaweicloud.com,"49.4.112.122, 117.78.12.122",app.huaweicloud.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],marketing.huaweicloud.com,61.147.84.43,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,v=spf1 a mx include:virtualmail.webpower.asia ~all,,,,virtualmail.webpower.asia
[x],marketplace.huaweicloud.com,163.171.128.148,"marketplace.huaweicloud.com.c.cdnhwc1.com, marketplace.huaweicloud.com.wsglb0.com","dns1.wsglb0.org, webmaster.glb0.lxdns.com",,NOERROR,,,,,,,
[x],marketplace.martech.saas.huaweicloud.com,"124.70.126.213, 124.70.126.211, 124.70.125.193, 124.70.125.177",6c24e010019e4826a01e24e535735aaa.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com, ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],martech.saas.huaweicloud.com,"124.70.126.207, 124.70.125.179, 124.70.125.205, 124.70.126.178",67ea519d2acb457386169a274cf57ad6.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],mbb.hiad.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],mcloud-sit.huawei.com,122.9.169.247,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],mcoach-sg.his.huawei.com,"119.8.177.122, 124.71.94.46, 14.137.135.143",,"nsall.huawei.com, root.nsall.huawei.com","nsall3rd.huawei.cn, nsallsec.huawei.com, nsall4th.huawei.cn, nsall.huawei.com",NOERROR,,,,"2407:c080:17ef:ffff::7274:d7c6, 2407:c080:17ef:ffff::7274:d55d",,,
[x],mcoach.heds-beta2.huawei.com,122.9.169.122,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],me-east-208-console-dev.huaweicloud.com,182.160.37.193,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],measy.vmall.com,121.36.48.86,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],meeting.huaweicloud.com,159.138.207.212,,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],meetingshow.huaweicloud.com,117.78.9.133,,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,,,,,
[x],meetingvod.huaweicloud.com,119.3.230.210,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],member.huaweicloud.com,"101.33.29.223, 101.33.29.235, 211.152.136.42, 211.152.136.88, 211.152.136.71, 101.33.29.221, 101.33.29.233, 101.33.29.232, 211.152.136.77, 211.152.137.18, 101.33.29.231, 101.33.29.222, 211.152.136.89, 101.33.29.234, 101.33.29.224","bbs.huaweicloud.com, bbs.huaweicloud.com.cdn.dnsv1.com, hr9ttt5x.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",,NOERROR,,,,,,,
[x],message.apistore.huaweicloud.com,43.254.0.94,8f16d150b6e7414caca7a927bb4b34d7.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],messagecenter.hicloud.com,"121.36.116.60, 49.4.39.197",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],metaretail.saas.huaweicloud.com,121.36.55.168,,"vip3.alidns.com, hostmaster.hichina.com",,NOERROR,,,,,,,
[x],metrics-dra.dt.hicloud.com,94.74.84.62,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns3.dnsv5.com, ns4.dnsv5.com, gns2.huaweicloud-dns.cn",NOERROR,,,,,,,
[x],metrics-drcn.dt.hicloud.com,"108.138.51.18, 108.138.51.97, 108.138.51.6, 108.138.51.32, 205.251.193.81",d3gqi4ajb7xlsr.cloudfront.net,"ns-337.awsdns-42.com, awsdns-hostmaster.amazon.com","ns-337.awsdns-42.com, ns-910.awsdns-49.net, ns-1087.awsdns-07.org, ns-1779.awsdns-30.co.uk",NOERROR,True,cloudfront,,,,,
[x],metrics.data.hicloud.com,80.158.38.48,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],metrics1.data.hicloud.com,"114.115.188.66, 114.115.188.112, 114.115.188.152, 114.115.188.159",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","ns4.dnsv5.com, gns2.huaweicloud-dns.cn, ns3.dnsv5.com",NOERROR,,,,"2407:c080:1400:14:85f6:66fa:f3a6:bacc, 2407:c080:1400:14:cdf0:c328:540:b52c, 2407:c080:1400:14:251a:22ef:397:3070, 2407:c080:1400:14:329f:5892:f811:243b",,,
[x],metrics3.data.hicloud.com,114.119.168.195,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com","gns2.huaweicloud-dns.cn, ns3.dnsv5.com, ns4.dnsv5.com",NOERROR,,,,,,,
[x],metrics6.dt.hicloud.com,94.74.84.62,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com","ns4.dnsv5.com, gns2.huaweicloud-dns.cn, ns3.dnsv5.com",NOERROR,,,,,,,
[x],middleschool.apistore.huaweicloud.com,43.254.0.94,c570411cffbf4cc282181428306f6fe2.apigw.cn-north-1.huaweicloud.com,"ns1.hwclouds-dns.com, fei\.zuo.huawei.com",,NOERROR,,,,,,,
[x],mktcloud.c.huawei.com,159.138.91.6,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],mm.vmall.com,121.36.48.86,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],mobile.huawei.com,121.37.49.93,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],mosplay-drcn.himovie.hicloud.com,"49.4.17.123, 49.4.47.165, 118.194.33.98",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,,,,,
[x],msale.vmall.com,121.36.48.86,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],msalesit.test.vmall.com,119.3.183.154,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq, v=spf1 -all",,,,
[x],mt-lifeservice.vmall.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],music.cloud.huawei.com,80.158.37.242,,,,NOERROR,,,,,,,
[x],mvp.huaweicloud.com,"101.33.21.30, 43.132.84.13, 43.132.84.16, 43.132.84.51, 43.132.84.29, 43.132.84.26, 23.236.99.76, 23.248.167.13, 23.248.167.15, 128.14.246.11, 101.33.20.24, 101.33.21.32, 101.33.21.26, 128.14.246.10, 128.14.246.12","bbs.huaweicloud.com, bbs.huaweicloud.com.cdn.dnsv1.com, hr9ttt5x.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",,NOERROR,,,,,,,
[x],mw.vmall.com,121.36.48.86,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",,NOERROR,,,"v=spf1 -all, globalsign-domain-verification=rrg__eCa8hfaHD1HwozjG4eYl5ARV-aYuATwFjPPBq",,,,
[x],mx5.huawei.com,124.71.93.234,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],mx7.huawei.com,119.8.89.70,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],myhuawei.huawei.com,121.37.49.93,,"nsall.huawei.com, root.nsall.huawei.com",,NOERROR,,,,,,,
[x],naas-hk-intl.huaweicloud.com,159.138.3.24,,"vip3.alidns.com, hostmaster.hichina.com, ns1.huaweicloud-dns.org, hwclouds\.cs.huawei.com",,NOERROR,,,_globalsign-domain-verification=gHGadll6Bc3DU2v3V9dEOefZK7t4OT6fZpPyBvECNs,,,,
