input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_subject_org_
api-demo.intigriti.com,ERROR: The request could not be satisfied,,919,api-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,api-demo.intigriti.com,443,https://api-demo.intigriti.com:443,https,CloudFront,text/html,GET,13.32.99.4,Amazon Web Services,20,True,
api-stage.intigriti.com,ERROR: The request could not be satisfied,,919,api-stage.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,api-stage.intigriti.com,443,https://api-stage.intigriti.com:443,https,CloudFront,text/html,GET,13.32.99.70,Amazon Web Services,20,True,
api-uat.intigriti.com,ERROR: The request could not be satisfied,,919,api-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,api-uat.intigriti.com,443,https://api-uat.intigriti.com:443,https,CloudFront,text/html,GET,13.32.99.4,Amazon Web Services,20,True,
api.intigriti.com,,,,api.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,api.intigriti.com,443,https://api.intigriti.com:443,https,Hidden,,GET,13.32.99.4,HSTS,1,True,
app-demo.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,app-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,app-demo.intigriti.com,443,https://app-demo.intigriti.com:443,https,Hidden,text/html,GET,13.225.78.116,HSTS,272,True,
app-stage.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,app-stage.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,app-stage.intigriti.com,443,https://app-stage.intigriti.com:443,https,Hidden,text/html,GET,13.225.78.116,HSTS,272,True,
app-uat.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,app-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,app-uat.intigriti.com,443,https://app-uat.intigriti.com:443,https,Hidden,text/html,GET,13.225.78.116,HSTS,272,True,
app.intigriti.com,Intigriti - Bug Bounty & Agile Pentesting Platform,,354661,www.intigriti.com,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-20T08:09:32Z,CN=www.intigriti.com,www.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.intigriti.com,443,https://app.intigriti.com:443,https,Vercel,text/html,GET,13.225.78.32,Vercel,1,True,
autodiscover.intigriti.com,Sign in to Outlook,,198701,login.microsoftonline.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,ctls,login.microsoftonline.com,80,http://autodiscover.intigriti.com:80,http,,text/html,GET,52.97.189.104,HSTS,174,,Microsoft Corporation
blog.intigriti.com,Intigriti - Bug Bounty & Agile Pentesting Platform,,117365,blog.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-30T00:27:44Z,CN=tls.automattic.com,tls.automattic.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,blog.intigriti.com,443,https://blog.intigriti.com:443,https,nginx,text/html,GET,192.0.78.12,Yoast SEO:20.6,1060,,
careers.intigriti.com,Careers,,150589,www.intigriti.com,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-20T08:09:32Z,CN=www.intigriti.com,www.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.intigriti.com,443,https://careers.intigriti.com:443,https,Vercel,text/html,GET,199.60.103.227,Vercel,1,,
click-demo.intigriti.com,,,,click-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,click-demo.intigriti.com,443,https://click-demo.intigriti.com:443,https,,,GET,143.204.89.110,Amazon Web Services,1,True,
click-stage.intigriti.com,,,,click-stage.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,click-stage.intigriti.com,443,https://click-stage.intigriti.com:443,https,,,GET,143.204.89.21,Amazon Web Services,1,True,
click-uat.intigriti.com,,,,click-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,click-uat.intigriti.com,443,https://click-uat.intigriti.com:443,https,,,GET,143.204.89.110,Amazon Web Services,1,True,
click.intigriti.com,,,,click.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,click.intigriti.com,443,https://click.intigriti.com:443,https,,,GET,143.204.89.21,Amazon Web Services,1,True,
communication-demo.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,communication-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,communication-demo.intigriti.com,443,https://communication-demo.intigriti.com:443,https,Hidden,text/html,GET,18.66.112.56,HSTS,272,True,
communication-stage.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,communication-stage.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,communication-stage.intigriti.com,443,https://communication-stage.intigriti.com:443,https,Hidden,text/html,GET,18.66.112.56,HSTS,272,True,
communication-uat.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,communication-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,communication-uat.intigriti.com,443,https://communication-uat.intigriti.com:443,https,Hidden,text/html,GET,18.66.112.83,HSTS,272,True,
communication.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12591,communication.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,communication.intigriti.com,443,https://communication.intigriti.com:443,https,Hidden,text/html,GET,18.66.112.83,HSTS,274,True,
go.intigriti.com,Intigriti - Bug Bounty & Agile Pentesting Platform,,354661,www.intigriti.com,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-20T08:09:32Z,CN=www.intigriti.com,www.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.intigriti.com,443,https://go.intigriti.com:443,https,Vercel,text/html,GET,52.72.49.79,Vercel,1,,
hello.intigriti.com,,,,hello.intigriti.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T03:42:43Z,CN=hello.intigriti.com,hello.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,hello.intigriti.com,443,https://hello.intigriti.com:443,https,,,GET,44.207.49.235,HSTS,1,,
https://api-iam.intercom.io,Making Internet Business Personal | Intercom,,954318,www.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www.intercom.com,443,https://api-iam.intercom.io:443,https,nginx,text/html,GET,52.201.183.245,Nginx,12,,
https://api-ping.intercom.io,Making Internet Business Personal | Intercom,,954327,www.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www.intercom.com,443,https://api-ping.intercom.io:443,https,nginx,text/html,GET,54.227.53.157,Nginx,12,,
https://api.intercom.io,Making Internet Business Personal | Intercom,,954279,www.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www.intercom.com,443,https://api.intercom.io:443,https,nginx,text/html,GET,52.21.149.31,Nginx,12,,
https://app.intercom.io,Intercom | The easiest way to see and talk to your users,,12148,app.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,app.intercom.com,443,https://app.intercom.io:443,https,nginx,text/html,GET,3.217.115.14,Ruby on Rails,245,,
https://app.intigriti.com,Intigriti - Bug Bounty & Agile Pentesting Platform,,354661,www.intigriti.com,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-20T08:09:32Z,CN=www.intigriti.com,www.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.intigriti.com,443,https://app.intigriti.com:443,https,Vercel,text/html,GET,13.225.78.32,Vercel,1,True,
https://downloads.intercomcdn.com,,,,downloads.intercomcdn.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=intercom-attachments-10.com,intercom-attachments-10.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,downloads.intercomcdn.com,443,https://downloads.intercomcdn.com:443,https,nginx,text/html,GET,3.33.152.127,Nginx,1,,
