input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_subject_org_
https://gifs.intercomcdn.com,,,43,gifs.intercomcdn.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,gifs.intercomcdn.com,443,https://gifs.intercomcdn.com:443,https,sffe,image/gif,GET,13.32.27.111,HTTP/3,1,True,
https://intercom.help,Knowledge Base Software | Intercom,,597410,www.intercom.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www.intercom.com,443,https://intercom.help:443,https,nginx,text/html,GET,13.248.193.164,Nginx,17,,
https://js.intercomcdn.com,,,243,js.intercomcdn.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,js.intercomcdn.com,443,https://js.intercomcdn.com:443,https,AmazonS3,application/xml,GET,18.66.147.43,HTTP/3,2,True,
https://kit.fontawesome.com,,,,kit.fontawesome.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,"CN=*.fontawesome.com, O=Fonticons Inc, L=Bentonville, ST=Arkansas, C=US",*.fontawesome.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,kit.fontawesome.com,443,https://kit.fontawesome.com:443,https,cloudflare,,GET,104.18.23.52,HSTS,1,True,Fonticons Inc
https://nexus-websocket-a.intercom.io,,,19,nexus-websocket-a.intercom.io,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,"CN=*.intercom.io, O=Intercom\, Inc, L=San Francisco, ST=California, C=US",*.intercom.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,nexus-websocket-a.intercom.io,443,https://nexus-websocket-a.intercom.io:443,https,nginx,text/plain,GET,34.237.73.95,Nginx,2,,"Intercom, Inc"
https://static.intercomassets.com,,,243,static.intercomassets.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,CN=intercomassets.com,intercomassets.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,static.intercomassets.com,443,https://static.intercomassets.com:443,https,AmazonS3,application/xml,GET,13.225.78.32,HTTP/3,2,True,
https://uploads.intercomcdn.com,,,243,uploads.intercomcdn.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,CN=*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,uploads.intercomcdn.com,443,https://uploads.intercomcdn.com:443,https,AmazonS3,application/xml,GET,13.32.121.15,HTTP/3,2,True,
https://widget.intercom.io,,,6707,widget.intercom.io,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,CN=*.intercom.com,*.intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,widget.intercom.io,443,https://widget.intercom.io:443,https,AmazonS3,application/javascript,GET,13.224.189.74,HTTP/3,1,True,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,,118519,marketingplatform.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google.com,*.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,142.250.186.110,HTTP/3,1831,,
https://www.google.com/recaptcha/,reCAPTCHA,,80722,www.google.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:26:19Z,CN=www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,www.google.com,443,https://www.google.com:443/recaptcha/,https,sffe,text/html,GET,142.250.186.68,YouTube,2009,,
https://www.googletagmanager.com/gtag/js,,,101065,www.googletagmanager.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:16:32Z,CN=*.google-analytics.com,*.google-analytics.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443/gtag/js,https,Google Tag Manager,application/javascript,GET,142.250.185.104,HTTP/3,256,,
https://www.gstatic.com/recaptcha/,Error 404 (Not Found)!!1,,1571,www.gstatic.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:25:28Z,CN=*.gstatic.com,*.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ctls,www.gstatic.com,443,https://www.gstatic.com:443/recaptcha/,https,sffe,text/html,GET,142.250.186.67,HTTP/3,12,,
intigriti.me,Intigriti - Bug Bounty & Agile Pentesting Platform,,354661,www.intigriti.com,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-20T08:09:32Z,CN=www.intigriti.com,www.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.intigriti.com,443,https://intigriti.me:443,https,Vercel,text/html,GET,108.138.7.129,Vercel,1,True,
jobs-stage.intigriti.com,ERROR: The request could not be satisfied,,919,jobs-stage.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,jobs-stage.intigriti.com,443,https://jobs-stage.intigriti.com:443,https,CloudFront,text/html,GET,108.138.7.28,Amazon Web Services,20,True,
jobs-uat.intigriti.com,ERROR: The request could not be satisfied,,919,jobs-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,jobs-uat.intigriti.com,443,https://jobs-uat.intigriti.com:443,https,CloudFront,text/html,GET,108.138.7.48,Amazon Web Services,20,True,
jobs.intigriti.com,ERROR: The request could not be satisfied,,919,jobs.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,jobs.intigriti.com,443,https://jobs.intigriti.com:443,https,CloudFront,text/html,GET,108.138.7.28,Amazon Web Services,20,True,
kb.intigriti.com,intigriti Help Center,,35273,kb.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,kb.intigriti.com,443,https://kb.intigriti.com:443,https,Hidden,text/html,GET,52.222.236.44,HSTS,22,True,
login-demo.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,login-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,login-demo.intigriti.com,443,https://login-demo.intigriti.com:443,https,Hidden,text/html,GET,13.224.189.31,HSTS,272,True,
login-stage.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,login-stage.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,login-stage.intigriti.com,443,https://login-stage.intigriti.com:443,https,Hidden,text/html,GET,13.224.189.31,HSTS,272,True,
login.intigriti.com,Log in - Intigriti,,6591,login.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,login.intigriti.com,443,https://login.intigriti.com:443,https,Hidden,text/html,GET,13.224.189.31,HSTS,130,True,
mail.intigriti.com,Open main menu,,48285,mail.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T06:30:03Z,CN=mail.intigriti.com,mail.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,mail.intigriti.com,443,https://mail.intigriti.com:443,https,cloudflare,text/html,GET,199.60.103.29,HubSpot CMS Hub,2194,,
mta-sts.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12530,mta-sts.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,mta-sts.intigriti.com,443,https://mta-sts.intigriti.com:443,https,AmazonS3,text/html,GET,99.86.4.17,Amazon Web Services,273,True,
newsletter.intigriti.com,Intigriti Newsletter,,23541,newsletter.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T09:45:43Z,CN=newsletter.intigriti.com,newsletter.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,newsletter.intigriti.com,443,https://newsletter.intigriti.com:443,https,Caddy,text/html,GET,34.107.103.177,Go,1,True,
status.intigriti.com,Intigriti platform status | Uptime.com,,10819,status.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T12:17:54Z,CN=status.intigriti.com,status.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,status.intigriti.com,443,https://status.intigriti.com:443,https,openresty,text/html,GET,52.14.73.211,OpenResty,166,,
swag.intigriti.com,Intigriti's Swag Shop – Intigriti's swag shop,,72991,swag.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T02:11:21Z,CN=swag.intigriti.com,swag.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,swag.intigriti.com,443,https://swag.intigriti.com:443,https,cloudflare,text/html,GET,23.227.38.74,Shopify,2111,,
t.intigriti.com,,,,t.intigriti.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-08T06:20:19Z,CN=t.intigriti.com,t.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,t.intigriti.com,443,https://t.intigriti.com:443,https,,,GET,54.166.96.114,HSTS,1,,
trust.intigriti.com,Trust Report,,1491,trust.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T09:55:04Z,CN=trust.intigriti.com,trust.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,trust.intigriti.com,443,https://trust.intigriti.com:443,https,cloudflare,text/html,GET,104.22.26.212,HSTS,1,True,
www-demo.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,www-demo.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www-demo.intigriti.com,443,https://www-demo.intigriti.com:443,https,Hidden,text/html,GET,52.222.236.57,HSTS,272,True,
www-uat.intigriti.com,intigriti - ethical hacking and managed bug bounty platform,,12486,www-uat.intigriti.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,CN=*.intigriti.com,*.intigriti.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,www-uat.intigriti.com,443,https://www-uat.intigriti.com:443,https,Hidden,text/html,GET,52.222.236.19,HSTS,272,True,
www.intigriti.com,Intigriti - Bug Bounty & Agile Pentesting Platform,,354661,www.intigriti.com,443,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-02-20T08:09:32Z,CN=www.intigriti.com,www.intigriti.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,www.intigriti.com,443,https://www.intigriti.com:443,https,Vercel,text/html,GET,76.76.21.98,Vercel,1,,
