input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,tls_expired
dashboard.ovo.id,,520,,dashboard.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,dashboard.ovo.id,cloudflare,443,https://dashboard.ovo.id:443,https,cloudflare,,GET,104.17.58.20,/,-1840324437,2606:4700::6811:3a14,Cloudflare,1,False,True,,,
delivery.hello.ovo.id,404 Not Found,404,112,delivery.hello.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T14:15:41Z,2023-07-23T14:15:40Z,CN=app1.ftrans01.com,app1.ftrans01.com,,trigger.nykaa.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,55233f0fff35574966b98a25fa7a8d1e,532bd22c4800e45c815308bfaf466582ee428ce941c7a3bcf97802c73802d424,,ctls,delivery.hello.ovo.id,google,443,https://delivery.hello.ovo.id:443,https,nginx,text/html,GET,34.117.197.73,/,1362163372,34.117.197.73,Nginx,7,False,True,,,
dev.taralite.com,Attention Required! | Cloudflare,403,4512,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://dev.taralite.com:80,http,cloudflare,text/html,GET,172.64.145.105,/,-289844789,2606:4700:4400::ac40:9169,Cloudflare,94,False,True,,,
developer.taralite.com,,404,127,developer.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:24:27Z,2023-07-10T08:24:26Z,CN=*.storage.googleapis.com,*.storage.googleapis.com,,*.storage-download.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,48e4b14bafc7463b79dd4b8e26f3c4f3,c842aecf6a2358f0445ceb7d8f91693cb2d3e7559f13a2c0428d1b1b05107e65,True,ctls,developer.taralite.com,,443,https://developer.taralite.com:443,https,UploadServer,application/xml,GET,216.58.212.144,/,2028370544,2a00:1450:4001:801::2010,HTTP/3,1,False,,True,,
developers.taralite.com,,521,,developers.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2c6c74ab20f4c38802577e6e1dd0576d,bb7dea28aa83b98d08b1d7060a9589ac2b8662e82a277273474452e4131ccd6e,True,ctls,developers.taralite.com,cloudflare,443,https://developers.taralite.com:443,https,cloudflare,,GET,172.64.145.105,/,-1840324437,2606:4700:4400::6812:2a97,Cloudflare,1,False,True,,,
digisign.taralite.com,Taralite - Pinjaman Untuk Merchant Online Tanpa Agunan,200,3556,digisign.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2c6c74ab20f4c38802577e6e1dd0576d,bb7dea28aa83b98d08b1d7060a9589ac2b8662e82a277273474452e4131ccd6e,True,ctls,digisign.taralite.com,cloudflare,443,https://digisign.taralite.com:443,https,cloudflare,text/html,GET,104.18.42.151,/,2001028142,2606:4700:4400::ac40:9169,Google Cloud CDN,1,False,True,,,
dnstest.cp1.ovo.id,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://dnstest.cp1.ovo.id:80,http,CloudFront,text/html,GET,18.165.122.98,/,283555866,2600:9000:225e:3e00:11:4f74:8f40:93a1,Amazon Web Services,20,False,True,,,
esb.ovo.id,,403,16,esb.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,esb.ovo.id,cloudflare,443,https://esb.ovo.id:443,https,cloudflare,text/plain,GET,104.17.58.20,/,1253481126,2606:4700::6811:3a14,Cloudflare,1,False,True,,,
finserve.ovo.id,,200,54,finserve.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,finserve.ovo.id,cloudflare,443,https://finserve.ovo.id:443,https,cloudflare,application/json,GET,104.17.57.20,/,1593207841,2606:4700::6811:3a14,HSTS,1,False,True,,,
gateway.taralite.com,,404,48,gateway.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2c6c74ab20f4c38802577e6e1dd0576d,bb7dea28aa83b98d08b1d7060a9589ac2b8662e82a277273474452e4131ccd6e,True,ctls,gateway.taralite.com,cloudflare,443,https://gateway.taralite.com:443,https,cloudflare,application/json,GET,172.64.145.105,/,834205737,2606:4700:4400::ac40:9169,Google Cloud CDN,1,False,True,,,
grafana.aws.ovo.id,ERROR: The request could not be satisfied,403,919,grafana.aws.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-17T23:59:59Z,CN=*.aws.ovo.id,*.aws.ovo.id,,*.ovo.id,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8aec462e190a1c46fd7c4892131d1e2c,6d31a2f0b66edf4c898943254b5535658f1bec5cd7db31a68eba337bf356f934,True,ctls,grafana.aws.ovo.id,cloudfront,443,https://grafana.aws.ovo.id:443,https,CloudFront,text/html,GET,18.66.122.60,/,2143884540,2600:9000:2250:e000:16:9b35:8dc0:93a1,Amazon Web Services,20,False,True,,,
hermes.taralite.com,,403,16,hermes.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2c6c74ab20f4c38802577e6e1dd0576d,bb7dea28aa83b98d08b1d7060a9589ac2b8662e82a277273474452e4131ccd6e,True,ctls,hermes.taralite.com,cloudflare,443,https://hermes.taralite.com:443,https,cloudflare,text/plain,GET,104.18.42.151,/,1253481126,2606:4700:4400::6812:2a97,Cloudflare,1,False,True,,,
homepage-dududev.ovo.id,503 Service Temporarily Unavailable,503,162,homepage-dududev.ovo.id,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,CN=homepage-dududev.ovo.id,homepage-dududev.ovo.id,,homepage-dududev.ovo.id,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,88cae1e7557d8422f7ffc95e4533e853,24e7e4a7cce9d865dc8445a62ad22874a53c210ba24bc3089cdbdf151e0b29e6,,ctls,homepage-dududev.ovo.id,,443,https://homepage-dududev.ovo.id:443,https,awselb/2.0,text/html,GET,13.213.133.38,/,1862162275,13.213.133.38,,7,False,,,,
images-loyalty.ovo.id,Not Found,200,17854,images-loyalty.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,images-loyalty.ovo.id,cloudfront,443,https://images-loyalty.ovo.id:443,https,AmazonS3,text/html,GET,52.222.236.27,/,414455515,2600:9000:223e:200:7:3b7:87c0:93a1,Google Tag Manager,270,False,True,,,
images.ovo.id,Not Found,200,17854,images.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,images.ovo.id,cloudfront,443,https://images.ovo.id:443,https,AmazonS3,text/html,GET,52.222.236.43,/,1520966541,2600:9000:223e:fc00:11:e283:2dc0:93a1,Google Tag Manager,270,False,True,,,
investment.ovo.id,,520,,investment.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,investment.ovo.id,cloudflare,443,https://investment.ovo.id:443,https,cloudflare,,GET,104.17.57.20,/,-1840324437,2606:4700::6811:3a14,Cloudflare,1,False,True,,,
lending.taralite.com,,521,,lending.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2c6c74ab20f4c38802577e6e1dd0576d,bb7dea28aa83b98d08b1d7060a9589ac2b8662e82a277273474452e4131ccd6e,True,ctls,lending.taralite.com,cloudflare,443,https://lending.taralite.com:443,https,cloudflare,,GET,104.18.42.151,/,-1840324437,2606:4700:4400::ac40:9169,Cloudflare,1,False,True,,,
link.ovo.id,404 Not Found,404,155,link.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,link.ovo.id,cloudflare,443,https://link.ovo.id:443,https,cloudflare,text/html,GET,104.17.57.20,/,718397587,2606:4700::6811:3a14,Cloudflare,8,False,True,,,
media.ovo.id,,404,74,media.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,media.ovo.id,cloudflare,443,https://media.ovo.id:443,https,cloudflare,text/html,GET,104.17.57.20,/,1980056741,2606:4700::6811:3914,Cloudflare,1,False,True,,,
merchant.ovo.id,Merchant Central,200,1243,merchant.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,merchant.ovo.id,cloudflare,443,https://merchant.ovo.id:443,https,cloudflare,text/html,GET,104.17.58.20,/,1707851764,2606:4700::6811:3a14,Google Tag Manager,1,False,True,,,
ovo.id,"OVO | Join the rOVOlution in Payment, Points & Priority!",200,28403,www.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,www.ovo.id,cloudflare,443,https://ovo.id:443,https,cloudflare,text/html,GET,104.17.58.20,/,454518801,104.17.57.20,ZURB Foundation,574,False,True,,https://www.ovo.id,
panel.taralite.com,,403,16,panel.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2c6c74ab20f4c38802577e6e1dd0576d,bb7dea28aa83b98d08b1d7060a9589ac2b8662e82a277273474452e4131ccd6e,True,ctls,panel.taralite.com,cloudflare,443,https://panel.taralite.com:443,https,cloudflare,text/plain,GET,172.64.145.105,/,1253481126,2606:4700:4400::ac40:9169,Cloudflare,1,False,True,,,
pay.ovo.id,Origin DNS error | pay.ovo.id | Cloudflare,530,6179,pay.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,pay.ovo.id,cloudflare,443,https://pay.ovo.id:443,https,cloudflare,text/html,GET,104.17.57.20,/,-415483469,2606:4700::6811:3a14,Cloudflare,93,False,True,,,
payment.taralite.com,,200,2,payment.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2c6c74ab20f4c38802577e6e1dd0576d,bb7dea28aa83b98d08b1d7060a9589ac2b8662e82a277273474452e4131ccd6e,True,ctls,payment.taralite.com,cloudflare,443,https://payment.taralite.com:443,https,cloudflare,text/html,GET,104.18.42.151,/,693941864,2606:4700:4400::ac40:9169,Google Cloud CDN,1,False,True,,,
pgc-horizongcsglb-001.ovo.id,,403,111,pgc-horizongcsglb-001.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T12:28:16Z,2023-07-12T13:22:30Z,CN=pgc-horizongcsglb-001.ovo.id,pgc-horizongcsglb-001.ovo.id,,pgc-horizongcsglb-001.ovo.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7b852d927380e8960e5e20309ab492be,115ead82ba88ee433c153041f4b96e25ccd6c57c98737bfdf2f3e9c8f8dacfef,,ctls,pgc-horizongcsglb-001.ovo.id,google,443,https://pgc-horizongcsglb-001.ovo.id:443,https,UploadServer,application/xml,GET,34.120.183.23,/,2028370544,34.120.183.23,HTTP/3,1,False,True,,,
