input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,tls_expired,csp_domains_,tls_subject_org_,final_url
mi.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.224.192.0/21,mi.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,mi.sportsbook.fanduel.com,cloudfront,443,https://mi.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.88,/,222092053,13.224.189.17,Amazon Web Services,172,False,True,True,,,,,
miv1.sportsbook.fanduel.com,Sports betting,200,989,AS14537,CL-1379-14537,US,192.16.88.0/21,miv1.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-06T15:53:28Z,2023-10-08T15:53:28Z,CN=sportsbook.fanduel.com,sportsbook.fanduel.com,njv1.sportsbook.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",22ae200b22abcf06fb0d5eb41a93aa03,c4e4453459ccfd6a02d05dde1f168730e4c2e46ef2265103512c44787c02179a,ctls,miv1.sportsbook.fanduel.com,,80,http://miv1.sportsbook.fanduel.com:80,http,,text/html,GET,192.16.88.52,/,-1789736302,192.16.88.52,Microsoft ASP.NET,1,False,,,,,,,https://miv1.sportsbook.fanduel.com/
mtrk.fanduel.com,Log in to Mandrill,200,2935,AS16509,AS16509,Unknown,34.240.0.0/12,mtrk.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,"CN=mandrillapp.com, O=The Rocket Science Group LLC, L=Atlanta, ST=Georgia, C=US",mandrillapp.com,*.mandrillapp.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,cfaa09239e5a9df19711094b3a4f24c8,941925ec72042660ad13fd678b1217ba9de12cf370ad4ce1f669b21b99f8c445,ctls,mtrk.fanduel.com,,80,http://mtrk.fanduel.com:80,http,nginx/1.12.2,text/html,GET,34.253.241.177,/,-248533138,34.255.97.37,PHP,58,False,,True,True,,,The Rocket Science Group LLC,https://mtrk.fanduel.com/login/?referrer=%2F
myaccount.fanduel.com,FanDuel Sportsbook Account and Information,200,33882,AS14618,AMAZON-AES,US,52.0.0.0/13,account.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-05-02T23:59:59Z,CN=account.sportsbook.fanduel.com,account.sportsbook.fanduel.com,account.md.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,58e11e1d7ac80ebd9b62489caa37f355,fe67e3005cfc14a2b95ec524e7e68de30c2d957fc9eaa83063be75a5cef688f4,ctls,account.sportsbook.fanduel.com,,443,https://myaccount.fanduel.com:443,https,nginx,text/html,GET,52.5.116.129,/,104839862,54.210.57.119,Nginx,66,False,,,,,https:,,https://account.sportsbook.fanduel.com:443/
myaccountmobile.fanduel.com,FanDuel Sportsbook Account and Information,200,33882,AS14618,AMAZON-AES,US,44.213.52.0/23,account.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-05-02T23:59:59Z,CN=account.sportsbook.fanduel.com,account.sportsbook.fanduel.com,account.md.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,58e11e1d7ac80ebd9b62489caa37f355,fe67e3005cfc14a2b95ec524e7e68de30c2d957fc9eaa83063be75a5cef688f4,ctls,account.sportsbook.fanduel.com,,443,https://myaccountmobile.fanduel.com:443,https,nginx,text/html,GET,44.205.56.158,/,104839862,54.210.57.119,Nginx,66,False,,,,,https:,,https://account.sportsbook.fanduel.com:443/
newsroom.fanduel.com,FanDuel Newsroom,200,33896,AS14618,AMAZON-AES,US,54.224.0.0/14,newsroom.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-10-20T23:59:59Z,CN=fanduel.com,fanduel.com,*.pa.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8b2be7d51144c5654d6de3084aa67353,f00a23269c6aa40e3e1c620ec69dc1437091da2869f6f9025cfd92682c86d525,ctls,newsroom.fanduel.com,,443,https://newsroom.fanduel.com:443,https,nginx,text/html,GET,54.224.126.210,/,-1965133222,54.167.221.23,WordPress:5.4.1,639,False,,True,,,,,
njv1.sportsbook.fanduel.com,Sports betting,200,989,AS14537,CL-1379-14537,US,66.212.248.0/21,njv1.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-06T15:53:28Z,2023-10-08T15:53:28Z,CN=sportsbook.fanduel.com,sportsbook.fanduel.com,njv1.sportsbook.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",22ae200b22abcf06fb0d5eb41a93aa03,c4e4453459ccfd6a02d05dde1f168730e4c2e46ef2265103512c44787c02179a,ctls,njv1.sportsbook.fanduel.com,,443,https://njv1.sportsbook.fanduel.com:443,https,,text/html,GET,66.212.252.11,/,-1789736302,66.212.252.11,Microsoft ASP.NET,1,False,,,,,,,
ny.sportsbook.fanduel.com,FanDuel Sportsbook,200,13683,AS0,Not routed,None,13.224.192.0/21,ny.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,ny.sportsbook.fanduel.com,cloudfront,443,https://ny.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.88,/,222092053,13.224.189.6,HSTS,1,False,True,True,,,,,
ocsp.fdbox.net,,503,,AS14618,AMAZON-AES,US,54.236.0.0/15,,,,,,,,,,,,,,,,,,,80,http://ocsp.fdbox.net:80,http,,,GET,54.235.79.237,/,-1840324437,44.208.155.125,,1,False,,,,,,,
oh.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.224.192.0/21,oh.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,oh.sportsbook.fanduel.com,cloudfront,443,https://oh.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.104,/,222092053,13.224.189.17,Amazon Web Services,172,False,True,True,,,,,
okta.fanduel.com,FanDuel - Sign In,200,16736,AS16509,AS16509,Unknown,35.80.0.0/12,okta.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-09T15:03:08Z,2024-01-14T09:25:06Z,CN=okta.fanduel.com,okta.fanduel.com,www.okta.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a4bf91529fb315d914cadc583c94cce7,437a6db16ea4e440a25a95c2f8715facf8ff741f8a5e800b3ed2438a142ce3b9,ctls,okta.fanduel.com,,443,https://okta.fanduel.com:443,https,nginx,text/html,GET,35.71.149.114,/,-599803935,52.223.56.218,Nginx,478,False,,,,,,,
pa.sportsbook.fanduel.com,FanDuel Sportsbook,200,13683,AS0,Not routed,None,13.224.192.0/21,pa.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,pa.sportsbook.fanduel.com,cloudfront,443,https://pa.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.104,/,222092053,13.224.189.17,HSTS,1,False,True,True,,,,,
paddypower.devstack-fantasy-api.use1.dev.us.fdbox.net,ERROR: The request could not be satisfied,502,960,AS16509,AMAZON-02,US,18.66.102.0/24,paddypower.devstack-fantasy-api.use1.dev.us.fdbox.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-12-15T23:59:59Z,CN=paddypower.devstack-fantasy-api.use1.dev.us.fdbox.net,paddypower.devstack-fantasy-api.use1.dev.us.fdbox.net,paddypower.devstack-fantasy-api.use1.dev.us.fdbox.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c2aee6d802b263a141cb82541174eca8,07600a0add8198be03adf0548689458f8ace2c788f2f042a8ede366cc8dfb616,ctls,paddypower.devstack-fantasy-api.use1.dev.us.fdbox.net,cloudfront,443,https://paddypower.devstack-fantasy-api.use1.dev.us.fdbox.net:443,https,CloudFront,text/html,GET,18.66.97.18,/,1343092427,18.66.97.81,Amazon Web Services,20,False,True,,,,,,
partners.fanduel.com,,200,10620,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,partners.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T20:13:19Z,2024-03-10T20:13:19Z,CN=partners.fanduel.com,partners.fanduel.com,www.partners.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",72985fb633b0283f42327d7b83f95975,7b4e10bce6d4f5ceea257624652d796cdf0ecc104a51efa4617fc6e32557caf4,ctls,partners.fanduel.com,,443,https://partners.fanduel.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.67.214.39,/,1631801191,20.67.214.39,Windows Server,222,False,,,,,,,
pav1.sportsbook.fanduel.com,Sports betting,200,989,AS14537,CL-1379-14537,US,66.212.248.0/21,pav1.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-06T15:53:28Z,2023-10-08T15:53:28Z,CN=sportsbook.fanduel.com,sportsbook.fanduel.com,njv1.sportsbook.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",22ae200b22abcf06fb0d5eb41a93aa03,c4e4453459ccfd6a02d05dde1f168730e4c2e46ef2265103512c44787c02179a,ctls,pav1.sportsbook.fanduel.com,,80,http://pav1.sportsbook.fanduel.com:80,http,,text/html,GET,66.212.249.53,/,-1789736302,66.212.249.53,Microsoft ASP.NET,1,False,,,,,,,https://pav1.sportsbook.fanduel.com/
phpadmin.use1.perftest.fdbox.net,Error | FanDuel,502,4097,AS0,Not routed,None,13.32.100.0/23,phpadmin.use1.perftest.fdbox.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-15T23:59:59Z,CN=use1.perftest.fdbox.net,use1.perftest.fdbox.net,*.use1.perftest.fdbox.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bf6a2d7f61510e4ae56d93394b24e116,6f115620aa0b21be634eb537fd52080e2e278c0f8b16ed6f7777f2c5bdcc8774,ctls,phpadmin.use1.perftest.fdbox.net,cloudfront,443,https://phpadmin.use1.perftest.fdbox.net:443,https,nginx,text/html,GET,13.32.99.22,/,-33834669,13.32.99.120,Nginx,159,False,True,True,,,,,
playfree.fanduel.com,F2P Hub,200,81112,AS16509,AMAZON-02,US,52.222.236.0/23,www.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-10-20T23:59:59Z,CN=fanduel.com,fanduel.com,*.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,905671e207121ba2c536ba9f6992c4ca,be5793b54a8694862acaed6953194c8ce7eb87597b7c3f18708306d12009fc9b,ctls,www.fanduel.com,cloudfront,443,https://playfree.fanduel.com:443,https,nginx,text/html,GET,52.222.236.34,/,-1097099579,52.222.236.39,Nginx,1567,False,True,True,,,,,https://www.fanduel.com/f2p-hub/
prelive.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS16509,AMAZON-02,US,65.9.112.0/23,prelive.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-05-02T23:59:59Z,CN=account.sportsbook.fanduel.com,account.sportsbook.fanduel.com,account.md.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,58e11e1d7ac80ebd9b62489caa37f355,fe67e3005cfc14a2b95ec524e7e68de30c2d957fc9eaa83063be75a5cef688f4,ctls,prelive.sportsbook.fanduel.com,cloudfront,443,https://prelive.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,65.9.66.8,/,-1449777629,65.9.66.117,Amazon Web Services,172,False,True,,,,,,
press.fanduel.com,FanDuel - Newsroom,200,74583,AS13335,CLOUDFLARENET,US,162.159.160.0/24,press.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-25T00:00:00Z,2023-12-25T23:59:59Z,"CN=press.fanduel.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",press.fanduel.com,press.fanduel.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e7b9a8fb6e433ce5ecf3bb0a42171d12,a6bb93d60d6c513def358f3adbef0916ba37f29002a843a29099f43ffd6d6ce5,ctls,press.fanduel.com,cloudflare,443,https://press.fanduel.com:443,https,cloudflare,text/html,GET,162.159.129.11,/,-696563584,2606:4700:7::a29f:820b,Microsoft ASP.NET,816,False,True,,,,*.q4web.com,"Cloudflare, Inc.",https://press.fanduel.com/newsroom/default.aspx
promos-api.sportsbook.fanduel.com,,404,84,AS14618,AMAZON-AES,US,23.20.0.0/14,promos-api.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-12T23:59:59Z,CN=promos-api.sportsbook.fanduel.com,promos-api.sportsbook.fanduel.com,promos-api.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,074273981f83a01f0c77e21966838ef1,d79ad97944e3b9657c102d75192d23c6dcece081e9a99e83fa2515b7bd7d8d9d,ctls,promos-api.sportsbook.fanduel.com,,443,https://promos-api.sportsbook.fanduel.com:443,https,,application/json,GET,23.22.246.31,/,-1025274819,44.213.183.182,,1,False,,,,,,,
promos.fantasy.www.fanduel.com,FanDuel™ Fantasy - Betting Offers & Bonuses,200,14564,AS14618,AMAZON-AES,US,3.228.0.0/17,promos.fantasy.www.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-08T23:59:59Z,CN=promos.sportsbook.fanduel.com,promos.sportsbook.fanduel.com,www.promos.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2ab5c2ab1c4f0b84213d5fe3893be908,ae54255dc63f6b372838793caa69e47cff71ff57cd28d0b83f885b106d9f6e1c,ctls,promos.fantasy.www.fanduel.com,,443,https://promos.fantasy.www.fanduel.com:443,https,Apache-Coyote/1.1,text/html,GET,3.226.176.96,/,55484289,34.198.75.86,Java,250,False,,,,,,,
promos.sportsbook.fanduel.com,FanDuel™ Sportsbook - Betting Offers & Bonuses,200,26789,AS14618,AMAZON-AES,US,54.208.0.0/14,promos.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,69f0cd6e31d828765c02760bd579abc3,dd330b509118f385aba927c0314f7e6bff39dfcf9765ae2409350c2620c49fe8,ctls,promos.sportsbook.fanduel.com,,443,https://promos.sportsbook.fanduel.com:443,https,Apache-Coyote/1.1,text/html,GET,54.209.220.9,/,1316081103,3.212.54.55,Java,450,False,,True,,,,,
racing-qa.fanduel.com,403,403,134,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,racing-qa.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T15:16:37Z,2023-08-03T16:07:28Z,CN=racing-qa.fanduel.com,racing-qa.fanduel.com,service.racing-qa.fanduel.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,db16e205404c574b7d6debafe9e35c7f,fbd89efb89d9eaf33428f0b0ebbb8acf5dbe198f5f4b767aa0c8869da1d4765a,ctls,racing-qa.fanduel.com,google,443,https://racing-qa.fanduel.com:443,https,,text/html,GET,107.178.254.233,/,1723221432,107.178.254.233,HTTP/3,1,False,True,,,,,,
racing-staging.fanduel.com,403,403,134,AS15169,GOOGLE,US,35.186.192.0/18,racing-staging.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T11:25:07Z,2023-08-01T12:15:59Z,CN=racing.cert.fndl.dev,racing.cert.fndl.dev,staging.racing.fanduel.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,d8a2d3da60f993c816c41e172dff75db,2d6be6118845cbb29e19170f66cedd3c7868b6694a50113c974852feed3d3e1a,ctls,racing-staging.fanduel.com,google,443,https://racing-staging.fanduel.com:443,https,,text/html,GET,35.186.196.229,/,1723221432,35.186.196.229,HTTP/3,1,False,True,,,,,,
redirect.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS16509,AMAZON-02,US,13.32.132.0/24,sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,sportsbook.fanduel.com,cloudfront,80,http://redirect.sportsbook.fanduel.com:80,http,CloudFront,text/html,GET,13.32.121.6,/,222092053,13.32.121.25,Amazon Web Services,172,False,True,True,True,,,,https://sportsbook.fanduel.com/
refer.casino.fanduel.com,Join me on FanDuel,200,400,AS16509,AMAZON-02,US,143.204.216.0/24,refer.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=refer.casino.fanduel.com,refer.casino.fanduel.com,refer.casino.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,619bee72d2c2bbb8455bb23f2eef941a,0e0f083e97c20f51faf93cb1505ca58cbd78b42b125dd390a01368f1dc000e06,ctls,refer.casino.fanduel.com,cloudfront,443,https://refer.casino.fanduel.com:443,https,AmazonS3,text/html,GET,143.204.215.54,/,1118766271,2600:9000:214f:4400:4:8c5a:ce40:93a1,Amazon Web Services,1,False,True,,,,,,
refer.sportsbook.fanduel.com,Join me on FanDuel,200,400,AS16509,AMAZON-02,US,99.84.96.0/20,refer.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-11T23:59:59Z,CN=refer.sportsbook.fanduel.com,refer.sportsbook.fanduel.com,refer.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e97a9f9d04292dad7d8c4f4a1ba21896,424d9a1a55d253e82d44fbb8e034f5ab69b821b090fc15733567b6c60cabbef3,ctls,refer.sportsbook.fanduel.com,cloudfront,443,https://refer.sportsbook.fanduel.com:443,https,AmazonS3,text/html,GET,99.84.88.92,/,49347514,99.84.88.74,Amazon Web Services,1,False,True,,,,,,
rgs.ct.casino.fanduel.com,,503,107,AS16509,AMAZON-02,US,13.32.132.0/24,rgs.ct.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-07-29T23:59:59Z,CN=rgs.ct.casino.fanduel.com,rgs.ct.casino.fanduel.com,rgs.ct.casino.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9b783e0ba61af15c22602d7d30c2043b,61cf24a662bd7785e4ca24e35bc52d4065be78dbfd757ee21324dd7e44f90e1f,ctls,rgs.ct.casino.fanduel.com,cloudfront,443,https://rgs.ct.casino.fanduel.com:443,https,,text/html,GET,13.32.121.49,/,-1654418437,13.32.121.72,HTTP/3,4,False,True,,,,,,
rgs.mi.casino.fanduel.com,,503,107,AS16509,AMAZON-02,US,99.84.96.0/20,rgs.mi.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-29T23:59:59Z,CN=rgs.mi.casino.fanduel.com,rgs.mi.casino.fanduel.com,rgs.mi.casino.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,15f8a9fce6039ebbb535b6bd6a411433,af62ca6100e04a2e85e976f8c478a93e6484acdc1d07d83bd5ea06cf454837c7,ctls,rgs.mi.casino.fanduel.com,cloudfront,80,http://rgs.mi.casino.fanduel.com:80,http,,text/html,GET,99.84.88.37,/,-1654418437,18.66.122.118,HTTP/3,4,False,True,,,,,,https://rgs.mi.casino.fanduel.com/
rgs.wv.casino.fanduel.com,,503,107,AS16509,AS16509,Unknown,13.225.96.0/21,rgs.wv.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-29T23:59:59Z,CN=rgs.wv.casino.fanduel.com,rgs.wv.casino.fanduel.com,rgs.wv.casino.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02a2f074d8252a91a2d3ca6bb007b4b6,c44b7ec42fe257bc45de34f25a51197292aa7ee74d53483a8cc13a831ffd30ed,ctls,rgs.wv.casino.fanduel.com,cloudfront,443,https://rgs.wv.casino.fanduel.com:443,https,,text/html,GET,13.225.78.66,/,-1654418437,13.225.78.20,HTTP/3,4,False,True,,,,,,
rgsinternal.mr.casino.fanduel.com,,503,107,AS46887,LIGHTOWER,US,131.239.76.0/24,rgsinternal.mr.casino.fanduel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-21T20:10:53Z,2024-02-22T20:10:53Z,CN=rgsinternal.nj.casino.fanduel.com,rgsinternal.nj.casino.fanduel.com,www.rgsinternal.nj.casino.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",ca0c2541f5e86f1b8c068dbb4d128cd5,f4f90a46cc22898b910132682399fc6b166a6e30bfda5d2a6a8a8a32bb3b129d,ctls,rgsinternal.mr.casino.fanduel.com,,443,https://rgsinternal.mr.casino.fanduel.com:443,https,,text/html,GET,131.239.64.43,/,-1654418437,131.239.64.43,,4,False,,,,,,,
rgspx.ct.casino.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.32.100.0/23,rgspx.ct.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-02T23:59:59Z,CN=rgspx.ct.casino.fanduel.com,rgspx.ct.casino.fanduel.com,rgspx.ct.casino.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,da44b9cf0a4acd1d0a0a0bc1c58abb6d,358243384183dd9f53fd4dfaa08401503a86de01de627a246ba1ee35f9bb96d0,ctls,rgspx.ct.casino.fanduel.com,cloudfront,443,https://rgspx.ct.casino.fanduel.com:443,https,CloudFront,text/html,GET,13.32.99.43,/,-1654418437,13.32.99.74,HTTP/3,172,False,True,,,,,,
rgspx.nj.casino.fanduel.com,Access to this page has been denied.,403,4650,AS16509,AMAZON-02,US,18.66.116.0/23,rgspx.nj.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-11-03T23:59:59Z,CN=rgspx.nj.casino.fanduel.com,rgspx.nj.casino.fanduel.com,rgspx.nj.casino.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7e0ae13c77e989563e96f4a9b6696928,589b0d7427695d404af6d605b3a2ccd010a40c7ae483820ee125df5777be440b,ctls,rgspx.nj.casino.fanduel.com,cloudfront,80,http://rgspx.nj.casino.fanduel.com:80,http,CloudFront,text/html,GET,18.66.112.20,/,-1840324437,18.66.112.116,HTTP/3,172,False,True,,,,,,https://rgspx.nj.casino.fanduel.com/
