input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_wildcard_certificate,tls_subject_org_
backstage.internal-prod.prod1.quizlet.com,403 Forbidden,403,151,backstage.internal-prod.prod1.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,backstage.internal-prod.prod1.quizlet.com,cloudflare,80,http://backstage.internal-prod.prod1.quizlet.com:80,http,cloudflare,text/html,GET,104.17.188.102,/,1210513009,104.17.187.102,Cloudflare,8,False,True,https://backstage.internal-prod.prod1.quizlet.com/,,
backup-passport.prod1.quizlet.com,403 Forbidden,403,151,backup-passport.prod1.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,backup-passport.prod1.quizlet.com,cloudflare,443,https://backup-passport.prod1.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1210513009,104.17.188.102,Cloudflare,8,False,True,,,
bbs.quizlet.com,Captcha Challenge…,403,163590,bbs.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,bbs.quizlet.com,cloudflare,80,http://bbs.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,2099762149,104.17.188.102,Cloudflare Bot Management,98,False,True,https://bbs.quizlet.com/,True,
bestwell.quizlet.com,Captcha Challenge…,403,163705,bestwell.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,bestwell.quizlet.com,cloudflare,443,https://bestwell.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-462317180,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
bid46gi.cloud.quizlet.com,403 Forbidden,403,151,bid46gi.cloud.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,bid46gi.cloud.quizlet.com,cloudflare,443,https://bid46gi.cloud.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1210513009,104.17.188.102,Cloudflare,8,False,True,,,
bid46gw.europe.quizlet.com,403 Forbidden,403,151,bid46gw.europe.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,bid46gw.europe.quizlet.com,cloudflare,80,http://bid46gw.europe.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,1210513009,104.17.188.102,Cloudflare,8,False,True,https://bid46gw.europe.quizlet.com/,,
bid46l6.cloud.quizlet.com,403 Forbidden,403,151,bid46l6.cloud.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,bid46l6.cloud.quizlet.com,cloudflare,443,https://bid46l6.cloud.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,1210513009,104.17.187.102,Cloudflare,8,False,True,,,
cache-mysql-cmswww-test.quizlet.com,Captcha Challenge…,403,163759,cache-mysql-cmswww-test.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,cache-mysql-cmswww-test.quizlet.com,cloudflare,443,https://cache-mysql-cmswww-test.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,966716666,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
cae-carnet-prod-alln.ci.quizlet.com,403 Forbidden,403,553,cae-carnet-prod-alln.ci.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,cae-carnet-prod-alln.ci.quizlet.com,cloudflare,443,https://cae-carnet-prod-alln.ci.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-861110197,104.17.187.102,Cloudflare,14,False,True,,,
canary1-tw1.cloud.quizlet.com,403 Forbidden,403,553,canary1-tw1.cloud.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,canary1-tw1.cloud.quizlet.com,cloudflare,443,https://canary1-tw1.cloud.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-861110197,104.17.188.102,Cloudflare,14,False,True,,,
ceb48.quizlet.com,Captcha Challenge…,403,163661,ceb48.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,ceb48.quizlet.com,cloudflare,443,https://ceb48.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,302687920,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
cf-realuplesunvered.quizlet.com,Captcha Challenge…,403,163746,cf-realuplesunvered.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,cf-realuplesunvered.quizlet.com,cloudflare,443,https://cf-realuplesunvered.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-676773382,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
cf-ssl38423-protected-o.quizlet.com,Captcha Challenge…,403,163799,cf-ssl38423-protected-o.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,cf-ssl38423-protected-o.quizlet.com,cloudflare,443,https://cf-ssl38423-protected-o.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-1078877677,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
cf-ssl38423-protected-up.quizlet.com,Captcha Challenge…,403,163831,cf-ssl38423-protected-up.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,cf-ssl38423-protected-up.quizlet.com,cloudflare,80,http://cf-ssl38423-protected-up.quizlet.com:80,http,cloudflare,text/html,GET,104.17.188.102,/,509077041,104.17.187.102,Cloudflare Bot Management,98,False,True,https://cf-ssl38423-protected-up.quizlet.com/,True,
ci.www1.quizlet.com,403 Forbidden,403,553,ci.www1.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,ci.www1.quizlet.com,cloudflare,443,https://ci.www1.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-861110197,104.17.187.102,Cloudflare,14,False,True,,,
citrix.quizlet.com,Captcha Challenge…,403,163722,citrix.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,citrix.quizlet.com,cloudflare,443,https://citrix.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,414212615,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
cloud.quizlet.com,Captcha Challenge…,403,163744,cloud.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,cloud.quizlet.com,cloudflare,443,https://cloud.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-386815481,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
cname.quizlet.com,Captcha Challenge…,403,163749,cname.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,cname.quizlet.com,cloudflare,80,http://cname.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,-271672518,104.17.188.102,Cloudflare Bot Management,98,False,True,https://cname.quizlet.com/,True,
cns1.quizlet.com,Captcha Challenge…,403,163587,cns1.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,cns1.quizlet.com,cloudflare,80,http://cns1.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,-1391549670,104.17.188.102,Cloudflare Bot Management,98,False,True,https://cns1.quizlet.com/,True,
cns2.quizlet.com,Captcha Challenge…,403,163699,cns2.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,cns2.quizlet.com,cloudflare,443,https://cns2.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-917071371,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
codespaces-dev.quizlet.com,Captcha Challenge…,403,163749,codespaces-dev.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,codespaces-dev.quizlet.com,cloudflare,443,https://codespaces-dev.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-172576513,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
compute-edge-z-p4-shv-02-gru2.quizlet.com,Captcha Challenge…,403,163626,compute-edge-z-p4-shv-02-gru2.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,compute-edge-z-p4-shv-02-gru2.quizlet.com,cloudflare,443,https://compute-edge-z-p4-shv-02-gru2.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-630967651,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
confluence-team-wwwm-exchangedns.m.quizlet.com,403 Forbidden,403,553,confluence-team-wwwm-exchangedns.m.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,confluence-team-wwwm-exchangedns.m.quizlet.com,cloudflare,80,http://confluence-team-wwwm-exchangedns.m.quizlet.com:80,http,cloudflare,text/html,GET,104.17.188.102,/,-861110197,104.17.187.102,Cloudflare,14,False,True,https://confluence-team-wwwm-exchangedns.m.quizlet.com/,,
content.m.quizlet.com,403 Forbidden,403,151,content.m.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,content.m.quizlet.com,cloudflare,80,http://content.m.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,1210513009,104.17.188.102,Cloudflare,8,False,True,https://content.m.quizlet.com/,,
contentdelivery02.ghs.quizlet.com,403 Forbidden,403,151,contentdelivery02.ghs.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2020-04-06T00:00:00Z,2020-10-13T23:59:59Z,CN=ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,ssl893504.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,cd916ca00223d1fa95c0d38178c1fc30,e9dc6756d724195961c343d092d47f4514d59c2a4d214dfc28a84072859ef286,ctls,contentdelivery02.ghs.quizlet.com,cloudflare,443,https://contentdelivery02.ghs.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,1210513009,104.17.187.102,Cloudflare,8,False,True,,,
cpanel.quizlet.com,Captcha Challenge…,403,163629,cpanel.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,cpanel.quizlet.com,cloudflare,443,https://cpanel.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,1595806387,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
crm.quizlet.com,Captcha Challenge…,403,163523,crm.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,crm.quizlet.com,cloudflare,443,https://crm.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-235776626,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
d0f8284a01209f.quizlet.com,Captcha Challenge…,403,163461,d0f8284a01209f.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,d0f8284a01209f.quizlet.com,cloudflare,443,https://d0f8284a01209f.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-100801418,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
d4r.quizlet.com,Captcha Challenge…,403,163519,d4r.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,d4r.quizlet.com,cloudflare,443,https://d4r.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-1746315551,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
demo.quizlet.com,Captcha Challenge…,403,163729,demo.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,demo.quizlet.com,cloudflare,443,https://demo.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,189157796,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
demo84.quizlet.com,Captcha Challenge…,403,163807,demo84.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,demo84.quizlet.com,cloudflare,80,http://demo84.quizlet.com:80,http,cloudflare,text/html,GET,104.17.187.102,/,1781435067,104.17.188.102,Cloudflare Bot Management,98,False,True,https://demo84.quizlet.com/,True,
dev-appuser.quizlet.com,Captcha Challenge…,403,163696,dev-appuser.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,dev-appuser.quizlet.com,cloudflare,443,https://dev-appuser.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-1243828507,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
dev-review.quizlet.com,Captcha Challenge…,403,163670,dev-review.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,dev-review.quizlet.com,cloudflare,443,https://dev-review.quizlet.com:443,https,cloudflare,text/html,GET,104.17.187.102,/,-2080998718,104.17.188.102,Cloudflare Bot Management,98,False,True,,True,
devb2b-ns20.quizlet.com,Captcha Challenge…,403,163683,devb2b-ns20.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,devb2b-ns20.quizlet.com,cloudflare,443,https://devb2b-ns20.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,1826538514,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
distrib2.quizlet.com,Captcha Challenge…,403,163660,distrib2.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,distrib2.quizlet.com,cloudflare,443,https://distrib2.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,-1045634908,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
dns1.quizlet.com,Captcha Challenge…,403,163668,dns1.quizlet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-04-28T00:25:44Z,2023-07-27T01:24:39Z,CN=quizlet.com,quizlet.com,*.quizlet.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a95872901060109bd9d59499b4ecfe5e,cc6ca8f0b13ef1f869f1896fad1dead6dfbe1532230d49d2e01fe5260e8bebcb,ctls,dns1.quizlet.com,cloudflare,443,https://dns1.quizlet.com:443,https,cloudflare,text/html,GET,104.17.188.102,/,948200512,104.17.187.102,Cloudflare Bot Management,98,False,True,,True,
