new,host,a,aaaa,soa,txt,status_code,cdn,cdn-name,ns,cname,caa,mx,has_internal_ips,internal_ips
[x],banner-static.canva.cn,111.31.58.205,240e:935:a00:1707:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],banner-static.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],blog.canva-apps.cn,,2409:8c3c:1300:50a:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],blog.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],build-reports.canva.tech,"108.157.4.114, 108.157.4.87, 108.157.4.61, 108.157.4.12",,"ns-1100.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
[x],build.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],button-demo.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],button-demo.canva.tech,"65.9.66.95, 65.9.66.38, 65.9.66.13, 65.9.66.55",,"ns-1100.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
[x],buy-zippotton-demo.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],bvs80pngk4meneh76gpg-vps8.redirectme.netoppofind.svc-cse-z59i2kerisere80dvkv-premiertytcosvpncloud-cse.kr.0.canva-apps.cn,157.240.20.8,,,,NOERROR,,,,,,,,
[x],canva-apps.com,,,"damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,"vita.ns.cloudflare.com, damon.ns.cloudflare.com",,,,,
[x],canva.cn,116.163.41.141,240e:914:6:d:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com","detectify-verification=79cd57657f82d1fbb417ce3beec7cbe6, canva-site-verification=12qhTVaJrLGJeNy6wZi99w, google-site-verification=1HmKwoP323AQVprXn9oxhNeFYjE034ST2K5ivg7oQ2Y, v=spf1 include:spf.sendcloud.org -all, google-site-verification=p2CeZh30l5GNW0VV-HwFHDWkvtWdNvEqt34K6D1M4RY",NOERROR,,,"ns184.dns.cf-ns.net, ns45.dns.cf-ns.com",,,mx.sendcloud.org,,
[x],canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com","MS=ms92090372, ahrefs-site-verification_801b8774fd779b395b1c81e48f7900e305369a5ed19eb3201a3dbc918465f5de, apple-domain-verification=AAz7BIDOOK5bj9VF, atlassian-domain-verification=rie8jGbQjxwFnUfEJ5DhYCdtEResa9Vg773/vaE2DtJwnEbS2txPvtfkuKhhLPTI, bugcrowd-verification=400b9a149f7cdd8664c2e7e502482536, cdc0ecd8-b767-4b2a-961d-056ff91c50cf, detectify-verification=79cd57657f82d1fbb417ce3beec7cbe6, docker-verification=5298cfeb-b2af-4973-a4ae-72cfba77efa8, docusign=4c293e32-cbde-4ddf-bec8-79108891d648, drift-domain-verification=9cea5d6a9cc67d7d8195abc4b7afefed111d50ad43225041c8d5f7fb7c2f6775, facebook-domain-verification=05c971f78w3exkut5f717mw8obqmf3, google-site-verification=0UOVvHC1k0nMb_2YKhFkMRkp4yRlqN-9Va_WB8b1qV0, google-site-verification=1uigN3ZKYSw5lr4ZdVugeteeJpy31qMbRecLJ_1ZVJU, google-site-verification=2dvQv03NLacULRWLTE7UGnoYc0P18AKoAAg91FRtOT, google-site-verification=2dvQv03NLacULRWLTE7UGnoYc0P18AKoAAg91FRtOTo, google-site-verification=JqtkyfjBz-Uq1Xqk7REatNCxZnlo4gYFis8EdI_gVQ0, google-site-verification=LQoQwOVH2bXRn2Cd622Z0s7OuQCC-TsCJqjZD8nw7bM, google-site-verification=MJYHtvI-o93g5yti0Uey9u-hglJQ6UnPfV0djrxlT9M, google-site-verification=MfIUBrtfhRkfARKs7m47C8eRPrJet6cRCq8M18-bHLo, google-site-verification=OORAEPphyRjSBXDWDBGtbZo0oElHFsUfxPQBesBvU6s, google-site-verification=YGcdBuAhkMJMRa5khtl9hTKLAHlayiapf0pxJph2ZcU, google-site-verification=ZZHXa27FmPeiiZ1sM6N3i3widAseyqpbpp5mfW18q5A, google-site-verification=bQC1cPBMACHUOt271BPTfL6k2qsoXlrHkNNTW0bVGKg, google-site-verification=bn-oB_Sgkg-cPqCil91EY6tVtaRlq2x68HktpHFloeM, google-site-verification=eAc0jqdGQQKV0P-Rce35fFYWbiRi-Ic4QZocWJC45OE, google-site-verification=hZFAMgOOsawLXNZFTJ5XAsml2KJc5leHofbwIiLCl00, have-i-been-pwned-verification=b633a4fdd0ff3575f1580524a28c9c7d, https://issues.sonatype.org/browse/OSSRH-53881, liveramp-site-verification=7cfkiVRS0afhs5IQ7o96bHcblYCH-SI_0G-eu7r9LsM, mongodb-site-verification=stxOuL7yJeLEHCRwM4KlS0w3Qn5QDXkt, mongodb-site-verification=wUQ4V3GaUzBwppXzin6kKc9AybLlHJ14, onetrust-domain-verification=155ccaa6043f43439fb8fdbd4b1be792, onetrust-domain-verification=857af271813b4850b88f8e48bc2b2e78, pinterest-site-verification=b91a2bb89d0241853d81d959d5a78f07, shopify-verification-code=VFL6jPSmWRU2VUyhiN8qIQTeSnfgpA, status-page-domain-verification=fgb6hyksgk8x, stripe-verification=ec89fd8a56a7c9b8a0271fb890adecdfe20b8c157ade22d326b0ab9389b43f9b, stripe-verification=f4e689eb94442db29e022a6d99d0d5225c45eb72488d9fdf1510b94fe6e85694, v=spf1 ip4:50.23.218.192/27 ip4:167.89.46.159 ip4:167.89.64.9 ip4:167.89.65.0 ip4:167.89.65.53 ip4:167.89.65.100 ip4:173.193.210.32/27 ip4:174.37.226.64/27 ip4:174.137.46.0/24 ip4:184.173.105.0/24 ip4:184.173.153.0/24 include:spf1.canva.com -all",NOERROR,True,cloudflare,"ns1.canva.com, ns2.canva.com",,,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com",,
[x],canva.tech,,,"ns-1100.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1100.awsdns-09.org, ns-1560.awsdns-03.co.uk, ns-58.awsdns-07.com, ns-989.awsdns-59.net",,,,,
[x],capi.cse.canva.com,"52.45.233.239, 52.1.182.132",,"ns-270.awsdns-33.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],careers.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],category-public.canva.cn,183.204.41.179,2408:8756:4cff:d002:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],cfe.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],cl.canva.cn,119.188.204.77,2409:8c44:1:ff04:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],cl.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],clicks.newsletter.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],cn.canva.cn,,,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],community.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],content-management-files.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],contentapp.canva-apps.com,"104.18.31.3, 104.18.30.3","2606:4700::6812:1e03, 2606:4700::6812:1f03","damon.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],contribute.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],corp.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],cost-per-day.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],create.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,mx.sendgrid.net,,
[x],creator.canva.com,0.0.0.0,::,"fake-for-negative-caching.adguard.com, hostmaster.creator.canva.com",,NOERROR,True,google,,,,,True,0.0.0.0
[x],cse.canva.cn,,,"ns-intl-784.awsdns-cn-49.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-3090.awsdns-cn-01.cn, ns-1222.awsdns-cn-12.net, ns-2579.awsdns-cn-33.biz, ns-intl-3090.awsdns-cn-01.cn, ns-784.awsdns-cn-49.com, ns-intl-784.awsdns-cn-49.com",,,,,
[x],cse.canva.com,"52.217.175.101, 52.217.169.245, 52.217.165.125, 52.216.54.5, 52.217.233.93, 52.217.122.237, 52.217.107.11, 52.217.65.99",,"ns-270.awsdns-33.com, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1885.awsdns-43.co.uk, ns-270.awsdns-33.com, ns-573.awsdns-07.net, ns-1087.awsdns-07.org",,,,,
[x],csp.canva.cn,175.6.13.45,2408:8722:1010:5:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],csp.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],ct.canva.com,"216.239.36.21, 216.239.34.21, 216.239.32.21, 216.239.38.21","2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15","ns1.canva.com, dns.cloudflare.com",google-site-verification=pVgVOiArFzR195Dmem4NjDsxLGPhDEyeouAKA6pp8XM,NOERROR,,,,,,,,
[x],da-dk.about.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],de-de.learn.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],deploy.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],design-automation-font-recommendations.canva.cn,183.216.177.13,240e:928:101:300:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],design-automation-font-recommendations.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],design-automation-preset-styles.canva.cn,116.141.242.141,2409:8c44:1:ff04:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],design-automation-preset-styles.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],designers.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],designschool.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],desktop-release.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],desktop.canva.tech,"108.138.7.102, 108.138.7.58, 108.138.7.64, 108.138.7.67",,"ns-1100.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
[x],dev-static.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],developers.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],dns1.webproxy.idc.cse.xn--line-tk4c0cf2ooiyhod-jp-mvm-ri-d067072.roslin.canva.cn,69.63.180.173,2a03:2880:f10d:183:face:b00c:0:25de,,,NOERROR,,,,,,,,
[x],docs.canva.tech,"18.66.122.53, 18.66.122.125, 18.66.122.35, 18.66.122.101",,"ns-1100.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
[x],docs.developer.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],docsdemo.canva.tech,"108.156.60.92, 108.156.60.59, 108.156.60.70, 108.156.60.35",,"ns-1100.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
[x],document-export-2.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],document-export.canva.cn,222.138.197.205,240e:c2:1800:12a:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],document-export.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],download.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],drive.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],e.engage.canva.com,,,"aisha.ns.cloudflare.com, dns.cloudflare.com",v=spf1 include:sendgrid.net ~all,NOERROR,,,,u6055632.wl133.sendgrid.net,,mx.sendgrid.net,,
[x],email-design-template.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],email-public.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],email.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],email.teamable.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],en-in.about.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],es-ar.about.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],es-co.about.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],es-es.about.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],es-mx.about.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],es-mx.learn.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],es-us.about.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],events.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],experiments-static.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],export-download.canva.cn,222.138.197.205,2408:8756:4cff:d002:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],export-download.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],export.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],facebookads.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],font-ingest.canva.com,"104.16.227.10, 104.16.226.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],font-private.canva.cn,61.159.93.77,2409:8c3c:1300:50a:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],font-private.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],font-public.canva.cn,116.163.41.141,240e:979:9503:84:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],font-public.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],font-subsets.canva.cn,119.188.204.77,2408:871a:8810:205:3c9c:f256:af82:fffe,"ns45.dns.cf-ns.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],font-subsets.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],fr-fr.about.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e30a, 2606:4700::6810:e20a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],fr-fr.learn.canva.com,"104.16.226.10, 104.16.227.10","2606:4700::6810:e20a, 2606:4700::6810:e30a","ns1.canva.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
[x],ftp2.canva.com,,,"ns1.canva.com, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],go.canva.com,"52.54.96.194, 3.92.120.28, 3.215.172.219, 18.208.125.13, 34.237.219.119",,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",pardot903371=40cd9455211221b5adb39bebbae26060b00ff28ac43541cb968a674fcd3eed5d,NOERROR,,,,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,
[x],google.com-acc.ltapache.box.control.dbs.w3.macnica-poc.canva-apps.cn,175.6.13.45,240e:c2:1800:12a:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com-apollo.googledocs-git.signin.verification.attachment.canva-apps.cn,222.138.197.205,2409:8c44:1:ff04:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com-dev-dbs.june-box.cognito.foodsigned-php.ppp.canva-apps.cn,120.220.222.45,2409:8c44:1:ff04:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com-disabled.box.cognito.foodfood-food-prod-promoppp.canva-apps.cn,,240e:944:8:5:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com-docsdrop.boxredirmacnica.fna-foodfood-food-prod.ppp.canva-apps.cn,,240e:928:101:300:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com-latin.box-jenkins.cognitodemo.ppp.canva-apps.cn,60.9.3.45,240e:928:101:300:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com-lt-combucky-box.stagepantheon.box.cognito.ppp.canva-apps.cn,60.9.3.45,2409:8c3c:1300:50a:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com-s3-com-azure.box.cognito.ppp.file.canva-apps.cn,124.225.84.77,240e:935:a00:1706:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com-s3.box.cognito.ppp.file-container.canva-apps.cn,150.138.153.109,2408:8719:64:50:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.apache.box.cognito.foodsignedonline.pppadmins.canva-apps.cn,,240e:659:500:0:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.apache.box.moodle-cognito.foodsigned.pppadmins.canva-apps.cn,60.9.3.45,240e:928:101:300:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.apache.boxfirewall.cognito.foodsigned.pppadmins.canva-apps.cn,175.6.13.45,2408:8756:4cff:d002:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.application.lt-food-sandboxedge.box.dbs.macnica-poc.canva-apps.cn,120.220.222.45,240e:979:9503:84:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box-jenkins.cognitodemoarchive.pppstore.canva-apps.cn,,,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box-portal.cognito.foodsigned.pppcmnlistmail-githubbox.canva-apps.cn,183.204.41.181,2408:8736:1802:0:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box-pppfood-foodprofoodrepository.tpe-cognitodemo.ppp.canva-apps.cn,183.204.41.181,240e:914:6:d:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box-pppfood-foodprofoodrepositoryorg.cognitodemo.ppp.cms.canva-apps.cn,111.31.58.205,240e:944:8:5:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box-staff.cognito.gistppp.canva-apps.cn,124.225.84.77,,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box-z55i5kerisere00dvkv-macnica-poc.cognito.staging.v1.chd.ppp.canva-apps.cn,,240e:979:9503:84:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box-z55i5kerisere00dvkv-macnica-poc.cognito.v1.chd.pppoceania.canva-apps.cn,61.150.74.205,240e:944:8:5:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box-z55i5kerisere00dvkv-macnica-poc.kr-cognito.v1.chd.ppp.canva-apps.cn,,240e:914:6:d:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box.acc-food-prod-promo.ppp.canva-apps.cn,120.220.222.45,2408:8719:64:50:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box.administrator-cognito.sandbox.canva-apps.cn,124.225.84.77,2408:8719:64:50:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box.cognito-mobilefood.administratorsppp.canva-apps.cn,,2409:8c3c:1300:50a:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box.cognito-mobilefood.nautilusppp.canva-apps.cn,42.81.54.45,240e:928:101:300:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.box.cognitoar.svcgateway.foodsigned-php.ppp.canva-apps.cn,42.81.54.45,240e:659:500:0:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.boxfood-managementfoodv3.cognito.ppp.boxfood.canva-apps.cn,,2409:8c02:21c:32:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.boxredirmacnica.training-foodfood-food-prod.ppp.canva-apps.cn,,2408:8736:1802:0:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.csestorescognito-boxbox.cognito.foodsigned-php.ppp.canva-apps.cn,61.150.74.205,2408:8752:600:6:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.engineering.box.cognito.foodsigned-php.ppp.canva-apps.cn,222.138.197.205,240e:979:9503:84:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.food-gatewaylt.box.dbsprivate.macnica-poc.canva-apps.cn,61.147.232.45,240e:928:101:300:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.googledocs.pass.signin.hwcdn.verification.attachment.canva-apps.cn,150.138.153.109,2408:871a:8810:205:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.googledocs.signin.verification.attachment-brasil.canva-apps.cn,111.31.58.205,2408:8744:1000:9:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.las-app-lt.box.dbscloudfront.macnica-poc.canva-apps.cn,120.220.222.45,240e:935:a00:1706:3c8e:fc17:e3ca:fffe,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
[x],google.com.lt-food-sandboxedge.box.dbs.engine-poc.canva-apps.cn,,,"ns125.dns.cf-ns.net, dns.cloudflare.com",,NOERROR,,,,,,,,
