input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_expired
es-es.about.canva.com,Just a moment...,,7068,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://es-es.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
es-mx.about.canva.com,Just a moment...,,6908,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://es-mx.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
es-mx.learn.canva.com,Just a moment...,,7135,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://es-mx.learn.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
es-us.about.canva.com,Just a moment...,,7142,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://es-us.about.canva.com:443,https,cloudflare,text/html,GET,104.16.227.10,HTTP/3,87,True,
experiments-static.canva.com,,,243,experiments-static.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,experiments-static.canva.com,443,https://experiments-static.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
export-download.canva.cn,,,255,export-download.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,export-download.canva.cn,443,https://export-download.canva.cn:443,https,cloudflare,application/xml,GET,175.6.13.45,HTTP/3,2,,
export-download.canva.com,,,243,export-download.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,export-download.canva.com,443,https://export-download.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
font-ingest.canva.com,,,243,font-ingest.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,font-ingest.canva.com,443,https://font-ingest.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
font-private.canva.cn,,,255,font-private.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,font-private.canva.cn,443,https://font-private.canva.cn:443,https,cloudflare,application/xml,GET,61.159.93.109,HTTP/3,2,,
font-private.canva.com,,,243,font-private.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,font-private.canva.com,443,https://font-private.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
font-public.canva.cn,,,243,font-public.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,font-public.canva.cn,443,https://font-public.canva.cn:443,https,cloudflare,application/xml,GET,116.141.242.141,HTTP/3,2,,
font-public.canva.com,,,243,font-public.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,font-public.canva.com,443,https://font-public.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
font-subsets.canva.cn,,,243,font-subsets.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,font-subsets.canva.cn,443,https://font-subsets.canva.cn:443,https,cloudflare,application/xml,GET,120.220.222.45,HTTP/3,2,,
font-subsets.canva.com,,,243,font-subsets.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,font-subsets.canva.com,443,https://font-subsets.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
fr-fr.about.canva.com,Just a moment...,,6903,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://fr-fr.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
fr-fr.learn.canva.com,Just a moment...,,7036,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://fr-fr.learn.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
go.canva.com,Just a moment...,,7007,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://go.canva.com:443,https,cloudflare,text/html,GET,3.215.172.219,HTTP/3,87,,
host-147.canva-apps.cn,,,243,host-147.canva-apps.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-09T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,host-147.canva-apps.cn,443,https://host-147.canva-apps.cn:443,https,cloudflare,application/xml,GET,150.138.153.109,HSTS,2,,
https://csp.canva.com/_cspreport?app=s3_audio-private,,,18,csp.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,csp.canva.com,443,https://csp.canva.com:443/_cspreport?app=s3_audio-private,https,cloudflare,text/plain,GET,104.16.226.10,HTTP/3,1,True,
id-id.about.canva.com,Just a moment...,,7078,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://id-id.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
id-id.learn.canva.com,Just a moment...,,7075,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://id-id.learn.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
image-manipulation.canva.cn,,,231,image-manipulation.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,image-manipulation.canva.cn,443,https://image-manipulation.canva.cn:443,https,cloudflare,application/xml,GET,27.36.126.45,HTTP/3,2,,
image-manipulation.canva.com,,,243,image-manipulation.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,image-manipulation.canva.com,443,https://image-manipulation.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
image.canva.cn,,,255,image.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,image.canva.cn,443,https://image.canva.cn:443,https,cloudflare,application/xml,GET,61.159.93.109,HTTP/3,2,,
image.canva.com,,,243,image.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,image.canva.com,443,https://image.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
images.canva.cn,,,,images.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,images.canva.cn,443,https://images.canva.cn:443,https,cloudflare,,GET,111.31.58.205,HTTP/3,1,,
images.canva.com,,,,images.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,images.canva.com,443,https://images.canva.com:443,https,cloudflare,,GET,104.16.227.10,HTTP/3,1,True,
import-contributor-upload.canva.com,,,243,import-contributor-upload.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,import-contributor-upload.canva.com,443,https://import-contributor-upload.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
import.canva.cn,,,243,import.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,import.canva.cn,443,https://import.canva.cn:443,https,cloudflare,application/xml,GET,183.216.177.13,HTTP/3,2,,
import.canva.com,,,243,import.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,import.canva.com,443,https://import.canva.com:443,https,cloudflare,application/xml,GET,104.16.226.10,HTTP/3,2,True,
indepmo.canva-apps.cn,,,255,indepmo.canva-apps.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-09T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,indepmo.canva-apps.cn,443,https://indepmo.canva-apps.cn:443,https,cloudflare,application/xml,GET,61.159.93.77,HSTS,2,,
inproductmarketing-static.canva.cn,,,231,inproductmarketing-static.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,inproductmarketing-static.canva.cn,443,https://inproductmarketing-static.canva.cn:443,https,cloudflare,application/xml,GET,27.36.126.45,HTTP/3,2,,
inproductmarketing-static.canva.com,,,243,inproductmarketing-static.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,inproductmarketing-static.canva.com,443,https://inproductmarketing-static.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
it-it.about.canva.com,Just a moment...,,6978,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://it-it.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
ja-jp.about.canva.com,Just a moment...,,6946,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://ja-jp.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
ko-kr.about.canva.com,Just a moment...,,6950,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://ko-kr.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
l.create.canva.com,Just a moment...,,6988,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://l.create.canva.com:443,https,cloudflare,text/html,GET,52.52.9.112,HTTP/3,87,,
l.engage.canva.com,Just a moment...,,7043,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://l.engage.canva.com:443,https,cloudflare,text/html,GET,13.57.168.50,HTTP/3,87,,
l.support.canva.com,Just a moment...,,6980,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://l.support.canva.com:443,https,cloudflare,text/html,GET,52.9.114.249,HTTP/3,87,,
learn.canva.com,Just a moment...,,7064,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://learn.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
live.canva.cn,Just a moment...,,6852,www.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,www.canva.cn,443,https://live.canva.cn:443,https,cloudflare,text/html,GET,61.147.232.45,HTTP/3,87,,
marketing.canva.com,Just a moment...,,6995,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://marketing.canva.com:443,https,cloudflare,text/html,GET,104.16.227.10,HTTP/3,87,True,
marketplace.canva.cn,,,16,marketplace.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,marketplace.canva.cn,443,https://marketplace.canva.cn:443,https,cloudflare,text/plain,GET,111.31.58.205,HTTP/3,1,,
marketplace.canva.com,,,16,marketplace.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,marketplace.canva.com,443,https://marketplace.canva.com:443,https,cloudflare,text/plain,GET,104.16.226.10,HTTP/3,1,True,
media-private-cloudfront.canva.com,,,243,media-private-cloudfront.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,CN=media-private-cloudfront.canva.com,media-private-cloudfront.canva.com,,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,media-private-cloudfront.canva.com,443,https://media-private-cloudfront.canva.com:443,https,AmazonS3,application/xml,GET,13.32.99.25,Amazon Web Services,2,True,
media-private.canva.cn,,,231,media-private.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,media-private.canva.cn,443,https://media-private.canva.cn:443,https,cloudflare,application/xml,GET,124.225.84.77,HTTP/3,2,,
media-private.canva.com,,,243,media-private.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,media-private.canva.com,443,https://media-private.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
media-public.canva.com,,,243,media-public.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,media-public.canva.com,443,https://media-public.canva.com:443,https,cloudflare,application/xml,GET,104.16.227.10,HTTP/3,2,True,
media.canva.cn,,,19,media.canva.cn,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,CN=*.canva.cn,*.canva.cn,,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,ctls,media.canva.cn,443,https://media.canva.cn:443,https,cloudflare,text/plain,GET,58.243.179.45,HTTP/3,1,,
media.canva.com,,,19,media.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,media.canva.com,443,https://media.canva.com:443,https,cloudflare,text/plain,GET,104.16.226.10,HTTP/3,1,True,
movable-ink.canva.com,Movable Ink Domain,,79,movable-ink.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,CN=movable-ink.canva.com,movable-ink.canva.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,movable-ink.canva.com,443,https://movable-ink.canva.com:443,https,,,GET,18.66.147.9,Amazon Web Services,1,True,
ms-my.about.canva.com,Just a moment...,,7086,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://ms-my.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
nb-no.about.canva.com,Just a moment...,,7098,www.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.canva.com,443,https://nb-no.about.canva.com:443,https,cloudflare,text/html,GET,104.16.226.10,HTTP/3,87,True,
nix.canva.tech,,,243,nix.canva.tech,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,CN=nix.canva.tech,nix.canva.tech,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,nix.canva.tech,443,https://nix.canva.tech:443,https,AmazonS3,application/xml,GET,143.204.215.37,Amazon Web Services,2,True,
ns1.canva.com,,,16,ns1.canva.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-21T00:00:00Z,"CN=canva.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",canva.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,ns1.canva.com,443,https://ns1.canva.com:443,https,cloudflare,text/plain,GET,162.159.0.102,HTTP/3,1,True,
obs-docs.canva.tech,Canva - Sign In,,24405,canva.okta.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,canva.okta.com,443,https://obs-docs.canva.tech:443,https,nginx,text/html,GET,65.9.66.128,Nginx,516,True,
