new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,ns,txt,mx,has_internal_ips,internal_ips,caa
[x],mail.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,v=spf1 ip4:208.74.204.0/22 include:mktomail.com include:_spf.q4press.com include:us.khoros-mail.com -all,mail-fitbit-com.mail.protection.outlook.com,,,
[x],marcopoller.fitbit.com,"104.16.66.50, 104.16.65.50",marcopoller.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],marketing-pages.fitbit.com,,,,NOERROR,,,,,,,,,
[x],marketing.fitbit.com,"104.16.65.50, 104.16.66.50",marketing.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],mgmt.fitbit.com,"104.16.66.50, 104.16.65.50",mgmt.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],moduslink.auth.commerce.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,hv3dl6h03p895y9p4x8cjtqg9z4gmjvp,,,,
[x],mp.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,v=spf1 include:datadrivenemail.com -all,mp-fitbit-com.mail.protection.outlook.com,,,
[x],mta.e.fitbit.com,136.147.130.214,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta2.e.fitbit.com,136.147.130.215,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta3.e.fitbit.com,136.147.131.124,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],myhelp.fitbit.com,"85.222.140.6, 85.222.140.10, 85.222.140.11","myhelp.fitbit.com.00d40000000n2ljeac.live.siteforce.com, 1p.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],o3.email.fitbit.com,167.89.18.128,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],o4.sg.account.fitbit.com,149.72.229.152,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],o5.sg.account.fitbit.com,168.245.93.230,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],outbound-proxy-0-dev.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,google-site-verification=aoXsDzphTKbkJBVOLYEsktycgXh5ZZ6AU2RVXjQBV10,,,,
[x],outbound-proxy-2-dev.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,google-site-verification=99YJCeP6RGhBmaVf-DtJ43WXzhHVStR8VHMlabwJKMk,,,,
[x],outbound-proxy-us-central1-0-glob.fitbit.com,35.192.192.255,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=8Ej8ahgEVLFJ2ZIgd6JW9Vi9zTUURNv5Lz37FA_3EZA,,,,
[x],outbound-proxy-us-central1-10-glob.fitbit.com,35.192.192.245,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=sPSrf9cSHyzTF6JEzz6M_gU7wyfF01psECu6hSfaWeA,,,,
[x],outbound-proxy-us-central1-11-glob.fitbit.com,35.192.192.244,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=1W771QeB3-4MPwiTiYtgsowS0A4mRBoQN-i_VUWU114,,,,
[x],outbound-proxy-us-central1-12-glob.fitbit.com,35.192.192.243,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=fwVkhzfNONLpO_BrtbcjrFaf9IZ5nCOY_rTjlpv6fME,,,,
[x],outbound-proxy-us-central1-13-glob.fitbit.com,35.192.192.242,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=neypzIEv8zVFb1TXZFmvzRLQorzasIrdkdmMk8rEHd0,,,,
[x],outbound-proxy-us-central1-14-glob.fitbit.com,35.192.192.241,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=unlr5-eL23qVKQzEc-SNOavd-yCD22oPJ8d9DspF6No,,,,
[x],outbound-proxy-us-central1-15-glob.fitbit.com,35.192.192.240,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=NgA36azSPbnVrfyE0TmmfYbXnWYd0tEEwkofzlUVBKc,,,,
[x],outbound-proxy-us-central1-2-glob.fitbit.com,35.192.192.253,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=7ovcur9qxNIpRu6hwyYaXOyMqRkjQ_Ayur6ifwqPgCM,,,,
[x],outbound-proxy-us-central1-3-glob.fitbit.com,35.192.192.252,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=Q-_Zfhr_Vm7V5ELBVfZP5EjeuIOoAn-rm7mnzw8j1DU,,,,
[x],outbound-proxy-us-central1-4-glob.fitbit.com,35.192.192.251,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=L_LGAmYJrdcwfWUWVZj7b1RsPiMg8EwE8vtmnl5jEvo,,,,
[x],outbound-proxy-us-central1-5-glob.fitbit.com,35.192.192.250,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=c7wSCW3TTEYqJwzwQg3oBaXMdUHXGAV0OIP2vDsB_iQ,,,,
[x],outbound-proxy-us-central1-6-glob.fitbit.com,35.192.192.249,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=_S8Eke2BzCPajmJZPw39CZI3DQT__m6MWO0geljD83s,,,,
[x],outbound-proxy-us-central1-7-glob.fitbit.com,35.192.192.248,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=49YTPz9Au_ajQ6RKI9tfT6XhM1UN-O9crsuEacVTt80,,,,
[x],outbound-proxy-us-central1-8-glob.fitbit.com,35.192.192.247,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=kaPQf30IMHyrVhiTJt1fNB11D5GQ4lu_crZ_9RongfQ,,,,
[x],outbound-proxy-us-central1-9-glob.fitbit.com,35.192.192.246,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=gXnueDEIRDe3KeWgGIW4FyKK08l5myCpn2ZmAF7YMJg,,,,
[x],outbound-proxy-us-east1-0-glob.fitbit.com,34.73.54.64,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=Z-R2D0L6fORVYJsm4MVkM48KvqbEVMizXntp6pHmySA,,,,
[x],outbound-proxy-us-east1-1-glob.fitbit.com,34.73.54.65,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=i5uL1XBehykZECt28FpQ4w9vDjvyxX8w0RhoEQPLywo,,,,
[x],outbound-proxy-us-east1-2-glob.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=tggMdLu_Dc51rAHk1wZeJuuku4spagK8tyEnYSt_upE,,,,
[x],outbound-proxy-us-east4-1-glob.fitbit.com,35.234.176.190,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=wFV88mTz513M8JXydwAIKEE7KrtlFNJqxRT3zzM1BtM,,,,
[x],outbound-proxy-us-east4-2-glob.fitbit.com,35.234.176.189,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=RlAw1LrSOzkSQZPNpgMItCoW88WGScsOIrYcoXfpNtM,,,,
[x],outbound-proxy-usc1-sa-0-glob.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=4XmDSvnDpHzr-wtkrhcz_lIjOXCkfcAVDKh15mbQhm4,,,,
[x],outbound-proxy-usc1-sa-1-glob.fitbit.com,104.154.120.154,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=_EYoYRVvxG--oOWktfAETsx2sFhX8lW-7RyQk-zE5TY,,,,
[x],outbound-proxy-usc1-sa-2-glob.fitbit.com,35.225.115.157,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=lT3mrALg2AR6YqmmxFB1kh7qfzkU17utAVweec6D0yc,,,,
[x],outbound-proxy-webhooks-usc1-0-glob.fitbit.com,34.67.42.64,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=i1U_WMj2r7-66qdtisqTg0Ke6JGTYkHFLGEvw8yPEEw,,,,
[x],outbound-proxy-webhooks-usc1-1-glob.fitbit.com,34.67.42.65,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=39bPwQ3EKgLc6JSSRNiBbTYjRpjzjPck0QFX3VsQfRg,,,,
[x],outbound-proxy-webhooks-usc1-2-glob.fitbit.com,34.67.42.66,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=WlOiQgigaEt0mPjBEi6_1POrBH7EFRN7abBOCMvrMvk,,,,
[x],owa.fitbit.com,"52.97.250.210, 40.101.12.18, 40.99.204.242, 52.97.144.178","outlook.office365.com, outlook.ha.office365.com, outlook.ms-acdc.office.com, AMS-efz.ms-acdc.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,"2603:1026:c0d:828::2, 2603:1026:c0d:802::2, 2603:1026:c0d:c1d::2, 2603:1026:c0d:82d::2, 2603:1026:c0d:c2d::2, 2603:1026:c0d:c06::2, 2603:1026:c0d:c31::2, 2603:1026:c0d:82a::2",,,,,,
[x],pages.e.fitbit.com,,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],pages.fitbit.com,"104.17.71.206, 104.17.72.206, 104.17.73.206, 104.17.74.206, 104.17.70.206","fitbit2.mktoweb.com, sj22.mktossl.com","bart.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],partners.fitbit.com,"13.109.180.8, 13.109.180.7, 13.109.180.9","partners.fitbit.com.00df40000022mbweae.live.siteforce.com, 1p.edge2.salesforce.com, virginia.edge2.salesforce.com, ia4.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],pkiv3.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],press.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],proxy-webhooks-usc1-0-glob.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],proxy-webhooks-usc1-1-glob.fitbit.com,34.67.42.65,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=aGWfNh4Ml6xfMfHnzfj_HrIZ2gZTwHOK10CSqnUvBCk,,,,
[x],proxy-webhooks-usc1-2-glob.fitbit.com,34.67.42.66,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,google-site-verification=JIH_nhl7xafrqbdJtUX56BI_iyNRkyMipfjtt0-1GZI,,,,
[x],qa1.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],qa1iphone-cdn-softclient.fitbit.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],qa1static.fitbit.com,,,,NOERROR,,,,,,,,,
[x],qa1static1.fitbit.com,,,,NOERROR,,,,,,,,,
[x],qa2.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],qa2iphone-cdn-api.fitbit.com,,,,NOERROR,,,,,,,,,
[x],qa2marketingpages.fitbit.com,,,,NOERROR,,,,,,,,,
[x],qa2static4.fitbit.com,,,,NOERROR,,,,,,,,,
[x],qa2store-nz.fitbit.com,"34.149.183.214, 216.239.32.108, 216.239.34.108, 216.239.36.108, 216.239.38.108",fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,"2001:4860:4802:32::6c, 2001:4860:4802:34::6c, 2001:4860:4802:36::6c, 2001:4860:4802:38::6c","ns-cloud-c3.googledomains.com, ns-cloud-c1.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c4.googledomains.com","google-site-verification=4M90OLfRaLCXaOUitbRk_DSRDs0XIsQKYcOUvUv8RHI, MS=ms87091858, smartsheet-site-validation=UVRhNxt2fbi6C3dPzauGVz7zrokmC8fk, google-site-verification=Y7GptzokuVshksNAWZED8PW3S3Xr5sfebeuMTalqhCo, 1515e6bddbdf460888c0eb11976b917c, teamviewer-sso-verification=f0be8088517c46e1a3f25187a80ea3be, google-site-verification=-zj5fbsDCwi0LB7tCuiRy63kbzz9FbEGbzIyC1quHRc, google-site-verification=UEPZ83OxuqAf4-OKukgWdquH_la9QtFIIBC3qESr1Pg, v=spf1 ip4:169.45.146.28 ip4:209.249.223.128/26 ip4:167.89.100.142 ip4:167.89.100.139 ip4:167.89.18.128 ip4:198.21.0.21 ip4:198.61.141.233 ip4:34.215.113.156 ip4:149.72.229.152 ip4:168.245.93.230 include:_spf.salesforce.com include:pr.highradius.com inclu, de:_spf.google.com include:spf.protection.outlook.com -all, google-site-verification=1EUreHjvfTPdM92mEDaBlh5Jf1hessrNpHEq55-IgyA, google-site-verification=uUaI8PRbQduOXOU8-MnYKpgwCC96GCehelu_Ak-_NIM, google-site-verification=tEQkcvcuVdA57tlIAsM46eEta36sDIakPZenSOLNVkY, google-site-verification=7Cz3l28I3wSpNQsEvgbWzXSDpeFRx9a_vDYLnKl6wKE, google-site-verification=PkxmgWQ_adG11A7VvrV9A116snIoKoDrHETiqA3EENU, apple-domain-verification=52Sm0A7aDmBkPrCs, _globalsign-domain-verification=9UioyPO0_F2Epyd3gGV5_VklXzoibTukD_jkbZPw43",fitbit-com.mail.protection.outlook.com,,,"amazon.com, digicert.com, pki.goog"
[x],qa2synclair.fitbit.com,"104.16.65.50, 104.16.66.50",qa2synclair.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],quarantine.corp.fitbit.com,148.163.158.161,"002de101.pphosted.com, mx0b-002de101.pphosted.com","ns1.proofpoint.com, ops.proofpoint.com",NOERROR,,,,,,,,,
[x],rogerchallenger.fitbit.com,"104.16.66.50, 104.16.65.50",rogerchallenger.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],root.pkiv3.fitbit.com,34.120.92.242,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],rootocsp.pkiv3.fitbit.com,104.197.59.93,d9.lb.fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],scale-client.fitbit.com,104.197.59.93,d9.lb.fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],scale.www.fitbit.com,"104.16.65.50, 104.16.66.50","www.fitbit.com, www.fitbit.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],site.pkiv3.fitbit.com,34.120.92.242,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],sitefelixcrl.pkiv3.fitbit.com,34.120.92.242,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],sitehiggscrl.pkiv3.fitbit.com,34.120.92.242,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],siteint.pkiv3.fitbit.com,34.120.92.242,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],sitemesoncrl.pkiv3.fitbit.com,34.120.92.242,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],siteocsp.pkiv3.fitbit.com,104.197.59.93,d9.lb.fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],snapdragon-ws.fitbit.com,"104.16.66.50, 104.16.65.50",snapdragon-ws.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],snappea.fitbit.com,"104.16.65.50, 104.16.66.50",snappea.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],sonarqube-dev.site-ops.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],sonarqube.site-ops.fitbit.com,,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],source-public.fitbit.com,"104.16.65.50, 104.16.66.50",source-public.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],source.fitbit.com,172.22.9.180,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,True,172.22.9.180,
[x],src.fitbit.com,72.249.101.21,fitbit.wnmh.net,"ns0.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],sso.corp.fitbit.com,"35.175.3.116, 52.21.56.174","aac0995.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],ssp.fitbit.com,,ssp.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-android-cdn-api.fitbit.com,"104.16.65.50, 104.16.66.50",stage-android-cdn-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-android-cdn-client.fitbit.com,,stage-android-cdn-client.fitbit.com.cdn.cloudflare.net,,NOERROR,True,cloudflare,,,,,,,
[x],stage-android-cdn-softapi.fitbit.com,"104.16.65.50, 104.16.66.50",stage-android-cdn-softapi.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-android-cdn-softclient.fitbit.com,"104.16.66.50, 104.16.65.50",stage-android-cdn-softclient.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-android-client.fitbit.com,"104.16.66.50, 104.16.65.50",stage-android-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-client.fitbit.com,"104.16.65.50, 104.16.66.50",stage-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-desktop-api.fitbit.com,"104.16.65.50, 104.16.66.50",stage-desktop-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-desktop-cdn-api.fitbit.com,"104.16.66.50, 104.16.65.50",stage-desktop-cdn-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-desktop-cdn-client.fitbit.com,"104.16.65.50, 104.16.66.50",stage-desktop-cdn-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-desktop-client.fitbit.com,"104.16.65.50, 104.16.66.50",stage-desktop-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-dev.fitbit.com,"104.16.65.50, 104.16.66.50",stage.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-iphone-api.fitbit.com,"104.16.65.50, 104.16.66.50",stage-iphone-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-iphone-cdn-api.fitbit.com,"104.16.65.50, 104.16.66.50",stage-iphone-cdn-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-iphone-cdn-client.fitbit.com,"104.16.65.50, 104.16.66.50",stage-iphone-cdn-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-iphone-cdn-softapi.fitbit.com,"104.16.66.50, 104.16.65.50",stage-iphone-cdn-softapi.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-iphone-cdn-softclient.fitbit.com,"104.16.66.50, 104.16.65.50",stage-iphone-cdn-softclient.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-iphone-client.fitbit.com,"104.16.65.50, 104.16.66.50",stage-iphone-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-iphone-softclient.fitbit.com,"104.16.66.50, 104.16.65.50",stage-iphone-softclient.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-mgmt.fitbit.com,"104.16.65.50, 104.16.66.50",stage-mgmt.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-static.fitbit.com,"104.16.66.50, 104.16.65.50",stage-static.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-static0.fitbit.com,"104.16.65.50, 104.16.66.50",stage-static0.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-static1.fitbit.com,"104.16.66.50, 104.16.65.50",stage-static1.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-strava.fitbit.com,"104.16.66.50, 104.16.65.50",stage-strava.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-windows-api.fitbit.com,"104.16.65.50, 104.16.66.50",stage-windows-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-windows-cdn-api.fitbit.com,"104.16.65.50, 104.16.66.50",stage-windows-cdn-api.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-windows-cdn-client.fitbit.com,"104.16.65.50, 104.16.66.50",stage-windows-cdn-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-windows-cdn-softapi.fitbit.com,"104.16.66.50, 104.16.65.50",stage-windows-cdn-softapi.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-windows-cdn-softclient.fitbit.com,"104.16.66.50, 104.16.65.50",stage-windows-cdn-softclient.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-windows-client.fitbit.com,"104.16.66.50, 104.16.65.50",stage-windows-client.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],stage-windows-softclient.fitbit.com,"104.16.66.50, 104.16.65.50",stage-windows-softclient.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],static0.fitbit.com,35.244.211.136,web-lb.fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],static1.fitbit.com,35.244.211.136,web-lb.fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],static2.fitbit.com,35.244.211.136,web-lb.fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],static3.fitbit.com,,web-lb.fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],static4.fitbit.com,35.244.211.136,web-lb.fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],static6.fitbit.com,35.244.211.136,web-lb.fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],staticcs.fitbit.com,35.244.211.136,web-lb.fitbit.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],status.fitbit.com,"104.16.66.50, 104.16.65.50",status.fitbit.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
