input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,csp_domains_,tls_wildcard_certificate,tls_self_signed,final_url
eslis56.aadds.vgz.nl,Not Found,404,315,eslis56.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eslis56.aadds.vgz.nl,443,https://eslis56.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
espace.aadds.vgz.nl,Not Found,404,315,espace.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,espace.aadds.vgz.nl,443,https://espace.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
ess.aadds.vgz.nl,Not Found,404,315,ess.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,ess.aadds.vgz.nl,443,https://ess.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
et-13-27-bas1-1-cld.aadds.vgz.nl,Not Found,404,315,et-13-27-bas1-1-cld.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,et-13-27-bas1-1-cld.aadds.vgz.nl,443,https://et-13-27-bas1-1-cld.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
et-2-1-6.aadds.vgz.nl,Not Found,404,315,et-2-1-6.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,et-2-1-6.aadds.vgz.nl,443,https://et-2-1-6.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
et-7-1-bas1-2-cld.aadds.vgz.nl,Not Found,404,315,et-7-1-bas1-2-cld.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,et-7-1-bas1-2-cld.aadds.vgz.nl,443,https://et-7-1-bas1-2-cld.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eth-11-10-bas2-1-cld.aadds.vgz.nl,VGZ Zorgverzekering - Voorop in gezondheid en zorg. Voor iedereen.,200,134717,www.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-24T11:50:31Z,2023-06-24T11:54:00Z,"CN=www.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",www.vgz.nl,VGZ Zorgverzekeraar N.V.,inloggen.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,33b0f87d95d722c7733e262747b9dbae,c092a33cfe2a72e63f3a99ea7f8f2c9510cecd23f0236592e8fcbca27ceb57eb,ctls,www.vgz.nl,80,http://eth-11-10-bas2-1-cld.aadds.vgz.nl:80,http,,text/html,GET,195.42.135.39,/,-1785683782,195.42.135.39,Sitecore,2196,False,,,inloggen.cooperatievgz.nl,,,https://www.vgz.nl/
eth-8-9-bas-2-cld.aadds.vgz.nl,Not Found,404,315,eth-8-9-bas-2-cld.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eth-8-9-bas-2-cld.aadds.vgz.nl,443,https://eth-8-9-bas-2-cld.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eth-8-9-bas1-2-cld.aadds.vgz.nl,Not Found,404,315,eth-8-9-bas1-2-cld.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eth-8-9-bas1-2-cld.aadds.vgz.nl,443,https://eth-8-9-bas1-2-cld.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
etl.aadds.vgz.nl,Not Found,404,315,etl.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,etl.aadds.vgz.nl,443,https://etl.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eu-agg.aadds.vgz.nl,Not Found,404,315,eu-agg.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eu-agg.aadds.vgz.nl,443,https://eu-agg.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eu-portal.aadds.vgz.nl,Not Found,404,315,eu-portal.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eu-portal.aadds.vgz.nl,443,https://eu-portal.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eu-redportal.aadds.vgz.nl,VGZ Zorgverzekering - Voorop in gezondheid en zorg. Voor iedereen.,200,134657,www.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-24T11:50:31Z,2023-06-24T11:54:00Z,"CN=www.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",www.vgz.nl,VGZ Zorgverzekeraar N.V.,inloggen.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,33b0f87d95d722c7733e262747b9dbae,c092a33cfe2a72e63f3a99ea7f8f2c9510cecd23f0236592e8fcbca27ceb57eb,ctls,www.vgz.nl,80,http://eu-redportal.aadds.vgz.nl:80,http,,text/html,GET,195.42.135.39,/,-1785683782,195.42.135.39,Sitecore,2196,False,,,inloggen.cooperatievgz.nl,,,https://www.vgz.nl/
eu-tc.aadds.vgz.nl,Not Found,404,315,eu-tc.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eu-tc.aadds.vgz.nl,443,https://eu-tc.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eur-p-gen-6-126-17-20.aadds.vgz.nl,Not Found,404,315,eur-p-gen-6-126-17-20.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eur-p-gen-6-126-17-20.aadds.vgz.nl,443,https://eur-p-gen-6-126-17-20.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eur-p-gen-6-126-225-58.aadds.vgz.nl,Not Found,404,315,eur-p-gen-6-126-225-58.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eur-p-gen-6-126-225-58.aadds.vgz.nl,443,https://eur-p-gen-6-126-225-58.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eur-p-gen-6-126-228-10.aadds.vgz.nl,Not Found,404,315,eur-p-gen-6-126-228-10.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eur-p-gen-6-126-228-10.aadds.vgz.nl,443,https://eur-p-gen-6-126-228-10.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eur-p-gen-6-126-233-5.aadds.vgz.nl,Not Found,404,315,eur-p-gen-6-126-233-5.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eur-p-gen-6-126-233-5.aadds.vgz.nl,443,https://eur-p-gen-6-126-233-5.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eur-p-gen-6-126-35-99.aadds.vgz.nl,VGZ Zorgverzekering - Voorop in gezondheid en zorg. Voor iedereen.,200,134718,www.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-24T11:50:31Z,2023-06-24T11:54:00Z,"CN=www.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",www.vgz.nl,VGZ Zorgverzekeraar N.V.,inloggen.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,33b0f87d95d722c7733e262747b9dbae,c092a33cfe2a72e63f3a99ea7f8f2c9510cecd23f0236592e8fcbca27ceb57eb,ctls,www.vgz.nl,80,http://eur-p-gen-6-126-35-99.aadds.vgz.nl:80,http,,text/html,GET,195.42.135.39,/,-1785683782,195.42.135.39,Sitecore,2196,False,,,inloggen.cooperatievgz.nl,,,https://www.vgz.nl/
eur-p-gen-6-126-76-19.aadds.vgz.nl,Not Found,404,315,eur-p-gen-6-126-76-19.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eur-p-gen-6-126-76-19.aadds.vgz.nl,443,https://eur-p-gen-6-126-76-19.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eur-p-gen-6-127-123-65.aadds.vgz.nl,Not Found,404,315,eur-p-gen-6-127-123-65.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eur-p-gen-6-127-123-65.aadds.vgz.nl,443,https://eur-p-gen-6-127-123-65.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eur-p-gen-6-127-129-90.aadds.vgz.nl,VGZ Zorgverzekering - Voorop in gezondheid en zorg. Voor iedereen.,200,134718,www.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-24T11:50:31Z,2023-06-24T11:54:00Z,"CN=www.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",www.vgz.nl,VGZ Zorgverzekeraar N.V.,inloggen.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,33b0f87d95d722c7733e262747b9dbae,c092a33cfe2a72e63f3a99ea7f8f2c9510cecd23f0236592e8fcbca27ceb57eb,ctls,www.vgz.nl,80,http://eur-p-gen-6-127-129-90.aadds.vgz.nl:80,http,,text/html,GET,195.42.135.39,/,-1785683782,195.42.135.39,Sitecore,2196,False,,,inloggen.cooperatievgz.nl,,,https://www.vgz.nl/
eur-p-gen-6-127-193-91.aadds.vgz.nl,Not Found,404,315,eur-p-gen-6-127-193-91.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eur-p-gen-6-127-193-91.aadds.vgz.nl,443,https://eur-p-gen-6-127-193-91.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eur-p-gen-6-127-3-48.aadds.vgz.nl,Not Found,404,315,eur-p-gen-6-127-3-48.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eur-p-gen-6-127-3-48.aadds.vgz.nl,443,https://eur-p-gen-6-127-3-48.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eur-p-gen-6-64-33-41.aadds.vgz.nl,Not Found,404,315,eur-p-gen-6-64-33-41.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eur-p-gen-6-64-33-41.aadds.vgz.nl,443,https://eur-p-gen-6-64-33-41.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
eureka.aadds.vgz.nl,Not Found,404,315,eureka.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,eureka.aadds.vgz.nl,443,https://eureka.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
europe-defaultproduction.aadds.vgz.nl,Not Found,404,315,europe-defaultproduction.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,europe-defaultproduction.aadds.vgz.nl,443,https://europe-defaultproduction.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,,,,,,
