new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,txt,mx,caa,ns
[x],h-135-207-35-29.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-35-44.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-36-54.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-36-56.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-36-57.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-36-82.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-36-83.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-38-13.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-38-22.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-38-54.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-38-59.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-38-78.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-4-66.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-4-91.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-40-29.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-42-34.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-48-11.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-48-38.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-48-4.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-49-35.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-49-41.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-49-46.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-49-86.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],h-135-207-49-98.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-50-12.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-50-94.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-51-44.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-51-46.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-52-38.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-52-40.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-53-22.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-53-43.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-53-5.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-54-44.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-54-68.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-55-13.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-55-28.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-55-66.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-55-70.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-56-90.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-57-66.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-58-66.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-58-74.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-58-78.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-58-83.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-58-84.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-58-91.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-59-34.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-59-74.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-6-10.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-60-30.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-61-28.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-61-30.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-61-76.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-62-1.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-62-14.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-62-21.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-62-27.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-62-44.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-62-97.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-62-99.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-63-35.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-63-82.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-63-9.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-7-51.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-8-74.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-98-16.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-98-19.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-98-62.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-98-64.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-98-73.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-98-75.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h-135-207-99-61.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],h1.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],halsa.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hamilton-edge.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],handsomeb.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],happycustomer.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],harborworld.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],haribu-eg.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],harriston.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hawaiimap.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hbe1.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hct.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hdc-cpod-aaep-mpp2.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hdj9ecuv9v.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],health-market.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],helpdesk-acc.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],heptastrophic.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hera.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],het-1-3-1.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hexun.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hge-0-2-9.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hi.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hk02sa-c03.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hk02si-c03-osprey.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hk11sa.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ho0.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hootsuite.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hosp.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-130-16-106-47.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-134-11-189-21.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-134-11-232-71.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-134-152-116-71.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-134-152-14-14.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-134-152-69-55.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-141-116-168-20.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-141-116-212-42.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-141-116-216-93.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-141-116-218-13.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-141-116-220-77.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-160-72.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-20-24.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-204-36-0-82.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-214-18-109-44.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-214-18-230-90.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-214-60-0-68.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-214-60-106-73.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-214-60-50-97.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-214-60-60-15.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-214-60-98-42.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-228-24.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],host-239-49.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hosting-app.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],hostingcms.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],hotel-icon.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hourh7crm01.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hqda-236-46.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hqda114-37-91.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hs-lfs.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],https-en-m-wikipedia-org4-5.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],https-es-m-wikipedia-org-2-9.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],https-upload-wikimedia-org5-9.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],httpshttp-www-googlehiphop-com-1-4.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hut4.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hwcdn-covid19hu.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hxe.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],hybrid.vgz.nl,195.42.135.67,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,NpO9Cjm+DAKFZtPxsG+Zj22QpQ9PXfYELjJOt87RVdfK7AQ1WqpPSAej0Z/B4Gx2b/eGWmkDL879htj2QEsGQg==,,,
[x],hyperledger-03.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],iacceptatie.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],iad2s4-pass.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],iad2v3-workbench.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ibmtor01.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],id-qa-directvcommercial.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ideas2it.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],identity.vgz.nl,13.80.147.7,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,True,azure,,cvweu-sc-pr-as-si.cvweu-sc-pr-ase.p.azurewebsites.net,,,
[x],idprep-fie.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],idsagency.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],iga-bld-tve-04p.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],igbo-config.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],igidsapi.tst.vgz.nl,64.113.57.201,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],igs-za-api.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],iintl.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],iloveonewsky.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ilovetocreateblog.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],im-api.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],images.vgz.nl,"147.154.102.193, 130.35.144.103",trk.email.dynect.net,"ns0.dynamicnetworkservices.net, hostmaster.dyndns.com",NOERROR,True,oracle,,,,,
[x],imagesmx-corporate.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],imagespostgresgit.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],imap-us.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],img-link-tunnel-mx.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],immanikanta.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],impactscool.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],improvers.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],inbom2-ns.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],info-mediaconfig-helpdesk.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],info.vgz.nl,"34.237.219.119, 52.54.96.194, 3.92.120.28, 3.215.172.219, 18.208.125.13","go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],infra-ns-02.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],infrajiratunnel-mx.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],infrastructure.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],infrauploads.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],infravision.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],inloggen.vgz.nl,,app349824.prod.cudawaas.com,"ns1-09.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,
[x],innovation.mx.vgz.nl,,"vgzzorgapp-innovation.mendixcloud.com, elb.bbl-prod-2.eu-central-1.mendixcloud.net","ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
[x],instafollow.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],intbcpweb02-vm.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internal-database-officebackups-domain.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internal-jenkins-relaysql.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internal-labs-develip-git.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internalaltdockerintra.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internalcms.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internalcontrolleruat.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internalcp-backup-accept-domain.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internaldebugprod.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internaldelmarcollege.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internallogin.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internaloffice-b2bmy-oceania.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],internalsupport-corp.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],intl-box.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],intlanalytics.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],intlservice.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],intraexchangedns.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],intratest.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],inv.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],iouat.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ip-143-37.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ip-147-4.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ip-164-97.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ip-aaudiovisuales.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ipp.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ipsadapter-itms11-inpartner-boku.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ipv4-c001-sea002-centurylink-isp.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ipv4-c002-rdu001-ncren-isp.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ipv4-c002-sea003-ix.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ipv4-c009-phx003-centurylink-isp.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ipv4-c010-was001-ix.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],ipv4-c030-atl004-ix.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
