new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,txt,mx,caa,ns
[x],b2bdemo-dal12.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],b2bdeve.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],b2bpublic.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],b2breviews.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],b2bstg.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],b2bvirtualexpert.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bacaceritasemi.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backendapril.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-accountmeet-git.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-api-web-manager-devel-vpn.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-comfrcccinternal.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-dev-team-minerva-clients-stats-corp.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-gcppostmandatabase-officebackups-domain.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-internal-configcrmuser.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-internalsite-doc-corporate.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-npmt-lvp.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-oceaniajiratunnel-mx.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-office-b2bmy-oceania.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-pellagric.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-rootwwwexternal-domain.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup-storagemx.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backup64pxs.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupacc-apiproduction.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupaccessftp-apiproduction.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupaccount-tempcontainer-corporate.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupalphapress-uat.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupcodccesxvdi60.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupdemobackup-corporate-v2.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupelasticbeanstalkdb2-production.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupfms1.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backuphost-141-116-103-28.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupjrss-215-70-138-2.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupnullmx-36.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupprivate-ipv6-cacheeuw-meet-git.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupqualityconn.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupredirect-eng-erp-demo.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupsassets.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupscs.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupsfms1.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupstatus.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupsvnusers.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupupload.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupv2admin-b2b-extranet-database-officebackups-domain.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],backupweb-temp-v1-sales.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],badcock.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],balitravel.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bambora-sftp.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bas-1-apx.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bas-1-rtm.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bas-1-yst.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bas-2-apg.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bas1-1-cld.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bas1-2-flk.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bas2-1-edg.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bas3-2-con.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bas4-4-owa.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],batch.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],battle-tektronix.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bb8-dev.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bc1qr3q.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcfen02.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcg3av.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcg3bm.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcg3cf.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcg3ch.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcg3cx.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcg3dl.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcg3e4.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcg3en.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcmock.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bco302d-3-69-63.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcontent.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bcp1addb.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bd77eyu.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],be-mg42.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bedevices.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beheer.athena.at.vgz.nl,,"cv-athn-at-cdn-beheer.azureedge.net, cv-athn-at-cdn-beheer.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,
[x],beheer.athena.ot.vgz.nl,"13.107.253.45, 13.107.226.45","cv-athn-ot-cdn-beheer.azureedge.net, cv-athn-ot-cdn-beheer.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,"2620:1ec:29:1::45, 2620:1ec:48:1::45",,,,
[x],beheer.athena.vgz.nl,"13.107.253.45, 13.107.226.45","cv-athn-pr-cdn-beheer.azureedge.net, cv-athn-pr-cdn-beheer.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,"2620:1ec:29:1::45, 2620:1ec:48:1::45",,,,
[x],benning-147-169-236-10.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],benning-150-226-118-35.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],benning-150-226-55-77.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],benning-150-226-96-53.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bestholiday.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-alphajenkinshost-csimgshare.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-ash2-affinity-a2.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-assetscustomersjira-start-clients.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-b.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-bucketww1postgres.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-chefvip-corporate.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-d2vxgxvhgubbj8.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-debug-accessinternal-devaltproduction.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-development.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-login.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],beta-oceaniaapps.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-office.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-private-ns-log-b2bsystem.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-seller.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-sso-signup.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-temp-tempintra.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-upload.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-userssqldoc-corporate.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],beta-v4-wpdoc-corporate.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],betabackup-site-doc-corporate.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],betacherry.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],betacorticostriate.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],betagcpinternalsite-doc-corporate.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],betagcpnewpreferencesapps-corporatemysqlbackups-www-test.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],betalb-config.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],betalibrarian.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],betaout-14.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],betaredirect-devops-m.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],betaresearch.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bf.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bf03.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bf06.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],biblestudents.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid457c.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid457l.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid458k.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid459s.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid461t.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid462d.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid463w.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid466e.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid467j.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid467o.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid469v.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46bw.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46c0.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46dp.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],bid46hd.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46j4.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46kj.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46lu.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46m9.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46my.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46o7.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46p9.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46pc.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46pe.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46qd.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46r9.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46s6.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],bid46sg.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46si.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46z0.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46zx.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid46zz.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid471z.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid474c.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47a9.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47aa.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47b4.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47cb.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47cs.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47dn.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47e3.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47e8.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47gn.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47hc.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47hm.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47hn.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47jz.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47l7.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47lu.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47nt.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47pn.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47r8.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47ro.aadds.vgz.nl,195.42.135.39,,,NOERROR,,,,,,,
[x],bid47s9.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47sq.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47ti.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47u2.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47um.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47v0.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47vs.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47wf.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47wl.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47y4.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47yi.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47yn.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47zl.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid47zv.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid48o8.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid48oy.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid48py.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid48qj.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bid48qn.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bilgimerkezi.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bingooch.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bioengineering.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bivj.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],biw-inspector.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bj.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bk-team10.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],bkt.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],blocked.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],blog-apps.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],blog-config-helpdesk.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],blog72.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],blognuriyahabdo.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],blogo1.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],blondie3.aadds.vgz.nl,,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
[x],blrd01pregw.aadds.vgz.nl,195.42.135.39,,"ns1.kpn.net, zonemaster.kpn.com",NOERROR,,,,,,,
