new,host,a,soa,status_code,aaaa,ns,txt,caa,mx
[x],connectis.com,"62.84.245.90, 37.48.84.96, 5.61.250.177, 95.211.223.25, 185.21.189.50","ns1.mijndnsserver.nl, hostmaster.connectis.com",NOERROR,"2001:1af8:4700:a104:11::, 2a01:7860::db:8425:1:1, 2001:1af8:4500:a049:2::1, 2a02:348:a1:bd32::1","ns4.mijndnsserver.net, ns3.mijndnsserver.eu, ns1.mijndnsserver.nl, ns2.mijndnsserver.nl","v=spf1 include:_spf.google.com include:amazonses.com -all, google-site-verification=CQpS7P0lfnI3C-dLFVXxYHWFeex_Xyet7lL2s22Ds0A","letsencrypt.org, sectigo.com",
[x],ma.connectis.com,52.30.53.134,"ns1.mijndnsserver.nl, hostmaster.connectis.com",NOERROR,,,,,
[x],mail.connectis.com,,"ns1.mijndnsserver.nl, hostmaster.connectis.com",NOERROR,,,v=spf1 include:amazonses.com -all,,feedback-smtp.eu-west-1.amazonses.com
[x],share.connectis.com,80.158.23.173,"ns1.mijndnsserver.nl, hostmaster.connectis.com",NOERROR,,,,,
