new,host,a,aaaa,cname,soa,status_code,mx,ns,txt,cdn,cdn-name
[x],0-wellcomelibrary.on.worldcat.org.catalogue.kinepolis.fr,"23.76.204.145, 23.76.204.149","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a4-67.akam.net, a24-67.akam.net","MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all",,
[x],0-www.github-okta.sciencedirect.com.pacificatclassic.kinepolis.fr,"184.24.77.31, 184.24.77.27","2a02:26f0:6c00::210:ba11, 2a02:26f0:6c00::210:ba09",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a24-67.akam.net, a13-66.akam.net, a6-66.akam.net, a1-67.akam.net, a4-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
[x],0-www.lexisnexis-github-okta.com.pacificatclassic.kinepolis.fr,"184.25.50.176, 184.25.50.136","2a02:26f0:64::210:6a9b, 2a02:26f0:64::210:6a98",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a1-67.akam.net, a4-67.akam.net, a24-67.akam.net, a6-66.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all",,
[x],0-www.lexisnexis.okta.pacificatclassic.kinepolis.fr,"88.221.132.193, 88.221.132.82","2a02:26f0:4600::213:cd1a, 2a02:26f0:4600::213:cce9",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all",,
[x],0-www.ropercenter.uconn.4-okta.edu.libraries.kinepolis.fr,"2.16.186.9, 2.16.186.17","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
[x],0-www.ropercenter.uconn.edu.15-okta-libraries.kinepolis.fr,"2.16.186.9, 2.16.186.17","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a24-67.akam.net, a1-67.akam.net, a6-66.akam.net, a4-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],0-www.ropercenter.uconn.edu.libraries.kinepolis.fr,"2.19.198.170, 2.19.198.178","2a02:26f0:7100::1720:ee52, 2a02:26f0:7100::1720:ee48",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a5-66.akam.net, a4-67.akam.net, a6-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805",,
[x],0-www.sciencedirect.com.pacificatclassic.analytics-okta-com.kinepolis.fr,"2.16.238.23, 2.16.238.24","2a02:26f0:480:3::210:ee94, 2a02:26f0:480:3::210:ee8d",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,"a5-66.akam.net, a4-67.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a24-67.akam.net",,,
[x],0-www.sciencedirect.com.pacificatclassic.kinepolis.fr,"23.55.163.8, 23.55.163.5","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a4-67.akam.net, a13-66.akam.net, a1-67.akam.net, a6-66.akam.net, a24-67.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all",,
[x],0.002picard.okta.prep.kinepolis.lu,"95.101.54.211, 95.101.54.114","2a02:26f0:480:e::210:f105, 2a02:26f0:480:e::210:f113",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net, a13-66.akam.net, a6-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],0.002servicos.okta.prep.kinepolis.lu,"2.16.238.23, 2.16.238.24","2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a24-67.akam.net, a13-66.akam.net, a1-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],0.0api-okta-agenda.00.d.kinepolis.lu,"23.77.197.10, 23.77.197.40",,kinepolis.lu,,NOERROR,,"a5-66.akam.net, a6-66.akam.net, a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a1-67.akam.net",,,
[x],0.0api-okta-bryansk.00.d.kinepolis.lu,"95.101.74.196, 95.101.74.200","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net, a4-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],0.0api-okta-cat6509.00.d.kinepolis.lu,"104.126.119.91, 104.126.119.106, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67","2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a13-66.akam.net, a6-66.akam.net, a1-67.akam.net, a24-67.akam.net, a5-66.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],0.0api-okta-client.00.d.kinepolis.lu,"2.16.186.17, 2.16.186.9","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],0.0api-okta-condor.00.d.kinepolis.lu,"23.76.204.149, 23.76.204.145","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a13-66.akam.net, a4-67.akam.net, a24-67.akam.net, a5-66.akam.net, a1-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all",,
[x],0.0api-okta-design.00.d.kinepolis.lu,"23.76.204.145, 23.76.204.149","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a5-66.akam.net, a13-66.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],0.0api-okta-newsletter.00.d.kinepolis.lu,"88.221.132.82, 88.221.132.193","2a02:26f0:4600::213:cce9, 2a02:26f0:4600::213:cd1a",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a1-67.akam.net, a24-67.akam.net, a4-67.akam.net, a13-66.akam.net, a5-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],0.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],0.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],00-31-99.okta.africa.kinepolis.lu,"2.16.238.24, 2.16.238.23","2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a24-67.akam.net, a1-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net, a4-67.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],00-31-99.okta.assets.kinepolis.lu,"23.55.163.5, 23.55.163.8","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a6-66.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],00-31-99.okta.common-sw2.kinepolis.lu,"23.55.163.8, 23.55.163.5","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a24-67.akam.net, a5-66.akam.net, a13-66.akam.net, a6-66.akam.net, a1-67.akam.net, a4-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],000-996-208-70-31-93s-198-189-255-203ts-1602564151-clienttons-s.okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-range86.lax-okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-response.lax-okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-sepport-brand.okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-sepport.booking-okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-sepport.gitlab.lax-okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-sepport.grandroid.okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-sepport.lax-okta.edit.222-lax.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-sepport.lax-okta.edit.222.adm.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-sepport.okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-sepport.okta.grandroid.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-514ee514af8bccf60cdba114e14b-sepportclient.lax-okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996-docsdrop-sepport.okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996.okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-996.okta.edit.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],000-996.okta.edit.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],000-9961c0faa7e-be1d-4212-9a41-1a1d450adb07.okta.edit.222.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],00000-okta-idp-1c0faa7e-be1d-4212-0a36-1a1d450adb07.wcrwarszawa145.com.112.employee-specialsurvey.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],00000-okta-idp.145.com.112.employee-specialsurvey.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],00000-okta-idp.archives.com.112.employee-specialsurvey.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],00000-okta-idp.sso.app-west.kinepolis.lu,"2.16.186.9, 2.16.186.17","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],00000-okta-idp.sso.managedomain.kinepolis.lu,"23.76.204.149, 23.76.204.145","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a5-66.akam.net, a1-67.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],00000-okta-idp.wcrwarszawa145.com.112.employee-specialsurvey.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],00000-okta-idp.wcrwarszawa145.com.wwww.aleagamingltd.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],002front4.okta.prep.kinepolis.lu,"2.16.186.17, 2.16.186.9","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net, a6-66.akam.net, a1-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],002picard.okta.prep.kinepolis.lu,"2.19.198.170, 2.19.198.178","2a02:26f0:64::210:6b89, 2a02:26f0:64::210:6bc2",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a24-67.akam.net, a4-67.akam.net, a13-66.akam.net, a6-66.akam.net, a1-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],0063fwww.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],007prokom.be-okta-tqtelethon.dev.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],00df00000005ccwmam.live.internal.nsa.gov.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],01.kinepolis.lu,"23.77.197.10, 23.77.197.40",,kinepolis.lu,,NOERROR,,,,,
[x],02.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,,NOERROR,,,,,
[x],02.kinepolis.fr,"185.225.250.26, 185.225.250.74, 193.108.91.67, 72.246.46.67, 23.211.133.66, 2.22.230.66","2a02:26f0:a600::b9e1:fa4a, 2a02:26f0:a600::b9e1:fa1a, 2600:1401:2::43, 2600:1401:1::42",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a5-66.akam.net, a6-66.akam.net","MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],03.kinepolis.com,,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],04a8www.kinepolis.be,"188.93.155.241, 188.93.155.238",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],0api-okta-agenda.00.d.kinepolis.lu,"2.19.198.178, 2.19.198.170","2a02:26f0:64::210:6b89, 2a02:26f0:64::210:6bc2",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a6-66.akam.net, a1-67.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=",,
[x],0api-okta-condor.00.d.kinepolis.lu,"104.97.85.12, 104.97.85.27, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67","2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a1-67.akam.net, a24-67.akam.net, a4-67.akam.net, a6-66.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],0api-okta-front1.00.d.kinepolis.lu,"2.16.186.17, 2.16.186.9","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],0api-okta-portal.00.d.kinepolis.lu,"23.76.204.149, 23.76.204.145","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a1-67.akam.net, a13-66.akam.net, a6-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
[x],0api-okta-stream.00.d.kinepolis.lu,"184.24.77.27, 184.24.77.31","2a02:26f0:6c00::210:ba09, 2a02:26f0:6c00::210:ba11",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a13-66.akam.net, a1-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],0www.mjrtheatres.com,216.41.219.209,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],10-9.kinepolis.ch,"2.19.205.26, 2.19.204.233","2a02:26f0:4600::213:cd1a, 2a02:26f0:4600::213:cce9",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a4-67.akam.net, a13-66.akam.net, a1-67.akam.net, a24-67.akam.net, a6-66.akam.net, a5-66.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
[x],10.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
