new,host,a,aaaa,cname,soa,status_code,txt,caa,cdn,cdn-name,ns,mx,ptr,has_internal_ips,internal_ips
[x],dashboard.staging.yonomi.co,"54.91.6.89, 54.196.16.164, 34.201.80.84, 54.157.4.65",,dashboard.staging.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],dashboard.yonomi.co,"54.209.91.188, 75.101.184.39, 54.204.238.15, 54.221.251.148",,dashboard.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],data.dev.yonomi.co,"3.220.57.224, 3.232.242.170, 52.20.78.240, 54.91.59.199",,tropical-vulture-w5zwozt71r9opz9wi5maz1ep.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],de.allegion.com,62.159.185.194,,,"ns4.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns2.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],design.allegion.com,13.65.42.183,,"design-at-allegion.azurewebsites.net, waws-prod-sn1-095.vip.azurewebsites.windows.net, waws-prod-sn1-095.southcentralus.cloudapp.azure.com","ns1-01.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],dev-cisasmartaccess.allegion.com,13.69.68.8,,"emeia-cisa-smb-dev-am.azure-api.net, apimwebapprdpngsslm32oiafn5ufsuxyirrobknudsfxrwjsp.azurewebsites.net, waws-prod-am2-267.sip.azurewebsites.windows.net, waws-prod-am2-267.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],dev.fireglass.com,50.200.134.182,,,"ns1.allegion.com, name\.services.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],developer.allegion.com,"18.66.97.66, 18.66.97.54, 18.66.97.125, 18.66.97.21","2600:9000:223c:be00:8:550d:dd40:93a1, 2600:9000:223c:9800:8:550d:dd40:93a1, 2600:9000:223c:a400:8:550d:dd40:93a1, 2600:9000:223c:5800:8:550d:dd40:93a1, 2600:9000:223c:b400:8:550d:dd40:93a1, 2600:9000:223c:ee00:8:550d:dd40:93a1, 2600:9000:223c:1a00:8:550d:dd40:93a1, 2600:9000:223c:c400:8:550d:dd40:93a1",dkdzbo9668h9x.cloudfront.net,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"ns-1028.awsdns-00.org, ns-113.awsdns-14.com, ns-1588.awsdns-06.co.uk, ns-526.awsdns-01.net",,,,
[x],developer.yonomi.co,"104.18.210.56, 104.18.211.56","2606:4700::6812:d338, 2606:4700::6812:d238",ssl.readmessl.com,"jeremy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"comodoca.com, digicert.com, letsencrypt.org, pki.goog; cansignhttpexchanges=yes",True,cloudflare,,,,,
[x],developerapi.allegion.com,40.85.185.46,,"prod-developer-portal-am.portal.azure-api.net, apimgmthsjqovp2uh3wks0fv3ogexfaadsn525o8hsz4kdsfhf.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],developers-dev.yonomi.com,"99.84.146.20, 99.84.146.14, 99.84.146.113, 99.84.146.87",,,"ns-1226.awsdns-25.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"ns-101.awsdns-12.com, ns-1226.awsdns-25.org, ns-1805.awsdns-33.co.uk, ns-523.awsdns-01.net",,,,
[x],developers-stg.yonomi.com,"18.244.102.55, 18.244.102.24, 18.244.102.6, 18.244.102.82, 205.251.198.232",,,"ns-1284.awsdns-32.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"ns-772.awsdns-32.net, ns-267.awsdns-33.com, ns-1768.awsdns-29.co.uk, ns-1284.awsdns-32.org",,,,
[x],developers.yonomi.com,"13.32.99.115, 13.32.99.35, 13.32.99.113, 13.32.99.59",,,"ns-596.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,
[x],dhn-sv-mdm01.interflex.de,62.159.185.201,,,"pns.dtag.de, dnsadmin.nic.dtag.de",NOERROR,,,,,,,,,
[x],dns.interflex.de,62.159.185.194,,,"pns.dtag.de, dnsadmin.nic.dtag.de",NOERROR,,,,,,,,,
[x],doh.state.www.krytonitelock.com,199.191.50.73,,,"ns111373.ztomy.com, abuse.opticaljungle.com",NOERROR,v=spf1 a -all,,,,"ns211373.ztomy.com, ns111373.ztomy.com",,ns111373.ztomy.com,,
[x],dr.allegion.com,198.102.132.59,,,"ns2.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],ebaymotorspro.krytonitelock.com,199.191.50.73,,,"ns111373.ztomy.com, abuse.opticaljungle.com",NOERROR,v=spf1 a -all,,,,"ns111373.ztomy.com, ns211373.ztomy.com",,ns111373.ztomy.com,,
[x],ebaynotifications.krytonitelock.com,199.191.50.73,,,"ns111373.ztomy.com, abuse.opticaljungle.com",NOERROR,v=spf1 a -all,,,,"ns211373.ztomy.com, ns111373.ztomy.com",,ns111373.ztomy.com,,
[x],ebsandbox.allegion.com,40.85.185.46,,"prod-developer-portal-am.azure-api.net, apimgmttmdfmkesxea7z3oxdtb2nnwoafluirobqejsthb08ve.trafficmanager.net, prod-developer-portal-am-eastus-01.regional.azure-api.net, apimgmthsjqovp2uh3wks0fv3ogexfaadsn525o8hsz4kdsfhf.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],edge1.schlage.com,65.198.133.148,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],edist.biometrics.schlage.com,165.193.250.114,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns1.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],el-api-svc-dv.allegion.com,198.102.132.18,,,"ns2.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],el-api-svc-uat.allegion.com,198.102.132.18,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],el365demo.allegion.com,40.122.106.155,,elalle365demo.centralus.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],elock.allegion.com,"13.107.237.44, 13.107.238.44","2620:1ec:48:1::44, 2620:1ec:29:1::44","ZNE-AV-IISREDIR.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],enterpriseenrollment.specadsystems.com,20.91.147.72,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpap02.japaneast.cloudapp.azure.com","ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com, ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-05.azure-dns.com",NOERROR,,,True,azure,,,,,
[x],epmserver.allegion.com,20.221.223.196,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],exchange.simons-voss.com,213.61.108.200,,,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,,,,,,,,,
[x],faq.schlage.com,198.102.127.8,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],faq.simons-voss.com,95.142.64.27,,www.simons-voss.com,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,8qd5nd1nzznckbtzmscs2dqsvbmx23tl,,,,,,,,
[x],feedback-api.allegion.com,,"2620:1ec:29:1::45, 2620:1ec:48:1::45","allefeedback.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],forestlodge.allegion.com,198.102.137.14,,,"ns3.allegion.com, name\.services.allegion.com, ns2.allegion.com, ns1.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],frankfurt2.allegion.com,198.102.133.14,,,"ns4.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],ftp.ausloc.com,35.213.182.201,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,True,google,,,,,
[x],ftp.simons-voss.com,195.90.204.3,,,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,,,,,,,,,
[x],ftpservice.interflex.de,62.159.185.225,,,"pns.dtag.de, dnsadmin.nic.dtag.de",NOERROR,n7m7hl6hkg44g9ymyf5p5t6bcsfyqhxt,,,,,,,,
[x],ga.simons-voss.com,95.142.64.27,,www.simons-voss.com,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,8qd5nd1nzznckbtzmscs2dqsvbmx23tl,,,,,,,,
[x],gateway.allegion.com,52.237.128.201,,"alle-gateway-apim.azure-api.net, apimgmttmuj8cdzngahhurgvnn7hjvc6z7pmpfnh63ka3omkoe.trafficmanager.net, alle-gateway-apim-northcentralus-01.regional.azure-api.net, apimgmthsux4xb6lk8nbkf2spj9vafmeeuxszpprlzvz7g3cob.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],globalorderstatus.allegion.com,20.42.32.218,,portal-ag1.eastus.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],groups-dev.allegion.com,"13.107.253.45, 13.107.226.45",,"alle-identity-dev-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],groups-test.allegion.com,"13.107.253.44, 13.107.226.44",,"alle-identity-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],groups.allegion.com,"13.107.238.45, 13.107.237.45","2620:1ec:48:1::45, 2620:1ec:29:1::45","alle-identity-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],gsx.allegion.com,198.102.127.8,,,"ns1.allegion.com, name\.services.allegion.com, ns2.allegion.com, ns3.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],handpunch.schlage.com,184.73.162.250,,schlage.com,"ns3.allegion.com, name\.services.allegion.com",NOERROR,"v=spf1 include:spf.protection.outlook.com -all, MS=ms15950166",,,,"ns4.allegion.com, ns2.allegion.com, ns1.allegion.com, ns3.allegion.com","mxa-00437d01.gslb.pphosted.com, mxb-00437d01.gslb.pphosted.com",,,
[x],help.schlage.com,184.73.162.250,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],helpdeskservice-dev.allegion.com,"13.107.237.45, 13.107.238.45","2620:1ec:4f:1::45, 2620:1ec:4e:1::45","alle-identity-dev-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],helpdeskservice-test.allegion.com,"13.107.237.44, 13.107.238.44","2620:1ec:4e:1::44, 2620:1ec:4f:1::44","alle-identity-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],helpdeskservice.allegion.com,"13.107.253.40, 13.107.226.40","2620:1ec:48:1::40, 2620:1ec:29:1::40","alle-identity-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0012.t-0009.fb-t-msedge.net, part-0012.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],hongkong.allegion.com,42.200.55.1,,,"ns4.allegion.com, name\.services.allegion.com, ns2.allegion.com, ns3.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],hrassignment-dev.allegion.com,"13.107.237.45, 13.107.238.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","hrassignment-dev.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,,,,,
[x],hrtc.allegion.com,96.68.199.81,,,"ns1.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns2.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],identity-dev.allegion.com,"13.107.226.45, 13.107.253.45","2620:1ec:48:1::45, 2620:1ec:29:1::45","alle-identity-dev-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],identity-functions.allegion.com,13.67.141.98,,"alle-identity-functions.azurewebsites.net, hosts.alle-identity-functions.azurewebsites.net","ns1-224.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],identity-test.allegion.com,"13.107.253.45, 13.107.226.45","2620:1ec:29:1::45, 2620:1ec:48:1::45","alle-identity-test-fd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.fb-t-msedge.net",NOERROR,,,,,,,,,
[x],info.simons-voss.com,95.142.64.27,,,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,,,,,,,,,
[x],innovation.schlage.com,,,,"ns3.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],interflex.allegion.com,192.0.66.52,2a04:fa87:fffd::c000:4234,interflex.go-vip.net,"ns1.go-vip.net, hostmaster.go-vip.net",NOERROR,,,,,,,,,
[x],interflex.de,184.73.162.250,,,"pns.dtag.de, dnsadmin.nic.dtag.de",NOERROR,"d365mktkey=1jmtj6egx5veogmvcr0s44vef, v=spf1 include:spf.protection.outlook.com -all, MS=ms84108917, v=spf1\"" \""include:spf.protection.outlook.com\"" \""-all, v=spf1, include:spf.protection.outlook.com, -all, pc8dfpvzg4nysxlmpl21z29tm2sccrpm",,,,"pns.dtag.de, ns1.telekom.net","mxa-00437d01.gslb.pphosted.com, mxb-00437d01.gslb.pphosted.com",,,
[x],inventor.dev.yonomi.co,,,inventor.dev.yonomi.co.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],inventory-api.allegion.com,52.176.6.37,,"alle-inventory-api.azurewebsites.net, waws-prod-dm1-021.sip.azurewebsites.windows.net, waws-prod-dm1-021.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],inventory.allegion.com,52.176.6.37,,"alle-inventory.azurewebsites.net, waws-prod-dm1-021.sip.azurewebsites.windows.net, waws-prod-dm1-021.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
[x],investor.allegion.com,"2.16.187.42, 2.16.187.48",,"allegion-ir.prod-use1.investis.com, is.prod-use1.edgekey.net, e25398.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ips.allegion.com,216.115.165.50,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],ishow.simons-voss.com,95.142.64.27,,www.simons-voss.com,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,8qd5nd1nzznckbtzmscs2dqsvbmx23tl,,,,,,,,
[x],isonas.com,"104.18.32.160, 172.64.155.96","2606:4700:4400::6812:20a0, 2606:4700:4400::ac40:9b60",,"dorthy.ns.cloudflare.com, dns.cloudflare.com",NOERROR,v=spf1 mx include:spf.protection.outlook.com ip4:168.245.126.0 ~all,,True,cloudflare,"leonidas.ns.cloudflare.com, dorthy.ns.cloudflare.com","mxa-00437d01.gslb.pphosted.com, mxb-00437d01.gslb.pphosted.com",,,
[x],ives.allegion.com,168.65.226.65,,,"ns4.allegion.com, name\.services.allegion.com, ns2.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],jenkins.interflex.de,62.159.185.228,,,"pns.dtag.de, dnsadmin.nic.dtag.de",NOERROR,,,,,,,,,
[x],jenkins.krytonitelock.com,199.191.50.73,,,"ns111373.ztomy.com, abuse.opticaljungle.com",NOERROR,v=spf1 a -all,,,,"ns111373.ztomy.com, ns211373.ztomy.com",,ns111373.ztomy.com,,
[x],jobs.allegion.com,198.102.127.8,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],jobs.simons-voss.com,95.142.64.27,,www.simons-voss.com,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,8qd5nd1nzznckbtzmscs2dqsvbmx23tl,,,,,,,,
[x],jotservice.allegion.com,34.160.225.153,,"allegion.jotform.com, us-central1.elb3.jotform.com","jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,google,,,,,
[x],karriere.simons-voss.com,"95.142.64.27, 95.142.65.23, 46.235.112.23, 95.142.67.23","2a00:1100:fe:53::23, 2a00:1100:ff:53::23",simons-voss.com,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,"v=spf1 include:spf.protection.outlook.com include:spf.sasg.de -all, mdq7z9y01ysvxct1r8xnyjf1rbth3n3d, MS=B92C055EBDADAAD9196F80249F18CCFAC84984B0, bxIVW1pM1IkALSZqqczO7AoEP0cwwnECsOQpTzYj7Ea3X36z2dYFcuWahTT+gcthibj6/bhpZ6WOiBbInbI5NQ==, QuoVadis=506d6dc2-1fe9-4447-9b13-02d48ef38201, google-site-verification=v43h1NfEPUXXopiZN2MppoewqDwMnF4Se6AV6Vpj_VI, 8qd5nd1nzznckbtzmscs2dqsvbmx23tl, MS=ms46941058, dnstxt db8289aa104985769029c4851d72a745f8b4bb8e4e2737bce03ae57f19baf82f",,,,"ns1.sasg.eu, ns2.sasg.de, ns1.sasg.de","mxb-00437d01.gslb.pphosted.com, mxa-00437d01.gslb.pphosted.com",,,
[x],kc-test.allegion.com,,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],kc.allegion.com,"172.67.9.179, 104.22.29.148, 104.22.28.148","2606:4700:10::ac43:9b3, 2606:4700:10::6816:1d94, 2606:4700:10::6816:1c94",kc.allegion.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,
[x],keyless.schlage.com,198.102.127.8,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],keypad.schlage.com,198.102.127.8,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns1.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],keyservice.axasecurity.com,18.200.209.249,,,"ns1.allegion.com, name\.services.allegion.com, ns4.allegion.com, ns2.allegion.com",NOERROR,,,,,,,,,
[x],kss.allegion.com,198.102.127.7,,,"ns4.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns2.allegion.com, ns3.allegion.com",NOERROR,,,,,,,,,
[x],learningcenter.allegion.com,"18.208.39.163, 100.24.157.224",,"allegion-academy.docebosaas.com, us-c.docebopaas.com","ns-572.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],legacy.fireglass.com,50.200.134.180,,,"ns2.allegion.com, name\.services.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],link.fireglass.com,"54.156.128.221, 3.90.123.2, 52.71.250.148",,"elink.clickdimensions.com, elink.clickdimensions.com.messagegears.net, www2.messagegears.net, www2.p2.messagegears.net","ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lms.simons-voss.com,23.82.12.31,,"training.simons-voss.com, yourbusinessname.docebossaas.com","ns1.thednscloud.com, admin.docebossaas.com",NOERROR,,,,,,,,,
[x],localhost.my-mobilekey.com,127.0.0.1,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,True,127.0.0.1
[x],login-dev.yonomi.com,"52.222.139.7, 52.222.139.8, 52.222.139.81, 52.222.139.79",,,"ns-521.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,
[x],lyncdiscover.fireglass.com,52.112.196.45,2603:1027:0:48::21,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,,,,,
[x],m-tstmobilecrm.allegion.com,13.26.6.137,,,"ns3.allegion.com, name\.services.allegion.com",NOERROR,,,,,,,,,
[x],m-uatmobilecrm.allegion.com,13.26.6.138,,,"ns4.allegion.com, name\.services.allegion.com, ns3.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],m.marketing.schlage.com,"35.82.165.235, 34.223.215.160",,"m.marketing.schlage.com.cname.campaign.adobe.com, schlagelockcompa-mkt-prod1-77aka-1642435675.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],m.rssecurity.allegion.com,168.65.224.30,,,"ns3.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],m.usmktg.allegion.com,"34.223.215.160, 35.82.165.235",,"m.usmktg.allegion.com.cname.campaign.adobe.com, schlagelockcompa-mkt-prod1-77aka-1642435675.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],magento.allegion.com,146.75.121.124,,prod.magentocloud.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
[x],mail.ausloc.com,192.0.66.54,,ausloc.com,"ns1.allegion.com, name\.services.allegion.com, ns2.allegion.com",NOERROR,"google-site-verification=VuePOoNaykqrFnWurtWSJyINrdp1b0_9lENXi5CgscQ, v=spf1 +a +a:ns1.sgp43.siteground.asia include:_spf.mailspamprotection.com ~all",,,,"ns4.allegion.com, ns2.allegion.com, ns3.allegion.com, ns1.allegion.com",,,,
[x],mail.brionz.com,144.140.61.84,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],mail.briousa.com,58.162.148.13,,,"ns3.allegion.com, name\.services.allegion.com, ns2.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],mail.republicdoor.com,75.137.37.130,,,"ns2.allegion.com, name\.services.allegion.com, ns1.allegion.com",NOERROR,,,,,,,,,
[x],mcdev.achatenligne.bricard.com,146.75.121.124,,prod.magentocloud.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
[x],mcprod.macle.bricard.com,151.101.177.124,,prod.magentocloud.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],mcprod.magento.allegion.com,"151.101.1.124, 151.101.65.124, 151.101.129.124, 151.101.193.124",,prod.magentocloud.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],mcstaging.achatenligne.bricard.com,,,prod.magentocloud.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],mcstaging.macle.bricard.com,146.75.121.124,,prod.magentocloud.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,True,fastly,,,,,
[x],mdiprod.allegion.com,13.26.6.143,,,"ns3.allegion.com, name\.services.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],mditest.allegion.com,13.26.6.144,,,"ns3.allegion.com, name\.services.allegion.com, ns1.allegion.com, ns4.allegion.com",NOERROR,,,,,,,,,
[x],mdm.simons-voss.com,213.61.178.54,,,"ns1.sasg.de, hostmaster.sasg.net",NOERROR,,,,,,,,,
[x],mea.allegion.com,"143.204.176.59, 143.204.176.21, 143.204.176.116, 143.204.176.45","2600:9000:20f1:c400:8:550d:dd40:93a1, 2600:9000:20f1:2600:8:550d:dd40:93a1, 2600:9000:20f1:1800:8:550d:dd40:93a1, 2600:9000:20f1:a400:8:550d:dd40:93a1, 2600:9000:20f1:ce00:8:550d:dd40:93a1, 2600:9000:20f1:8600:8:550d:dd40:93a1, 2600:9000:20f1:3c00:8:550d:dd40:93a1, 2600:9000:20f1:8800:8:550d:dd40:93a1",dkdzbo9668h9x.cloudfront.net,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,"ns-113.awsdns-14.com, ns-526.awsdns-01.net, ns-1588.awsdns-06.co.uk, ns-1028.awsdns-00.org",,,,
[x],merlin.allegion.com,213.61.108.208,,,"ns4.allegion.com, name\.services.allegion.com",NOERROR,,,,,,,,,
