new,host,a,soa,status_code,txt,has_internal_ips,internal_ips,ns,cname,mx,cdn,cdn-name,aaaa,caa
[x],dbops-portal.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dbops.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],dc.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],delivery-159-eu-central-1.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],delta.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],deploy.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],design.grab.com,"65.9.86.97, 65.9.86.96, 65.9.86.94, 65.9.86.78","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],dev-dbops-rds01.sg.aws.grabpay.com,10.66.6.19,"ns-2040.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.66.6.19,,dev-dbops-db01.crag0tuqe2dw.ap-southeast-1.rds.amazonaws.com,,,,,
[x],dev.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],developer-admin.grab.com,"13.227.219.99, 13.227.219.53, 13.227.219.77, 13.227.219.9","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],developer.grab.com,"13.227.219.87, 13.227.219.13, 13.227.219.48, 13.227.219.23","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],developers.grab.com,"65.9.55.88, 65.9.55.44, 65.9.55.72, 65.9.55.62","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],devops.myteksi.net,10.254.3.58,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.254.3.58,"ns-1533.awsdns-63.org, ns-1680.awsdns-18.co.uk, ns-267.awsdns-33.com, ns-581.awsdns-08.net",,,,,,
[x],dex.svc.sandbox-anaconda.olympus.myteksi.net,"10.94.122.87, 10.94.122.186, 10.94.123.86","ns-669.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.94.122.87, 10.94.122.186, 10.94.123.86",,,,,,,
[x],dexter-api.myteksi.net,"10.0.87.226, 10.0.91.21","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.87.226, 10.0.91.21",,,,,,,
[x],dexter.grab.com,"108.138.51.129, 108.138.51.61, 108.138.51.39, 108.138.51.96","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],dialin.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],dictionary.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],diff.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],discovery-ds-public.grab.com,"18.65.39.76, 18.65.39.105, 18.65.39.87, 18.65.39.44","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],dispatcher-v3-zerorized.grabtaxi.com,"52.77.168.18, 54.169.11.249, 54.179.173.172, 54.169.44.48, 52.74.158.191, 52.221.150.101, 13.228.88.95, 52.220.244.216","ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dispatcher-v5.grabtaxi.com,"52.221.150.101, 13.228.9.179, 54.169.44.48, 52.220.244.216, 13.228.88.95, 52.74.158.191, 54.169.11.249, 52.77.168.18","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,prd-go-hermes-1814889100.ap-southeast-1.elb.amazonaws.com,,,,,
[x],dl.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],dng.gts.myteksi.net,18.139.140.213,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dns.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],dns1.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],dns2.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,"ns-1031.awsdns-00.org, ns-1820.awsdns-35.co.uk, ns-390.awsdns-48.com, ns-705.awsdns-24.net",,,,,,
[x],dns3.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],doc.grab.com,"13.215.61.104, 18.140.34.233, 54.169.91.43","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],doc.openstreetcam.geo.azure.myteksi.net,,"ns1-02.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,True,azure,,
[x],dockerhub.corp.grabpay.com,18.136.115.144,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"101586075322.dkr.ecr.ap-southeast-1.amazonaws.com, nlb3-35c3fa6d474cffc7.elb.ap-southeast-1.amazonaws.com, nlb1-efd4ec1fdb60c278.elb.ap-southeast-1.amazonaws.com",,,,,
[x],docs.grabtaxi.com,142.251.1.121,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,ghs.googlehosted.com,,,,2a00:1450:4010:c08::79,
[x],doiqua.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],doorman.myteksi.net,"10.190.41.50, 10.190.43.81, 10.190.38.233","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.190.41.50, 10.190.43.81, 10.190.38.233",,,,,,,
[x],download.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],dozzle.metabase.qms.grab.com,18.142.55.102,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dozzle.rabbitmq.qms.grab.com,52.221.181.34,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dozzle.uat.qms.grab.com,13.214.132.167,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],drive.grab.co,,"ns-605.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],drive.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],driver-profiles-s3.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],dsplatform01.grabpay.com,10.77.45.76,"ns-363.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,True,10.77.45.76,,,,,,,
[x],dummy-87-65.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],e.grab.com,13.111.18.27,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,v=spf1 include:cust-spf.exacttarget.com -all,,,"ns1.exacttarget.com, ns2.exacttarget.com, ns3.exacttarget.com, ns4.exacttarget.com",,reply.s10.exacttarget.com,,,,
[x],eagle.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],eagleview.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],earlyaccess.grab.com,"13.224.189.114, 13.224.189.76, 13.224.189.83, 13.224.189.17","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],ece-v2-10.myteksi.net,"10.0.59.4, 10.0.77.192, 10.0.68.61, 10.0.68.105, 10.0.63.84, 10.0.75.244","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.59.4, 10.0.77.192, 10.0.68.61, 10.0.68.105, 10.0.63.84, 10.0.75.244","ns-1533.awsdns-63.org, ns-1680.awsdns-18.co.uk, ns-267.awsdns-33.com, ns-581.awsdns-08.net",,,,,,
[x],ece-v2-kibana.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,"ns-1533.awsdns-63.org, ns-1680.awsdns-18.co.uk, ns-267.awsdns-33.com, ns-581.awsdns-08.net",,,,,,
[x],edith.myteksi.net,10.0.91.75,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.91.75,,,,,,,
[x],edu.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],em.grab.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,v=spf1 ip4:167.89.38.174 ip4:167.89.53.76 ip4:168.245.14.224 ip4:168.245.15.87 ip4:168.245.10.68 ip4:168.245.107.198 ip4:168.245.107.202 ip4:168.245.107.209 ip4:168.245.31.234 ip4:168.245.31.250 -all,,,,u3957397.wl148.sendgrid.net,mx.sendgrid.net,,,,
[x],en.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],engineering-vpn.myteksi.net,13.228.18.159,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],engineering.grab.com,"18.65.39.39, 18.65.39.19, 18.65.39.31, 18.65.39.41","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],ent.ece-v2-10.myteksi.net,"10.0.68.105, 10.0.63.84, 10.0.77.192, 10.0.59.4, 10.0.68.61, 10.0.75.244","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.68.105, 10.0.63.84, 10.0.77.192, 10.0.59.4, 10.0.68.61, 10.0.75.244",,,,,,,
[x],enterprise-api.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],enterprise-gfb-portal-api.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],enterprise-gfb-portal-api.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],enterprise.grab.com,"52.54.96.194, 3.215.172.219, 3.92.120.28, 18.208.125.13, 34.237.219.119","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,,
[x],erp.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],es-kibana.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],es.ece-v2-10.myteksi.net,"10.0.59.4, 10.0.63.84, 10.0.68.61, 10.0.75.244, 10.0.68.105, 10.0.77.192","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.59.4, 10.0.63.84, 10.0.68.61, 10.0.75.244, 10.0.68.105, 10.0.77.192",,,,,,,
[x],es.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],etas.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],etcd-f-3.myteksi.net,10.0.77.163,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.77.163,,,,,,,
[x],etcd-member-0.myteksi.net,10.0.72.95,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.72.95,,,,,,,
[x],eureka.cycle.myteksi.net,"10.78.7.142, 10.78.4.147","ns-937.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.78.7.142, 10.78.4.147",,,,,,,
[x],eva01.corp.grabpay.com,,"ns-2027.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],event.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,"ns-1031.awsdns-00.org, ns-1820.awsdns-35.co.uk, ns-390.awsdns-48.com, ns-705.awsdns-24.net",,,,,,
[x],events.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],exchange.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],executron.myteksi.net,10.0.10.24,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.10.24,,,,,,,
[x],experiments.grab.com,"18.66.97.13, 18.66.97.5, 18.66.97.9, 18.66.97.109","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],express-dash.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],express.grab.com,"13.32.121.34, 13.32.121.10, 13.32.121.32, 13.32.121.88","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],external-vpn.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],facebook.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],fairview.qms.grab.com,,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fast-eddagw.grabpay.com,"13.213.226.151, 52.220.164.222","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1082.awsdns-07.org, ns-1873.awsdns-42.co.uk, ns-448.awsdns-56.com, ns-928.awsdns-52.net",prod-fast-eddagw01-0c43bdb8641c6c32.elb.ap-southeast-1.amazonaws.com,,,,,
[x],fax.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],fb.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],feedback.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],feedback.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],feedex.myteksi.net,"10.0.88.137, 10.0.90.249, 10.0.87.24","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.88.137, 10.0.90.249, 10.0.87.24",,,,,,,
[x],feeds.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],filebrowser.uat.qms.grab.com,13.214.132.167,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],files.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],finance.grab.com,"13.227.219.18, 13.227.219.84, 13.227.219.97, 13.227.219.29","ns-1881.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1106.awsdns-10.org, ns-1881.awsdns-43.co.uk, ns-384.awsdns-48.com, ns-944.awsdns-54.net",d1x58iur5d0vjt.cloudfront.net,,True,cloudfront,"2600:9000:219c:7200:e:31cc:2e40:93a1, 2600:9000:219c:5e00:e:31cc:2e40:93a1, 2600:9000:219c:3800:e:31cc:2e40:93a1, 2600:9000:219c:1400:e:31cc:2e40:93a1, 2600:9000:219c:4800:e:31cc:2e40:93a1, 2600:9000:219c:3e00:e:31cc:2e40:93a1, 2600:9000:219c:800:e:31cc:2e40:93a1, 2600:9000:219c:c200:e:31cc:2e40:93a1",
[x],financesftp.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],firewall.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],flagsview.grab.co,,"ns-605.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],fleet.ece-v2-10.myteksi.net,"10.0.77.192, 10.0.68.61, 10.0.59.4, 10.0.63.84, 10.0.68.105, 10.0.75.244","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.77.192, 10.0.68.61, 10.0.59.4, 10.0.63.84, 10.0.68.105, 10.0.75.244",,,,,,,
[x],food-cms-api.myteksi.net,"10.0.90.16, 10.0.88.114, 10.0.86.14","ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.0.90.16, 10.0.88.114, 10.0.86.14",,,,,,,
[x],food-cms.azure.myteksi.net,,"ns1-06.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],food-cms.grab.co,"13.107.253.44, 13.107.226.44","ns1.fb-t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,,,"opstools.azureedge.net, opstools.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fb-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net",,,,"2620:1ec:4f:1::44, 2620:1ec:4e:1::44",
[x],food-zeus.grab.com,"13.225.78.49, 13.225.78.42, 13.225.78.77, 13.225.78.4",,NOERROR,,,,,,,True,cloudfront,,
[x],food.grab.com,"18.173.233.96, 18.173.233.127, 18.173.233.4, 18.173.233.118","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],forms.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],forum.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fr.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],free.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fsblogs.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],ftp1.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fts133.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],g.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gallery.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],game.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,v=spf1 -all,,,,,,,,,
[x],games.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gamma-daxexp.grab.com,"108.156.60.107, 108.156.60.14, 108.156.60.97, 108.156.60.10","ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],gamma-financial.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],gamma-ut.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gamma.grab.co,"13.213.196.193, 13.228.94.107","ns-605.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],geo.azure.myteksi.net,,"ns1-02.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],gifts-media.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],gifts-web.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],gifts.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],ginvest-rds-vpce01.sg.aws.grabpay.com,,"ns-1483.awsdns-57.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,vpce-0e6ee289c82e6daa6-mwjsev7w.vpce-svc-01baac0492bf32bed.ap-southeast-1.vpce.amazonaws.com,,,,,
[x],git.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gitlab-stg.internal-tools.myteksi.net,,"ns-600.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gitlab.myteksi.net,,"ns-175.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],glances.metabase.qms.grab.com,,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],glances.rabbitmq.qms.grab.com,,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gm-driver.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gm-pax.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gmail.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gmc.qms.grab.com,,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],go.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],go.internal-tools.myteksi.net,,"ns-2039.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],goblin.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],google.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],goproxy.myteksi.net,,"ns-2027.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gr-test.data-platform.myteksi.net,,,NOERROR,,,,,internal-a465b64250e7511e9abeb061bd6aa9bf-439396662.ap-southeast-1.elb.amazonaws.com,,,,,
[x],grab-attention.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],grab-comm-int.myteksi.net,,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,internal-prd-grab-comm-int-1421612811.ap-southeast-1.elb.amazonaws.com,,,,,
[x],grab-fare.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],grab.co,,"ns-605.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],grabtaxi.goproxy.myteksi.net,"10.234.239.128, 10.234.241.189, 10.234.236.9",,NOERROR,,True,"10.234.239.128, 10.234.241.189, 10.234.236.9","ns-1125.awsdns-12.org, ns-1973.awsdns-54.co.uk, ns-210.awsdns-26.com, ns-785.awsdns-34.net",internal-grabtaxi-athens-proxy-production-541965445.ap-southeast-1.elb.amazonaws.com,,,,,
[x],grafana-stg.conduit.cauldron.myteksi.net,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,a98844a5f802c4a79aed4144b2fb18cc-cbe71c4c50c7de67.elb.ap-southeast-1.amazonaws.com,,,,,
[x],grafana.conduit.cauldron.myteksi.net,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,a4fa3502ea3d54a96a4673f423fe3bd0-d3c34855e8ccef95.elb.ap-southeast-1.amazonaws.com,,,,,
[x],grafana.grabpay.com,,"ns-363.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],grafana.stg.cauldron.myteksi.net,,"ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,a98844a5f802c4a79aed4144b2fb18cc-cbe71c4c50c7de67.elb.ap-southeast-1.amazonaws.com,,,,,
[x],grafana.uat.qms.grab.com,,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],graph.myteksi.net,,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],greenfield.qms.grab.com,,"ns-1547.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],groups.grabtaxi.com,,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,ghs.googlehosted.com,,,,,
[x],growth-public.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],growth.grab.com,,"ns-1761.awsdns-28.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],gts.myteksi.net,,"ns-730.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gundam.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gw.grabtaxi.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
