new,host,soa,txt,status_code,a,aaaa,cname,cdn,cdn-name,ns,has_internal_ips,internal_ips,mx,caa
,mktg.richardsonrfpd.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_netblocks.eloqua.com -all,NOERROR,142.0.173.130,,,,,,,,s1745312639.m.en25.com,
,mlps.siliconexpert.com,"bart.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"104.17.72.206, 104.17.71.206, 104.17.70.206, 104.17.73.206, 104.17.74.206",,"siliconexpert.mktoweb.com, sjn.mktossl.com",True,cloudflare,,,,,
,mmlists.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,mobapi.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.168.128,,,,,,,,,
,mobilewms.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,monitor.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,monitoring.aicenterqual.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,move.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,137.135.18.76,,transim-application-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,mps.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,msoid.aepetsche.com,"internal.akadns.net, hostmaster.akamai.com",,NOERROR,"40.126.32.140, 40.126.32.133, 40.126.32.68, 20.190.160.17, 40.126.32.74, 40.126.32.134, 20.190.160.14, 20.190.160.22",,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net, www.tm.a.prd.aadg.akadns.net, www.current.a.prd.aadg.akadns.net, www.next.a.prd.aadg.akadns.net, dub2.next.a.prd.aadg.akadns.net",True,azure,,,,,
,msoid.aspencore.com,"internal.akadns.net, hostmaster.akamai.com",,NOERROR,"40.126.31.69, 20.190.159.0, 40.126.31.71, 20.190.159.71, 20.190.159.75, 20.190.159.2, 20.190.159.68, 40.126.31.67",,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net",True,azure,,,,,
,msoid.chip1stop.com,"internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",,NOERROR,"40.126.32.74, 20.190.160.14, 40.126.32.140, 40.126.32.76, 40.126.32.138, 20.190.160.17, 20.190.160.22, 20.190.160.20",,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net",True,azure,,,,,
,msoid.eetimes.com,"tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",,NOERROR,"40.126.31.73, 20.190.159.75, 40.126.31.67, 20.190.159.64, 40.126.31.69, 20.190.159.0, 20.190.159.73, 20.190.159.71",,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net, www.tm.a.prd.aadg.akadns.net",True,azure,,,,,
,msoid.einfochips.com,"tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",,NOERROR,"20.190.159.2, 20.190.159.4, 20.190.159.64, 20.190.159.68, 20.190.159.71, 40.126.31.67, 40.126.31.71, 40.126.31.73",,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.trafficmanager.net, www.tm.a.prd.aadg.akadns.net",True,azure,,,,,
,msoid.siliconexpert.com,"internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",,NOERROR,"40.126.32.74, 20.190.160.14, 40.126.32.140, 40.126.32.76, 40.126.32.138, 20.190.160.17, 20.190.160.22, 20.190.160.20",,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net",True,azure,,,,,
,msoid.verical.com,"internal.akadns.net, hostmaster.akamai.com",,NOERROR,"40.126.31.67, 40.126.31.73, 20.190.159.73, 20.190.159.64, 40.126.31.69, 20.190.159.71, 40.126.31.71, 20.190.159.4",,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net",True,azure,,,,,
,my-origin.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.168.139,,,,,,,,,
,my.arrow.com,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.102.19.238,,"my.arrow.com.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,my.siliconexpert.com,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"104.126.37.162, 104.126.37.185","2a02:26f0:1700:11::b856:6788, 2a02:26f0:1700:11::b856:679d","my.siliconexpert.com.edgekey.net, e127575.dsca.akamaiedge.net",,,,,,,
,mybenefits.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,mydata.s-tech.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,mysite.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,myworkspace.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,na1out.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,na2out.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.112,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,naedi.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.190,,,,,,,,,
,naesa01.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 a -all,NOERROR,216.150.161.0,,,,,,,,,
,naesa01filter.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,naesa01mgt.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,naesa02.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 a -all,NOERROR,216.150.161.1,,,,,,,,,
,naesa02mgt.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,naesa03filter.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,naesa04.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.161.24,,,,,,,,,
,naesa04filter.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,naesa04out.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,naesadr.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,naesaeic.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.77.232.136,,,,,,,,,
,naesaeicmgt.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,new-ocs.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,news.chip1stop.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,202.143.84.147,,,,,"dns3.p07.nsone.net, dns4.p07.nsone.net, dns2.p07.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns1.p07.nsone.net",,,,
,news.elektroda.pl,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.87.187.169,"2a02:26f0:d200:48e::76b, 2a02:26f0:d200:48d::76b","news.elektroda.pl.edgekey.net, e1899.dsca.akamaiedge.net",,,,,,,
,newsletters.eetimes.com,"pdns77.ultradns.com, domadmin.arrow.com","v=spf1 ip4:204.180.130.0/24 ip4:205.162.40.0/21 ip4:208.28.15.0/24 mx ~all, v=spf2.0/mfrom ip4:205.162.40.0/21 mx ~all, google-site-verification=s9vCem328oTwEZzHXy5x-rhlR9euBGAjGy_5YlozUHE",NOERROR,,,,,,"pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org",,,mx.omessage.com,
,newwww.aepetsche.com,"pdns77.ultradns.com, domadmin.arrow.com","v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ~all, PtwKvDHEEoGW5JfhEWycbaLhzJUaeYoW/o12UsXagGBfIjCQzL3DBQFK0RUpSrKl966PTquTJEFU4JtC2VrIpw==, MS=ms68482330, 2QiypSJYn9Up9q6x+J+CUG+/uhoKFIuN/yoCiIH3yXnHsSXIrM/RKXE/6FeLrwpKttQZCSe3wYHC7rwaDryVQA==, exJoZkWUa894zxOOyxJ1GhUZzwE287ttI9JgEKfOyBoCDTNmS3643fPpr93fsoG1ke634SaE2Lp8mXVkt1ILlw==, 62pnfltf920nj5zfrg8bpvlgvysyr5bj",NOERROR,,,aepetsche.com,True,azure,"dns3.p04.nsone.net, dns4.p04.nsone.net, pdns77.ultradns.com, pdns77.ultradns.org, pdns77.ultradns.biz, pdns77.ultradns.net, dns1.p04.nsone.net, dns2.p04.nsone.net",,,aepetsche-com.mail.protection.outlook.com,
,nexgen-cdn.siliconexpert.com,"ns-1446.awsdns-52.org, awsdns-hostmaster.amazon.com",,NOERROR,"52.222.236.96, 52.222.236.5, 52.222.236.114, 52.222.236.84","2600:9000:2553:5a00:19:5617:500:93a1, 2600:9000:2553:4a00:19:5617:500:93a1, 2600:9000:2553:4400:19:5617:500:93a1, 2600:9000:2553:bc00:19:5617:500:93a1, 2600:9000:2553:be00:19:5617:500:93a1, 2600:9000:2553:7600:19:5617:500:93a1, 2600:9000:2553:9200:19:5617:500:93a1, 2600:9000:2553:0:19:5617:500:93a1",d13lddzr2y1rmc.cloudfront.net,True,cloudfront,"ns-1446.awsdns-52.org, ns-1767.awsdns-28.co.uk, ns-509.awsdns-63.com, ns-907.awsdns-49.net",,,,
,nexty.chip1stop.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,202.143.84.150,,,,,,,,,
,njrc.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,137.135.18.76,,transim-application-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,nlimages.aspencore.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,3.226.33.220,,aspencore-alb-1951605698.us-east-1.elb.amazonaws.com,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,
,ns1-euecs.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,193.45.11.139,,,,,,,,,
,ns1.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.6,,,,,,,,,
,ns169.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,ns173.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,ns2-euecs.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,213.41.39.4,,,,,,,,,
,ns2.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,ns241.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,ns4.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,ns40.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.242,,,,,,,,,
,ns7.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.20,,,,,,,,,
,ns8.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.94.171.2,,,,,,,,,
,nuget.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,10.50.3.4,,az-office-app-gw.transim.com,,,,True,10.50.3.4,,
,nxp.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,137.135.18.76,,transim-application-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,o234.emailer.einfochips.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,167.89.28.33,,,,,,,,,
,oauth.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,objectstore.aicenterqual.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,obrazki.elektroda.pl,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"3.127.161.246, 18.156.138.190",,elb-cache-prod-eda-118248647.eu-central-1.elb.amazonaws.com,,,,,,,
,ocs.arrow.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,23.100.9.35,,"mrktg.arwdns.net, 65d745a3-8111-40c4-a1d4-5f051cb7c749.cloudapp.net",True,azure,,,,,
,ocseu.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,ocsmarketplace-uat.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,ocsswb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,ocsswb.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,oemp.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,oempatch.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,"dns1.p06.nsone.net, dns2.p06.nsone.net, pdns77.ultradns.com, pdns77.ultradns.net, pdns77.ultradns.biz, pdns77.ultradns.org, dns3.p06.nsone.net, dns4.p06.nsone.net",,,,
,oempatch.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,onsemi.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,ontheroad.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,193.45.11.153,,,,,,,,,
,orcad.arrow.com,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",v=spf1 include:amazonses.com -all,NOERROR,"13.249.9.68, 13.249.9.23, 13.249.9.102, 13.249.9.110",,cloud.orcad.com,True,cloudfront,"ns-1764.awsdns-28.co.uk, ns-1274.awsdns-31.org, ns-712.awsdns-25.net, ns-365.awsdns-45.com",,,inbound-smtp.us-west-2.amazonaws.com,
,orig-www.chip1stop.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,202.143.84.145,,,,,,,,,
,origin-orcad.arrow.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"100.20.96.152, 44.239.111.66",,prod-webapp-alb-595732212.us-west-2.elb.amazonaws.com,,,,,,,
,origin-www.verical.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.168.136,,"verical.arwdns.net, na.az.verical.arwdns.net",,,,,,,
,otgate-dev.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,outage.siliconexpert.com,"ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,"2600:9000:2156:c400:17:c9e7:9040:93a1, 2600:9000:2156:be00:17:c9e7:9040:93a1, 2600:9000:2156:e600:17:c9e7:9040:93a1, 2600:9000:2156:5200:17:c9e7:9040:93a1, 2600:9000:2156:8c00:17:c9e7:9040:93a1, 2600:9000:2156:600:17:c9e7:9040:93a1, 2600:9000:2156:3000:17:c9e7:9040:93a1, 2600:9000:2156:9200:17:c9e7:9040:93a1",d3cvdijw04eji9.cloudfront.net,True,cloudfront,"ns-1847.awsdns-38.co.uk, ns-292.awsdns-36.com, ns-671.awsdns-19.net, ns-1437.awsdns-51.org",,,,
,outerspace.immixgroup.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,216.150.161.20,,,,,,,,,
,owa.aepetsche.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,206.105.13.74,,,,,,,,,
,ows.aepetsche.com,"pdns77.ultradns.com, domadmin.arrow.com","v=spf1 include:spf.protection.outlook.com ip4:216.150.160.0/20 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ~all, PtwKvDHEEoGW5JfhEWycbaLhzJUaeYoW/o12UsXagGBfIjCQzL3DBQFK0RUpSrKl966PTquTJEFU4JtC2VrIpw==, MS=ms68482330, 2QiypSJYn9Up9q6x+J+CUG+/uhoKFIuN/yoCiIH3yXnHsSXIrM/RKXE/6FeLrwpKttQZCSe3wYHC7rwaDryVQA==, exJoZkWUa894zxOOyxJ1GhUZzwE287ttI9JgEKfOyBoCDTNmS3643fPpr93fsoG1ke634SaE2Lp8mXVkt1ILlw==, 62pnfltf920nj5zfrg8bpvlgvysyr5bj",NOERROR,13.93.163.20,,aepetsche.com,True,azure,"dns3.p04.nsone.net, dns4.p04.nsone.net, pdns77.ultradns.com, pdns77.ultradns.org, pdns77.ultradns.biz, pdns77.ultradns.net, dns1.p04.nsone.net, dns2.p04.nsone.net",,,aepetsche-com.mail.protection.outlook.com,
,panasonic.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,pardot.aspencore.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,"54.197.51.224, 54.198.152.156",,"InventoryLoadBalancer-998832448.us-east-1.elb.amazonaws.com, inventoryloadbalancer-998832448.us-east-1.elb.amazonaws.com",,,,,,,
,pardotdev.aspencore.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,part.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,184.172.117.134,,,,,,,,,
,pcohpe5de.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,pdxdc.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,people.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,perf-dev-davinci.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,pharw.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,pliki.elektroda.pl,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.41.181.70,"2a02:26f0:3500:881::76b, 2a02:26f0:3500:882::76b","pliki.elektroda.pl.edgekey.net, e1899.dsca.akamaiedge.net",,,,,,,
,pm.siliconexpert.com,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"104.126.37.185, 104.126.37.162","2a02:26f0:1700:11::b856:679d, 2a02:26f0:1700:11::b856:6788","pm.siliconexpert.com.edgekey.net, e127575.dsca.akamaiedge.net",,,,,,,
,pmgforms.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,pmgreports.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,pmobilewms.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,pool0101.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,portal.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_spf.siliconexpert.com include:spf.protection.outlook.com -all,NOERROR,,,,,,,,,,
,pos-staging.immixgroup.com,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"2.23.7.48, 2.23.7.24","2a02:26f0:64::210:b541, 2a02:26f0:64::214:8494","pos-staging.immixgroup.com.edgekey.net, e89516.dsca.akamaiedge.net",,,,,,,
,poszukaj.elektroda.pl,"n0a.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.102.19.238,,"poszukaj.elektroda.pl.edgekey.net, e1899.a.akamaiedge.net",,,,,,,
,powerandsignal.com,"pdns77.ultradns.com, domadmin.arrow.com","v=spf1 -all, npky33t7tk3zsy67nyqtjwm90wykvp3d, lgq9818s5wfttgvty9cg1xs1jwmkmzqp",NOERROR,63.94.171.246,,,,,"dns3.p04.nsone.net, dns4.p04.nsone.net, dns2.p04.nsone.net, pdns77.ultradns.biz, pdns77.ultradns.org, pdns77.ultradns.net, dns1.p04.nsone.net, pdns77.ultradns.com",,,,
,powerup.eetimes.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,,,,,,,,,,
,preprod-emedia.aspencore.com,"ns1.go-vip.net, hostmaster.go-vip.net",,NOERROR,192.0.66.118,2a04:fa87:fffd::c000:4276,emedia-aspencore-com-preprod.go-vip.net,,,,,,,
,price-list-search-tool.immixgroup.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",,NOERROR,20.49.97.19,,"immixgroup-price-list-search-tool.azurewebsites.net, waws-prod-bn1-111.sip.azurewebsites.windows.net, waws-prod-bn1-111-f5da.eastus2.cloudapp.azure.com",True,azure,,,,,
,prod.siliconexpert.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:_spf.siliconexpert.com include:spf.protection.outlook.com -all,NOERROR,,,,,,,,,,
,prodsupportdt-int.gslb.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,prodsupportdt.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,productadvisor.transim.com,"ns1-02.azure-dns.com, msnhst.microsoft.com",,NOERROR,40.118.161.231,,transim-prod2-gateway.westus.cloudapp.azure.com,True,azure,,,,,
,projectdragon.transim.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 include:spf.protection.outlook.com include:_spf.salesforce.com -all,NOERROR,,,,,,,,,,
,prometheus.msbc-prd.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,prometheus.msbc-sit.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",v=spf1 ip4:63.165.163.0/24 ip4:63.77.232.0/24 ip4:216.150.160.0/20 -all,NOERROR,,,,,,,,,,
,promos.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,13.93.163.20,,"mrktg.arwdns.com, uw1.na.mrktg.arwdns.com",True,azure,,,,,
,psi-staging.immixgroup.com,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,"88.221.24.10, 88.221.24.42","2a02:26f0:b200::58dd:1959, 2a02:26f0:b200::58dd:1971","psi-staging.immixgroup.com.edgekey.net, e89516.dsca.akamaiedge.net",,,,,,,
,pulse.arrow.com,"pdns77.ultradns.com, domadmin.arrow.com",,NOERROR,63.165.163.150,,,,,,,,,
