new,host,a,aaaa,soa,status_code,cdn,cdn-name,mx,ns,txt
[x],analytics.gobugfree.com,,,"clint.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,
[x],app.gobugfree.com,"104.26.1.94, 104.26.0.94, 172.67.69.187","2606:4700:20::ac43:45bb, 2606:4700:20::681a:15e, 2606:4700:20::681a:5e","clint.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,
[x],backend.gobugfree.com,"104.26.0.94, 172.67.69.187, 104.26.1.94","2606:4700:20::681a:15e, 2606:4700:20::ac43:45bb, 2606:4700:20::681a:5e","clint.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,
[x],cms.gobugfree.com,"104.26.1.94, 172.67.69.187, 104.26.0.94","2606:4700:20::681a:5e, 2606:4700:20::681a:15e, 2606:4700:20::ac43:45bb","clint.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,
[x],demo.gobugfree.com,"104.26.1.94, 104.26.0.94, 172.67.69.187","2606:4700:20::ac43:45bb, 2606:4700:20::681a:5e, 2606:4700:20::681a:15e","clint.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,
[x],gobugfree.com,"104.26.1.94, 104.26.0.94, 172.67.69.187","2606:4700:20::ac43:45bb, 2606:4700:20::681a:5e, 2606:4700:20::681a:15e","clint.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com","sasha.ns.cloudflare.com, clint.ns.cloudflare.com","Sendinblue-code:ba44d6762514fd7b1ecace7d9a2a8281, google-site-verification=VvNh3MuHn0wTjS9GQAEsUbJ_JdFa2W9g4ASc6FSAJlI, v=spf1 include:_spf.google.com include:_spf.bexio.com include:spf.sendinblue.com mx include:25607644.spf01.hubspotemail.net -all, MS=ms65073068"
[x],id.gobugfree.com,"104.26.0.94, 172.67.69.187, 104.26.1.94","2606:4700:20::681a:5e, 2606:4700:20::ac43:45bb, 2606:4700:20::681a:15e","clint.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,
[x],media.gobugfree.com,"104.26.0.94, 104.26.1.94, 172.67.69.187","2606:4700:20::ac43:45bb, 2606:4700:20::681a:15e, 2606:4700:20::681a:5e","clint.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,
[x],www.gobugfree.com,"172.67.69.187, 104.26.1.94, 104.26.0.94","2606:4700:20::681a:5e, 2606:4700:20::681a:15e, 2606:4700:20::ac43:45bb","clint.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,
