new,host,a,soa,status_code,cname,aaaa,ns,cdn,cdn-name,has_internal_ips,internal_ips,mx,txt,caa
[x],newsletter.ssi.samsung.com,,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,m7.tm00.com,v=spf1 a mx ip4:209.90.227.0/24 -all,
[x],newsroom.samsung.com,"23.2.13.26, 23.2.13.8","n0q.akamai.net, hostmaster.akamai.com",NOERROR,"newsroom.samsung.com.edgesuite.net, a1784.q.akamai.net",,,,,,,,,
[x],o1.spaceselfie.email.samsung.com,,"auth01.sam.ic, ssdomain.samsung.com, gm.sam.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],onlinehelp.samsung.com,"23.53.41.115, 23.53.41.128","n0w73.akamai.net, hostmaster.akamai.com",NOERROR,"onlinehelp.samsung.com.edgesuite.net, onlinehelp.samsung.com.akadns.net, a1683.w73.akamai.net",,,,,,,,,
[x],openapi.pushmessage.samsung.com,"54.229.17.3, 18.202.201.18","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,smp-prd-elb-openapi-354432829.eu-west-1.elb.amazonaws.com,,,,,,,,,
[x],opensource.samsung.com,45.223.19.142,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,crum8xi.impervadns.net,,,True,incapsula,,,,,
[x],opfestqa.sec.samsung.com,210.118.88.44,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],org-secb2b.samsung.com,112.106.186.127,"auth01.nhn.ic, ssdomain.samsung.com, auth01.sam.ic, dns02.cst.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],org.shop.samsung.com,23.201.250.106,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"org.shop.samsung.com.edgekey.net, e7691.x.akamaiedge.net",,,,,,,,,
[x],osg.samsung.com,64.30.133.232,"auth01.sam.ic, ssdomain.samsung.com, auth01.nhn.ic, gm.sam.ic",NOERROR,,,,,,,,osg.samsung.com,v=spf1 ip4:64.30.133.232 -all,
[x],otds.sarc.samsung.com,8.40.240.153,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],out.lndhub.samsung.com,,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,9blug8z.impervadns.net,,,True,incapsula,,,,,
[x],out.lndhubdev.samsung.com,45.223.19.142,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,qfn7ac4.impervadns.net,,,True,incapsula,,,,,
[x],out.swexpertacademy.samsung.com,45.223.19.142,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,9t6sydo.impervadns.net,,,True,incapsula,,,,,
[x],p1-smb-api-cdn.shop.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"p1-smb-api-cdn.shop.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],p1-smb-backoffice-cdn.shop.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"p1-smb-backoffice-cdn.shop.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],p1-smn4-api-cdn.shop.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"p1-smn4-api-cdn.shop.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],p1-smn4-backoffice-cdn.shop.samsung.com,72.247.69.77,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"p1-smn4-backoffice-cdn.shop.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],p1-smn5-api-cdn.shop.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"p1-smn5-api-cdn.shop.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],p1-smn5-backoffice-cdn.shop.samsung.com,23.221.255.52,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"p1-smn5-backoffice-cdn.shop.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],p1-smr-api-cdn.shop.samsung.com,23.199.219.2,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"p1-smr-api-cdn.shop.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],p2-smb-api-cdn.ecom-stg.samsung.com,104.102.42.252,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"p2-smb-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],p2-smr-api-cdn.ecom-stg.samsung.com,23.222.49.83,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"p2-smr-api-cdn.ecom-stg.samsung.com.edgekey.net, e11982.x.akamaiedge.net",,,,,,,,,
[x],pages.samsung.com,206.67.236.26,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],partner.gerrit.sarc.samsung.com,,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],partner.sea.samsung.com,"105.52.36.72, 105.66.8.153, 105.52.12.93, 105.1.11.120, 105.52.12.92, 105.1.11.5, 105.52.12.91, 105.66.8.152, 105.1.11.4","ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,"mx1.sdsamerica.net, mx2.sdsamerica.net","v=spf1 a ip4:206.67.236.233 ip4:206.67.236.239 ip4:206.67.236.191 ip4:206.67.236.192 ip4:174.143.181.180 ip4:52.5.134.202 -all, K1n8+6DHVaNYfdykeIAXxtJArRcEttIhWlcPIgdeLxsmDHfiHvhowzyERRpSFpuTDDNPvoe/iQdpOLiq744//A==, VTew1bnIyFZW3M+CjMM12HP+qdcz9k7oiAvbAEo6hus1iSaKUsjpazqqOn+3tH/jLjlSbiN2BUZqVjEXLsmnlQ==, ciscocidomainverification=1e6d17433d8279f52f027f226dfe9b0fa6fe744e19fb757f32509d287f5674e",
[x],partner.sec.samsung.com,211.36.85.94,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"dns121.netops.sspdata.net, ns.sdsamerica.net, gate.samsung.com",,,,,,,
[x],partnerds.sec.samsung.com,112.106.115.41,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"ns.sdsamerica.net, gate.samsung.com, dns121.netops.sspdata.net",,,,,,,
[x],partnerhub.samsung.com,2.16.30.54,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"partnerhub.samsung.com.edgekey.net, partnerhub.samsung.com.akadns.net, e2922.x.akamaiedge.net",,,,,,,,,
[x],partnerportal.samsung.com,92.122.107.243,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"partnerportal.samsung.com.edgekey.net, partnerportal.samsung.com.akadns.net, china-partnerportal.samsung.com.edgekey.net, china-partnerportal.samsung.com.edgekey.net.globalredir.akadns.net, e2922.x.akamaiedge.net",,,,,,,,,
[x],partners.ecom-stg.samsung.com,51.105.202.154,"ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,True,azure,,,,,
[x],partnersam.sec.samsung.com,206.67.236.113,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],partnerseu.sec.samsung.com,210.118.76.139,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],pathrule.dev.samsung.com,52.78.75.3,"ns-788.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1488.awsdns-58.org, ns-1735.awsdns-24.co.uk, ns-46.awsdns-05.com, ns-788.awsdns-34.net",,,,,,,
[x],pay.samsung.com,"52.7.148.180, 34.202.104.58","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,alb-web-ptr-ex-1570592182.us-east-1.elb.amazonaws.com,,,,,,,,,
[x],pcb.samsung.com,203.254.192.57,"dns02.cst.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],people.samsung.com,112.106.21.83,"auth01.nhn.ic, ssdomain.samsung.com, gm.sam.ic",NOERROR,,,,,,,,,,
[x],peppermint.samsung.com,"54.194.250.176, 63.35.108.100","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,smp-prd-elb-closed-1773636195.eu-west-1.elb.amazonaws.com,,,,,,,,,
[x],pf4sec-api.tck.samsung.com,140.238.5.232,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,True,oracle,,,,,
[x],pim.samsung.com,104.81.125.119,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"pim.samsung.com.edgekey.net, aem.samsung.com.akadns.net, e6576.x.akamaiedge.net",,,,,,,,,
[x],pl.ecom.samsung.com,"52.48.32.85, 52.19.176.222","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,prod-ngw-lb-66ec94fb599410ae.elb.eu-west-1.amazonaws.com,,,,,,,,,
[x],portalo.samsung.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,d1efda0ocuaf0v.cloudfront.net,,,,,,,,,
[x],poseidon-g.ssi.samsung.com,211.36.81.198,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"ns.sdsamerica.net, dns121.netops.sspdata.net, gate.samsung.com",,,,,,,
[x],prd.sca.samsung.com,"52.31.9.172, 34.254.148.226","ns-1504.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pre-prod.samsung.com,173.223.112.47,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"pre-prod.samsung.com.edgekey.net, e1722.x.akamaiedge.net",,,,,,,,,
[x],pre.pay.samsung.com,,"gm.sam.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],printingapps.samsung.com,"108.157.229.34, 108.157.229.123, 108.157.229.120, 108.157.229.28","ns-738.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,appcenter23.samsungcloudprint.com,,,True,cloudfront,,,,,
[x],privacy.samsung.com,"18.154.63.60, 18.154.63.41, 18.154.63.18, 18.154.63.94","ns-1358.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,d1omzug06seqzn.cloudfront.net,"2600:9000:243d:3400:4:917d:8c0:93a1, 2600:9000:243d:f800:4:917d:8c0:93a1, 2600:9000:243d:5e00:4:917d:8c0:93a1, 2600:9000:243d:1a00:4:917d:8c0:93a1, 2600:9000:243d:fa00:4:917d:8c0:93a1, 2600:9000:243d:e800:4:917d:8c0:93a1, 2600:9000:243d:c600:4:917d:8c0:93a1, 2600:9000:243d:9e00:4:917d:8c0:93a1","ns-180.awsdns-22.com, ns-722.awsdns-26.net, ns-1358.awsdns-41.org, ns-1705.awsdns-21.co.uk",True,cloudfront,,,,,
[x],privacy.sea.samsung.com,105.1.2.45,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],privacyapi.sea.samsung.com,206.67.236.166,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],privacypost.sea.samsung.com,206.67.236.108,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],product.samsung.com,206.67.236.190,"auth01.awskr.ic, ssdomain.samsung.com, dns02.slg.ic",NOERROR,,,,,,,,,,
[x],products.samsung.com,208.229.231.19,"auth01.sam.ic, ssdomain.samsung.com, gm.sam.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],promos.samsung.com,"162.159.128.47, 162.159.138.46","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"samsungpromos.prizelogic.com, samsungpromos.prizelogic.com.cdn.cloudflare.net","2606:4700:7::a29f:8a2e, 2606:4700:7::a29f:802f",,True,cloudflare,,,,,
[x],pub.content.samsung.com,,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],push.samsung.com,112.106.147.96,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],pushmessage.samsung.com,"34.247.0.206, 52.208.169.242","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,smp-prd-elb-portal-331136282.eu-west-1.elb.amazonaws.com,,,,,,,,,
[x],pvi.samsung.com,45.223.19.142,"ns1.impervadns.net, hostmaster.incapsula.com",NOERROR,m577he7.impervadns.net,,,True,incapsula,,,,,
[x],pvi.us.samsung.com,105.1.11.84,"auth01.awskr.ic, ssdomain.samsung.com, dns02.cst.ic, auth01.nhn.ic, auth01.sam.ic",NOERROR,,,,,,,,,,
[x],qa-test.semiconductor.samsung.com,"3.34.93.66, 3.39.41.118","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,prd-qa-ext-elb2-1563079226.ap-northeast-2.elb.amazonaws.com,,,,,,,,,
[x],qa.semiconductor.samsung.com,2.23.196.47,"n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"qa.semiconductor.samsung.com.edgekey.net, e1722.dscx.akamaiedge.net","2a02:26f0:3500:589::6ba, 2a02:26f0:3500:586::6ba",,,,,,,,
[x],qa.shop.samsung.com,182.194.2.93,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],qa.us.samsung.com,206.67.236.180,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],qa1.shop.samsung.com,23.2.222.211,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"qa1.shop.samsung.com.edgekey.net, e7691.x.akamaiedge.net",,,,,,,,,
[x],qae-contactus.samsung.com,203.254.254.57,"auth01.sam.ic, ssdomain.samsung.com, auth01.awskr.ic, gm.sam.ic, dns02.cst.ic",NOERROR,,,,,,,,inbound-smtp.us-east-1.amazonaws.com,"v=spf1 include:amazonses.com ~all, amazonses:UXyQoTUJTIew5gdi6nTnLSZEA/AYUDeUQh0yTunV2DU=",
[x],qapartners.sec.samsung.com,112.106.141.17,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],r1.community.samsung.com,"108.138.233.11, 108.138.233.34, 108.138.233.97, 108.138.233.119","ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"isuuy43828.lithium.com, d2vl8r1wf4ayem.cloudfront.net","2600:9000:2360:e000:f:124b:2b80:93a1, 2600:9000:2360:9e00:f:124b:2b80:93a1, 2600:9000:2360:ee00:f:124b:2b80:93a1, 2600:9000:2360:800:f:124b:2b80:93a1, 2600:9000:2360:b600:f:124b:2b80:93a1, 2600:9000:2360:b800:f:124b:2b80:93a1, 2600:9000:2360:8a00:f:124b:2b80:93a1, 2600:9000:2360:a00:f:124b:2b80:93a1","ns-1386.awsdns-45.org, ns-1641.awsdns-13.co.uk, ns-387.awsdns-48.com, ns-931.awsdns-52.net",True,cloudfront,,,,,
[x],r143.k1.email.samsung.com,130.248.211.143,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,,,
[x],r145.k1.email.samsung.com,130.248.211.145,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r147.k1.email.samsung.com,130.248.211.147,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r147.m21.email.samsung.com,172.82.217.147,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r148.k1.email.samsung.com,130.248.211.148,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r148.m21.email.samsung.com,172.82.217.148,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r149.k1.email.samsung.com,130.248.211.149,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r149.m21.email.samsung.com,172.82.217.149,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r150.k1.email.samsung.com,130.248.211.150,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r150.m21.email.samsung.com,172.82.217.150,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r151.m21.email.samsung.com,172.82.217.151,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,,,
[x],r152.m21.email.samsung.com,172.82.217.152,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,,,
[x],r153.m21.email.samsung.com,172.82.217.153,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r155.m22.email.samsung.com,172.82.217.155,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r156.m22.email.samsung.com,172.82.217.156,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r2.community.samsung.com,"18.66.122.36, 18.66.122.72, 18.66.122.107, 18.66.122.15","ns-380.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,"vggiy29687.lithium.com, d47us0rtt32l3.cloudfront.net","2600:9000:2250:3200:1a:162c:35c0:93a1, 2600:9000:2250:4000:1a:162c:35c0:93a1, 2600:9000:2250:4400:1a:162c:35c0:93a1, 2600:9000:2250:8800:1a:162c:35c0:93a1, 2600:9000:2250:c800:1a:162c:35c0:93a1, 2600:9000:2250:400:1a:162c:35c0:93a1, 2600:9000:2250:1800:1a:162c:35c0:93a1, 2600:9000:2250:2600:1a:162c:35c0:93a1","ns-380.awsdns-47.com, ns-833.awsdns-40.net, ns-1102.awsdns-09.org, ns-1760.awsdns-28.co.uk",True,cloudfront,,,,,
[x],r233.m1.email.samsung.com,172.82.227.233,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r234.m1.email.samsung.com,172.82.227.234,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r235.m1.email.samsung.com,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r236.m1.email.samsung.com,172.82.227.236,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r237.m1.email.samsung.com,172.82.227.237,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r242.m1.email.samsung.com,172.82.227.242,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r243.m1.email.samsung.com,172.82.227.243,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r244.m1.email.samsung.com,172.82.227.244,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r245.m1.email.samsung.com,172.82.227.245,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r247.m2.email.samsung.com,172.82.227.247,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r248.m2.email.samsung.com,172.82.227.248,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,,,
[x],r53.m1.email.samsung.com,172.82.230.53,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,,,
[x],r53.m11.email.samsung.com,172.82.232.53,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r54.m1.email.samsung.com,172.82.230.54,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r54.m11.email.samsung.com,172.82.232.54,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r55.m1.email.samsung.com,172.82.230.55,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r56.m21.email.samsung.com,172.82.232.56,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r57.m1.email.samsung.com,172.82.230.57,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r57.m21.email.samsung.com,172.82.232.57,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r58.m1.email.samsung.com,172.82.230.58,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r58.m21.email.samsung.com,172.82.232.58,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r59.m1.email.samsung.com,172.82.230.59,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r61.m1.email.samsung.com,172.82.230.61,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,,,
[x],r62.m1.email.samsung.com,172.82.230.62,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r63.m1.email.samsung.com,172.82.230.63,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,,,
[x],r64.m1.email.samsung.com,172.82.230.64,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r65.m1.email.samsung.com,172.82.230.65,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r66.m1.email.samsung.com,172.82.230.66,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r67.m1.email.samsung.com,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r68.m1.email.samsung.com,172.82.230.68,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r69.m1.email.samsung.com,172.82.230.69,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r70.m1.email.samsung.com,172.82.230.70,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r71.m1.email.samsung.com,172.82.230.71,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r72.m1.email.samsung.com,172.82.230.72,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r73.m1.email.samsung.com,172.82.230.73,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,,,
[x],r74.m1.email.samsung.com,172.82.230.74,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r75.m1.email.samsung.com,172.82.230.75,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r76.m1.email.samsung.com,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r77.m1.email.samsung.com,172.82.230.77,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r78.k2.email.samsung.com,130.248.139.78,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r78.m1.email.samsung.com,172.82.230.78,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r79.k2.email.samsung.com,130.248.139.79,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r79.m11.email.samsung.com,172.82.230.79,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r80.m11.email.samsung.com,172.82.230.80,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r81.m11.email.samsung.com,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r82.m11.email.samsung.com,172.82.230.82,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r83.m11.email.samsung.com,172.82.230.83,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],r84.m11.email.samsung.com,172.82.230.84,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],remote-isp1.sarc.samsung.com,,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],remote-isp2.sarc.samsung.com,,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],remote-test1.sarc.samsung.com,,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],remote-test2.sarc.samsung.com,,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],remote.america.samsung.com,206.67.236.128,"auth01.nhn.ic, ssdomain.samsung.com, dns02.slg.ic",NOERROR,,,,,,,,,,
[x],remote.asia.samsung.com,203.126.64.167,"auth01.awskr.ic, ssdomain.samsung.com, gm.sam.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],remote.europe.samsung.com,195.125.115.251,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],remote.sarc.samsung.com,8.40.240.141,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],res.m11.email.samsung.com,"143.204.215.35, 143.204.215.106, 143.204.215.36, 143.204.215.63","ns-623.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,d282wf88xj3esh.cloudfront.net,"2600:9000:214f:b200:9:4c81:2840:93a1, 2600:9000:214f:1600:9:4c81:2840:93a1, 2600:9000:214f:fe00:9:4c81:2840:93a1, 2600:9000:214f:c200:9:4c81:2840:93a1, 2600:9000:214f:e00:9:4c81:2840:93a1, 2600:9000:214f:c00:9:4c81:2840:93a1, 2600:9000:214f:8400:9:4c81:2840:93a1, 2600:9000:214f:3a00:9:4c81:2840:93a1","ns-1880.awsdns-43.co.uk, ns-458.awsdns-57.com, ns-623.awsdns-13.net, ns-1352.awsdns-41.org",True,cloudfront,,,,,
