new,host,a,soa,has_internal_ips,internal_ips,status_code,aaaa,cdn,cdn-name,txt,caa,cname,ns,mx
[x],mius.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],mixun.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],molvisie-api-dev.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],molvisie-api.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],molvisie-api.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],molvisie-cms-dev.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],molvisie-cms.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],molvisie-dev.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],molvisie.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],molvisie.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],molvisie2.dev.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],mta07.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],mw-staging1-mwp2s.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],nagios02-sjc1.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],newmediaexpress.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],octopustest.avrotros.nl,145.58.184.8,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],opgelicht.assets.avrotros.nl,"104.22.8.220, 172.67.39.253, 104.22.9.220","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::ac43:27fd, 2606:4700:10::6816:9dc, 2606:4700:10::6816:8dc",True,cloudflare,,,,,
[x],opgelicht.avrotros.nl,"172.67.39.253, 104.22.9.220, 104.22.8.220","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::6816:8dc, 2606:4700:10::6816:9dc, 2606:4700:10::ac43:27fd",True,cloudflare,,,,,
[x],opsporingverzocht.assets.avrotros.nl,"104.22.8.220, 104.22.9.220, 172.67.39.253","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::ac43:27fd, 2606:4700:10::6816:9dc, 2606:4700:10::6816:8dc",True,cloudflare,,,,,
[x],opsporingverzocht.avrotros.nl,"104.22.8.220, 172.67.39.253, 104.22.9.220","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::ac43:27fd, 2606:4700:10::6816:9dc, 2606:4700:10::6816:8dc",True,cloudflare,,,,,
[x],opzoeknaar.avrotros.nl,"104.22.8.220, 172.67.39.253, 104.22.9.220","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::6816:9dc, 2606:4700:10::6816:8dc, 2606:4700:10::ac43:27fd",True,cloudflare,,,,,
[x],opzoeknaarmaria-api.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],opzoeknaarmaria.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],opzoeknaarmaria.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],origin-web-prf3.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],origin-wstandalone-lyn1.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],oxy-oxygen-6a0aebfc.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],p42-cache.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],pacdcefrmsql1b2.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],pandora.avrotros.nl,34.120.164.152,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,True,google,,"letsencrypt.org, pki.goog",avrotros.online,"ns-cloud-e1.googledomains.com, ns-cloud-e2.googledomains.com, ns-cloud-e3.googledomains.com, ns-cloud-e4.googledomains.com",
[x],pathoscopic.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],pc-membershipeuro.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],pers.avrotros.nl,"52.18.199.87, 52.212.24.17, 54.228.46.27","ns-991.awsdns-59.net, awsdns-hostmaster.amazon.com",,,NOERROR,"2a01:578:3::36e4:2e1b, 2a01:578:3::3412:c757, 2a01:578:3::34d4:1811",,,v=spf1 -all,,ssl-client.presspage.com,,
[x],pgg38w.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],pgg3iu.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],platform.live.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],platform.maestro.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],platform.televizier.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],plm-winprod1.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],post.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],preferences-v1-sso-my-oceania.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],private-apps-intra-backups-www-test.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],prod.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],prodjrss-215-74-47-13.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],produpdate.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],pub-infomediaconfig-helpdesk.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],pulse.avrotros.nl,145.58.184.68,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],radar-dev.app.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,True,cloudflare,,,,,
[x],radar-web2.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],radar.app.avrotros.nl,"188.114.98.229, 188.114.99.229","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5",True,cloudflare,,,,,
[x],radar.assets.avrotros.nl,"188.114.99.229, 188.114.98.229","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5",True,cloudflare,,,,,
[x],rds.avrotros.nl,"145.58.188.114, 145.58.188.115","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],relay.avrotros.nl,145.58.184.4,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],resources.assets.avrotros.nl,"104.22.9.220, 104.22.8.220, 172.67.39.253","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::6816:9dc, 2606:4700:10::6816:8dc, 2606:4700:10::ac43:27fd",True,cloudflare,,,,,
[x],rr2014.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],rr2016.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],rr2018.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],rr2020.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,amazon.com,,,
[x],rr2021.avrotros.nl,"13.32.121.63, 13.32.121.35, 13.32.121.94, 13.32.121.128","ns-335.awsdns-41.com, awsdns-hostmaster.amazon.com",,,NOERROR,"2600:9000:2240:d400:10:6796:8cc0:93a1, 2600:9000:236e:8400:10:6796:8cc0:93a1, 2600:9000:2240:6e00:10:6796:8cc0:93a1, 2600:9000:2240:4800:10:6796:8cc0:93a1, 2600:9000:2240:ae00:10:6796:8cc0:93a1, 2600:9000:236e:a000:10:6796:8cc0:93a1, 2600:9000:2240:7e00:10:6796:8cc0:93a1, 2600:9000:2240:0:10:6796:8cc0:93a1",True,cloudfront,,amazon.com,d3nyxs5v5yx4c3.cloudfront.net,"ns-1121.awsdns-12.org, ns-1794.awsdns-32.co.uk, ns-335.awsdns-41.com, ns-891.awsdns-47.net",
[x],rsw152-6-prd.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],rsw51-1-rtm.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],rt-b-1-po-6.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],rvt.avrotros.nl,172.217.168.51,"ns1.google.com, dns-admin.google.com",,,NOERROR,2a00:1450:4017:812::2013,,,,,ghs.googlehosted.com,,
[x],s3-privatetempuploads-corporate.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],s3int-users.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],sai.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],sap-dev.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],search-api.avrotros.nl,"104.22.8.220, 104.22.9.220, 172.67.39.253","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::6816:9dc, 2606:4700:10::ac43:27fd, 2606:4700:10::6816:8dc",True,cloudflare,,,,,
[x],shareit.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],sherlock-test.avrotros.nl,40.113.131.37,"ns1-201.azure-dns.com, msnhst.microsoft.com",,,NOERROR,,True,azure,,,"sherlock-avrotros-qa.azurewebsites.net, waws-prod-am2-225.sip.azurewebsites.windows.net, waws-prod-am2-225.cloudapp.net",,
[x],sherlock.avrotros.nl,40.113.131.37,"ns1-201.azure-dns.com, msnhst.microsoft.com",,,NOERROR,,True,azure,,,"sherlock-avrotros.azurewebsites.net, waws-prod-am2-225.sip.azurewebsites.windows.net, waws-prod-am2-225.cloudapp.net",,
[x],shopold.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],sitemaps.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],sjrca06.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],smoelenboek.avrotros.nl,34.149.111.71,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,True,google,,,,,
[x],spn4-2-gre.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],sr-b-1-vlan-15.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],ssl.avrotros.nl,145.58.184.10,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],stag9-bastion-preferred.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],stage2du80.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],static.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],status-assetsacceptatie-panasonicdirect.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],status-sso-signup.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],statuspagesperso.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],sterren.avrotros.nl,"172.67.39.253, 104.22.8.220, 104.22.9.220","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::6816:8dc, 2606:4700:10::6816:9dc, 2606:4700:10::ac43:27fd",True,cloudflare,,,,,
[x],stories.avrotros.nl,"104.26.7.155, 172.67.69.247, 104.26.6.155","lily.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:20::681a:69b, 2606:4700:20::ac43:45f7, 2606:4700:20::681a:79b",True,cloudflare,,,cname.tappable.link,,
[x],studio.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],televizier.avrotros.nl,176.34.122.85,"ns-1079.awsdns-06.org, awsdns-hostmaster.amazon.com",,,NOERROR,2a05:d018:db2:d800:4503:f6c5:5a9a:c286,,,,";, letsencrypt.org; validationmethods=dns-01",televizierring.angrypix.com,,
[x],test-api.inos.avrotros.nl,145.58.19.251,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],test-cf-cache.avrotros.nl,"104.22.8.220, 172.67.39.253, 104.22.9.220","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::6816:8dc, 2606:4700:10::ac43:27fd, 2606:4700:10::6816:9dc",True,cloudflare,,,,,
[x],test.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],test.inos.avrotros.nl,145.58.19.251,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],test.opgelicht.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],test.opsporingverzocht.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],test.rr2014.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],test.wieisdemol.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],test.zorgnu.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],tooele-158-1-31-47.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor11-75-pdc.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor11.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor120-216-pda.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor142-180-pdc.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor15-24-pdd.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor158-198-grc.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor182-233-pdb.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor282-334-pda.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor296-433-pdb.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor42-120-pdc.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor55-87-gre.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor92-123-pdb.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],tor96-114-pda.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],ukznstats.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],upgradenew-metasql.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],upload-apiaccept-domain.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],uploaddbcorporate-gitvpn.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],uploads-data-stagingdefaultproduction.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],uploadsinternal.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],userstemp.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],userswebservicesmaster-backups-www-test.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],usw8-306-grc.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],usw9-185-pda.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],v1elasticbeanstalkno-replymail.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],v2-update-alphadata-stagingdefaultproduction.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],v2admin.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],v2dev.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],v3-errorna.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],v3-paymentserpalt.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],v3-temp-gcp-v3-private-register-clients.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],v3-webapp-temp-exchangedns.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],v3manager-devel-vpn.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],v4newstatic.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],vcenter2.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],vl9.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],vr.avrotros.nl,142.250.186.83,"ns1.google.com, dns-admin.google.com",,,NOERROR,2a00:1450:4001:80b::2013,,,,,ghs.googlehosted.com,,
[x],wccapture.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],web-tst.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],web.avrotros.nl,145.58.232.30,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],webinspirasi.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],weblog-new-corp.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],webservices.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],webshop.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],widm-api-dev.avrotros.nl,"188.114.99.229, 188.114.98.229","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5",True,cloudflare,,,,,
[x],widm-app-dev.avrotros.nl,"172.67.39.253, 104.22.8.220, 104.22.9.220","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::ac43:27fd, 2606:4700:10::6816:9dc, 2606:4700:10::6816:8dc",True,cloudflare,,,,,
[x],widm-app.avrotros.nl,"172.67.39.253, 104.22.9.220, 104.22.8.220","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::6816:8dc, 2606:4700:10::6816:9dc, 2606:4700:10::ac43:27fd",True,cloudflare,,,,,
[x],widm-cms.avrotros.nl,"104.22.8.220, 104.22.9.220, 172.67.39.253","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::6816:8dc, 2606:4700:10::6816:9dc, 2606:4700:10::ac43:27fd",True,cloudflare,,,,,
[x],wieisdemol.assets.avrotros.nl,"104.22.8.220, 172.67.39.253, 104.22.9.220","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::ac43:27fd, 2606:4700:10::6816:8dc, 2606:4700:10::6816:9dc",True,cloudflare,,,,,
[x],wikiaccept-archivecorp.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],wikiupdate-inframaster.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],winkel.avrotros.nl,94.130.9.33,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],www.assets.avrotros.nl,"172.67.39.253, 104.22.8.220, 104.22.9.220","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::ac43:27fd, 2606:4700:10::6816:8dc, 2606:4700:10::6816:9dc",True,cloudflare,,,,,
[x],www.avrotros.nl,"104.22.9.220, 104.22.8.220, 172.67.39.253","carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:10::6816:9dc, 2606:4700:10::ac43:27fd, 2606:4700:10::6816:8dc",True,cloudflare,yandex-verification: 6dadd5d7ed513087,,,,
[x],www.cookies.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],www.pers.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],www.sherlock.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],www.test.opsporingverzocht.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],www.test.wieisdemol.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],www.vcenter.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],www.vcenter2.avrotros.nl,,"carl.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,,,,
[x],www9a.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],y50xmlapp001cl.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
[x],yellowstone.dev.avrotros.nl,127.0.0.1,"carl.ns.cloudflare.com, dns.cloudflare.com",True,127.0.0.1,NOERROR,,,,,,,,
