new,host,a,soa,status_code,txt,aaaa,cdn,cdn-name,mx,ns,has_internal_ips,internal_ips,cname,caa
[x],br68-ip08.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br68-ip09.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br68-ip10.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br68-ip11.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br68-ip12.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br68.hostgator.com.br,192.185.176.111,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br680-ip02.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br680-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br680-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br680.hostgator.com.br,108.179.192.185,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br682-ip02.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br682-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br682-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br684-ip02.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br684-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br684-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br686-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br686-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br686.hostgator.com.br,108.179.192.200,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br688-ip04.hostgator.com.br,,,NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br688-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br688.hostgator.com.br,108.179.193.0,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br690-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br690-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br690.hostgator.com.br,108.179.193.5,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br692-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br692-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br692.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br694-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br694-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br694.hostgator.com.br,108.179.193.15,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br696.hostgator.com.br,108.179.193.20,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br698.hostgator.com.br,108.179.193.25,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br70-ip02.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br70-ip03.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br70-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br70-ip08.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br70-ip09.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br70-ip13.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br70-ip14.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br70.hostgator.com.br,192.185.176.131,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br700.hostgator.com.br,108.179.193.30,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7000.hostgator.com.br,162.241.19.95,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7001.hostgator.com.br,162.241.19.96,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7003.hostgator.com.br,162.241.19.98,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7004.hostgator.com.br,162.241.19.99,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7005.hostgator.com.br,162.241.19.100,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7007.hostgator.com.br,162.241.19.102,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7009.hostgator.com.br,162.241.19.104,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7010.hostgator.com.br,162.241.19.105,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7011.hostgator.com.br,162.241.19.106,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7012.hostgator.com.br,162.241.19.107,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br7014.hostgator.com.br,162.241.19.109,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br702.hostgator.com.br,108.179.193.35,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br704.hostgator.com.br,108.179.193.65,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br706.hostgator.com.br,108.179.193.70,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br708.hostgator.com.br,108.179.193.75,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br710.hostgator.com.br,108.179.193.80,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br714.hostgator.com.br,108.179.193.90,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br716.hostgator.com.br,108.179.193.95,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br718.hostgator.com.br,108.179.193.100,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br72-ip03.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br72-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br72-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br72-ip08.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br72-ip10.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br72-ip12.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br72.hostgator.com.br,192.185.176.159,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br720.hostgator.com.br,108.179.193.135,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br722.hostgator.com.br,108.179.193.140,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br724.hostgator.com.br,108.179.193.145,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br728.hostgator.com.br,108.179.193.160,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br730.hostgator.com.br,108.179.193.165,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br732.hostgator.com.br,108.179.193.170,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br736.hostgator.com.br,108.179.193.180,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br74-ip02.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br74-ip03.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br74-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br74-ip06.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br740.hostgator.com.br,108.179.193.190,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br742.hostgator.com.br,108.179.193.195,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br746.hostgator.com.br,50.116.86.20,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br752.hostgator.com.br,50.116.86.35,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br754.hostgator.com.br,50.116.86.40,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br756.hostgator.com.br,50.116.86.45,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br758.hostgator.com.br,50.116.86.50,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br76-ip02.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br76-ip03.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br76-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br76-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br76-ip08.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br76-ip09.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br76-ip10.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br76-ip11.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br76.hostgator.com.br,192.185.176.178,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br760.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br764.hostgator.com.br,50.116.86.65,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br766.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br768.hostgator.com.br,50.116.86.75,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br770.hostgator.com.br,50.116.86.80,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br772.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br776.hostgator.com.br,50.116.87.120,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br78-ip02.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br78-ip03.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br78-ip04.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br78-ip05.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br78-ip06.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br78-ip07.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br78-ip09.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br78-ip11.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br78-ip12.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br78-ip13.hostgator.com.br,,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,,,,,,,,,
[x],br78.hostgator.com.br,192.185.176.147,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br780.hostgator.com.br,50.116.87.130,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br784.hostgator.com.br,50.116.87.140,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br786.hostgator.com.br,50.116.87.145,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br788.hostgator.com.br,50.116.87.150,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],br790.hostgator.com.br,50.116.87.155,"ns1.hostgator.com.br, dns.cloudflare.com",NOERROR,,,,,,,,,,
