new,host,a,soa,status_code,cdn,cdn-name,ns,cname,caa,aaaa,mx,txt,has_internal_ips,internal_ips
[x],upload-mach131-87-129-84.my.ncsc.gov.uk,,"ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],upload2-migrate.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.45, 52.222.214.84, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadaccessstaging-masterrings.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.84, 52.222.214.45, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadedge-atlas-shv-01-pmo1.my.ncsc.gov.uk,"52.222.214.45, 52.222.214.123, 52.222.214.98, 52.222.214.84","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadengineeringbackupconfig.my.ncsc.gov.uk,"108.157.229.112, 108.157.229.106, 108.157.229.18, 108.157.229.71","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploader-int.threatintel.service.ncsc.gov.uk,20.254.10.14,"ns1-09.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],uploader.threatintel.service.ncsc.gov.uk,20.90.70.138,"ns1-09.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],uploadlabs-develip-git.my.ncsc.gov.uk,,"ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadnewauthteamregister.my.ncsc.gov.uk,"18.65.39.104, 18.65.39.80, 18.65.39.16, 18.65.39.4","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploads-apiproduction.my.ncsc.gov.uk,"18.165.183.3, 18.165.183.41, 18.165.183.55, 18.165.183.113","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploads-logsapp-extranet.my.ncsc.gov.uk,"52.222.214.45, 52.222.214.84, 52.222.214.123, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploads-popcornstar45.my.ncsc.gov.uk,"99.86.114.94, 99.86.114.127, 99.86.114.61, 99.86.114.78","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1391.awsdns-45.org, ns-1709.awsdns-21.co.uk, ns-184.awsdns-23.com, ns-689.awsdns-22.net",,,,,,,
[x],uploadsaccount.my.ncsc.gov.uk,"18.66.248.26, 18.66.248.13, 18.66.248.72, 18.66.248.68","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadsappeuropewest.my.ncsc.gov.uk,"52.222.214.98, 52.222.214.84, 52.222.214.123, 52.222.214.45","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadscms-i-b2bsystem.my.ncsc.gov.uk,"52.85.151.4, 52.85.151.95, 52.85.151.57, 52.85.151.43","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadscms.my.ncsc.gov.uk,"52.222.214.45, 52.222.214.123, 52.222.214.84, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadsdatapreferenceserp.my.ncsc.gov.uk,"18.65.39.16, 18.65.39.80, 18.65.39.104, 18.65.39.4","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadsdevelopment.my.ncsc.gov.uk,,"ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadsinternal-preferences.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.45, 52.222.214.98, 52.222.214.84","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadsjenkins.my.ncsc.gov.uk,,"ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadstaging.my.ncsc.gov.uk,"18.66.248.68, 18.66.248.13, 18.66.248.26, 18.66.248.72","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadsuploads.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.84, 52.222.214.45, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uploadwwwold.my.ncsc.gov.uk,"52.222.214.84, 52.222.214.45, 52.222.214.123, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],upsize.my.ncsc.gov.uk,"99.86.114.127, 99.86.114.61, 99.86.114.94, 99.86.114.78","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1391.awsdns-45.org, ns-1709.awsdns-21.co.uk, ns-184.awsdns-23.com, ns-689.awsdns-22.net",,,,,,,
[x],urls-vip.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.45, 52.222.214.84, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],us-inet-prod1.my.ncsc.gov.uk,"18.66.248.68, 18.66.248.13, 18.66.248.72, 18.66.248.26","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],user-api-agreements-manager-stage.notprod.devops.ncsc.gov.uk,"34.242.147.238, 34.251.237.136, 52.49.148.245","ns-937.awsdns-53.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1794.awsdns-32.co.uk, ns-363.awsdns-45.com, ns-937.awsdns-53.net, ns-1047.awsdns-02.org",,,,,,,
[x],user-api-agreements-manager-test.notprod.devops.ncsc.gov.uk,"54.229.17.246, 52.48.16.60, 54.76.26.34","ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-403.awsdns-50.com, ns-616.awsdns-13.net, ns-1436.awsdns-51.org, ns-1902.awsdns-45.co.uk",,,,,,,
[x],user-api-agreements-manager.api.devops.ncsc.gov.uk,"34.242.230.45, 63.33.226.15, 52.213.146.224","ns-2046.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-2046.awsdns-63.co.uk, ns-363.awsdns-45.com, ns-892.awsdns-47.net, ns-1344.awsdns-40.org",,,,,,,
[x],user-api-asset-manager-int.notprod.devops.ncsc.gov.uk,"34.250.208.218, 54.247.139.70, 34.248.116.209","ns-927.awsdns-51.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-154.awsdns-19.com, ns-1885.awsdns-43.co.uk, ns-927.awsdns-51.net, ns-1357.awsdns-41.org",,,,,,,
[x],user-api-asset-manager-stage.notprod.devops.ncsc.gov.uk,"52.211.85.76, 34.241.88.125, 52.18.109.110","ns-312.awsdns-39.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1344.awsdns-40.org, ns-1740.awsdns-25.co.uk, ns-312.awsdns-39.com, ns-639.awsdns-15.net",,,,,,,
[x],user-api-asset-manager.api.devops.ncsc.gov.uk,"34.250.223.60, 108.128.115.204, 79.125.43.225","ns-27.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-27.awsdns-03.com, ns-590.awsdns-09.net, ns-1220.awsdns-24.org, ns-1790.awsdns-31.co.uk",,,,,,,
[x],user-api-mailcheck-dev.notprod.devops.ncsc.gov.uk,"52.56.245.54, 18.133.36.160, 18.135.112.33","ns-510.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1723.awsdns-23.co.uk, ns-510.awsdns-63.com, ns-820.awsdns-38.net, ns-1456.awsdns-54.org",,,,,,,
[x],user-api-mailcheck-stage.notprod.devops.ncsc.gov.uk,"3.11.5.19, 18.132.19.12, 18.135.124.103","ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-597.awsdns-10.net, ns-1139.awsdns-14.org, ns-1919.awsdns-47.co.uk, ns-228.awsdns-28.com",,,,,,,
[x],user-api-notifications-int.notprod.devops.ncsc.gov.uk,"52.18.246.201, 54.229.15.46, 34.250.194.150","ns-2024.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1505.awsdns-60.org, ns-2024.awsdns-61.co.uk, ns-556.awsdns-05.net, ns-8.awsdns-01.com",,,,,,,
[x],user-api-notifications-stage.notprod.devops.ncsc.gov.uk,,"ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],user-api-notifications-test.notprod.devops.ncsc.gov.uk,"52.16.148.118, 52.51.10.153, 54.216.152.223","ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-110.awsdns-13.com, ns-1273.awsdns-31.org, ns-1793.awsdns-32.co.uk, ns-963.awsdns-56.net",,,,,,,
[x],user-api-party-manager-dev.my.ncsc.gov.uk,"108.157.229.18, 108.157.229.112, 108.157.229.71, 108.157.229.106","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],user-api-party-manager-dev.notprod.devops.ncsc.gov.uk,"52.49.19.166, 54.72.89.202, 176.34.143.33","ns-703.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1208.awsdns-23.org, ns-1814.awsdns-34.co.uk, ns-456.awsdns-57.com, ns-703.awsdns-23.net",,,,,,,
[x],user-api-party-manager-int.notprod.devops.ncsc.gov.uk,"52.212.34.234, 63.32.125.105, 3.248.14.232","ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-151.awsdns-18.com, ns-741.awsdns-28.net, ns-1318.awsdns-36.org, ns-1655.awsdns-14.co.uk",,,,,,,
[x],user-api-party-manager-stage.notprod.devops.ncsc.gov.uk,"34.250.79.216, 34.250.58.208, 52.210.108.142","ns-521.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1156.awsdns-16.org, ns-1680.awsdns-18.co.uk, ns-50.awsdns-06.com, ns-521.awsdns-01.net",,,,,,,
[x],user-api-party-manager-test.notprod.devops.ncsc.gov.uk,"52.208.246.114, 99.80.170.213, 63.33.111.150","ns-1774.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1433.awsdns-51.org, ns-1774.awsdns-29.co.uk, ns-220.awsdns-27.com, ns-676.awsdns-20.net",,,,,,,
[x],user-api-party-manager.api.devops.ncsc.gov.uk,"108.128.53.87, 63.35.200.155, 52.17.197.38","ns-1186.awsdns-20.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1754.awsdns-27.co.uk, ns-602.awsdns-11.net, ns-1186.awsdns-20.org, ns-13.awsdns-01.com",,,,,,,
[x],user-api-reporting-service-dev.notprod.devops.ncsc.gov.uk,"34.255.17.182, 52.16.162.212, 54.217.190.19","ns-1757.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1368.awsdns-43.org, ns-1757.awsdns-27.co.uk, ns-22.awsdns-02.com, ns-922.awsdns-51.net",,,,,,,
[x],user-api-reporting-service-int.my.ncsc.gov.uk,"18.65.39.4, 18.65.39.80, 18.65.39.16, 18.65.39.104","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],user-api-reporting-service-int.notprod.devops.ncsc.gov.uk,"63.33.99.212, 63.32.9.243, 52.49.111.126","ns-1989.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1413.awsdns-48.org, ns-925.awsdns-51.net, ns-204.awsdns-25.com, ns-1989.awsdns-56.co.uk",,,,,,,
[x],user-api-reporting-service-stage.notprod.devops.ncsc.gov.uk,"54.74.222.221, 34.252.44.168, 99.80.22.98","ns-1253.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1253.awsdns-28.org, ns-1705.awsdns-21.co.uk, ns-314.awsdns-39.com, ns-693.awsdns-22.net",,,,,,,
[x],user-api-reporting-service.api.devops.ncsc.gov.uk,"52.16.165.84, 52.49.44.67, 52.30.251.171, 205.251.192.66, 205.251.195.103, 205.251.197.234, 205.251.199.106","ns-871.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-66.awsdns-08.com, ns-1898.awsdns-45.co.uk, ns-1514.awsdns-61.org, ns-871.awsdns-44.net",,,,,,,
[x],user-api-signin-dr.notprod.devops.ncsc.gov.uk,"18.168.186.57, 35.176.27.13, 18.168.79.169","ns-411.awsdns-51.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-411.awsdns-51.com, ns-593.awsdns-10.net, ns-1530.awsdns-63.org, ns-1981.awsdns-55.co.uk",,,,,,,
[x],user-api-signin-int.notprod.devops.ncsc.gov.uk,"13.41.103.188, 18.135.93.135, 18.135.228.207","ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],user-api-signin-stage.notprod.devops.ncsc.gov.uk,"18.130.131.15, 18.169.152.191, 3.9.187.250","ns-39.awsdns-04.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-39.awsdns-04.com, ns-536.awsdns-03.net, ns-1510.awsdns-60.org, ns-2040.awsdns-63.co.uk",,,,,,,
[x],user-api-signin-test.notprod.devops.ncsc.gov.uk,"3.10.74.242, 35.179.26.252, 13.40.230.146","ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-803.awsdns-36.net, ns-1376.awsdns-44.org, ns-1553.awsdns-02.co.uk, ns-437.awsdns-54.com",,,,,,,
[x],user-api-webcheck-int.notprod.devops.ncsc.gov.uk,"52.51.192.63, 34.253.148.168, 63.33.83.110","ns-1986.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-92.awsdns-11.com, ns-1034.awsdns-01.org, ns-1986.awsdns-56.co.uk, ns-905.awsdns-49.net",,,,,,,
[x],user-api-webcheck-stage.my.ncsc.gov.uk,,"ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],user-api-webcheck-stage.notprod.devops.ncsc.gov.uk,"34.251.220.190, 108.128.92.183, 54.73.19.123","ns-27.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-2000.awsdns-58.co.uk, ns-27.awsdns-03.com, ns-586.awsdns-09.net, ns-1432.awsdns-51.org",,,,,,,
[x],user-api-webcheck.api.devops.ncsc.gov.uk,"54.73.63.42, 34.246.141.252, 54.154.162.151","ns-1895.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1420.awsdns-49.org, ns-1895.awsdns-44.co.uk, ns-429.awsdns-53.com, ns-599.awsdns-10.net",,,,,,,
[x],user-cache-lbclients.my.ncsc.gov.uk,,"ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],user-chef-development.my.ncsc.gov.uk,"99.86.114.78, 99.86.114.94, 99.86.114.61, 99.86.114.127","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1391.awsdns-45.org, ns-1709.awsdns-21.co.uk, ns-184.awsdns-23.com, ns-689.awsdns-22.net",,,,,,,
[x],user-ftsam-143-88.my.ncsc.gov.uk,"18.244.146.93, 18.244.146.19, 18.244.146.35, 18.244.146.75","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],useraccessftp-apiproduction.my.ncsc.gov.uk,"52.222.214.84, 52.222.214.98, 52.222.214.123, 52.222.214.45","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],userapiapps.my.ncsc.gov.uk,"108.157.229.106, 108.157.229.112, 108.157.229.18, 108.157.229.71","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],users-alpha-uploads-static-backup-accept-domain.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.98, 52.222.214.84, 52.222.214.45","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],users-development.my.ncsc.gov.uk,"18.65.39.80, 18.65.39.4, 18.65.39.104, 18.65.39.16","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],users-preferences-temps3postmastergitvpn.my.ncsc.gov.uk,"54.230.206.91, 54.230.206.88, 54.230.206.89, 54.230.206.109","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],users-repo-clients-wwwm.my.ncsc.gov.uk,"99.86.114.94, 99.86.114.127, 99.86.114.61, 99.86.114.78","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1391.awsdns-45.org, ns-1709.awsdns-21.co.uk, ns-184.awsdns-23.com, ns-689.awsdns-22.net",,,,,,,
[x],usersartgenie1.my.ncsc.gov.uk,"99.86.114.78, 99.86.114.94, 99.86.114.127, 99.86.114.61","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1391.awsdns-45.org, ns-1709.awsdns-21.co.uk, ns-184.awsdns-23.com, ns-689.awsdns-22.net",,,,,,,
[x],usersbackupsgit.my.ncsc.gov.uk,"52.222.214.45, 52.222.214.123, 52.222.214.84, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],userscslink-tunnel-mx.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.98, 52.222.214.45, 52.222.214.84","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],usersdeploy-acceptdockerintra-backups-www-test.my.ncsc.gov.uk,"99.86.114.78, 99.86.114.61, 99.86.114.127, 99.86.114.94","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],usersredirectexamples-uploadspanel.my.ncsc.gov.uk,"18.66.248.72, 18.66.248.26, 18.66.248.68, 18.66.248.13","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],usersupdateintra-apius.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.84, 52.222.214.45, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],usersvideov1jenkinssecure.my.ncsc.gov.uk,"99.86.114.127, 99.86.114.61, 99.86.114.94, 99.86.114.78","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1391.awsdns-45.org, ns-1709.awsdns-21.co.uk, ns-184.awsdns-23.com, ns-689.awsdns-22.net",,,,,,,
[x],usersweb-git.my.ncsc.gov.uk,"18.66.248.13, 18.66.248.26, 18.66.248.72, 18.66.248.68","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],uservpn-corpimgshare.my.ncsc.gov.uk,"52.222.214.98, 52.222.214.84, 52.222.214.123, 52.222.214.45","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],usw1-1-lbd.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.45, 52.222.214.84, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],usw17-205-pda.my.ncsc.gov.uk,"52.222.214.84, 52.222.214.98, 52.222.214.123, 52.222.214.45","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],usw20-198-pda.my.ncsc.gov.uk,"18.65.39.104, 18.65.39.4, 18.65.39.16, 18.65.39.80","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],usw3-9-coa.my.ncsc.gov.uk,"52.222.214.84, 52.222.214.45, 52.222.214.98, 52.222.214.123","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],usw4-13-stl.my.ncsc.gov.uk,"99.86.114.94, 99.86.114.127, 99.86.114.78, 99.86.114.61","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1391.awsdns-45.org, ns-1709.awsdns-21.co.uk, ns-184.awsdns-23.com, ns-689.awsdns-22.net",,,,,,,
[x],usw4-21-owa.my.ncsc.gov.uk,"18.66.248.26, 18.66.248.68, 18.66.248.72, 18.66.248.13","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],util42.my.ncsc.gov.uk,"18.66.248.13, 18.66.248.68, 18.66.248.26, 18.66.248.72","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],util45.my.ncsc.gov.uk,"52.85.151.43, 52.85.151.95, 52.85.151.4, 52.85.151.57","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],util80.my.ncsc.gov.uk,"18.244.146.19, 18.244.146.75, 18.244.146.35, 18.244.146.93","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],utils-int.threatintel.service.ncsc.gov.uk,20.254.10.14,"ns1-09.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],utils.mse.threatintel.service.ncsc.gov.uk,20.90.236.250,"ns1-09.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],utils.threatintel.service.ncsc.gov.uk,20.90.70.138,"ns1-09.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,,
[x],v1-b2b-update.my.ncsc.gov.uk,"54.230.206.109, 54.230.206.91, 54.230.206.88, 54.230.206.89","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v1-debuguseradmin-wwwm.my.ncsc.gov.uk,"52.222.214.98, 52.222.214.45, 52.222.214.84, 52.222.214.123","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v1-research.my.ncsc.gov.uk,"52.85.151.57, 52.85.151.95, 52.85.151.4, 52.85.151.43","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v1-sales.my.ncsc.gov.uk,"52.222.214.98, 52.222.214.84, 52.222.214.123, 52.222.214.45","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v1-stagingv3-minervadev.my.ncsc.gov.uk,"18.244.146.75, 18.244.146.19, 18.244.146.35, 18.244.146.93","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v1awslb.my.ncsc.gov.uk,"18.65.39.80, 18.65.39.104, 18.65.39.4, 18.65.39.16","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v1confluenceweb-oceania-uat.my.ncsc.gov.uk,"18.65.39.80, 18.65.39.4, 18.65.39.104, 18.65.39.16","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v1uploads-v1-web.my.ncsc.gov.uk,,"ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v1weblog.my.ncsc.gov.uk,"18.65.39.16, 18.65.39.104, 18.65.39.4, 18.65.39.80","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v2-customers-devenv-mx-corporate.my.ncsc.gov.uk,"99.86.114.94, 99.86.114.61, 99.86.114.78, 99.86.114.127","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1391.awsdns-45.org, ns-1709.awsdns-21.co.uk, ns-184.awsdns-23.com, ns-689.awsdns-22.net",,,,,,,
[x],v2-en-logsauth-mirror-my-oceania.my.ncsc.gov.uk,"52.222.214.45, 52.222.214.84, 52.222.214.98, 52.222.214.123","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v2-slave-alt.my.ncsc.gov.uk,"18.65.39.16, 18.65.39.4, 18.65.39.80, 18.65.39.104","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v2-tv-point.my.ncsc.gov.uk,"18.65.39.4, 18.65.39.80, 18.65.39.104, 18.65.39.16","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1391.awsdns-45.org, ns-1709.awsdns-21.co.uk, ns-184.awsdns-23.com, ns-689.awsdns-22.net",,,,,,,
[x],v273-si2.my.ncsc.gov.uk,"18.65.39.80, 18.65.39.4, 18.65.39.104, 18.65.39.16","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v2adminbucket.my.ncsc.gov.uk,"52.222.174.63, 52.222.174.10, 52.222.174.27, 52.222.174.79","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v2applepay.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.45, 52.222.214.98, 52.222.214.84","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v2infrastructure.my.ncsc.gov.uk,"52.222.214.123, 52.222.214.45, 52.222.214.84, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],v2mediaconfig-redirect.my.ncsc.gov.uk,"52.222.214.45, 52.222.214.84, 52.222.214.123, 52.222.214.98","ns-1709.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
