new,host,a,soa,status_code,cname,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,mx,aaaa,ptr,caa
[x],status.sie.sony.com,52.215.192.132,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,kdfbx3nnsv3d.stspg-customer.com,,,,,,,,,,"globalsign.com;, letsencrypt.org"
[x],stg-myspe.spe.sony.com,"54.202.54.251, 35.162.60.148, 44.227.80.202","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,ff090686270f13bebc4e6df6cfd4bbe7-741808507.us-west-2.elb.amazonaws.com,,,,,,,,,,
[x],stg.experience.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],store.sony.com,23.212.217.250,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"store.sony.edgekey.net, e12827.dscb.akamaiedge.net",,,,,,,,"2a02:26f0:6c00:1b5::321b, 2a02:26f0:6c00:199::321b",,
[x],stream.spe.sony.com,64.70.2.38,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],stream1-outside-a.fw-sj.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],stream2-outside-a.fw-bc.sony.com,160.33.98.120,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],streammanage.me.sony.com,"18.154.63.7, 18.154.63.15, 18.154.63.91, 18.154.63.97","ns-814.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,d3ws98mcq9thx.cloudfront.net,"ns-421.awsdns-52.com, ns-814.awsdns-37.net, ns-1125.awsdns-12.org, ns-1807.awsdns-33.co.uk",True,cloudfront,,,,,"2600:9000:243d:b400:8:4dd9:e540:93a1, 2600:9000:243d:e000:8:4dd9:e540:93a1, 2600:9000:243d:6400:8:4dd9:e540:93a1, 2600:9000:243d:9000:8:4dd9:e540:93a1, 2600:9000:243d:d200:8:4dd9:e540:93a1, 2600:9000:243d:ec00:8:4dd9:e540:93a1, 2600:9000:243d:a000:8:4dd9:e540:93a1, 2600:9000:243d:ce00:8:4dd9:e540:93a1",,
[x],studione.sel.sony.com,72.32.169.225,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],subscribe.sel.sony.com,198.245.82.33,"ns1.harte-hanks.com, hostmaster.harte-hanks.com",NOERROR,pages.email.sel.sony.com,,,,,,,,,,
[x],sumo.me.sony.com,"18.65.39.89, 18.65.39.60, 18.65.39.23, 18.65.39.37","ns-2005.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1240.awsdns-27.org, ns-2005.awsdns-58.co.uk, ns-339.awsdns-42.com, ns-979.awsdns-58.net",True,cloudfront,,,,inbound-smtp.us-west-2.amazonaws.com,,,
[x],support.am.sony.com,"143.204.68.55, 143.204.68.84, 143.204.68.6, 143.204.68.70","ns-1312.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,d2dpk1z5y7zdbm.cloudfront.net,"ns-1312.awsdns-36.org, ns-1544.awsdns-01.co.uk, ns-270.awsdns-33.com, ns-517.awsdns-00.net",True,cloudfront,,,,,"2600:9000:225d:d800:0:155b:4c80:93a1, 2600:9000:225d:e400:0:155b:4c80:93a1, 2600:9000:225d:f400:0:155b:4c80:93a1, 2600:9000:225d:5000:0:155b:4c80:93a1, 2600:9000:225d:2000:0:155b:4c80:93a1, 2600:9000:225d:2c00:0:155b:4c80:93a1, 2600:9000:225d:5400:0:155b:4c80:93a1, 2600:9000:225d:8000:0:155b:4c80:93a1",,
[x],support.dl.sony.com,"18.160.46.28, 18.160.46.65, 18.160.46.66, 18.160.46.3","ns-422.awsdns-52.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,"2600:9000:24f3:7a00:12:262d:9400:93a1, 2600:9000:24f3:e000:12:262d:9400:93a1, 2600:9000:24f3:1600:12:262d:9400:93a1, 2600:9000:24f3:4000:12:262d:9400:93a1, 2600:9000:24f3:7200:12:262d:9400:93a1, 2600:9000:24f3:ce00:12:262d:9400:93a1, 2600:9000:24f3:a600:12:262d:9400:93a1, 2600:9000:24f3:b200:12:262d:9400:93a1",,
[x],supportcentral4.sel.sony.com,206.114.200.68,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],surveys-staging.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],surveys.sony.com,160.33.196.45,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],swg.wws.sony.com,43.160.142.103,"swlext-ibsn-c01n01.infra.sie.sony.com, root.scea.com",NOERROR,,,,,,,,,,,
[x],swiss1-a.fw-bc.sony.com,160.33.98.36,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss1-a.fw-sj.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss1-b.fw-bc.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,,,,,,,
[x],swiss1-b.fw-sj.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss1.fw-sj.sony.com,160.33.80.17,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss2-a.fw-sj.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss2-b.fw-bc.sony.com,160.33.98.41,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss2-b.fw-sj.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss2-ext-a.fw-sj.sony.com,160.33.80.244,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss2-ext-b.fw-bc.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss2-ext-b.fw-sj.sony.com,160.33.80.245,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss3-a.fw-sj.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss3-b.fw-bc.sony.com,160.33.98.39,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swiss3-b.fw-sj.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],swlext-ibsn-c01n01.infra.sie.sony.com,160.33.170.20,"swlext-ibsn-c01n01.infra.sie.sony.com, root.scea.com",NOERROR,,,,,,,,,,,
[x],swlext-ibsn-c01n02.infra.sie.sony.com,160.33.170.21,"swlext-ibsn-c01n01.infra.sie.sony.com, root.scea.com",NOERROR,,,,,,,,,,,
[x],t.store.sony.com,104.102.130.83,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"store.sony.edgekey.net, e12827.dscb.akamaiedge.net",,,,,,,,"2600:1408:7400:186::321b, 2600:1408:7400:1a1::321b",,
[x],taas.spe.sony.com,173.251.241.72,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],tabextgw.spe.sony.com,"35.155.5.108, 100.20.76.128, 52.10.149.39","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nlb-tableau-ext-nlb-e8795c25fb869cd3.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],tableau-qa.spe.sony.com,52.149.215.200,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"tableau-qa.sony.msappproxy.net, cwap-nam1-runtime.routing.msappproxy.net, nam.proxy-3.appproxy.msidentity.com, www.tm.nam.proxy-3.appproxy.trafficmanager.net",,True,azure,,,,,,,
[x],tableau.spe.sony.com,52.149.215.200,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"tableau.sony.msappproxy.net, cwap-nam1-runtime.routing.msappproxy.net, nam.proxy-3.appproxy.msidentity.com, www.tm.nam.proxy-3.appproxy.trafficmanager.net",,True,azure,,,,,,,
[x],tableauredirect.wws.sony.com,,"swlext-ibsn-c01n01.infra.sie.sony.com, root.scea.com",NOERROR,,,,,,,,,,,
[x],tableauspt.spe.sony.com,52.149.215.200,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,"tableauspt.sony.msappproxy.net, cwap-nam1-runtime.routing.msappproxy.net, nam.proxy-3.appproxy.msidentity.com, www.tm.nam.proxy-3.appproxy.trafficmanager.net",,True,azure,,,,,,,
[x],techops-faspex.spe.sony.com,,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],tekzone-dev.spe.sony.com,208.84.224.188,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],tekzone-qa.spe.sony.com,208.84.224.190,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],tekzone-stg.spe.sony.com,208.84.224.191,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],tekzone.spe.sony.com,"54.68.31.139, 35.165.155.81, 35.160.97.64","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nlb-WDG-extaz-prod-45f32a1a3fd08bff.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],telnet-out.fw-bc.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],telnet-west.fw-sj.sony.com,160.33.80.17,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],test-adfs.eu.sony.com,195.2.38.70,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],test-contractsportal.sie.sony.com,"35.81.195.16, 52.10.176.144","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,conga-external-alb-test-1856517109.us-west-2.elb.amazonaws.com,,,,,,,,,,
[x],test.applitools.sie.sony.com,"162.49.101.152, 162.49.101.176","ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1400.awsdns-47.org, ns-1609.awsdns-09.co.uk, ns-482.awsdns-60.com, ns-790.awsdns-34.net",,,,,,,,,
[x],test.artifactory.sie.sony.com,"162.49.101.198, 162.49.101.229","ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],test.me.sel.sony.com,"52.35.125.186, 52.42.99.105","ns-734.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1079.awsdns-06.org, ns-1742.awsdns-25.co.uk, ns-484.awsdns-60.com, ns-734.awsdns-27.net",,,,,,,,,
[x],test.messagecenter.sony.com,54.248.97.19,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],test.moveit.snei.sony.com,69.36.132.65,"ns-995.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],test.sensugo.aws.sie.sony.com,"10.201.185.69, 10.201.186.133","ns-487.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.201.185.69, 10.201.186.133",,,,
[x],test.sony.com,23.222.51.194,"n0cn.akamaiedge.net, hostmaster.akamai.com",NOERROR,"test.sony.edgekey.net, e5296.dsca.akamaiedge.net, e5296.dsca.akamaiedge.net.0.1.cn.akamaiedge.net",,,,,,,,"2a02:26f0:500:3bb::14b0, 2a02:26f0:500:3a4::14b0",,
[x],test510register.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],test511bpcparts.sel.sony.com,129.33.21.58,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],test511bpcparts2.sel.sony.com,129.33.21.69,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],test511register.sel.sony.com,129.33.21.70,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],testbpcparts2.sel.sony.com,129.33.21.67,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],testrail.me.sony.com,"54.148.171.205, 54.187.168.113","ns-652.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-652.awsdns-17.net, ns-1561.awsdns-03.co.uk, ns-90.awsdns-11.com, ns-1374.awsdns-43.org",,,,,,,,,
[x],testsso-qa.spe.sony.com,173.251.241.55,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext-qa.spe.sony.com,,,,atlassian-domain-verification=zO0tmrook2uVQxXx42RYniDWqj/mW6Gv7vM2gv9G6vGiBReqLytNzTZvErX6KesZ,,,,,,
[x],tf-cicd-demo.aws.sie.sony.com,"10.201.185.238, 10.201.186.21","ns-487.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"10.201.185.238, 10.201.186.21",,,,
[x],thelearninghub.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext.spe.sony.com,,,,,,,,,,
[x],tpm.spe.sony.com,208.84.225.69,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],trig.email.account.sony.com,,"a.ns.email.account.sony.com, hostmaster.email.account.sony.com",NOERROR,,,,,,,,,,,
[x],tst-ext.am.sony.com,160.33.196.163,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],tvesb-qa.spe.sony.com,208.84.225.171,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],tvesb.spe.sony.com,208.84.225.188,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],tview-test.spe.sony.com,208.84.224.104,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],tx.mail02.readerstore.sony.com,74.116.7.252,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],tx.response.readerstore.sony.com,74.116.7.252,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],uag02.vdi.sie.sony.com,217.18.20.73,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1400.awsdns-47.org, ns-1609.awsdns-09.co.uk, ns-482.awsdns-60.com, ns-790.awsdns-34.net",,,,,,,,,
[x],uat-bpcparts.sel.sony.com,170.224.101.150,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],uat-bpcparts2.sel.sony.com,170.224.101.151,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],uat-dis.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],uat-register.e-shield.sel.sony.com,170.224.101.152,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],ubepuw01.sel.sony.com,160.33.102.26,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],ubepuw70.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],ubepuw701.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],ubepuw711.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],ubesuw711.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],ubetuw70.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],ubetuw701.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],uk.readerstore.sony.com,173.230.217.90,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,gb.readerstore.sony.com,,,,,,,,,,
[x],uka.sola.sony.com,"3.211.151.242, 52.0.3.236","ns-774.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,uka-prod-lb.uka.prod.use1.asgardmap.net,,,,,,,,,,
[x],uklondmz-cgw01.spe.sony.com,213.152.248.148,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,speremote.spe.sony.com,"udns1.ultradns.net, udns2.ultradns.net",,,,,,,,,
[x],ukplp03-2.spe.sony.com,173.251.248.129,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],ultipro-test.spe.sony.com,173.251.241.55,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext-qa.spe.sony.com,,,,atlassian-domain-verification=zO0tmrook2uVQxXx42RYniDWqj/mW6Gv7vM2gv9G6vGiBReqLytNzTZvErX6KesZ,,,,,,
[x],unlock.me.sony.com,"44.224.54.104, 54.244.35.213, 44.227.186.52","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1872.awsdns-42.co.uk, ns-603.awsdns-11.net, ns-101.awsdns-12.com, ns-1213.awsdns-23.org",,,,,,,,,
[x],us.digitalcinema.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],us.sony.com,160.33.26.10,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,"v=spf1 include:spf.protection.outlook.com ip4:185.132.183.11 ip4:185.183.30.70 ip4:62.209.51.193 ip4:91.207.212.191 ip4:121.100.43.226 ip4:121.100.43.225 ip4:121.100.43.221 ip4:160.33.194.235 -all, MS=ms32093795, MS=ms54779832",,,"mxb-001d1702.gslb.pphosted.com, mxa-001d1702.gslb.pphosted.com",,,
[x],usbmapgp10.fw-bc.sony.com,160.33.195.38,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],usbmasweb05.eworkplace.sony.com,160.33.102.13,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],usbmawcs01.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],usculxsnt01v.am.sony.com,160.33.194.232,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],usculxsntmt02v.am.sony.com,160.33.194.234,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],uslaxspe-ngs01.spe.sony.com,173.251.224.254,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],uslvespprdowafarm.sie.sony.com,162.49.102.247,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],uslvespprdowafarm.snei.sony.com,43.148.38.250,"ns-995.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],uslvespstgowafarm.snei.sony.com,43.148.32.141,"ns-995.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],ussdipgp11.fw-sd.sony.com,160.33.66.76,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,,,,,,,
[x],ussdiwcs01.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],usw2prd1.partner.developer.sony.com,44.236.114.87,"ns-1284.awsdns-32.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],vaio-online-kr.sony.com,211.125.128.144,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],vaio-online.sony.com,121.100.42.179,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],vaioimprovement.sony.com,13.71.159.128,"ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,vis-agw-p001.japaneast.cloudapp.azure.com,,True,azure,,,,,,,
[x],vaiooobe.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],vcse.spe.sony.com,208.84.227.57,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],vdi.sie.sony.com,"217.18.20.70, 217.18.20.71","ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],vendorportal.sel.sony.com,14.1.23.187,"ns1.site4now.net, hostmaster.smarterasp.net",NOERROR,sonyvendors.com,"ns2.site4now.net, ns1.site4now.net, ns3.site4now.net",,,google-site-verification=rWS5Sc5RtZ2UAAt-S-duiXdILAJjah7wjZEE6Vf_KzI,,,,,,
[x],ventana-qa.spe.sony.com,208.84.224.105,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],ventana-stg.spe.sony.com,208.84.224.106,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],ventana.spe.sony.com,208.84.224.148,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],ventana2.spe.sony.com,208.84.224.227,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],view.direct.account.sony.com,13.111.40.175,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,,,
[x],view.email.sel.sony.com,68.232.203.71,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,view.virt.s6.exacttarget.com,,,,,,,,,,
[x],view.exhibitorrelations.spe.sony.com,13.111.218.140,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],visitspe-qa.spe.sony.com,173.251.241.55,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext-qa.spe.sony.com,,,,atlassian-domain-verification=zO0tmrook2uVQxXx42RYniDWqj/mW6Gv7vM2gv9G6vGiBReqLytNzTZvErX6KesZ,,,,,,
[x],visitspe.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext.spe.sony.com,,,,,,,,,,
[x],vontubc2.fw-bc.sony.com,160.33.98.80,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],vpn-east.fw-bc.sony.com,198.83.176.3,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],vpn-portal-sj.sie.sony.com,69.36.132.133,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,2604:8540:fcd1::101,,
[x],vpn-west.sel.sony.com,160.33.81.10,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],vpn.playstation.sony.com,64.211.224.252,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],vpn.sie.sony.com,69.36.132.137,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],vpn.spe.sony.com,213.152.248.154,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,eu.vpn.spe.sony.com,,,,,,,,,,
[x],vpndev.spe.sony.com,173.251.241.32,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],vstream.sony.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,d3v3arb4c8908p.cloudfront.net,,,,,,,,,,
[x],watchdox.spe.sony.com,,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],web.spe.sony.com,64.70.2.32,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],webapps.spe.sony.com,64.70.2.31,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],webmethods01.spe.sony.com,208.84.224.98,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],webrtr.fw-bc.sony.com,"198.83.178.29, 198.83.176.237","ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],webstore.smss.sony.com,64.37.182.137,"ns1.sonynei.net, uniadmin.sonynei.net.smss.sony.com",NOERROR,,,,,,,,,,,
[x],wena.id.acm.account.sony.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"wena-id-acm-account-sony-com.janrain.ws, engagegw0-alb-border.multi.prod.va.janrain.com, engagegw0-multi-prod-va-454080695.us-east-1.elb.amazonaws.com",,,,,,,,,,
[x],whale.sel.sony.com,160.33.97.26,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],whipper-a.fw-bc.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,"mail1.fw-sd.sony.com, mail1.fw-bc.sony.com",,,
[x],whipper.fw-sd.sony.com,160.33.64.1,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],whois.sie.sony.com,100.42.96.42,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1400.awsdns-47.org, ns-1609.awsdns-09.co.uk, ns-482.awsdns-60.com, ns-790.awsdns-34.net",,,,,,,,,
[x],whopper-a.fw-sd.sony.com,160.33.65.29,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],whopper.fw-bc.sony.com,160.33.97.30,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],wiki.snei.sony.com,209.249.145.141,"ns-995.awsdns-60.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],work.playstation.sony.com,64.68.77.213,"swlext-ibsn-c01n01.infra.sie.sony.com, root.scea.com",NOERROR,redirect05.scea.com,,,,,,,,,,
[x],workcloud-qa.spe.sony.com,173.251.241.55,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext-qa.spe.sony.com,,,,atlassian-domain-verification=zO0tmrook2uVQxXx42RYniDWqj/mW6Gv7vM2gv9G6vGiBReqLytNzTZvErX6KesZ,,,,,,
[x],workcloud.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext.spe.sony.com,,,,,,,,,,
[x],workday.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext.spe.sony.com,,,,,,,,,,
[x],wp-dev.developer.sony.com,"52.51.212.27, 52.210.134.240, 54.72.165.212","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,sonydw-dev-1949985887.eu-west-1.elb.amazonaws.com,,,,,,,,,,
[x],wp-stage.developer.sony.com,"52.49.164.44, 54.195.104.5, 34.249.88.230","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,sonydw-stage-457418262.eu-west-1.elb.amazonaws.com,,,,,,,,,,
