new,host,a,cname,soa,status_code,aaaa,txt,has_internal_ips,internal_ips,cdn,cdn-name,ns,caa,mx
[x],rtl.fusionaws.nike.com,95.100.71.180,"fusionaws-prod.nike.com.edgekey.net, e16954.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],rtnawfmappdevmobile.nike.com,146.197.27.221,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],rtnawfmqamobile.nike.com,146.197.27.222,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],rtuscorpserviceslb.nike.com,146.197.65.126,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],ru-ru-help.nike.com,"52.222.139.54, 52.222.139.127, 52.222.139.80, 52.222.139.81",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],ru.converse.com,23.210.123.17,"ru.converse.com.edgekey.net, e11976.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],running.nike.com,"13.227.219.76, 13.227.219.28, 13.227.219.53, 13.227.219.2",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],rv-uat.nike.com,146.197.179.226,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],rvsend-prod.gbm.nike.com,,,,NOERROR,,,,,,,,,
[x],s-images.nike.net,"35.161.217.200, 52.27.255.25, 34.211.34.46",spil.pes-prod.nike.com,"ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],salesrep-dev.nike.net,,"salesrep-dev.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],salesrep-dev.portal-nonprod.nike.net,"54.201.69.230, 34.211.192.58, 44.240.7.89",,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],salesrep-qa.portal-nonprod.nike.net,"44.229.39.17, 44.240.166.155, 52.35.70.160",,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],salesrep-sec.portal-nonprod.nike.net,"35.166.174.59, 34.213.63.136, 35.164.109.28",,"ns-801.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1491.awsdns-58.org, ns-1761.awsdns-28.co.uk, ns-24.awsdns-03.com, ns-801.awsdns-36.net",,
[x],salesrep-stg.nike.net,184.25.217.63,"salesrep-stg.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sandbox-portal.mftaws.nike.com,"18.244.146.105, 18.244.146.67, 18.244.146.47, 18.244.146.114",mft-dev.cx-platform-test.nikecloud.com,"ns-545.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],sandbox.pes-preprod.nike.com,10.179.3.133,ptc-pcx-sandbox.crbxnktyllki.us-west-2.rds.amazonaws.com,"ns-446.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.179.3.133,,,,,
[x],sapbatch.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],sbx-odis.nike.com,104.99.232.64,"sbx-odis.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],scapi-qa.nike.com,104.99.232.64,"scapi.nike.com.edgekey.net, scapi.nike.com.edgekey.net.globalredir.akadns.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],schemaregistry.nmk-ops.e2e-pr.w2.nmk-test.platforms.nike.com,"10.239.188.68, 10.239.189.200, 10.239.190.153",,"ns-669.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=w2-nmk-test-e2e-pr,external-dns/resource=gateway/mkc-nmk-ops-fc437088/proxy-fc437088-schema-registry",True,"10.239.188.68, 10.239.189.200, 10.239.190.153",,,,,
[x],schemaregistry.nmk-ops.jkacz2.euc1.nmk-test.platforms.nike.com,"10.37.38.254, 10.37.37.197, 10.37.36.55",,"ns-1043.awsdns-02.org, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=euc1-nmk-test-jkacz2,external-dns/resource=gateway/mkc-nmk-ops-992af00f/proxy-992af00f-schema-registry",True,"10.37.38.254, 10.37.37.197, 10.37.36.55",,,,,
[x],schemaregistry.nmk-ops.psikor.euc1.nmk-test.platforms.nike.com,"10.37.37.29, 10.37.36.107, 10.37.38.246",,"ns-734.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=euc1-nmk-test-psikor,external-dns/resource=gateway/mkc-nmk-ops-d943ba36/proxy-d943ba36-schema-registry",True,"10.37.37.29, 10.37.36.107, 10.37.38.246",,,,,
[x],scicdn.nike.com,88.221.168.74,"scicdn.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],scinyc.nike.com,35.193.143.29,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,google,,,
[x],sdks.platforms.nike.com,"10.181.145.239, 10.181.151.0, 10.181.152.218",,"ns-561.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.181.145.239, 10.181.151.0, 10.181.152.218",,,,,
[x],sdnewsletter.nike.com,23.215.21.6,"custom.readz-com.edgekey.net, e4271.e2.akamaiedge.net","n0e2.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],seam-v2.registry.us-west-2.nifi.nike.com,"10.239.161.36, 10.239.160.223, 10.239.162.71",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=service/mnp-nginx-ingress-controller/mnp-nginx-ingress-controller",True,"10.239.161.36, 10.239.160.223, 10.239.162.71",,,,,
[x],search.nike.com,104.111.216.70,"search.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sec-dsm-pur-nifi-registry.registry.us-west-2.nifi.nike.com,"10.239.160.169, 10.239.162.246, 10.239.161.90",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=ingress/sec-dsm-pur-nifi-registry/registry-ingress",True,"10.239.160.169, 10.239.162.246, 10.239.161.90",,,,,
[x],sec-opsandservices.registry.us-west-2.nifi.nike.com,"10.239.161.90, 10.239.160.169, 10.239.162.246",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=ingress/sec-opsandservices/registry-ingress",True,"10.239.161.90, 10.239.160.169, 10.239.162.246",,,,,
[x],secure-api-backend.nike.com,146.197.184.20,origin-secure-api-backend.nike.com,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],secure-global.nike.com,104.99.232.64,"secure-global.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],secure-images-qa.nike.net,,spil-qa.pes-preprod.nike.com,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],secure-modules.nike.com,23.52.120.159,"secure-modules.nike.com.edgekey.net, e2698.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],secure-nikeelite.nike.com,88.221.168.74,"nikeelite.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],secure-nikeid.nike.com,23.200.160.73,"secure-nikeid.nike.com.edgekey.net, secure-nikeid.nike.com.edgekey.net.globalredir.akadns.net, e2698.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],secure-niketown.nike.com,95.101.148.65,"secure-niketown.nike.com.edgekey.net, secure-niketown.nike.com.edgekey.net.globalredir.akadns.net, e2698.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],secure.nike.com,146.197.20.189,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],secureaccess.nike.com,20.230.184.20,secureaccess.ctx-gslb-ext.nike.com,"ctx-adns-azure-uswest2-adc1-ext.nike.com, hostmaster.nike.com, ctx-adns-azure-uswest2-adc2-ext.nike.com",NOERROR,,,,,,,,,
[x],secureaccesstest.nike.com,20.230.184.214,secureaccesstest.ctx-gslb-ext.nike.com,"ctx-adns-azure-uswest2-adc1-ext.nike.com, hostmaster.nike.com, ctx-adns-azure-uswest2-adc2-ext.nike.com",NOERROR,,,,,,,,,
[x],securevdi.nike.com,146.197.27.169,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],seg.nike.com,146.197.27.235,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],sends.nike.com,,u14102629.wl130.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,v=spf1 ip4:149.72.133.161 ip4:149.72.133.162 ip4:149.72.138.1 ip4:167.89.50.95 -all,,,,,,,mx.sendgrid.net
[x],sensu.nike.net,10.7.45.10,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.7.45.10,,,,,
[x],serving.aetrino.e1.prod.dynamicanalytics.platforms.nike.com,,,"ns-310.awsdns-38.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1362.awsdns-42.org, ns-1544.awsdns-01.co.uk, ns-310.awsdns-38.com, ns-935.awsdns-52.net",,
[x],serving.ure.w2.stage.dynamicanalytics.platforms.nike.com,,,"ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-620.awsdns-13.net, ns-1248.awsdns-28.org, ns-1877.awsdns-42.co.uk, ns-54.awsdns-06.com",,
[x],serving.ure1.e1.ngap.nike.com,,,"ns-1143.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1143.awsdns-14.org, ns-1771.awsdns-29.co.uk, ns-603.awsdns-11.net, ns-72.awsdns-09.com",,
[x],sfb.nike.com,156.37.253.88,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],sfy-dev.gbm.nike.com,,,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],shareyourdream.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],shipplan-api.emeasd0x18e289.sbx.thecommons.nike.com,,,"ns-734.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],shop.nike.net,184.25.217.63,"futures-ecs.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sineusp1abomaa1.nike.com,156.53.224.77,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],sinnetp1aexpe002.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],sip.converse.com,,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:48::20,,,,,,"eu-a.prod1.footprint.net, eu-b.prod1.footprint.net",,
[x],skugit.nike.com,54.212.111.209,nkx0x9687a2-git-prod-lb-2028743316.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],skuprojects-qa.nike.com,"35.167.225.27, 54.245.234.6",nkx0x9687a2-projects-qa-lb-86957862.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],smartsheet.nike.com,"3.219.210.1, 50.17.38.43, 3.215.234.162",sso.smartsheet.com,"ns-919.awsdns-50.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1242.awsdns-27.org, ns-1588.awsdns-06.co.uk, ns-490.awsdns-61.com, ns-919.awsdns-50.net",,
[x],smetrics.converse.com,"63.140.62.164, 63.140.62.160, 63.140.62.135",converse.com.ssl.d1.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,,,,
[x],smodus.nike.com,"63.140.62.164, 63.140.62.135, 63.140.62.160",nike.com.ssl.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,,,,
[x],smscompliance2-api.nike.com,96.17.5.96,"smscompliance2-api.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],smtp-ex1-va2.nike.com,146.197.185.243,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],smtp-ex1.va2.b2c.nike.com,146.197.185.243,,"ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],smtp-ex2.va2.b2c.nike.com,146.197.185.244,,"ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],snkrs-test.services.nike.com,"88.221.24.64, 88.221.24.25","snkrs-test.services.nike.com.edgekey.net, e40612.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:b200::58dd:18e2, 2a02:26f0:b200::58dd:18b3",,,,,,,,
[x],social-api.nike.com,"146.197.184.22, 205.251.197.8, 205.251.198.251, 205.251.192.219, 205.251.195.67",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,"ns-n1.nike.com, ns-n2.nike.com, ns-n3.nike.com, ns-n4.nike.com",,
[x],socialize.nike.com,,"socialize.gigya.com, farm5.gigya.com, lb-d.us1.gigya.com","dns1.p01.nsone.net, hostmaster.nsone.net, ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sole.nike.com,,"s.multiscreensite.com, global.multiscreensite.com, d1-hitch-eu-nlb-e064e2845fd0c838.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],sonar.b2c.nike.com,10.11.55.226,,"ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.11.55.226,,,,,
[x],sop-dvl-func.nike.com,,,,NOERROR,,,,,,,,,
[x],sop-refactor-dvl-generic-func.nike.com,,,,NOERROR,,,,,,,,,
[x],sop-refactor-tst-playerdb-func.nike.com,,,,NOERROR,,,,,,,,,
[x],sor.nike.com,184.25.218.162,"sor.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],sots-change-tracking-prod.gbm.nike.com,,,,NOERROR,,,,,,,,,
[x],space-api.emeasd0x18e289.prd.thecommons.nike.com,"52.222.139.64, 52.222.139.70, 52.222.139.51, 52.222.139.93",,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],spanalytics.nike.com,104.40.13.152,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,azure,,,
[x],speakup.nike.com,"18.66.122.23, 18.66.122.25, 18.66.122.86, 18.66.122.109",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],spf.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,"v=spf1 include:spf-001b6002.pphosted.com ip6:2001:4860:4000::/36 ip6:2404:6800:4000::/36 ip6:2607:f8b0:4000::/36 ip6:2800:3f0:4000::/36 ip6:2a00:1450:4000::/36 ip6:2c0f:fb50:4000::/36 , ip4:64.18.0.0/20 ip4:64.233.160.0/19 ip4:66.102.0.0/20 ip4:66.249.80.0/20 ip4:72.14.192.0/18 ip4:74.125.0.0/16 ip4:108.177.8.0/21 ip4:173.194.0.0/16 ip4:207.126.144.0/20 , ip4:209.85.128.0/17 ip4:216.58.192.0/19 ip4:216.239.32.0/19 ip4:172.217.0.0/19 ip4:108.177.96.0/19 ip4:216.82.240.0/20 ip4:67.219.240.0/20 ip4:117.120.16.0/21 ip4:103.9.96.0/22 , ip4:85.158.136.0/21 ip4:193.109.254.0/23 ip4:194.106.220.0/23 ip4:195.245.230.0/23 ip4:95.131.104.0/21 ip4:46.226.48.0/21 ip4:196.14.170.0/23 ip4:173.193.210.32/27 ip4:50.23.218.192/27 , ip4:174.37.226.64/27 ip4:208.43.239.136/30 ip4:184.173.105.0/24 ip4:184.173.153.0/24 ip4:104.130.122.0/23 ip4:209.61.151.0/24 ip4:166.78.68.0/22 ip4:198.61.254.0/23 ip4:192.237.158.0/23 , ip4:23.253.182.0/24 ip4:23.253.183.0/24 ip4:104.130.96.0/28 , ip4:213.222.2.6 ip4:199.122.122.176/28 ip4:199.122.121.112/28 ip4:199.122.122.240/28 ip4:66.231.95.0/29 ip4:198.245.95.124/30 ip4:173.193.210.32/27 ip4:50.23.218.192/27 , ip4:174.37.226.64/27 ip4:208.43.239.136/30 ip4:184.173.105.0/24 ip4:184.173.153.0/24 , ip4:104.130.122.0/23 ip4:146.20.112.0/26 ip4:209.61.151.0/24 ip4:166.78.68.0/22 ip4:198.61.254.0/23 ip4:192.237.158.0/23 , ip4:23.253.182.0/23 ip4:104.130.96.0/28 ip4:146.20.113.0/24 ip4:146.20.191.0/24 ip4:159.135.224.0/20 , ip4:84.17.184.240/28 ip4:84.17.190.192/26 ip4:84.17.171.128/26 ,  ip4:52.70.8.15 ip4:167.89.31.112/31 ip4:167.89.31.140/31 ip4:167.89.31.168/31 ip4:167.89.31.190/31 ip4:50.31.44.111 ip4:54.174.52.8/31 ip4:54.174.52.224/31 ip4:50.31.57.60 ip4:52.45.53.254 ip4:54.174.52.5 ip4:54.174.52.193 ,  ip4:167.89.107.125 ip4:167.89.107.127 ip4:167.89.107.129 ip4:167.89.107.136 ip4:52.200.139.162 ip4:52.55.146.185 ,  ip4:52.202.180.16 ip4:23.253.211.221/32 ip4:184.106.16.5/32 ip4:52.36.126.62/32 ip4:35.163.139.47/32 ip4:192.161.144.0/20 ,  ip4:185.12.80.0/22  ip4:96.46.150.192/27 ip4:174.137.46.0/24 ip4:188.172.128.0/20 ip4:216.198.0.0/18 ip4:172.217.32.0/20 ip4:172.217.128.0/19 ip4:172.217.160.0/20 ip4:172.217.192.0/19 ,  ip4:199.255.192.0/22 ip4:199.127.232.0/22 ip4:54.240.0.0/18 ip4:69.169.224.0/20 ip4:54.240.37.198 ip4:66.179.54.80 ip4:54.240.46.208 ip4:54.240.46.209 , include:_spfblock.salesforce.com  include:_spfblock1.salesforce.com include:spf.mandrillapp.com include:cmail1.com  ~all",,,,,,,
[x],spil-qa.pes-preprod.nike.com,52.40.56.166,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],spil-stg.pes-preprod.nike.com,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],spil.pes-prod.nike.com,"34.211.34.46, 52.27.255.25, 35.161.217.200",,"ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],spilauth.pes-preprod.nike.com,44.240.209.23,pesprodspilelb-965112123.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],splunkforwarder.pes-preprod.nike.com,10.179.39.254,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.179.39.254,,,,,
[x],splunkforwarder.pes-prod.nike.com,,,"ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],spot.pes-preprod.nike.com,,,,NOERROR,,,,,,,,,
[x],spremotehostedapps.nike.com,146.197.27.195,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],spreview.nike.com,66.54.56.32,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],spx-qa.nike.com,,,,NOERROR,,,,,,,,,
[x],spx.gbm.nike.com,"10.232.101.123, 10.232.101.61, 10.232.100.219",internal-sots-alb-prod-1357285824.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.232.101.123, 10.232.101.61, 10.232.100.219",,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,
[x],sr10k.events.nike.com,146.197.184.5,origin-www.nike.com,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],src-os-kafka.mstachow2.euc1.nmk-test.platforms.nike.com,"10.37.38.135, 10.37.36.139, 10.37.37.188",,"ns-1722.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=euc1-nmk-test-mstachow2,external-dns/resource=gateway/mkc-src-os-kafka-e8ce438e/kafka-brokers-gateway-e8ce438e",True,"10.37.38.135, 10.37.36.139, 10.37.37.188",,,,,
[x],srm-production.nike.com,40.65.80.36,srm-production.ctx-gslb-ext.nike.com,"ctx-adns-azure-uswest2-adc2-ext.nike.com, hostmaster.nike.com",NOERROR,,,,,True,azure,,,
[x],ss-440.nike.com,146.197.184.150,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],ss-450.nike.com,146.197.176.150,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],ss-ecn4-store.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],ssportal-dvl.nike.com,"10.34.130.136, 10.34.130.19, 10.34.131.126","ssportal.emeadat0x482f99.sbx.thecommons.nike.com, internal-emeadat0x482f99-dev-ssportal-alb-1333775555.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.34.130.136, 10.34.130.19, 10.34.131.126",,,,,
[x],ssportal.nike.com,"10.34.153.179, 10.34.152.15, 10.34.154.254","ssportal.emeadat0x482f99.prd.thecommons.nike.com, internal-emeadat0x482f99-prd-ssportal-alb-2059494788.eu-west-1.elb.amazonaws.com","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.34.153.179, 10.34.152.15, 10.34.154.254",,,,,
[x],stage.nike.com,207.87.4.129,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],staging-about.nike.com,23.47.38.202,"about.nike.com.edgekey-staging.net, e2698.x.akamaiedge-staging.net","n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],staging-dtcretaildesignplaybook.nike.com,"192.57.167.115, 205.251.197.8, 205.251.198.251, 205.251.192.219, 205.251.195.67",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,"ns-n1.nike.com, ns-n2.nike.com, ns-n3.nike.com, ns-n4.nike.com",,
[x],staging-news.nike.com,23.47.38.202,"news.nike.com.edgekey-staging.net, e2698.x.akamaiedge-staging.net","n0x.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],staging01-app-purpose.nike.com,54.191.242.203,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],static.nike.com,23.206.209.156,"static.nike.com.multicdn.cloudinary.com, nike-prod-cld.multicdn.cloudinary.com, 2-01-49b5-0153.cdx.cedexis.net, san-cn.cloudinary.com.edgekey.net, san-cn.cloudinary.com.edgekey.net.globalredir.akadns.net, e16675.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:894::4123, 2a02:26f0:3500:892::4123",,,,,,,,
[x],stf.nike.com,104.111.216.70,"stf.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stg-api-backend.nike.com,66.54.57.184,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],stg-parc-app-dashboard.pes-preprod.nike.com,"10.178.244.85, 10.178.243.217, 10.178.246.89",,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=wildhorse,external-dns/resource=ingress/create-parc/ingress-staging-parc-app-dashboard",True,"10.178.244.85, 10.178.243.217, 10.178.246.89",,,,,
[x],stg-parc-colorway-status-ui.pes-preprod.nike.com,"10.178.243.217, 10.178.244.85, 10.178.246.89",,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=wildhorse,external-dns/resource=ingress/create-parc/ingress-staging-parc-colorway-status-ui",True,"10.178.243.217, 10.178.244.85, 10.178.246.89",,,,,
[x],stg-parc-material-lab-form-ui-origin.pes-preprod.nike.com,,,,NOERROR,,,,,,,,,
[x],stg-parc-material-lab-form-ui.pes-preprod.nike.com,"10.178.243.217, 10.178.244.85, 10.178.246.89",,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=wildhorse,external-dns/resource=ingress/create-parc/ingress-staging-parc-material-lab-form-ui",True,"10.178.243.217, 10.178.244.85, 10.178.246.89",,,,,
[x],stg-thedraw-ad.nike.com,23.199.215.183,"stg-thedraw-ad.nike.com.edgekey.net, e11077.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stg-thedraw.nike.com,23.66.18.139,"stg-thedraw.nike.com.edgekey.net, e11077.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stockmgmt-registry-qa.registry.us-west-2.nifi.nike.com,"10.239.161.90, 10.239.160.169, 10.239.162.246",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=ingress/stockmgmt-registry-qa/registry-ingress",True,"10.239.161.90, 10.239.160.169, 10.239.162.246",,,,,
[x],strategy.nike.com,"108.157.214.97, 108.157.214.68, 108.157.214.105, 108.157.214.67",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],sts.nike.com,146.197.27.240,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],studies.nike.com,104.111.216.70,"studies.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],summergames.nike.com,2.23.196.69,"summergames.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],supermarket.gbm.nike.com,,,,NOERROR,,,,,,,,,
