new,host,a,soa,status_code,cdn,cdn-name,has_internal_ips,internal_ips,cname,caa,ns,mx,txt,aaaa
[x],backstage.soundcloud.com,"18.66.147.23, 18.66.147.8, 18.66.147.60, 18.66.147.101","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d1qqvojgs08y1t.cloudfront.net,,"ns-1077.awsdns-06.org, ns-1596.awsdns-07.co.uk, ns-503.awsdns-62.com, ns-603.awsdns-11.net",,,
[x],backstage.soundcloud.org,34.102.253.39,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],billing.services.repostnetwork.com,"54.204.217.52, 52.6.74.42","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,billing-lb-1935854949.us-east-1.elb.amazonaws.com,,,,,
[x],blog.repostnetwork.com,"52.217.42.59, 52.217.118.13, 54.231.170.37, 52.217.141.197, 52.217.80.51, 52.217.65.195, 52.217.116.157, 52.217.175.21","ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],buckster.soundcloud.com,"52.85.242.46, 52.85.242.99, 52.85.242.114, 52.85.242.102","ns-790.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d3pwrziyp3mvis.cloudfront.net,,"ns-1414.awsdns-48.org, ns-1630.awsdns-11.co.uk, ns-489.awsdns-61.com, ns-790.awsdns-34.net",,,
[x],build-artifacts.dev.s-cloud.net,10.75.48.155,"ns-140.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.75.48.155,,,,,,
[x],build-artifacts.soundcloud.org,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],careers.soundcloud.com,"198.185.159.144, 198.49.23.144, 198.49.23.145, 198.185.159.145","dns1.p06.nsone.net, dns-admin.squarespace.com",NOERROR,,,,,ext-cust.squarespace.com,,,,,
[x],cast-1.soundcloud.com,"108.138.51.100, 108.138.51.14, 108.138.51.56, 108.138.51.114, 205.251.197.102, 205.251.198.202","ns-544.awsdns-04.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,dc9cq5pr96bta.cloudfront.net,,"ns-1382.awsdns-44.org, ns-399.awsdns-49.com, ns-544.awsdns-04.net, ns-1738.awsdns-25.co.uk",,,2600:9000:5306:ca00::1
[x],cast-beta.soundcloud.com,"18.66.112.57, 18.66.112.78, 18.66.112.42, 18.66.112.15","ns-860.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d2jzqmcr2aqadi.cloudfront.net,,"ns-1872.awsdns-42.co.uk, ns-47.awsdns-05.com, ns-860.awsdns-43.net, ns-1042.awsdns-02.org",,,
[x],cast-new.soundcloud.com,"52.222.214.61, 52.222.214.26, 52.222.214.51, 52.222.214.114","ns-1430.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"cdn-0636.soundcloud.com, d239zcd723rjzc.cloudfront.net",,"ns-218.awsdns-27.com, ns-1430.awsdns-50.org, ns-1812.awsdns-34.co.uk, ns-717.awsdns-25.net",,,
[x],cb.moderate.soundcloud.com,"50.19.250.118, 34.198.187.190","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,sc-activefence-dev-1194518435.us-east-1.elb.amazonaws.com,,,,,
[x],cdn-0636.soundcloud.com,"13.32.208.73, 13.32.208.79, 13.32.208.52, 13.32.208.54, 205.251.192.218, 205.251.194.205, 205.251.197.150, 205.251.199.20","ns-1430.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d239zcd723rjzc.cloudfront.net,,"ns-717.awsdns-25.net, ns-1812.awsdns-34.co.uk, ns-218.awsdns-27.com, ns-1430.awsdns-50.org",,,
[x],cdn-07bd.soundcloud.com,"18.66.147.4, 18.66.147.19, 18.66.147.24, 18.66.147.107","ns-649.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d6eiraswzvyfx.cloudfront.net,,"ns-284.awsdns-35.com, ns-649.awsdns-17.net, ns-1176.awsdns-19.org, ns-1554.awsdns-02.co.uk",,,
[x],cdn-334c.s-cloud.net,"18.65.39.111, 18.65.39.97, 18.65.39.102, 18.65.39.14","ns-1632.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,dtcx2kexyl3zv.cloudfront.net,,"ns-756.awsdns-30.net, ns-1414.awsdns-48.org, ns-1632.awsdns-12.co.uk, ns-49.awsdns-06.com",,,
[x],cdn-334c.soundcloud.com,"18.65.30.54, 18.65.30.34, 18.65.30.36, 18.65.30.37","ns-579.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d28n7yywqog3r7.cloudfront.net,,"ns-1250.awsdns-28.org, ns-1576.awsdns-05.co.uk, ns-334.awsdns-41.com, ns-579.awsdns-08.net",,,
[x],cdn-45f1.soundcloud.com,"13.32.145.12, 13.32.145.122, 13.32.145.114, 13.32.145.54","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d1qqvojgs08y1t.cloudfront.net,,"ns-603.awsdns-11.net, ns-503.awsdns-62.com, ns-1077.awsdns-06.org, ns-1596.awsdns-07.co.uk",,,
[x],checkout-android-staging.soundcloud.com,"108.157.214.98, 108.157.214.99, 108.157.214.86, 108.157.214.32","ns-620.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d2tl81q8zxn4w2.cloudfront.net,,"ns-1410.awsdns-48.org, ns-2043.awsdns-63.co.uk, ns-58.awsdns-07.com, ns-620.awsdns-13.net",,,
[x],checkout-android.soundcloud.com,"108.157.214.122, 108.157.214.71, 108.157.214.28, 108.157.214.49","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"cdn-45f1.soundcloud.com, d1qqvojgs08y1t.cloudfront.net",,"ns-603.awsdns-11.net, ns-1077.awsdns-06.org, ns-1596.awsdns-07.co.uk, ns-503.awsdns-62.com",,,
[x],ci-external.dev-test.s-cloud.net,10.75.45.37,"ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.75.45.37,,,,,,
[x],ci-test.soundcloud.org,34.120.104.117,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],ci.dev-test.s-cloud.net,10.75.45.121,"ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.75.45.121,,,,,,
[x],ci.dev.s-cloud.net,10.75.49.184,"ns-140.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.75.49.184,,,,,,
[x],ci.soundcloud.org,34.107.146.66,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],codelabs.soundcloud.org,34.120.236.175,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],codescene.dev.s-cloud.net,10.75.48.211,"ns-140.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.75.48.211,,,,,,
[x],codescene.soundcloud.org,34.120.69.85,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],codesearch-test.soundcloud.org,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],codesearch.dev.s-cloud.net,10.75.48.117,"ns-140.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.75.48.117,,,,,,
[x],codesearch.soundcloud.org,34.120.100.34,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],community.soundcloud.com,"34.251.201.224, 34.253.101.190, 54.194.170.100","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com",,,,,
[x],connect.soundcloud.com,"13.32.121.63, 13.32.121.24, 13.32.121.87, 13.32.121.19","ns-574.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,dqre9twuee0sw.cloudfront.net,,"ns-1154.awsdns-16.org, ns-1619.awsdns-10.co.uk, ns-478.awsdns-59.com, ns-574.awsdns-07.net",,,
[x],contest.soundcloud.com,"108.138.17.34, 108.138.17.43, 108.138.17.113, 108.138.17.20","ns-1301.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,dcy3mdk9aoowa.cloudfront.net,,"ns-846.awsdns-41.net, ns-1580.awsdns-05.co.uk, ns-496.awsdns-62.com, ns-1301.awsdns-34.org",,,
[x],copyright.soundcloud.com,"52.85.151.91, 52.85.151.128, 52.85.151.17, 52.85.151.125, 205.251.192.190, 205.251.195.3, 205.251.196.103, 205.251.199.251","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,dentan405eucr.cloudfront.net,,"ns-190.awsdns-23.com, ns-1127.awsdns-12.org, ns-771.awsdns-32.net, ns-2043.awsdns-63.co.uk",,,
[x],crash-trace.s-cloud.net,"13.225.78.92, 13.225.78.3, 13.225.78.40, 13.225.78.79","ns-1632.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"cdn-334c.s-cloud.net, dtcx2kexyl3zv.cloudfront.net",,"ns-49.awsdns-06.com, ns-756.awsdns-30.net, ns-1414.awsdns-48.org, ns-1632.awsdns-12.co.uk",,,
[x],creator-services.soundcloud.com,"199.60.103.28, 199.60.103.228","jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,"7303199.group49.sites.hubspot.net, group49.sites.hscoscdn40.net",,,,,"2606:2c40::c73c:671c, 2606:2c40::c73c:67e4"
[x],creators.soundcloud.com,"52.222.139.94, 52.222.139.108, 52.222.139.11, 52.222.139.37","ns-1576.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d2hu3u21uidtt9.cloudfront.net,,"ns-1148.awsdns-15.org, ns-1576.awsdns-05.co.uk, ns-57.awsdns-07.com, ns-926.awsdns-51.net",,,
[x],cs-staging.soundcloud.com,,"ns-785.awsdns-34.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dashboard.soundcloud.com,"108.157.229.57, 108.157.229.120, 108.157.229.29, 108.157.229.86","ns-645.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"awstrust.com, globalsign.com, letsencrypt.org, amazon.com, amazonaws.com, amazontrust.com","ns-645.awsdns-16.net, ns-1373.awsdns-43.org, ns-1655.awsdns-14.co.uk, ns-192.awsdns-24.com",,,
[x],db-prod0-restricted.l.soundcloud.com,"178.249.139.180, 178.249.139.170","ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],db-prod1-restricted.l.soundcloud.com,"178.249.139.171, 178.249.139.181","ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1403.awsdns-47.org, ns-2016.awsdns-60.co.uk, ns-708.awsdns-24.net, ns-75.awsdns-09.com",,,
[x],db-prod2-restricted.l.soundcloud.com,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],delivery.services.repostnetwork.com,"44.199.83.164, 52.3.42.76","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,delivery-web-lb-338726021.us-east-1.elb.amazonaws.com,,,,,
[x],dev-test.s-cloud.net,205.251.196.59,"ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-590.awsdns-09.net, ns-181.awsdns-22.com, ns-1775.awsdns-29.co.uk, ns-1083.awsdns-07.org",,,
[x],dev.soundcloud.com,"18.66.147.8, 18.66.147.23, 18.66.147.101, 18.66.147.60","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"developers.soundcloud.com, d1qqvojgs08y1t.cloudfront.net",,,,,
[x],developer.soundcloud.com,"18.66.147.60, 18.66.147.23, 18.66.147.8, 18.66.147.101","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"developers.soundcloud.com, d1qqvojgs08y1t.cloudfront.net",,"ns-1596.awsdns-07.co.uk, ns-503.awsdns-62.com, ns-603.awsdns-11.net, ns-1077.awsdns-06.org",,,
[x],developers.soundcloud.com,"18.67.65.77, 18.67.65.91, 18.67.65.56, 18.67.65.78, 205.251.193.247, 205.251.194.91, 205.251.196.53, 205.251.198.60","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d1qqvojgs08y1t.cloudfront.net,,"ns-503.awsdns-62.com, ns-603.awsdns-11.net, ns-1077.awsdns-06.org, ns-1596.awsdns-07.co.uk",,,
[x],devsupport.soundcloud.org,34.120.80.179,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],directory.soundcloud.com,"18.65.39.95, 18.65.39.14, 18.65.39.116, 18.65.39.37","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d1qqvojgs08y1t.cloudfront.net,,"ns-603.awsdns-11.net, ns-1077.awsdns-06.org, ns-1596.awsdns-07.co.uk, ns-503.awsdns-62.com",,,
[x],discord.soundcloud.com,"76.76.21.22, 76.76.21.241","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,cname.vercel-dns.com,"letsencrypt.org, globalsign.com, sectigo.com",,,,
[x],docker.soundcloud.org,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,_globalsign-domain-verification=ql2w9nsDUO529X4m4udMuIFfDzTvUHS3h0pQZNVZVy,
[x],dsp-search.services.repostnetwork.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,dsp-search-lb-1063413341.us-east-1.elb.amazonaws.com,,,,,
[x],echo-test.soundcloud.org,34.120.241.52,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],echo.soundcloud.org,35.241.5.45,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],em.notifications.soundcloudmail.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,u2203186.wl.sendgrid.net,,,mx.sendgrid.net,v=spf1 ip4:167.89.58.45 ip4:167.89.61.20 ip4:167.89.58.44 ip4:167.89.58.42 ip4:167.89.58.175 ip4:167.89.58.174 ip4:167.89.58.172 ip4:167.89.58.171 -all,
[x],email.repostnetwork.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,u1758511.wl012.sendgrid.net,,,mx.sendgrid.net,v=spf1 ip4:168.245.51.220 -all,
[x],eventgateway.soundcloud.com,"13.227.219.24, 13.227.219.16, 13.227.219.20, 13.227.219.76","ns-128.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d1u08w08on97dm.cloudfront.net,,"ns-811.awsdns-37.net, ns-128.awsdns-16.com, ns-1406.awsdns-47.org, ns-1790.awsdns-31.co.uk",,,
[x],eventlogger.soundcloud.com,"13.227.219.16, 13.227.219.76, 13.227.219.24, 13.227.219.20","ns-128.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"eventgateway.soundcloud.com, d1u08w08on97dm.cloudfront.net",,"ns-128.awsdns-16.com, ns-1406.awsdns-47.org, ns-1790.awsdns-31.co.uk, ns-811.awsdns-37.net",,,
[x],events-api.soundcloud.com,34.111.175.138,"ns-1659.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],firston.soundcloud.com,"54.194.170.100, 34.251.201.224, 34.253.101.190","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com",,,,,
[x],galaxy.soundcloud.com,"108.157.214.104, 108.157.214.12, 108.157.214.94, 108.157.214.121","ns-439.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d3qp7l4grgxdvb.cloudfront.net,,"ns-439.awsdns-54.com, ns-598.awsdns-10.net, ns-1066.awsdns-05.org, ns-2026.awsdns-61.co.uk",,,
[x],get.soundcloud.com,"18.66.122.47, 18.66.122.53, 18.66.122.33, 18.66.122.20","ns-1637.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d6atu2g7nxcco.cloudfront.net,,"ns-1260.awsdns-29.org, ns-1637.awsdns-12.co.uk, ns-83.awsdns-10.com, ns-849.awsdns-42.net",,,
[x],gists.soundcloud.org,34.120.103.113,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],git-proxy.dev.s-cloud.net,10.75.50.9,"ns-140.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.75.50.9,proxy.dev.s-cloud.net,,"ns-140.awsdns-17.com, ns-1501.awsdns-59.org, ns-1748.awsdns-26.co.uk, ns-694.awsdns-22.net",,,
[x],go.soundcloud.org,34.120.44.94,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
