new,host,a,soa,status_code,cdn,cdn-name,has_internal_ips,internal_ips,cname,caa,ns,mx,txt,aaaa
[x],2021playback.soundcloud.com,"34.251.201.224, 54.194.170.100, 34.253.101.190","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com",,,,,
[x],actions-pub.sc-sean.soundcloud.org,142.250.185.179,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,ghs.googlehosted.com,,,,,2a00:1450:4001:811::2013
[x],actions-webhook.build-test.soundcloud.org,34.160.231.52,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],advertising.soundcloud.com,"18.67.65.77, 18.67.65.56, 18.67.65.91, 18.67.65.78, 205.251.193.247, 205.251.194.91, 205.251.196.53, 205.251.198.60","ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d1qqvojgs08y1t.cloudfront.net,,"ns-503.awsdns-62.com, ns-1596.awsdns-07.co.uk, ns-1077.awsdns-06.org, ns-603.awsdns-11.net",,,
[x],airflow.soundcloud.org,34.120.233.219,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],alertmanager.soundcloud.org,34.120.28.64,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],android-jenkins.soundcloud.org,34.120.91.255,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],api-auth.soundcloud.com,"52.222.205.62, 52.222.205.49, 52.222.205.61, 52.222.205.63","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d3ad8414wy4gwn.cloudfront.net,,"ns-1314.awsdns-36.org, ns-1978.awsdns-55.co.uk, ns-668.awsdns-19.net, ns-73.awsdns-09.com",,,
[x],api-creator-services.soundcloud.com,"108.156.252.52, 108.156.252.65, 108.156.252.35, 108.156.252.50","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"cdn-b43f.soundcloud.com, d3ad8414wy4gwn.cloudfront.net",,"ns-1314.awsdns-36.org, ns-1978.awsdns-55.co.uk, ns-668.awsdns-19.net, ns-73.awsdns-09.com",,,
[x],api-curators.soundcloud.com,"52.222.205.61, 52.222.205.62, 52.222.205.49, 52.222.205.63","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"cdn-b43f.soundcloud.com, d3ad8414wy4gwn.cloudfront.net",,"ns-1314.awsdns-36.org, ns-1978.awsdns-55.co.uk, ns-668.awsdns-19.net, ns-73.awsdns-09.com",,,
[x],api-deck.soundcloud.com,"52.84.195.30, 52.84.195.114, 52.84.195.4, 52.84.195.44, 205.251.193.141, 205.251.199.211","ns-397.awsdns-49.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,dyuhmlpgfqi0h.cloudfront.net,,"ns-397.awsdns-49.com, ns-866.awsdns-44.net, ns-1293.awsdns-33.org, ns-2003.awsdns-58.co.uk",,,
[x],api-fortune.soundcloud.com,"108.138.7.38, 108.138.7.81, 108.138.7.13, 108.138.7.87","ns-849.awsdns-42.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d1sfvsu3ihrc7s.cloudfront.net,,"ns-1652.awsdns-14.co.uk, ns-849.awsdns-42.net, ns-101.awsdns-12.com, ns-1257.awsdns-29.org",,,
[x],api-insights-alpha.soundcloud.com,"52.222.205.61, 52.222.205.49, 52.222.205.63, 52.222.205.62","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"cdn-b43f.soundcloud.com, d3ad8414wy4gwn.cloudfront.net",,"ns-1314.awsdns-36.org, ns-1978.awsdns-55.co.uk, ns-668.awsdns-19.net, ns-73.awsdns-09.com",,,
[x],api-insights.soundcloud.com,"18.67.73.61, 18.67.73.36, 18.67.73.34, 18.67.73.56, 205.251.192.73, 205.251.194.156, 205.251.197.34, 205.251.199.186","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"cdn-b43f.soundcloud.com, d3ad8414wy4gwn.cloudfront.net",,"ns-73.awsdns-09.com, ns-1314.awsdns-36.org, ns-668.awsdns-19.net, ns-1978.awsdns-55.co.uk",,,
[x],api-labs.soundcloud.com,"143.204.215.32, 143.204.215.37, 143.204.215.39, 143.204.215.46","ns-809.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,dxnn8p1df1mzs.cloudfront.net,,"ns-354.awsdns-44.com, ns-809.awsdns-37.net, ns-1499.awsdns-59.org, ns-1599.awsdns-07.co.uk",,,
[x],api-mobile-alpha.soundcloud.com,"13.227.219.65, 13.227.219.3, 13.227.219.38, 13.227.219.13","ns-1840.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d1pp9fkj7jd6om.cloudfront.net,,"ns-1840.awsdns-38.co.uk, ns-467.awsdns-58.com, ns-982.awsdns-58.net, ns-1452.awsdns-53.org",,,
[x],api-mobile.soundcloud.com,"13.249.195.56, 13.249.195.52, 13.249.195.35, 13.249.195.63","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d3ad8414wy4gwn.cloudfront.net,,,,,
[x],api-partners-staging.soundcloud.com,"13.249.205.49, 13.249.205.97, 13.249.205.82, 13.249.205.58",,NOERROR,True,cloudfront,,,dpus0y4mt43oy.cloudfront.net,,,,,
[x],api-partners.soundcloud.com,"108.157.221.51, 108.157.221.55, 108.157.221.49, 108.157.221.63","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d3ad8414wy4gwn.cloudfront.net,,"ns-1978.awsdns-55.co.uk, ns-668.awsdns-19.net, ns-73.awsdns-09.com, ns-1314.awsdns-36.org",,,
[x],api-pss.soundcloud.com,"52.222.205.49, 52.222.205.63, 52.222.205.62, 52.222.205.61","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d3ad8414wy4gwn.cloudfront.net,,"ns-1314.awsdns-36.org, ns-1978.awsdns-55.co.uk, ns-668.awsdns-19.net, ns-73.awsdns-09.com",,,
[x],api-staging-v2-mock.soundcloud.com,,"ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"cdn-b43f.soundcloud.com, d3ad8414wy4gwn.cloudfront.net",,"ns-1314.awsdns-36.org, ns-1978.awsdns-55.co.uk, ns-668.awsdns-19.net, ns-73.awsdns-09.com",,,
[x],api-v2-test.soundcloud.com,"52.222.205.63, 52.222.205.49, 52.222.205.61, 52.222.205.62","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"cdn-b43f.soundcloud.com, d3ad8414wy4gwn.cloudfront.net",,"ns-1314.awsdns-36.org, ns-1978.awsdns-55.co.uk, ns-668.awsdns-19.net, ns-73.awsdns-09.com",,,
[x],api-widget.soundcloud.com,"52.222.205.61, 52.222.205.49, 52.222.205.63, 52.222.205.62","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d3ad8414wy4gwn.cloudfront.net,,"ns-1314.awsdns-36.org, ns-1978.awsdns-55.co.uk, ns-668.awsdns-19.net, ns-73.awsdns-09.com",,,
[x],api.repostnetwork.com,"54.80.83.106, 52.203.14.53, 18.207.42.107, 54.157.18.145","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,repost-core-lb-1877863244.us-east-1.elb.amazonaws.com,,,,,
[x],api.soundcloud.com,"52.222.205.49, 52.222.205.63, 52.222.205.62, 52.222.205.61","ns-1314.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,d3ad8414wy4gwn.cloudfront.net,,,,,
[x],api.tipjar.soundcloud.com,"3.89.213.201, 34.236.86.90","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,api-tipjar-dev-950045632.us-east-1.elb.amazonaws.com,,,,,
[x],apis.repostnetwork.com,"13.32.151.6, 13.32.151.79, 13.32.151.127, 13.32.151.5","ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],app.repostnetwork.com,"13.32.121.13, 13.32.121.47, 13.32.121.90, 13.32.121.97","ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],apt-cache.dev-test.s-cloud.net,10.70.14.107,"ns-590.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.70.14.107,,,,,,
[x],apt-cache.dev.s-cloud.net,,"ns-140.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],artists.soundcloud.com,"99.86.4.61, 99.86.4.29, 99.86.4.74, 99.86.4.14","ns-360.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,"ns-1235.awsdns-26.org, ns-1676.awsdns-17.co.uk, ns-360.awsdns-45.com, ns-636.awsdns-15.net",,,
[x],attachments.soundcloud.com,"13.32.121.114, 13.32.121.49, 13.32.121.28, 13.32.121.37","ns-318.awsdns-39.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,dn455pc12srgl.cloudfront.net,,"ns-1071.awsdns-05.org, ns-1759.awsdns-27.co.uk, ns-318.awsdns-39.com, ns-957.awsdns-55.net",,,
[x],backstage-staging.soundcloud.org,34.102.137.119,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],backstage.repostnetwork.com,"99.86.4.84, 99.86.4.82, 99.86.4.74, 99.86.4.93","ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
