new,host,a,aaaa,soa,status_code,cname,has_internal_ips,internal_ips,mx,ns,txt
[x],ibanknbg.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
[x],icon-fitness-patra.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],idsru-accountssemea-p.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],imagesearchbling15.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],imgdatabase.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],infomy.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ingestors-eu.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],insideout-hk-latency.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],int-api.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],intranetconfig.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ioc.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ipv4-c080-lax009-ix.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ipv4-c093-mia006-ix.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ipv4-c112-mad001-ix.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ipv6-c006-atl003-ix.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],jrss-215-70-53-51.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],jrss-215-71-125-84.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],jrss-215-71-168-2.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],jrss-215-71-244-37.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],jrss-215-73-177-50.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],jrss-215-74-152-58.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],jrss-215-74-152-90.store.simplify.com,,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],knowledgematters.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],korsbakken.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],labmgmt03.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],lef26-2-pda.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],lef30-2-pdb.store.simplify.com,,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],legacy-new-oceania.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],librarym.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],lightricks-facetune-underground.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],likes.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],linear-p-har5.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],lollobrigida.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],lvsnp.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],mass-web-prod.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],materialistica.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],mcias-aus5.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],mcilroy.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],media-ort2-2.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],mediagit.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],mid30s.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],minesa.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],mipnq.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],mta6.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],myhumana2.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],mypage.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],mysql-panel.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],mytr.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],nalanda.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],neeltjejans.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],netherlandsintl.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],networkcistorebackups.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],new-imgaws-help-helporigin.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],newckeditor5.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],newengineeringssh-oceania-mx.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],nrdp-ixanycast.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],o23.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],oldlive.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],on.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],origin-test-store.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],origin.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
[x],oxy-oxygen-d89bce43.store.simplify.com,,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],p06-cache.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],p06-conduit.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],p15-ckdashboardws.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],p72-cache.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],p73-smtp.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],p74-smtp.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],packaging.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],pairs-alpha.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],paygate.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],paygate.uat.simplify.com,64.95.146.226,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],pdf.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],pgg11w.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],postepay.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
[x],postepay.uat.simplify.com,64.95.146.226,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],preview-srv.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],privateaccess-redirectwwwold.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],prod-cloudfront-tn-eu-west-3-replay.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],prod-temp-backups.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],prodsqldoc-corporate.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],promotion-dal13.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],radiumone.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
[x],rakbank.mtf.simplify.com,216.119.219.89,2607:3c00:6404:5::8d,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,mtf.simplify.com,,,,,
[x],redirecterror-usersupgradestorageaccept-archivecorp.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],redirectuploadcmsstatus-prod-db1site.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],redportal.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],relay-meet-git.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],repobib.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],reserved1.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ret-3-1-2.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],rsw17-2-prd.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],rt-alg-1-lo-3.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],rt-bt-1.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ru-push.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],s3-d-brasil-12-stage-accountswebproxy.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],scopetrack.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],share-bin.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],shop.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],silverbullet-external-ats-mr.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],simplepay.uat.simplify.com,64.95.146.226,2607:3c00:6414:5::fff6,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],slb1-1-flk.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],spn9-1-vzb.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],srx.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],sshnetworks.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],stat-api.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],static.mtf.simplify.com,,2607:3c00:6404:5::78,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],statuspartner.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],stf.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],streamingassets.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],swn-phx2.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],syd05-prd-itpo-01a.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],system-defaultproduction.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],system-io-rings.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],systemhelpdeskstart-clients.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],systemupdatecorporate.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],systemv3wiki-web01backup-accept-domain.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],team-reposignup.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],teamassets-controllerclients-stats-corp.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],teamcmscustomersmiembros.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],teamed1swvpn02-dmz.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],telemetry-canary.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],temp-lehighuniversity.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],temptemp-int-database-officebackups-domain.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor120-136-pdb.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor14-412-pdc.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor179-204-pda.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor27-100-pda.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor336-415-pda.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor347-475-pda.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor360-489-pda.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor381-413-gre.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor4-12-pdc.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor407-479-pda.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor43-59-pdb.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor44-78-gra.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor443-231-grc.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor60-100-pda.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tor95-127-gre.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tpirate.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],tracker.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],trades.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],turk.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],ucd.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],up-gq1.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],upload-aws-linkdevelip-git.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],uploads-integration.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],us-east-1.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],user-authapilab-db2-corp.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],util8.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],v1-ci-wwwm.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],v1-postmaster-erpalt.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],v2partners-login.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],v4-temp-int-database-officebackups-domain.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],v4betacs-config.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],verification16-platform-useast5.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],videocmssslvpn.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],videomonitorenglish-storage.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],vip-downloaddockerintra-backups-www-test.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],vipadminv2ipv4-support-corp.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],vippreferencesconfig-cachestatus-datacontroller-sql.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],virinco.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],vnbr13.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],voxlink.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],vpn-corpimgshare.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],vx27.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],watson-talent.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],web-betaexamplesbackup-meet-git.store.simplify.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],webshoprmg.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],wiki-baltlife.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],wiki-staging-vpnoceaniaapps.store.simplify.com,,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],wikilb-140-82-112-9-iad.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],wikisql-us.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
[x],wpts-dev.store.simplify.com,216.119.218.36,2607:3c00:6414:5::2:12,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,
