input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,csp_domains_,tls_expired
terra-1-g.djicdn.com,,403,302,terra-1-g.djicdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,True,ctls,terra-1-g.djicdn.com,,443,https://terra-1-g.djicdn.com:443,https,Tengine,application/xml,GET,163.181.92.225,/,-1252198661,163.181.92.226,Tengine,9,False,,,,,
terra-2-g.djicdn.com,403 Forbidden,403,238,terra-2-g.djicdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,True,ctls,terra-2-g.djicdn.com,,443,https://terra-2-g.djicdn.com:443,https,Tengine,text/html,GET,163.181.92.230,/,901760390,163.181.92.229,Tengine,8,False,,,,,
test-app-h5.dbeta.me,,403,271,test-app-h5.dbeta.me,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-27T04:07:16Z,2023-05-29T04:07:16Z,CN=*.dbeta.me,*.dbeta.me,dbeta.me,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0786c75e515e5badc97b4604114707f0,93944ce38f4a55cb3fa391bd4927e0866d9aa96313f0ba63f7929eedd16f096d,True,ctls,test-app-h5.dbeta.me,,443,https://test-app-h5.dbeta.me:443,https,AliyunOSS,application/xml,GET,47.110.23.75,/,181653534,47.110.23.75,,9,False,,,,,
test-www.robomaster.com,,403,124,test-www.robomaster.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,True,ctls,test-www.robomaster.com,,443,https://test-www.robomaster.com:443,https,Tengine,application/json,GET,114.80.179.213,/,1998530712,114.80.179.211,Tengine,2,False,,,,,
tokyo.skypixel.com,,404,29,tokyo.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,True,ctls,tokyo.skypixel.com,,443,https://tokyo.skypixel.com:443,https,,application/octet-stream,GET,47.254.22.219,/,2132091746,47.254.91.162,,1,False,,,,,
transfer.dji.com,,200,1161,transfer.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,True,ctls,transfer.dji.com,,443,https://transfer.dji.com:443,https,Tengine,text/html,GET,163.181.56.174,/,-967291158,163.181.56.169,Tengine,34,False,,,,https://csp.djicdn.com/_/http-sec-report,
upload.skypixel.com,,404,61,upload.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,True,ctls,upload.skypixel.com,,443,https://upload.skypixel.com:443,https,Tengine,application/json,GET,79.133.177.232,/,-2109136166,79.133.177.225,Tengine,1,False,,,,,
us-ag.dji.com,DJI,200,3050,us-ag.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,True,ctls,us-ag.dji.com,,443,https://us-ag.dji.com:443,https,,text/html,GET,118.178.113.214,/,1278320609,118.178.113.214,HSTS,71,False,,,,,
us-ag2-api.dji.com,您所访问的页面不存在,200,24977,us-ag2-api.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,True,ctls,us-ag2-api.dji.com,,443,https://us-ag2-api.dji.com:443,https,Tengine,text/html,GET,79.133.177.228,/,-1840324437,79.133.177.232,Tengine,483,False,,,,,
us-ag2.dji.com,,200,1208,agms-us.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,True,ctls,agms-us.dji.com,,443,https://us-ag2.dji.com:443,https,Tengine,text/html,GET,47.245.26.98,/,657370677,47.245.26.98,Tengine,5,False,,https://agms-us.dji.com/,,,
us-cms-videos.dji.net,,403,290,us-cms-videos.dji.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-13T07:12:10Z,2024-04-11T11:31:29Z,CN=*.dji.net,*.dji.net,dji.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",eb3da33bc2fa1882cac8ba42c8978339,29eb109b158db4383090716f414321b1b42ee785faac8df0cf70b7b4373cdaf8,True,ctls,us-cms-videos.dji.net,,443,https://us-cms-videos.dji.net:443,https,Tengine,application/xml,GET,163.181.92.225,/,-1432687098,163.181.92.227,Tengine,9,False,,,,,
us-videos.dji.net,,403,283,us-videos.dji.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-13T07:12:10Z,2024-04-11T11:31:29Z,CN=*.dji.net,*.dji.net,dji.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",eb3da33bc2fa1882cac8ba42c8978339,29eb109b158db4383090716f414321b1b42ee785faac8df0cf70b7b4373cdaf8,True,ctls,us-videos.dji.net,,443,https://us-videos.dji.net:443,https,Tengine,application/xml,GET,79.133.177.215,/,-468213513,79.133.177.215,Tengine,9,False,,,,,
us.djiservice.org,,500,380,us.djiservice.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-24T23:59:59Z,CN=*.djiservice.org,*.djiservice.org,djiservice.org,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,edcba1029411fde8c7803b678c35c330,25e36359e992e704d67f7d71d95e621d70e00c16d16fd3857819d5503688a4ae,True,ctls,us.djiservice.org,cloudfront,443,https://us.djiservice.org:443,https,,application/json,GET,18.66.112.71,/,484817325,2600:9000:223f:5e00:7:2dfd:f700:93a1,Amazon Web Services,1,False,True,,,,
videomanage.dji.com,,403,124,videomanage.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,True,ctls,videomanage.dji.com,,80,http://videomanage.dji.com:80,http,Tengine,application/json,GET,163.181.56.171,/,-962042224,163.181.56.172,Tengine,2,False,,https://videomanage.dji.com/,,https://csp.djicdn.com/_/http-sec-report,
vod.robomaster.com,403 Forbidden,403,238,vod.robomaster.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,True,ctls,vod.robomaster.com,,443,https://vod.robomaster.com:443,https,Tengine,text/html,GET,163.181.92.226,/,-105402500,163.181.92.228,Tengine,8,False,,,,,
we.dji.com,Home-DJI Recruits Genius,200,17698,we.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,we.dji.com,cloudfront,443,https://we.dji.com:443,https,,text/html,GET,65.9.66.34,/,700799878,2600:9000:206f:8800:11:6298:2900:93a1,Font Awesome,116,False,True,https://we.dji.com/index_en.html,,,
work1-us.djivideos.com,,200,38,work1-us.djivideos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T07:13:14Z,2024-04-11T12:33:32Z,CN=*.djivideos.com,*.djivideos.com,djivideos.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bafb806982940be9e9a61e830f1f404a,46504b2459679749835b32ba04f7eedbb27c05c392286d3ee75708b42cd76486,True,ctls,work1-us.djivideos.com,,443,https://work1-us.djivideos.com:443,https,,application/json,GET,47.88.10.131,/,-1823242197,47.88.10.131,,1,False,,,,,
wukong.djiservice.org,,403,124,wukong.djiservice.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-24T23:59:59Z,CN=*.djiservice.org,*.djiservice.org,djiservice.org,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,edcba1029411fde8c7803b678c35c330,25e36359e992e704d67f7d71d95e621d70e00c16d16fd3857819d5503688a4ae,True,ctls,wukong.djiservice.org,cloudfront,443,https://wukong.djiservice.org:443,https,nw,application/json,GET,18.66.147.129,/,-1594862480,2600:9000:225e:8400:a:68a3:3dc0:93a1,Amazon Web Services,2,False,True,,,,
www-api.dji.com,,404,26,www-api.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,www-api.dji.com,cloudfront,443,https://www-api.dji.com:443,https,openresty,application/json,GET,52.222.236.105,/,700799878,2600:9000:223e:6800:15:df86:a640:93a1,Sails.js,1,False,True,,,https://*.dji.com,
www-v1.dji.com,,403,243,www-v1.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,www-v1.dji.com,cloudfront,443,https://www-v1.dji.com:443,https,AmazonS3,application/xml,GET,18.66.122.2,/,202373749,2600:9000:2250:2c00:6:11bd:7e00:93a1,Amazon Web Services,2,False,True,,,,
www.dji.com,DJI - Offizielle Webseite,200,160693,www.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,www.dji.com,cloudfront,443,https://www.dji.com:443,https,openresty,text/html,GET,18.66.112.53,/,700799878,2600:9000:223f:1a00:15:4c11:ba00:93a1,OpenResty,288,False,True,https://www.dji.com/de/mobile,,https://*.dji.com,
www.djicdn.com,www.djicdn.com,200,1062,www.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-08T23:59:59Z,CN=www.djicdn.com,www.djicdn.com,www.dji-hobby.com.cn,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,704f78bd3cd5428945d4537daeb35b14,c995b80d590b3a064b2cc8ab4031fd18676b7fe06a154a0f20fb45da52133d49,,ctls,www.djicdn.com,cloudfront,443,https://www.djicdn.com:443,https,CloudFront,,GET,13.32.121.82,/,-39738697,2600:9000:236e:da00:1:c55:7180:93a1,Amazon Web Services,34,False,True,,,,
www.djivideos.com,视频中心-管理后台,200,722,www.djivideos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T07:13:14Z,2024-04-11T12:33:32Z,CN=*.djivideos.com,*.djivideos.com,djivideos.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bafb806982940be9e9a61e830f1f404a,46504b2459679749835b32ba04f7eedbb27c05c392286d3ee75708b42cd76486,True,ctls,www.djivideos.com,,443,https://www.djivideos.com:443,https,,text/html,GET,47.88.10.131,/,-877102171,47.88.10.131,Spring,1,False,,,,,
www.edu.dji.com,,200,5396,edu.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,edu.dji.com,cloudfront,443,https://www.edu.dji.com:443,https,,text/html,GET,13.32.121.74,/,1732656564,13.32.121.21,HSTS,23,False,True,https://edu.dji.com/hub/,,,
www.robomaster.com,RoboMaster 机甲大师赛,200,211431,www.robomaster.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,True,ctls,www.robomaster.com,,443,https://www.robomaster.com:443,https,Tengine,text/html,GET,163.181.56.172,/,1078035768,163.181.56.174,Vue.js,140,False,,https://www.robomaster.com/zh-CN,,,
www.skypixel.com,The world's biggest drone photo and video sharing platform | SkyPixel.com,200,10985,www.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,True,ctls,www.skypixel.com,,443,https://www.skypixel.com:443,https,,text/html,GET,47.254.22.219,/,-1082549427,47.254.91.162,,71,False,,,,https://mimo.skypixel.com,
www1.djicdn.com,,403,243,www1.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,www1.djicdn.com,cloudfront,443,https://www1.djicdn.com:443,https,AmazonS3,application/xml,GET,13.225.78.5,/,1309378096,13.225.78.46,Amazon Web Services,2,False,True,,,,
www2.djicdn.com,,403,243,www2.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,www2.djicdn.com,cloudfront,443,https://www2.djicdn.com:443,https,AmazonS3,application/xml,GET,13.225.78.83,/,851425333,13.225.78.5,Amazon Web Services,2,False,True,,,,
www4.djicdn.com,,403,255,www4.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,www4.djicdn.com,cloudfront,443,https://www4.djicdn.com:443,https,AmazonS3,application/xml,GET,18.66.112.69,/,1748041181,18.66.112.113,Amazon Web Services,2,False,True,,,,
www5.djicdn.com,,403,243,www5.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,www5.djicdn.com,cloudfront,443,https://www5.djicdn.com:443,https,AmazonS3,application/xml,GET,13.225.78.117,/,-344914378,13.225.78.67,Amazon Web Services,2,False,True,,,,
