input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,content_type,tls_subject_org_,tls_self_signed,csp_domains_,final_url
0lga-marple.hrsys.okta-wiskey-orchestrator-safe.production.curve.app,ERROR: The request could not be satisfied,502,951,AS0,Not routed,None,13.32.100.0/23,0lga-marple.hrsys.okta-wiskey-orchestrator-safe.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,0lga-marple.hrsys.okta-wiskey-orchestrator-safe.production.curve.app,cloudfront,443,https://0lga-marple.hrsys.okta-wiskey-orchestrator-safe.production.curve.app:443,https,CloudFront,GET,13.32.99.9,/,1988014895,2600:9000:2251:1400:0:d856:9bc0:93a1,Amazon Web Services,20,False,True,True,text/html,,,,
109-42.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,109-42.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,109-42.production.curve.app,cloudfront,443,https://109-42.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251::d856:9bc0:93a1,Envoy,1,False,True,,,,,,
114.okta-wiskey-orchestrator-safe.production.curve.app,ERROR: The request could not be satisfied,502,951,AS0,Not routed,None,13.32.100.0/23,114.okta-wiskey-orchestrator-safe.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,114.okta-wiskey-orchestrator-safe.production.curve.app,cloudfront,443,https://114.okta-wiskey-orchestrator-safe.production.curve.app:443,https,CloudFront,GET,13.32.99.48,/,-1402293890,2600:9000:2251:de00:0:d856:9bc0:93a1,Amazon Web Services,20,False,True,True,text/html,,,,
123.okta-wiskey-orchestratorvault-paytech-safe.production.curve.app,ERROR: The request could not be satisfied,502,951,AS0,Not routed,None,13.32.100.0/23,123.okta-wiskey-orchestratorvault-paytech-safe.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,123.okta-wiskey-orchestratorvault-paytech-safe.production.curve.app,cloudfront,443,https://123.okta-wiskey-orchestratorvault-paytech-safe.production.curve.app:443,https,CloudFront,GET,13.32.99.9,/,-887702727,2600:9000:2251:4800:0:d856:9bc0:93a1,Amazon Web Services,20,False,True,True,text/html,,,,
14-courier2.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,14-courier2.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,14-courier2.production.curve.app,cloudfront,443,https://14-courier2.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:1400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
143.hrsys.okta-wiskey-orchestrator-vault-paytech-safe.production.curve.app,ERROR: The request could not be satisfied,502,951,AS0,Not routed,None,13.32.100.0/23,143.hrsys.okta-wiskey-orchestrator-vault-paytech-safe.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,143.hrsys.okta-wiskey-orchestrator-vault-paytech-safe.production.curve.app,cloudfront,443,https://143.hrsys.okta-wiskey-orchestrator-vault-paytech-safe.production.curve.app:443,https,CloudFront,GET,13.32.99.48,/,1284566295,2600:9000:2251:cc00:0:d856:9bc0:93a1,Amazon Web Services,20,False,True,True,text/html,,,,
155-9-185-78.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,155-9-185-78.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,155-9-185-78.production.curve.app,cloudfront,443,https://155-9-185-78.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:1400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
155-9-192-85.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,155-9-192-85.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,155-9-192-85.production.curve.app,cloudfront,443,https://155-9-192-85.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:6400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
155-9-212-90.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,155-9-212-90.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,155-9-212-90.production.curve.app,cloudfront,443,https://155-9-212-90.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:1400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
155-9-218-52.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,155-9-218-52.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,155-9-218-52.production.curve.app,cloudfront,443,https://155-9-218-52.production.curve.app:443,https,envoy,GET,13.32.99.67,/,-1840324437,2600:9000:2251:7600:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
155-9-62-5.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,155-9-62-5.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,155-9-62-5.production.curve.app,cloudfront,443,https://155-9-62-5.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:6400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
155-9-62-7.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,155-9-62-7.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,155-9-62-7.production.curve.app,cloudfront,443,https://155-9-62-7.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:de00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
155-9-73-96.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,155-9-73-96.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,155-9-73-96.production.curve.app,cloudfront,443,https://155-9-73-96.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:b600:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
17-121-119-39.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,17-121-119-39.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,17-121-119-39.production.curve.app,cloudfront,443,https://17-121-119-39.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:cc00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
17-121-119-56.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,17-121-119-56.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,17-121-119-56.production.curve.app,cloudfront,443,https://17-121-119-56.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251::d856:9bc0:93a1,Envoy,1,False,True,,,,,,
17-121-120-19.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,17-121-120-19.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,17-121-120-19.production.curve.app,cloudfront,443,https://17-121-120-19.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:2800:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
17-121-122-89.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,17-121-122-89.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,17-121-122-89.production.curve.app,cloudfront,443,https://17-121-122-89.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
17-121-123-14.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,17-121-123-14.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,17-121-123-14.production.curve.app,cloudfront,443,https://17-121-123-14.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:6400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
17-121-123-65.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,17-121-123-65.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,17-121-123-65.production.curve.app,cloudfront,443,https://17-121-123-65.production.curve.app:443,https,envoy,GET,13.32.99.67,/,-1840324437,2600:9000:2251:8400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
4ba16751-testnoexistdomain-bcc738dc-this-exist.c4ksfktlc89q8tdjor6g.hrsys.2020-okta-wiskey-orchestratortech-safe.production.curve.app,ERROR: The request could not be satisfied,502,951,AS0,Not routed,None,13.32.100.0/23,4ba16751-testnoexistdomain-bcc738dc-this-exist.c4ksfktlc89q8tdjor6g.hrsys.2020-okta-wiskey-orchestratortech-safe.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,4ba16751-testnoexistdomain-bcc738dc-this-exist.c4ksfktlc89q8tdjor6g.hrsys.2020-okta-wiskey-orchestratortech-safe.production.curve.app,cloudfront,443,https://4ba16751-testnoexistdomain-bcc738dc-this-exist.c4ksfktlc89q8tdjor6g.hrsys.2020-okta-wiskey-orchestratortech-safe.production.curve.app:443,https,CloudFront,GET,13.32.99.48,/,1759670828,2600:9000:2251:7000:0:d856:9bc0:93a1,Amazon Web Services,20,False,True,True,text/html,,,,
69-171-232-65.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,69-171-232-65.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,69-171-232-65.production.curve.app,cloudfront,443,https://69-171-232-65.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:cc00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
69-171-244-77.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,69-171-244-77.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,69-171-244-77.production.curve.app,cloudfront,443,https://69-171-244-77.production.curve.app:443,https,envoy,GET,13.32.99.67,/,-1840324437,2600:9000:2251:b600:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
a-96-118-15-71.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,a-96-118-15-71.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,a-96-118-15-71.production.curve.app,cloudfront,443,https://a-96-118-15-71.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
a23-1-120-68.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,a23-1-120-68.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,a23-1-120-68.production.curve.app,cloudfront,443,https://a23-1-120-68.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:6400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
a88.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,a88.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,a88.production.curve.app,cloudfront,443,https://a88.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:3e00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
abante.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,abante.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,abante.production.curve.app,cloudfront,443,https://abante.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:6400:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
abs10.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,abs10.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,abs10.production.curve.app,cloudfront,443,https://abs10.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
abumedia-graviton-gateway-apac.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,abumedia-graviton-gateway-apac.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,abumedia-graviton-gateway-apac.production.curve.app,cloudfront,443,https://abumedia-graviton-gateway-apac.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:ea00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
access-systemvipreposignup.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,access-systemvipreposignup.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,access-systemvipreposignup.production.curve.app,cloudfront,443,https://access-systemvipreposignup.production.curve.app:443,https,envoy,GET,13.32.99.48,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
accessdaws.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,accessdaws.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,accessdaws.production.curve.app,cloudfront,443,https://accessdaws.production.curve.app:443,https,envoy,GET,13.32.99.67,/,-1840324437,2600:9000:2251:be00:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
accesspoint.equifax.curve.app,Anmelden – Google Konten,200,116750,AS16509,AS16509,Unknown,54.154.0.0/15,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,,80,http://accesspoint.equifax.curve.app:80,http,GSE,GET,54.154.237.34,/,818844446,54.75.211.132,OpenGSE,1973,False,,,text/html,,,http:,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAM8LnhCMmFHqi3DWUNHumvlncpT0WUW8lSuMqKNmtHkSlh8FfB4tADe3JUl96iMVJE_UfN98fakQ3kfWbbpuVll66yuYkD_7jZ_Q8ec1X7u6SoQ4fojsKWs9q4ylpAGOQzhzDD8iklXJQCmwH41dJttoBgrxHv8fjhT9tt_lrIFt1t9GNM7-q490VnpNE-qq6YEcZ6zPb9pR3hVi5eOJiKlrRSsUFSCHMJQrcdbTKN_GaMrNWobe1z_melUe22T_XCjSyexgdKW2qL6CTxcXUmdLZyEZJ4suu0gALM1GWTbmI73iTQrDaU39hoxTDTj-uRQrwVtwf49vzaZO5vvVQHbDkHb7eWt2U1h0GiO7PCK64GmnYwn7NkwXK_T5jUzh89Z3hI93GSsDUL051-DT7WQYP2S202bXPpPndjbIPXbTkHwoCobPm05OF0-6J6-fKqkiB17tI7FTrc5bWQEIN2MlEslkBDVMVkDz-_WniTxEYuuYew%26as%3DS1594164421%253A1683708326988301%26client_id%3D112793986231-0p1v8nr9uhq6kiiljj2jl6ensiathg0e.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneFF6Stol7vcn-AktAFtoDEQQ6SBEfI1K0KkKk8rODPZOcV7VNuFwY-YSwvcbG2NfpUA1UgqYg
accessstreamb2bmy-oceania.production.curve.app,,404,,AS0,Not routed,None,13.32.100.0/23,accessstreamb2bmy-oceania.production.curve.app,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=*.production.curve.app,*.production.curve.app,*.production.curve.app,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a9b3b7ec6c58dfcc2ade6d67baeaf88e,59dbac718cfc00169d4f54cad054b3e2804ed6252bf7017162b8a7cc31385696,True,ctls,accessstreamb2bmy-oceania.production.curve.app,cloudfront,443,https://accessstreamb2bmy-oceania.production.curve.app:443,https,envoy,GET,13.32.99.9,/,-1840324437,2600:9000:2251:7000:0:d856:9bc0:93a1,Envoy,1,False,True,,,,,,
