input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,csp_domains_,final_url,tls_expired
intranet.nutanix.com,Nutanix - Prod - Sign In,200,17379,443,https://intranet.nutanix.com:443,https,nginx,text/html,GET,192.146.154.70,/,-271129009,192.146.154.70,483,False,,Nginx,,nutanix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,nutanix.okta.com,cdn.pendo.io,https://nutanix.okta.com/login/login.htm?fromURI=%2Fhome%2Fsalesforce%2F0oa1grvss45FVcrgT0h8%2F46,
investorday.nutanix.com,,401,40,443,https://investorday.nutanix.com:443,https,,text/html,GET,104.126.37.146,/,997500400,2a02:26f0:1700:11::b856:678f,1,False,,,,investorday.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-01T03:16:05Z,2023-07-30T03:16:04Z,CN=leapfrog-ssl-54.gcs-web.com,leapfrog-ssl-54.gcs-web.com,,zevra.gcs-web.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f2e2a9f39d448f8b5fd6c983d58b94d,b915b646a08d5bf8d9091445230002b5733f84366873f9e9878fff7242a5d116,,ctls,investorday.nutanix.com,,,
iot.nutanix.com,Karbon Platform Services,200,1676,443,https://iot.nutanix.com:443,https,,text/html,GET,95.101.111.146,/,-1657891047,2a02:26f0:480:23::1726:62b1,31,False,,Node.js,,iot.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,iot.nutanix.com,,,
ip-153-62.xi.nutanix.com,Nutanix Web Console,404,1818,443,https://ip-153-62.xi.nutanix.com:443,https,nginx,text/html,GET,2.17.100.224,/,2141962946,2a02:26f0:ab00::214:8e48,61,False,,Nginx,,ip-153-62.xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,ip-153-62.xi.nutanix.com,,,
jira.nutanix.com,Nutanix - Prod - Sign In,200,18959,443,https://jira.nutanix.com:443,https,nginx,text/html,GET,192.146.154.102,/,,192.146.154.102,481,False,,Nginx,,nutanix.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,nutanix.okta.com,https://nutanix--c.na204.visual.force.com,https://nutanix.okta.com/login/login.htm?fromURI=%2Fapp%2Fnutanix_jiraoagapp_1%2Fexk1lkz1pmxIwz6bx0h8%2Fsso%2Fsaml%3FSAMLRequest%3DfZLdbuIwEIVfJfJ94tiBAhYg0UXbIvUHFbZd9QY5jgNeEtv1OG3ap68JS7e92F5ZOp7vHM3RjIHXlWWzxu%252F0nXxqJPiorSsNrPuYoMZpZjgoYJrXEpgXbDW7vmI0SZl1xhthKvQJ%252BZ7gANJ5ZTSKFvMJ2gyKkvI%252ByQZylBdZv8jJoMdFP81Fmhe8LGk25L1RL5UjFN1LB4GcoGAUcIBGLjR4rn2QUprFaT8mdE0GjBKW9h5RNA%252FbKM19R%252B28t8Aw1k1AVJuYveeJMDXm1p7EzR%252FluOHbIG0Ilu2eVPs3Yut28fJ2lrfpbogBDD7siaLZaZcfRkNTS7eS7lkJ%252Bevu6l%252FawTA5RR7ShuTi995QSXFtiqaSid3ZzhDD8aUxF9Cpr9fZw4XV21DW8m%252FT50oXSm%252B%252FLzk%252FDgG7XK%252BX8fJ2tUbT8cGadaW56YfxGH%252BWx8dbuAmGi%252FnSVEq8Rj%252BNq7n%252Ffx5JSKeoIi67UdZosFKoUskC4ekx4euBTd8B%26RelayState%3Dhttps%253A%252F%252Fjira.nutanix.com%252F,
jiradev-partners.nutanix.com,ntnx - Sign In,200,16843,443,https://jiradev-partners.nutanix.com:443,https,nginx,text/html,GET,192.146.154.103,/,-856814967,192.146.154.103,474,False,,Nginx,,ntnx.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,ntnx.oktapreview.com,login.okta.com,https://ntnx.oktapreview.com/login/login.htm?fromURI=%2Fhome%2Fntnx_jiradev_1%2F0oayfplg7w86n7XL20h7%2Falnyfpvg4fzB0jFR30h7%3FfromHome%3Dtrue,
jobs.nutanix.com,Nutanix Careers,200,123650,443,https://jobs.nutanix.com:443,https,cloudflare,text/html,GET,192.146.155.35,/,-984768137,192.146.155.35,2800,False,,YouTube,,jobs.jobvite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-08T00:00:00Z,2024-01-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",jobs.jobvite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dbde3140565ce8a9762c10533182c66e,51116e89d7896805c8aaa475ba7404bdf65148ebae9aee7fd9297aea66e50a2f,,ctls,jobs.jobvite.com,,https://jobs.jobvite.com/nutanix,
joinxtribe.nutanix.com,Nutanix Xtribe,200,976,443,https://joinxtribe.nutanix.com:443,https,,text/html,GET,192.146.155.35,/,-1310271833,192.146.155.35,32,False,,HSTS,,joinxtribe.influitive.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-22T13:12:31Z,2023-06-20T13:12:30Z,CN=*.influitive.com,*.influitive.com,,influitive.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ba9f4d2f3a970dd1911af84233bdc326,5f75ec333cf75100956172717d44e9193228cbb4381267edd86718540e27dc31,True,ctls,joinxtribe.influitive.com,,https://joinxtribe.influitive.com/,
kb.nutanix.com,Nutanix Support & Insights,200,1721,443,https://kb.nutanix.com:443,https,,text/html,GET,192.146.154.70,/,1817219357,192.146.154.70,1,False,,Sails.js,,portal.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-07T00:00:00Z,2024-01-09T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7abee5d68cfce0cc191b0b4dbaf2264,d50b300e229a5f9ede2f0f4711112c36b21c093b459a2f5d3dfa2569b0308c83,True,ctls,portal.nutanix.com,,https://portal.nutanix.com/page/documents/kbs/list,
kottonyofficial.xi.nutanix.com,Nutanix Web Console,404,1818,443,https://kottonyofficial.xi.nutanix.com:443,https,nginx,text/html,GET,2.17.100.152,/,2141962946,2a02:26f0:ab00::214:8e48,61,False,,Nginx,,kottonyofficial.xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,kottonyofficial.xi.nutanix.com,,,
leap.xi-rposizer.nutanix.com,Xi RPO Sizer,200,2955,443,https://leap.xi-rposizer.nutanix.com:443,https,AmazonS3,text/html,GET,52.222.236.70,/,-1657891047,2600:9000:223e:d200:4:fd52:cb00:93a1,1,False,cloudfront,Amazon Web Services,True,leap.xi-rposizer.nutanix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-28T00:00:00Z,2023-12-28T23:59:59Z,CN=*.xi-rposizer.nutanix.com,*.xi-rposizer.nutanix.com,,*.xi-rposizer.nutanix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b67df237ae9eb56e9ae69b5aaf5e60c3,4f55f4843e4980585ba761abba474ae3841fbd2933a8096c83a0c3e8e20c44a3,True,ctls,leap.xi-rposizer.nutanix.com,,,
learningacademy.nutanix.com,Nutanix Learning Portal - XReady,200,1452,443,https://learningacademy.nutanix.com:443,https,,text/html,GET,95.100.66.77,/,-1252041730,2a02:26f0:480:bb4::376f,1,False,,HSTS,,learningacademy.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,learningacademy.nutanix.com,cdn.jsdelivr.net,,
licensing-api.nutanix.com,,404,,443,https://licensing-api.nutanix.com:443,https,,,GET,95.101.45.166,/,552597979,2a02:26f0:1700:19d::376f,1,False,,HSTS,,licensing-api.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,licensing-api.nutanix.com,,,
licensing.nutanix.com,My Nutanix,200,1328,443,https://licensing.nutanix.com:443,https,,text/html,GET,95.101.45.166,/,59296438,2a02:26f0:1700:1ab::376f,1,False,,HSTS,,my.nutanix.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-04-02T00:00:00Z,2024-04-02T23:59:59Z,"CN=*.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.nutanix.com,"Nutanix, Inc.",nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,96848d5ca3eb49a71f25ee244c4f72a6,e9736e22a8c2c0a32ac2a9c4df64be1856447dff20b2bf562e8b2821e79e8898,True,ctls,my.nutanix.com,,https://my.nutanix.com/page/login?type=samlsso_notification.do%3Fclient_id%3DxVykkhsfn1GQZvFGkWDWCGTzE4Ia&commonAuthCallerPath=%2Foauth2%2Fauthorize&forceAuth=false&passiveAuth=false&redirect_uri=https%3A%2F%2Flicensing.nutanix.com%2Fapi%2Foauth2%2Fcallback&response_type=code&scope=openid&state=successRedirect%3D%252F&tenantDomain=carbon.super&sessionDataKey=ebce0126-e8f8-4ffe-9476-2af771b17b67&relyingParty=xVykkhsfn1GQZvFGkWDWCGTzE4Ia&type=oidc&sp=licensing&isSaaSApp=false,
link.jiratest.nutanix.com,SMTP2GO,200,2322,443,https://link.jiratest.nutanix.com:443,https,,text/html,GET,185.3.93.228,/,-429073533,170.187.131.209,85,False,,HSTS,,link.jiratest.nutanix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-25T01:01:07Z,2023-07-24T01:01:06Z,CN=link.jiratest.nutanix.com,link.jiratest.nutanix.com,,link.jiratest.nutanix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c1a3d2b8ed23fbca9cd08e167d92dd03,db84170c8707e2c27459ef8a11787e158e677448ffbcdd6aacc818d52d0310e7,,ctls,link.jiratest.nutanix.com,https://www.smtp2go.com,,
link.nutanix.com,404 Not Found,404,564,443,https://link.nutanix.com:443,https,nginx,text/html,GET,167.89.123.54,/,1506877856,167.89.118.52,14,False,,Nginx,,link.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,link.nutanix.com,,,
links.nutanix.com,Invalid Dynamic Link,400,9233,443,https://links.nutanix.com:443,https,,text/html,GET,151.101.1.195,/,1905170354,151.101.65.195,1,False,fastly,HTTP/3,True,links.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-18T03:59:00Z,2023-06-16T04:57:35Z,CN=biryanico.co.in,biryanico.co.in,,locket.camera,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,36acd5cb9d7093445210acd67b4b611c,58adada1448af5de0d0208a79b4eac4b3335fea544a46b5e3b6c6592eaec671a,,ctls,links.nutanix.com,https://www.gstatic.com,,
logging-staging.console.nutanix.com,,500,,443,https://logging-staging.console.nutanix.com:443,https,nginx,,GET,2.17.100.241,/,-1840324437,2a02:26f0:ab00::214:8e79,1,False,,Nginx,,logging-staging.console.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-03-26T23:59:59Z,"CN=staging.frame.nutanix.com, O=Nutanix Inc, L=San Jose, ST=California, C=US",staging.frame.nutanix.com,Nutanix Inc,terminal-staging.console.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2afc428dd0906654a9f41a605c517696,1f787a57fde955a54f7c449447ec656b3f48f42a44e327642329d2d91b56140d,,ctls,logging-staging.console.nutanix.com,,,
login-staging.console.nutanix.com,Nutanix Console,200,619,443,https://login-staging.console.nutanix.com:443,https,nginx,text/html,GET,2.16.187.155,/,528667816,2a02:26f0:480:23::1726:6298,1,False,,Nginx,,staging.frame.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-04T01:50:20Z,2023-08-02T01:50:19Z,CN=staging.frame.nutanix.com,staging.frame.nutanix.com,,staging.frame.nutanix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dd99d5fbf537cd8314b42738674208f5,1a079b0b51d8051022a3a016b58c97a8b34091acfc5af71edf93fd55f37f3939,True,ctls,staging.frame.nutanix.com,,https://staging.frame.nutanix.com/authorization-error,
login.cloud.nutanix.com,Nutanix Console,200,619,443,https://login.cloud.nutanix.com:443,https,nginx,text/html,GET,23.36.239.36,/,528667816,2a02:26f0:1700:19d::181c,1,False,,Nginx,,cloud-internal.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-12-30T00:00:00Z,2024-01-02T23:59:59Z,"CN=*.cloud-internal.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.cloud-internal.nutanix.com,"Nutanix, Inc.",*.artifactory.cloud-internal.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c52acdd5b29987c85e3a55b9457a8756,ea698b196094e8bc0db466f689fd725771891775e73debcd14b2a32b2d0c734e,True,ctls,cloud-internal.nutanix.com,,https://cloud-internal.nutanix.com/authorization-error,
login.console.nutanix.com,Nutanix Console,200,619,443,https://login.console.nutanix.com:443,https,nginx,text/html,GET,2.17.100.251,/,528667816,2a02:26f0:ab00::5c7a:d718,1,False,,Nginx,,frame.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=*.frame.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.frame.nutanix.com,"Nutanix, Inc.",frame.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cd5cb32fd802fdcd377009ac693b1c74,7bc15f598e9f71d9c2c5665b3e024775b41c880e310bfce05534ce613dcc4955,True,ctls,frame.nutanix.com,,https://frame.nutanix.com/authorization-error,
login.frame.nutanix.com,Nutanix Console,200,619,443,https://login.frame.nutanix.com:443,https,nginx,text/html,GET,54.81.63.74,/,528667816,44.215.82.39,1,False,,Nginx,,frame.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=*.frame.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.frame.nutanix.com,"Nutanix, Inc.",frame.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cd5cb32fd802fdcd377009ac693b1c74,7bc15f598e9f71d9c2c5665b3e024775b41c880e310bfce05534ce613dcc4955,True,ctls,frame.nutanix.com,,https://frame.nutanix.com/authorization-error,
login.staging.frame.nutanix.com,Nutanix Console,200,619,443,https://login.staging.frame.nutanix.com:443,https,nginx,text/html,GET,54.84.138.1,/,528667816,3.220.113.27,1,False,,Nginx,,staging.frame.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-04T01:50:20Z,2023-08-02T01:50:19Z,CN=staging.frame.nutanix.com,staging.frame.nutanix.com,,staging.frame.nutanix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dd99d5fbf537cd8314b42738674208f5,1a079b0b51d8051022a3a016b58c97a8b34091acfc5af71edf93fd55f37f3939,True,ctls,staging.frame.nutanix.com,,https://staging.frame.nutanix.com/authorization-error,
login.xlabs.nutanix.com,Not Found,404,315,443,https://login.xlabs.nutanix.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,192.146.154.44,/,225052475,192.146.154.44,7,False,,Microsoft HTTPAPI:2.0,,login.xlabs.nutanix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-10-14T12:17:40Z,2023-11-15T12:17:40Z,CN=fs.xlabs.host,fs.xlabs.host,,www.fs.xlabs.host,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",8221fa5610d76b7a47b3fe16a690b32f,0dab6906587461cae5c930d2dca47cee18237eab9fcdf7fd44430ccdc586dd5f,,ctls,login.xlabs.nutanix.com,,,
media-erpalt.xi.nutanix.com,Nutanix Web Console,404,1818,443,https://media-erpalt.xi.nutanix.com:443,https,nginx,text/html,GET,2.17.100.152,/,2141962946,2a02:26f0:480:23::1726:6297,61,False,,Nginx,,media-erpalt.xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,media-erpalt.xi.nutanix.com,,,
media-fra5-1.xi.nutanix.com,Nutanix Web Console,404,1818,443,https://media-fra5-1.xi.nutanix.com:443,https,nginx,text/html,GET,2.17.100.224,/,2141962946,2a02:26f0:ab00::214:8e70,61,False,,Nginx,,media-fra5-1.xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,media-fra5-1.xi.nutanix.com,,,
messaging-staging.console.nutanix.com,,404,9,443,https://messaging-staging.console.nutanix.com:443,https,nginx,,GET,2.17.100.241,/,1391058259,2a02:26f0:ab00::214:8e79,1,False,,Nginx,,messaging-staging.console.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-27T00:00:00Z,2024-03-26T23:59:59Z,"CN=staging.frame.nutanix.com, O=Nutanix Inc, L=San Jose, ST=California, C=US",staging.frame.nutanix.com,Nutanix Inc,terminal-staging.console.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2afc428dd0906654a9f41a605c517696,1f787a57fde955a54f7c449447ec656b3f48f42a44e327642329d2d91b56140d,,ctls,messaging-staging.console.nutanix.com,,,
meta.epoch.nutanix.com,403,403,134,443,https://meta.epoch.nutanix.com:443,https,,text/html,GET,35.244.254.46,/,1723221432,35.244.254.46,1,False,google,HTTP/3,True,meta.epoch.nutanix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-13T00:00:00Z,2023-08-09T23:59:59Z,"CN=*.epoch.nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",*.epoch.nutanix.com,"Nutanix, Inc.",epoch.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7e30fcc466d9e697ec7c8b0cf64cef23,2ba7a8f0ca2a43af3961b59fa589163678af092e37ea682c7067e72c85df59ef,True,ctls,meta.epoch.nutanix.com,,,
mobile-order.xi.nutanix.com,Nutanix Web Console,404,1818,443,https://mobile-order.xi.nutanix.com:443,https,nginx,text/html,GET,2.17.100.224,/,2141962946,2a02:26f0:ab00::214:8e70,61,False,,Nginx,,mobile-order.xi.nutanix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=nutanix.com, O=Nutanix\, Inc., L=San Jose, ST=California, C=US",nutanix.com,"Nutanix, Inc.",www.test-xi.nutanix.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,83be20ae1b148c63423b7d46509cb9ea,5c684730235ee192b83c4406fe8a4001df9e578e36db01beb7b22b6ea2bec8f4,True,ctls,mobile-order.xi.nutanix.com,,,
msoid.nutanix.com,Sign in to your account,200,203868,443,https://msoid.nutanix.com:443,https,,text/html,GET,40.126.32.74,/,-1840324437,40.126.32.72,174,False,azure,HSTS,True,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638195089547986955.YzBlM2Q4ZWItZDFmNC00ZjY3LTljNWEtYzRhOWQzMzFmYTg5ZTZmMTU4NjItZDRmOC00YWY1LTg3NjAtYWI3ZTBhOWFhZWZi&ui_locales=en-US&mkt=en-US&state=siZ03w0fMoSmLEHMIlwYLlVFey0pg8ifsW0Cp_hLJkD3Z55jiHoSepT6VV-lfLV6MYDM7rjWoCiXDsHz9zeQwQXgKoh-U1TwPVWi6TtniEP4sbB6MPaFmJ8SmUbcc_huuZico0D1PE51W3DkAQ4KjjpzFt8XhzFnuNH4X3vTO7nOshqt7syN295CWl1OBgof-CEIM4OuKKHtYTevjQig-_i8LQ4PMPd3U_KLo93Xp4jqhJKrgMSGLwT5VeD8i8-FwyCa2NS19ngk-0XQfrr4Jw&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,
