input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,tech_,lines,failed,cdn_name,webserver,cdn,final_url,chain_status_codes_,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_self_signed
101878-a-1-uat.jpmorganchase.com,Request Denied,403,14293,101878-a-1-uat.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-16T01:25:00Z,2024-02-16T01:25:00Z,"CN=101878-a-1-uat.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",101878-a-1-uat.jpmorganchase.com,JPMorgan Chase and Co.,101878-a-1-uat.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e671fb3d6cf187b6c02789d0504a96b4,4f1747a703e251092a1b7c97f529cccba62099d1ed2435cc798ed0060f92488b,ctls,101878-a-1-uat.jpmorganchase.com,443,https://101878-a-1-uat.jpmorganchase.com:443,https,text/html,GET,159.53.119.55,/,-730553218,HSTS,146,False,,,,,,,,,
101878-a-1.jpmorganchase.com,Request Denied,403,14196,101878-a-1.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T05:52:29Z,2024-04-12T05:52:29Z,"CN=101878-a-1.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",101878-a-1.jpmorganchase.com,JPMorgan Chase and Co.,101878-a-1.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",029fba996fc6d18c32e3917f17370adb,76cbfa949405396eee6175a925c1f9bcaa75c91c4a3edb4075582dccce0f75b1,ctls,101878-a-1.jpmorganchase.com,443,https://101878-a-1.jpmorganchase.com:443,https,text/html,GET,159.53.117.73,/,-1542736237,,145,False,,,,,,,,,
aatcbo.chase.com,Chase Online,200,131763,secure04ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T16:28:50Z,2024-04-11T16:28:50Z,"CN=secure04ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure04ea.chase.com,JPMorgan Chase and Co.,secure04ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",912453a01c16f640bf2f00eaa31c91bd,86679fd9da9c24bd51378fad87e67f8d87da003f88a6e400f07df9950c192d08,ctls,secure04ea.chase.com,443,https://aatcbo.chase.com:443,https,text/html,GET,159.53.34.65,/,1532443147,Zipkin,105,False,,,,https://secure04ea.chase.com/web/auth/dashboard?ReturnURL=%2f,200,,,,
aatcpc.chase.com,Chase Online,200,131757,secure04ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T16:28:50Z,2024-04-11T16:28:50Z,"CN=secure04ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure04ea.chase.com,JPMorgan Chase and Co.,secure04ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",912453a01c16f640bf2f00eaa31c91bd,86679fd9da9c24bd51378fad87e67f8d87da003f88a6e400f07df9950c192d08,ctls,secure04ea.chase.com,443,https://aatcpc.chase.com:443,https,text/html,GET,159.53.43.233,/,1771837653,Zipkin,105,False,,,,https://secure04ea.chase.com/web/auth/dashboard?ReturnURL=%2f,200,,,,
aatcpo.chase.com,Chase Online,200,131757,secure04ea.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T16:28:50Z,2024-04-11T16:28:50Z,"CN=secure04ea.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",secure04ea.chase.com,JPMorgan Chase and Co.,secure04ea.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",912453a01c16f640bf2f00eaa31c91bd,86679fd9da9c24bd51378fad87e67f8d87da003f88a6e400f07df9950c192d08,ctls,secure04ea.chase.com,443,https://aatcpo.chase.com:443,https,text/html,GET,159.53.119.36,/,2029473783,Zipkin,105,False,,,,https://secure04ea.chase.com/web/auth/dashboard?ReturnURL=%2f,200,,,,
about.jpmorganchase.com,JPMorgan Chase & Co.,200,122570,www.jpmorganchase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T20:29:02Z,2024-01-09T20:29:02Z,"CN=www.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.jpmorganchase.com,JPMorgan Chase and Co.,jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",3e40c22b2aec4ee12d2e50a6f19f8e7d,b535986a6f94f54c20eec77282a5eddadcb5f85dbfbb8b9d6530aaae2381cf56,ctls,www.jpmorganchase.com,443,https://about.jpmorganchase.com:443,https,text/html,GET,170.148.240.202,/,-89985823,Java,4538,False,,,,https://www.jpmorganchase.com/,200,,,,
account.chase.com,Chase Checking Accounts: Compare & Apply Today | Chase,200,279139,personal.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T03:45:04Z,2024-04-13T03:45:04Z,"CN=personal.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",personal.chase.com,JPMorgan Chase and Co.,personal.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2453254e88308a1b285f0e8234da9fe1,aca7f704e1062f248fd16f7e70b99f7e77021a5c126b22383f4b65908b13d821,ctls,personal.chase.com,443,https://account.chase.com:443,https,text/html,GET,159.53.62.236,/,997500400,HSTS,3248,False,,,,https://personal.chase.com/personal/checking,200,,,,
accounts-sandbox.chase.com,Request Denied,403,14196,accounts-sandbox.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-14T05:52:26Z,2023-10-14T05:52:26Z,"CN=accounts-sandbox.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",accounts-sandbox.chase.com,JPMorgan Chase and Co.,accounts-sandbox.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",66f129a9fa4d94c0e4c4984744af9938,1338fc665a9519e2e165f45c4eba337eb6da2765f176d7cd505422d4ed956cc6,ctls,accounts-sandbox.chase.com,443,https://accounts-sandbox.chase.com:443,https,text/html,GET,159.53.96.103,/,1631801191,,145,False,,,,,,,,,
accounts-uat.chase.com,Chase Checking Accounts: Compare & Apply Today | Chase,200,279139,personal.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T03:45:04Z,2024-04-13T03:45:04Z,"CN=personal.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",personal.chase.com,JPMorgan Chase and Co.,personal.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2453254e88308a1b285f0e8234da9fe1,aca7f704e1062f248fd16f7e70b99f7e77021a5c126b22383f4b65908b13d821,ctls,personal.chase.com,443,https://accounts-uat.chase.com:443,https,text/html,GET,159.53.43.249,/,-1596641190,HSTS,3248,False,,,,https://personal.chase.com/personal/checking,200,,,,
accounts.chase.com,Chase Checking Accounts: Compare & Apply Today | Chase,200,279139,personal.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T03:45:04Z,2024-04-13T03:45:04Z,"CN=personal.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",personal.chase.com,JPMorgan Chase and Co.,personal.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2453254e88308a1b285f0e8234da9fe1,aca7f704e1062f248fd16f7e70b99f7e77021a5c126b22383f4b65908b13d821,ctls,personal.chase.com,443,https://accounts.chase.com:443,https,text/html,GET,159.53.117.202,/,-1596641190,HSTS,3248,False,,,,https://personal.chase.com/personal/checking,200,,,,
act.jpmorganchase.com,,404,,act.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-28T23:59:59Z,CN=*.p2a.co,*.p2a.co,,*.p2a.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9891195ff94c41ca79099b9b46b2af44,238016f43d79630caab17d59d2e5c48e2dc7241788d7efe2e9cf74decae60eae,ctls,act.jpmorganchase.com,443,https://act.jpmorganchase.com:443,https,text/plain,GET,34.236.107.54,/,-1840324437,,1,False,,awselb/2.0,,,,,True,True,
afx.chase.com,Request Denied,403,14411,afx.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-06T04:17:08Z,2024-01-06T04:17:07Z,"CN=afx.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",afx.chase.com,JPMorgan Chase and Co.,afx.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",32452fa88e037280c2129007c92e68fc,d310e170c4e8f82cb9555773ecd952d69d1cdfdd542d069d0ae351dd1a037c07,ctls,afx.chase.com,443,https://afx.chase.com:443,https,text/html,GET,159.53.119.19,/,-1451059640,,148,False,,,,,,,,,
aggregation-iav.chase.com,,200,21,aggregation-iav.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T01:59:01Z,2024-04-18T01:59:01Z,"CN=aggregation-iav.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",aggregation-iav.chase.com,JPMorgan Chase and Co.,aggregation-iav.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",47810a374093c72832fe57e9ffbf99d9,22a56ba4a75788154a288e3aa4f4cd0bec9ccfa02deca859f69e92023ddec0f2,ctls,aggregation-iav.chase.com,443,https://aggregation-iav.chase.com:443,https,,GET,159.53.115.9,/,1847743655,HSTS,1,False,,,,,,,,,
als-static.chase.com,403 Forbidden,403,202,als-static.chase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-24T11:36:44Z,2023-06-24T11:36:44Z,"CN=als-static.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",als-static.chase.com,JPMorgan Chase and Co.,als-static.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",05241d5604220610300a605f38eadeae,6a4a260e797a75d0db1a18572bbbb2d299d53dd4bdffec2eb1804808aa7e0c7f,ctls,als-static.chase.com,443,https://als-static.chase.com:443,https,text/html,GET,104.18.33.82,/,-366337701,HSTS,9,False,cloudflare,cloudflare,True,,,,,,
alsuat-static.chase.com,403 Forbidden,403,202,alsuat-static.chase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T03:43:42Z,2023-06-12T03:43:42Z,"CN=alsuat-static.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",alsuat-static.chase.com,JPMorgan Chase and Co.,alsuat-static.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",09b6224127e2b8b55e82cebc1fbeb61e,78ccec470f1cc2289218d9190a53318054a5cc3ec2f2719e6e53987ef48370e6,ctls,alsuat-static.chase.com,443,https://alsuat-static.chase.com:443,https,text/html,GET,104.18.39.115,/,-366337701,HSTS,9,False,cloudflare,cloudflare,True,,,,,,
analytics.chase.com,404 Not Found,404,196,analytics.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-10T16:26:38Z,2023-10-10T16:26:38Z,"CN=analytics.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",analytics.chase.com,JPMorgan Chase and Co.,test-analytics.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",ecdabd7cd296ffdd1249edb9fd166221,2ebaab2b57eea7590947c5829d6c5e3607bbf71dfa063fee63f0eaa47771ffa9,ctls,analytics.chase.com,443,https://analytics.chase.com:443,https,text/html,GET,104.126.37.160,/,-780928015,HSTS,8,False,,,,,,,,,
analyticsext-qa.chase.com,Swagger UI,200,4743,analyticsext-qa.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-27T04:54:25Z,2023-10-27T04:54:25Z,"CN=analyticsext-qa.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",analyticsext-qa.chase.com,JPMorgan Chase and Co.,analyticsext-qa.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2df2f0579dfc8b6d3d1d2a65fae4322a,46738f7d0d66fa2ce733a209b46714e2729a4837dfe8a15468d8b97a0b22c4c9,ctls,analyticsext-qa.chase.com,443,https://analyticsext-qa.chase.com:443,https,text/html,GET,159.53.76.55,/,-1840324437,,118,False,,,,https://analyticsext-qa.chase.com/index.html,200,,,,
analyticsext.chase.com,Swagger UI,200,4743,analyticsext.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T01:08:20Z,2024-02-10T01:08:20Z,"CN=analyticsext.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",analyticsext.chase.com,JPMorgan Chase and Co.,analyticsext.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",2b9846e25c9d907f96b34741eba90801,c115a705410c278094ce68bfc95e052d0a2bfb58d29b6204516c0ebb7042fa32,ctls,analyticsext.chase.com,443,https://analyticsext.chase.com:443,https,text/html,GET,159.53.117.253,/,-1840324437,,118,False,,,,https://analyticsext.chase.com/index.html,200,,,,
api-cert.chase.com,,404,155,api-cert.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T05:26:09Z,2024-04-12T05:26:09Z,"CN=api2-cert.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",api2-cert.chase.com,JPMorgan Chase and Co.,api-cert.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1e221666835b616c3051800988492dfd,0fc84b2d7f992edf8d8e87adb1f330a7dd6907f81751b7a9433ef894de2831d6,ctls,api-cert.chase.com,443,https://api-cert.chase.com:443,https,application/json,GET,159.53.85.85,/,244609073,HSTS,1,False,,,,,,,,,
api-markit.chase.com,,404,156,api-markit.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-09T09:14:53Z,2023-11-09T09:14:53Z,"CN=api-markit.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",api-markit.chase.com,JPMorgan Chase and Co.,api-markit.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e251e6d706d1734a59d5493e6692cd40,b1d061f315830319f3a7bbeda7c28f4d17222525ddb335ce5ba62b429d3b34dc,ctls,api-markit.chase.com,443,https://api-markit.chase.com:443,https,application/json,GET,159.53.86.254,/,1435874759,HSTS,1,False,,,,,,,,,
api-sandbox.chase.com,,404,166,api-sandbox.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T05:45:53Z,2024-04-12T05:45:53Z,"CN=api2-sandbox.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",api2-sandbox.chase.com,JPMorgan Chase and Co.,api-sandbox.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",35cc4a3d501147b23c78c44dcd3a2e03,2493c6b444930f38fb721fbcfc5f5e255da2e21d83fdce43ec268811752082f8,ctls,api-sandbox.chase.com,443,https://api-sandbox.chase.com:443,https,application/json,GET,159.53.52.188,/,672529266,,3,False,,,,,,,,,
api-uat.chase.com,,200,12230,api-uat.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T08:26:31Z,2023-10-31T08:26:31Z,"CN=appstore-uat.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",appstore-uat.jpmorgan.com,JPMorgan Chase and Co.,api-uat.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",805f831f12879d858cdaaf1b2f778bf3,75f7eb22969baab921dc446f3f76e32bac4684a20e8e2152b716f9711b149edf,ctls,api-uat.chase.com,443,https://api-uat.chase.com:443,https,text/html,GET,159.53.43.196,/,-1840324437,Java,338,False,,,,,,,,,
api.chase.com,,404,155,api.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T05:33:37Z,2024-04-12T05:33:37Z,"CN=api2.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",api2.chase.com,JPMorgan Chase and Co.,api.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",33fee3381de5f99a8a54f29d5e7759e8,b3681f11794fd87e1cc7d3d0880a6f62fb94266750763423f702e6fc531046bc,ctls,api.chase.com,443,https://api.chase.com:443,https,application/json,GET,159.53.85.155,/,244609073,HSTS,1,False,,,,,,,,,
api2-cert.chase.com,,404,155,api2-cert.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T05:24:50Z,2024-04-12T05:24:49Z,"CN=api2-cert.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",api2-cert.chase.com,JPMorgan Chase and Co.,api-cert.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e07b5ed08cd60d021b1cabfb0e00e099,2fbcce86c318f0046f44a42fffc7fe74d664302c06fa504969fe75c90207e49d,ctls,api2-cert.chase.com,443,https://api2-cert.chase.com:443,https,application/json,GET,159.53.52.183,/,244609073,HSTS,1,False,,,,,,,,,
api2-oauth-sandbox.chase.com,,404,155,api2-oauth-sandbox.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T04:39:27Z,2024-04-12T04:39:27Z,"CN=api2-oauth-sandbox.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",api2-oauth-sandbox.chase.com,JPMorgan Chase and Co.,api2-oauth-sandbox.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",845cee0f9c1daf7006bd8d55ea27d0fe,fd49f6114397de3b7ade3b652d77acb5dffcb8922aa20c4613e3a9ca454ea539,ctls,api2-oauth-sandbox.chase.com,443,https://api2-oauth-sandbox.chase.com:443,https,application/json,GET,159.53.52.164,/,-1667431066,HSTS,1,False,,,,,,,,,
api2-oauth.chase.com,,404,155,api2-oauth.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T04:31:04Z,2024-04-12T04:31:04Z,"CN=api2-oauth.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",api2-oauth.chase.com,JPMorgan Chase and Co.,api2-oauth.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1fc251207e2c3c1984ee2b76fa3a3774,de70badcc5c15015233378866b0117c74bade0b6fc9e95a670c1accfeb8c3dd4,ctls,api2-oauth.chase.com,443,https://api2-oauth.chase.com:443,https,application/json,GET,159.53.52.161,/,244609073,HSTS,1,False,,,,,,,,,
