new,host,soa,txt,status_code,a,cname,ns,cdn,cdn-name,mx,caa,aaaa,has_internal_ips,internal_ips
[x],experiencesims.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.77.64,experiencesims.amer-c2.gslbjpmchase.com,,,,,,,,
[x],experiencesimsbf.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.147,experiencesimsbf.amer-c2.gslbjpmchase.com,,,,,,,,
[x],experiencesuat.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.33.59,experiencesuat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],factsetclient-dev.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],fdc-multiline-proxy-devpro2.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.96.39,fdc-multiline-proxy-devpro2.amer-c2.gslbjpmchase.com,,,,,,,,
[x],fdc-multiline-proxy-uat.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.64.58,fdc-multiline-proxy-uat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],fdc-multiline-proxy-uat1.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,fdc-multiline-proxy-uat1.amer-c2.gslbjpmchase.com,,,,,,,,
[x],fdc-multiline-proxy.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.77.5,fdc-multiline-proxy.amer-c2.gslbjpmchase.com,,,,,,,,
[x],feedback.jpmorganchase.com,"n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.0.199.249,"jpmccb.vanity7.co1.qualtrics.com, akamaisecure7.qualtrics.com.edgekey.net, e3960.b.akamaiedge.net",,,,,,,,
[x],firefly.qa.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],fof.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.38.249,,,,,,,,,
[x],ford.chase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.52.224,special.gslb.bankone.com,,,,,,,,
[x],formeremployee-dev.jpmorganchase.com,"edns140.ultradns.com, root.service-now.com",,NOERROR,149.96.161.55,jpmcesmdev01.service-now.com,,,,,letsencrypt.org,,,
[x],formeremployee-uat.jpmorganchase.com,"edns140.ultradns.com, root.service-now.com",,NOERROR,149.96.44.141,jpmcesmuat.service-now.com,,,,,letsencrypt.org,,,
[x],formeremployee.jpmorganchase.com,"edns140.ultradns.com, root.service-now.com",,NOERROR,149.96.44.141,jpmcesm.service-now.com,,,,,letsencrypt.org,,,
[x],fp1-secure.cig.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],fps-checks.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.223,fps-checks.amer-c2.gslbjpmchase.com,,,,,,,,
[x],fps-checksperf.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,fps-checksperf.amer-c2.gslbjpmchase.com,,,,,,,,
[x],fps-checksqa1.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,fps-checksqa1.amer-c2.gslbjpmchase.com,,,,,,,,
[x],fps-checksqa2.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.53.71,fps-checksqa2.amer-c2.gslbjpmchase.com,,,,,,,,
[x],fps-checksqa3.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],fps-checksqa4.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],fraudalert-test.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 redirect=_spf.sparkpostmail.com,NOERROR,,,"ns2.jpmorganchase.com, ns06.jpmorganchase.com, ns0087.secondary.cloudflare.com, ns05.jpmorganchase.com, ns0134.secondary.cloudflare.com, ns1.jpmorganchase.com",,,smtp.sparkpostmail.com,"entrust.net, digicert.com",,,
[x],fraudalertresponse-test.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.33.111,fraudalertresponse-test.amer-c2.gslbjpmchase.com,,,,,,,,
[x],fraudalertresponse.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.117.245,fraudalertresponse.amer-c2.gslbjpmchase.com,,,,,,,,
[x],fraudalerts.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],fraudprevention.chase.com,"a24-67.akam.net, hostmaster.akamai.com","v=spf1 include:epsl1.com -all, spf2.0/pra include:epsl1.com -all, google-site-verification=rfMOF_KWYDSQIokdvQ5m8va55iKeqPakbtxDkFHsWTE",NOERROR,159.127.187.146,,"a9-65.akam.net, a1-108.akam.net, a11-65.akam.net, a16-66.akam.net, a8-64.akam.net, a24-67.akam.net",,,pmx1.epsl1.com,,,,
[x],fsd.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],fxwebold.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.38.130,,,,,,,,,
[x],ga4prod.3cmc.internet.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.39.104,,,,,,,,,
[x],gca-test.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.62.124,gca-test.amer.gslbjpmchase.com,,,,,,,,
[x],gca.jpmorganchase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.34.13,gca.amer.gslbjpmchase.com,,,,,,,,
[x],gcrp.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.0.126,,,,,,,,,
[x],gcrprpt.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.0.127,,,,,,,,,
[x],geme-uat.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.53.75,geme-uat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],geme.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.117.39,geme.amer-c2.gslbjpmchase.com,,,,,,,,
[x],gemviewdev.chase.com,"ns-652.awsdns-17.net, awsdns-hostmaster.amazon.com",,NOERROR,"34.205.148.57, 3.220.104.134, 3.228.221.81, 34.236.31.196, 3.228.89.218, 3.234.25.24",gemviewdev.edgedev.cldlb.jpmchase.com,,,,,,,,
[x],gemviewqa.chase.com,"ns-937.awsdns-53.net, awsdns-hostmaster.amazon.com",,NOERROR,"34.232.185.216, 54.157.30.115",gemviewqa.edgeuat.cldlb.jpmchase.com,,,,,,,,
[x],gemviewuat.chase.com,"ns-937.awsdns-53.net, awsdns-hostmaster.amazon.com",,NOERROR,"54.158.59.21, 107.23.191.230",gemview.edgeuat.cldlb.jpmchase.com,,,,,,,,
[x],geo1-dgt-cdc1-gwspwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,,,,,,,,,
[x],geo1-dgt-cdc1-pwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo1-dgt-cdc2-gwspwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo1-dgt-cdc2-mfasapwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo1-dgt-cdc2-pwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo1-dgt-gwspwc.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo1-dgt-mfasapwc.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo1-dgt-pwc.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-cdc1-gwspwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-cdc1-mfasapwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-cdc1-pwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-cdc2-gwspwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-cdc2-mfasapwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-cdc2-pwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-gwspwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-gwspwc.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-mfasapwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-mfasapwc.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-pwc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],geo2-dgt-pwc.digital.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],gisnetdr.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.83,,,,,,,,,
[x],gisnetftpprod.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,169.84.3.252,,,,,,,,,
[x],gisnetqa.jpmorganchase.com,,,NOERROR,,gisnetqa.amer-c2.gslbjpmchase.com,,,,,,,,
[x],glimpse.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],globalreceivables.3cmc.internet.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,,,,,,,,,
[x],gmtest4.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.37.115,,,,,,,,,
[x],gmts.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.38.232,,,,,,,,,
[x],gnb2b.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.125.66,,,,,,,,,
[x],go-commercial.jpmorganchase.com,"ns1.marketo.com, ops.localhost",v=spf1 -all,NOERROR,52.184.251.130,mkto-ab180025.com,"ns3.marketo.co.uk, ns2.mktdns.com, ns1.marketo.com",True,azure,,,,,
[x],go.paymentsolutions.chase.com,"ns1.marketo.com, ops.localhost",,NOERROR,"104.17.74.206, 104.17.70.206, 104.17.73.206, 104.17.71.206, 104.17.72.206",mkto-sj250033.com,"ns1.marketo.com, ns2.mktdns.com",True,cloudflare,,,,,
[x],gov1dr-maint.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.52.50,,,,,,,,,
[x],grid-psaas.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],grid100-cdc1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.54.62,s1005wcb100-eec1.chase.com,,,,,,,,
[x],grid100-cdc2.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.93.108,s1009wcb100-eec1.chase.com,,,,,,,,
[x],grid101-cdc1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.54.63,s1005wcb101-eec1.chase.com,,,,,,,,
[x],grid101-cdc2.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.93.109,s1009wcb101-eec1.chase.com,,,,,,,,
[x],grid102-cdc1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.54.64,s1005wcb102-eec1.chase.com,,,,,,,,
[x],grid102-cdc2.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.93.110,s1009wcb102-eec1.chase.com,,,,,,,,
[x],grid103-cdc1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.54.65,s1005wcb103-eec1.chase.com,,,,,,,,
[x],grid103-cdc2.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.93.111,s1009wcb103-eec1.chase.com,,,,,,,,
[x],grid104-cdc1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.54.66,s1005wcb104-eec1.chase.com,,,,,,,,
[x],grid104-cdc2.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.93.112,s1009wcb104-eec1.chase.com,,,,,,,,
[x],grid105-cdc1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.54.67,s1005wcb105-eec1.chase.com,,,,,,,,
[x],grid105-cdc2.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.93.113,s1009wcb105-eec1.chase.com,,,,,,,,
[x],gsa-demo.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.84.55,,,,,,,,,
[x],gsa-devint21-cdc2.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.86.109,,,,,,,,,
[x],gsa-devint22-cdc2.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.86.104,,,,,,,,,
[x],gsa-devint22.jpmorganchase.com,,,NOERROR,54.144.128.85,gsa-devint22.gslb.bankone.com,,,,,,,,
[x],gsa-devint31-cdc1.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.53.178,,,,,,,,,
[x],gsa-devint31-cdc2.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.86.108,,,,,,,,,
[x],gsa-devint32-cdc1.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.53.177,,,,,,,,,
[x],gsa-devint32-cdc2.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.86.106,,,,,,,,,
[x],gsa-devint41-cdc1.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.53.179,,,,,,,,,
[x],gsa-devint41-cdc2.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.86.105,,,,,,,,,
[x],gsa-devint42-cdc2.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.86.107,,,,,,,,,
[x],gwmconnectportal-uat.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.62.191,gwmconnectportal-uat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],gwmconnectportal.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.50,gwmconnectportal.amer-c2.gslbjpmchase.com,,,,,,,,
[x],gwmportal-uat.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.74.40,gwmportal-uat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],gwmportal.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.52.243,gwmportal.amer-c2.gslbjpmchase.com,,,,,,,,
[x],gwmuiportal-uat.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.62.249,gwmuiportal-uat-psaas.amer-c2.gslbjpmchase.com,,,,,,,,
[x],gwmuiportal.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.34.15,gwmuiportal.amer-c2.gslbjpmchase.com,,,,,,,,
[x],gwmuiservice-uat.chase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.209.222,api-s2-uat-ma.intl.gslbjpmchase.com,,,,,,,,
[x],gwmuiservice.chase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.209.218,api-s2-ma.intl.gslbjpmchase.com,,,,,,,,
[x],gwsol-perf.chase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,gwsol-perf.amer.gslbjpmchase.com,,,,,,,,
[x],gwsol-qa1.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],gwsol-qa2.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],gwsol-qa3.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.28,,,,,,,,,
[x],gwsol-qa4.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.29,,,,,,,,,
[x],gwsol-qa5.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],gwsol-qa6.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.97.122,,,,,,,,,
[x],gwsol-qa7.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],gwsol-qa8.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.118.31,,,,,,,,,
[x],gwsol-sit08.dev.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],gwsol.chase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,gwsol.gslb.bankone.com,,,,,,,,
[x],hartofitall-aem-uat.chase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.224.100,cws-uat-other.intl.gslbjpmchase.com,,,,,,,,
[x],haseloanmanager.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],hbcu-aem-uat.chase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.209.235,cws-uat-other.intl.gslbjpmchase.com,,,,,,,,
[x],hbcustudent.chase.com,,v=spf1 -all,NOERROR,"159.53.34.9, 159.53.117.68, 159.53.85.185",,,,,,"entrust.net, digicert.com",,,
[x],hbomqb.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.39.48,,,,,,,,,
[x],hbomqp.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.38.105,,,,,,,,,
[x],hbtbiq-old.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.39.112,,,,,,,,,
[x],hcm-aws-prod.jpmorganchase.com,"ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",,NOERROR,"54.163.120.43, 107.23.93.28, 3.217.155.46, 52.55.56.227, 34.197.43.129, 100.26.75.174",hcm-aws-prod.edgeprod.cldlb.jpmchase.com,,,,,,,,
[x],hcm-uat.jpmorganchase.com,"ns-937.awsdns-53.net, awsdns-hostmaster.amazon.com",,NOERROR,,hcm-aws-uat.edgeuat.cldlb.jpmchase.com,,,,,,,,
[x],health-aem-uat.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.43.247,cws-uat-other.intl.gslbjpmchase.com,,,,,,,,
[x],hesales.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.160.95,,,,,,,,,
[x],home-ptnr-prop-notifications-receiver-dev.chase.com,"ns-652.awsdns-17.net, awsdns-hostmaster.amazon.com",,NOERROR,"54.88.97.153, 34.224.119.19",home-ptnr-prop-notifications-receiver-dev.edgedev.cldlb.jpmchase.com,,,,,,,,
[x],homecustomerz.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.37.36,,,,,,,,,
[x],homeequity-aem-uat.chase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.224.100,cws-uat-other.intl.gslbjpmchase.com,,,,,,,,
[x],homeequity-stage.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],homeequity-uat.cmmc.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.160.223,,,,,,,,,
[x],homeequity.chase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.240.201,cws-other.intl.gslbjpmchase.com,,,,,,,,
[x],homefinance-aem-uat.chase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.240.203,cws-uat-other.intl.gslbjpmchase.com,,,,,,,,
[x],homefinance01z.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.38.115,,,,,,,,,
[x],homefinancing-stage.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.83.34,homefinancing-stage.amer-c2.gslbjpmchase.com,,,,,,,,
[x],homefinancing.chase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.96.200,special.gslb.bankone.com,,,,,,,,
[x],homelending.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 include:spf.myvolly.net include:cust-spf.exacttarget.com -all,NOERROR,,,"ns1.jpmorganchase.com, ns2.jpmorganchase.com, ns05.jpmorganchase.com, ns06.jpmorganchase.com, ns0037.secondary.cloudflare.com, ns0246.secondary.cloudflare.com",,,inbound-reply.s1.exacttarget.com,"digicert.com, entrust.net",,,
[x],homeloan.chase.com,"dbws1adcx204.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.85.76,"mortgage.chase.com, special.gslb.bankone.com",,,,,,,,
[x],housecanary.qa.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",v=spf1 -all,NOERROR,,,,,,,,,,
[x],hr.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.38.200,,,,,,,,,
[x],hrapps.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.0.162,,,,,,,,,
[x],hrmppw01-jc.3cmc.internet.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.1.125,,,,,,,,,
[x],hrmppw01.3cmc.internet.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.1.94,,,,,,,,,
[x],hrmppw02-jc.3cmc.internet.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.1.126,,,,,,,,,
[x],hrssprofile-cdc2.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.88.121,,,,,,,,,
[x],hrssprofile-ist.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.56.170,,,,,,,,,
[x],hrssprofile-rdc.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.96.135,,,,,,,,,
[x],hrssprofile-uat.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,hrssprofile-uat-bc.amer-c2.gslbjpmchase.com,,,,,,,,
[x],iaasn00126763.naeast.ad.jpmorganchase.com,,,NOERROR,,,,,,,,,,
[x],iaasn00127468.naeast.ad.jpmorganchase.com,,,NOERROR,,,,,,,,,,
[x],ib07sgd01-eec1.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.194.100,,,,,,,,,
[x],ib08sgd01-eec1.jpmorganchase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.210.110,,,,,,,,,
[x],icob-old.chase.com,"ns1.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.38.100,,,,,,,,,
[x],ida.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,idag2.intl.gslbjpmchase.com,,,,,,,,
[x],idad.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.240.4,idadg2.intl.gslbjpmchase.com,,,,,,,,
[x],idadg2.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.240.4,idadg2.intl.gslbjpmchase.com,,,,,,,,
[x],idadzeroccb2.jpmorganchase.com,,,NOERROR,54.144.128.85,,,,,,,,,
[x],idag2.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,170.148.209.228,idag2.intl.gslbjpmchase.com,,,,,,,,
[x],idainfra.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,idainfra.amer-c2.gslbjpmchase.com,,,,,,,,
[x],idainfrag2.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.96.62,idainfrag2.amer-c2.gslbjpmchase.com,,,,,,,,
[x],idauat.jpmorganchase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,idauat.amer-c2.gslbjpmchase.com,,,,,,,,
[x],idauatg2.jpmorganchase.com,"dbws1adcx203.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,,idauatg2.intl.gslbjpmchase.com,,,,,,,,
[x],idc.chase.com,"dbws1adcx202.jpmorganchase.com, hostmaster.jpmchase.com",,NOERROR,159.53.117.19,idcchase.amer-c2.gslbjpmchase.com,,,,,,,,
