new,host,a,soa,has_internal_ips,internal_ips,status_code,aaaa,mx,ns,txt,cdn,cdn-name
[x],aws.zaproxy.org,169.254.169.254,"cloe.ns.cloudflare.com, dns.cloudflare.com",True,169.254.169.254,NOERROR,,,,,,
[x],cfu.zaproxy.org,"172.67.129.53, 104.21.1.121","cloe.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:3037::ac43:8135, 2606:4700:3035::6815:179",,,,True,cloudflare
[x],news.zaproxy.org,"104.21.1.121, 172.67.129.53","cloe.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,,,,,True,cloudflare
[x],zaproxy.org,"172.67.129.53, 104.21.1.121","cloe.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,"2606:4700:3035::6815:179, 2606:4700:3037::ac43:8135","eforward3.registrar-servers.com, eforward5.registrar-servers.com, eforward4.registrar-servers.com, eforward2.registrar-servers.com, eforward1.registrar-servers.com","cloe.ns.cloudflare.com, owen.ns.cloudflare.com",v=spf1 include:spf.efwd.registrar-servers.com ~all,True,cloudflare
