new,host,a,cname,soa,status_code,cdn,cdn-name,ns,aaaa,mx,txt,has_internal_ips,internal_ips,caa
[x],api16-normal-c-alisg-ab.tiktokv.com,"104.126.37.168, 104.126.37.185, 104.126.37.138, 104.126.37.139, 104.126.37.144, 104.126.37.145, 104.126.37.147, 104.126.37.152, 104.126.37.160","api16-normal-c-alisg-ab.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-c-alisg.tiktokv.com,"95.101.74.150, 95.101.74.147, 95.101.74.163, 95.101.74.154, 95.101.74.144, 95.101.74.141, 95.101.74.159, 95.101.74.158, 95.101.74.149","api16-normal-c-alisg.tiktokv.com.edgekey.net, e28622.api2.akamaiedge.net","n0api2.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-c-useast2a.tiktokv.com,"23.0.174.120, 23.0.174.98, 23.0.174.81, 23.0.174.105, 23.0.174.131, 23.0.174.83, 23.0.174.113, 23.0.174.91, 23.0.174.107","api16-normal-c-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-c.tiktokv.com,"2.16.187.115, 2.16.187.98, 2.16.187.146, 2.16.187.138, 2.16.187.49, 2.16.187.64, 2.16.187.137, 2.16.187.90, 2.16.187.19","api16-normal-c.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-c4-alisg.tiktokv.com,"62.115.252.75, 62.115.252.26, 62.115.252.25, 80.239.137.136, 80.239.137.170, 80.239.137.154, 80.239.137.137, 62.115.252.11, 62.115.252.73","api16-normal-c4-alisg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-c6-alisg.tiktokv.com,,"api16-normal-c6-alisg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-delay-alisg.tiktokv.com,,"api16-normal-delay-alisg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-i-alisg.tiktokv.com,"2.16.186.41, 2.16.186.8","api16-normal-i-alisg.tiktokv.com.edgesuite.net, a1818.t.akamai.net","n0t.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-i.tiktokv.com,"23.53.43.65, 23.53.42.249, 23.53.43.81, 23.53.43.19, 23.53.43.18, 23.53.43.50, 23.53.43.89, 23.53.43.58, 23.53.43.35","api16-normal-i.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-n-alisg.tiktokv.com,"2.16.241.79, 2.16.241.85, 2.16.241.78, 2.16.241.93, 2.16.241.77, 2.16.241.72, 2.16.241.73, 2.16.241.82, 2.16.241.71","api16-normal-n-alisg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-n.tiktokv.com,"23.213.161.204, 23.213.161.226, 23.213.161.218, 23.213.161.214, 23.213.161.206, 23.213.161.196, 23.213.161.201, 23.213.161.209, 23.213.161.219","api16-normal-n.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-oci-useast5.us.tiktokv.com,"184.29.143.168, 184.29.143.161, 184.29.143.162, 184.29.143.163, 184.29.143.171, 184.29.143.169, 184.29.143.177, 184.29.143.176, 184.29.143.160","api16-normal-oci-useast5.us.tiktokv.com.edgesuite.net, a2047.w183.akamai.net","n0w183.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-probe-alisg.tiktokv.com,"96.16.54.147, 96.16.54.178, 96.16.54.154, 96.16.54.169, 96.16.54.112, 96.16.54.120, 96.16.54.153, 96.16.54.128, 96.16.54.176","api16-normal-probe-alisg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-probe-useast2a.tiktokv.com,"96.16.54.128, 96.16.54.138, 96.16.54.179, 96.16.54.153, 96.16.54.129, 96.16.54.161, 96.16.54.169, 96.16.54.170, 96.16.54.193","api16-normal-probe-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-quic-alisg.tiktokv.com,"184.25.51.24, 184.25.51.72","api16-normal-quic-alisg.tiktokv.com.edgesuite.net, a155.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-quic-useast2a.tiktokv.com,"104.74.65.169, 104.74.65.201","api16-normal-quic-useast2a.tiktokv.com.edgesuite.net, a131.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-useast1a.tiktokv.com,"184.25.127.140, 184.25.127.144, 184.25.127.141, 184.25.127.146, 184.25.127.142, 184.25.127.139, 184.25.127.143, 184.25.127.145, 184.25.127.147","api16-normal-useast1a.tiktokv.com.edgesuite.net, a2047.api1.akamai.net","n0api1.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-useast2a.tiktokv.com,"2.16.238.20, 2.16.238.21, 2.16.238.22, 2.16.238.23, 2.16.238.15, 2.16.238.16, 2.16.238.17, 2.16.238.18, 2.16.238.19","api16-normal-useast2a.tiktokv.com.edgesuite.net, a2047.api5.akamai.net","n0api5.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-useast5.us.tiktokv.com,"23.37.123.184, 23.37.123.138, 23.37.123.178, 23.37.123.186, 23.37.123.137, 23.37.123.139, 23.37.123.185, 23.37.123.179, 23.37.123.136","api16-normal-useast5.us.tiktokv.com.edgesuite.net, a2047.w181.akamai.net","n0w181.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-v6.tiktokv.com,"23.0.174.82, 23.0.174.96, 23.0.174.114, 23.0.174.136, 23.0.174.107, 23.0.174.129, 23.0.174.122, 23.0.174.88, 23.0.174.131","api16-normal-v6.tiktokv.com.edgekey.net, e28622.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:61::173e:3d58, 2a02:26f0:61::173e:3dc2, 2a02:26f0:61::173e:3da9, 2a02:26f0:61::173e:3d59, 2a02:26f0:61::173e:3d92",,,,,
[x],api16-normal-vpc2-useast5.us.tiktokv.com,"104.126.118.218, 104.126.118.224","api16-normal-vpc2-useast5.us.tiktokv.com.edgesuite.net, a1861.w182.akamai.net","n0w182.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal-ycru.tiktokv.com,"62.115.252.51, 62.115.252.58, 62.115.252.66, 62.115.252.19, 80.239.137.145, 80.239.137.152, 80.239.137.161, 62.115.252.64, 80.239.137.160","api16-normal-ycru.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-normal.tiktokv.com,"104.126.37.139, 104.126.37.185, 104.126.37.129, 104.126.37.128, 104.126.37.145, 104.126.37.168, 104.126.37.138, 104.126.37.160, 104.126.37.153","api16-normal.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16-va.tiktokv.com,"104.126.37.145, 104.126.37.170, 104.126.37.152, 104.126.37.168, 104.126.37.144, 104.126.37.138, 104.126.37.147, 104.126.37.160, 104.126.37.139","api16-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api16.tiktokv.com,"23.53.42.233, 23.53.43.9, 23.53.43.34, 23.53.43.59, 23.53.42.232, 23.53.43.32, 23.53.43.72, 23.53.43.56, 23.53.43.17","api16.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api17-core-useast1a.tiktokv.com,"130.44.212.143, 130.44.212.73, 130.44.212.72, 130.44.212.74",tiktok-core-lb-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api17-normal-probe-alisg.tiktokv.com,"2.16.187.105, 2.16.187.136, 2.16.187.65, 2.16.187.26, 2.16.187.120, 2.16.187.51, 2.16.187.139, 2.16.187.17, 2.16.187.99","api17-normal-probe-alisg.tiktokv.com.edgekey.net, e28622.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api17-normal-probe-useast2a.tiktokv.com,"23.213.161.224, 23.213.161.200, 23.213.161.216, 23.213.161.211, 23.213.161.205, 23.213.161.207, 23.213.161.213, 23.213.161.223, 23.213.161.221","api17-normal-probe-useast2a.tiktokv.com.edgekey.net, e28622.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api19-core-c-alisg.tiktokv.com,146.75.118.73,tiktok.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-core-c-useast1a.tiktokv.com,146.75.122.73,tiktok.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-core-c-useast2a.tiktokv.com,146.75.122.73,tiktok.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-core-c6-useast1a.tiktokv.com,151.101.178.73,dualstack.h2.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,2a04:4e42:2a::585,,,,,
[x],api19-core-n-useast1a.tiktokv.com,199.232.38.113,tiktok.h1.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-core-useast1a.tiktokv.com,151.101.10.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-core-useast5.us.tiktokv.com,151.101.38.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-core.tiktokv.com,151.101.10.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-normal-alisg.tiktokv.com,151.101.178.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-normal-c-alisg.tiktokv.com,151.101.86.73,tiktok.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-normal-c-useast1a.tiktokv.com,,tiktok.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-normal-c-useast2a.tiktokv.com,146.75.122.73,tiktok.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-normal-c4-alisg.tiktokv.com,146.75.122.73,tiktok.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,,
[x],api19-normal-probe-useast1a.tiktokv.com,151.101.178.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-normal-probe-useast2a.tiktokv.com,146.75.118.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-normal-useast1a.tiktokv.com,146.75.118.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-normal-useast5.us.tiktokv.com,199.232.18.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-normal.tiktokv.com,151.101.178.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19-va.tiktokv.com,151.101.46.73,tiktok.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api19.tiktokv.com,146.75.118.73,global-h2.bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-core-c-alisg.tiktokv.com,151.101.38.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-core-i-alisg.tiktokv.com,151.101.178.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-core-n-alisg.tiktokv.com,199.232.58.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-core-n-useast1a.tiktokv.com,146.75.122.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,,
[x],api21-core-n.tiktokv.com,151.101.38.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,,
[x],api21-core-va.tiktokv.com,146.75.122.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-h2.tiktokv.com,151.101.10.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,,
[x],api21-normal-c-alisg.tiktokv.com,146.75.122.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,,
[x],api21-normal-c-useast2a.tiktokv.com,146.75.122.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-normal-c6-alisg.tiktokv.com,151.101.178.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-normal-i-alisg.tiktokv.com,151.101.178.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-normal-n-alisg.tiktokv.com,146.75.122.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-normal-probe-alisg.tiktokv.com,146.75.118.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-normal-probe-useast1a.tiktokv.com,146.75.118.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21-quic.tiktokv.com,151.101.10.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api21.tiktokv.com,146.75.122.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],api22-core-c-alisg.tiktokv.com,35.201.85.233,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-core-c-useast1a.tiktokv.com,34.120.163.4,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-core-c-useast2a.tiktokv.com,34.117.26.217,all.quic-tiktok-core-proxy-i18n-gcpva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-core-c4-alisg.tiktokv.com,35.201.85.233,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-core-c6-alisg.tiktokv.com,35.201.85.233,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,2600:1901:0:cf::,,,,,
[x],api22-core-c6-useast1a.tiktokv.com,34.120.163.4,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,2600:1901:0:9ca4::,,,,,
[x],api22-core-delay-alisg.tiktokv.com,35.201.85.233,direct.quic-core-sg-proxy-gcp.gcpsg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-core-h-alisg.tiktokv.com,34.107.250.54,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-core-n-useast1a.tiktokv.com,34.120.163.4,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-core.tiktokv.com,35.201.85.233,direct.quic-core-sg-proxy-gcp.gcpsg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-c-alisg.tiktokv.com,35.186.205.139,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-c-useast1a.tiktokv.com,34.107.140.103,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-c-useast2a.tiktokv.com,34.117.4.5,all.quic-tiktok-proxy-i18n-gcpva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-c.tiktokv.com,35.186.205.139,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-delay-alisg.tiktokv.com,35.186.205.139,direct.quic-sg-proxy-gcp.gcpsg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-h-alisg.tiktokv.com,34.96.108.184,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-n-alisg.tiktokv.com,35.186.205.139,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-probe-alisg.tiktokv.com,34.96.108.184,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-probe-quic-alisg.tiktokv.com,35.186.205.139,direct.quic-sg-proxy-gcp.gcpsg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-probe-useast1a.tiktokv.com,35.190.6.191,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal-v4.tiktokv.com,35.186.205.139,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-normal.tiktokv.com,35.186.205.139,direct.quic-sg-proxy-gcp.gcpsg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],api22-quic-eagle.tiktokv.com,35.201.85.233,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,2600:1901:0:cf::,,,,,
[x],api22-quic.tiktokv.com,35.186.205.139,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,2600:1901:0:34b6::,,,,,
[x],api3-core-n-alisg.tiktokv.com,"103.136.220.66, 103.136.220.68, 103.136.220.67, 103.136.220.65",tiktok-core-lb-alisg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api3-core-useast1a.tiktokv.com,79.133.177.214,api3-core-useast1a.tiktokv.com.w.kunlunsl.com,"slns1.gds.kunlunsl.com, root.taobao.com",NOERROR,,,"slns1.gds.kunlunsl.com, slns2.gds.kunlunsl.com, slns3.gds.kunlunsl.com",,,,,,
[x],api3-normal-useast1a.tiktokv.com,79.133.177.212,api3-normal-useast1a.tiktokv.com.w.kunlunsl.com,"slns1.gds.kunlunsl.com, root.taobao.com",NOERROR,,,,,,,,,
[x],api3-normal-useast2a.tiktokv.com,47.246.48.210,api3-normal-useast2a.tiktokv.com.w.kunlunsl.com,"slns1.gds.kunlunsl.com, root.taobao.com",NOERROR,,,,,,,,,
[x],api3-normal.tiktokv.com,47.246.48.211,api3-normal.tiktokv.com.w.kunlunsl.com,"slns1.gds.kunlunsl.com, root.taobao.com",NOERROR,,,,,,,,,
[x],api30-core-c-alisg.tiktokv.com,"111.119.180.125, 111.119.191.113, 111.119.184.125",api39.zong.byteoversea.net,"ns.zong.byteoversea.net, admin.zong.byteoversea.net",NOERROR,,,,,,,,,
[x],api30-h2-eagle.tiktokv.com,"111.119.184.125, 111.119.191.113, 111.119.180.125",api39.zong.byteoversea.net,"ns.zong.byteoversea.net, admin.zong.byteoversea.net",NOERROR,,,,,,,,,
[x],api30-h2.tiktokv.com,"111.119.180.125, 111.119.184.125, 111.119.191.113",api39.zong.byteoversea.net,"ns.zong.byteoversea.net, admin.zong.byteoversea.net",NOERROR,,,,,,,,,
[x],api30-normal-c-useast1a.tiktokv.com,"147.160.191.131, 139.177.229.131","api.bytegeo-v.akadns.net, api.group.fra.g.byteoversea.net","admin.g.byteoversea.net, mail.g.byteoversea.net",NOERROR,,,,,,,,,
[x],api30-normal-c-useast2a.tiktokv.com,"130.44.214.50, 130.44.214.53, 130.44.214.51, 130.44.214.52","api31.bytegeo.akadns.net, equinix-fra-api1.l.byteoversea.net","a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api30-normal-n-useast1a.tiktokv.com,"147.160.191.131, 139.177.229.131, 147.160.187.35","api.bytegeo-v.akadns.net, api.group.ams.g.byteoversea.net","admin.g.byteoversea.net, mail.g.byteoversea.net",NOERROR,,,,,,,,,
[x],api30.tiktokv.com,"139.177.229.169, 147.160.191.131, 139.177.229.131",api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,True,google,,,,,,,
[x],api31-core-alisg.tiktokv.com,"139.177.229.131, 139.177.229.169, 147.160.191.131",api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,True,google,,,,,,,
[x],api31-core-c-useast1a.tiktokv.com,"139.177.229.169, 147.160.191.131, 139.177.229.131",api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,,,,,,,,,
[x],api31-core-q-alisg.tiktokv.com,,api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,True,google,,,,,,,
[x],api31-core-q-useast1a.tiktokv.com,"139.177.229.169, 139.177.229.131, 147.160.191.131",api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,True,google,,,,,,,
[x],api31-core-useast1a.tiktokv.com,"147.160.189.132, 147.160.189.131","api39-va.gts.byteoversea.net, api.bytegeo-v.akadns.net, api.group.dme.g.byteoversea.net","admin.g.byteoversea.net, mail.g.byteoversea.net",NOERROR,,,,,,,,,
[x],api31-normal-alisg.tiktokv.com,"147.160.189.132, 147.160.189.131","api39-va.gts.byteoversea.net, api.bytegeo-v.akadns.net, api.group.dme.g.byteoversea.net","admin.g.byteoversea.net, mail.g.byteoversea.net",NOERROR,,,,,,,,,
[x],api31-normal-c-alisg.tiktokv.com,139.177.230.131,api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,,,,,,,,,
[x],api31-normal-c-useast1a.tiktokv.com,147.160.183.35,api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,,,,,,,,,
[x],api31-normal-probe-useast1a.tiktokv.com,34.141.62.31,api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,True,google,,,,,,,
[x],api31-normal-probe-useast2a.tiktokv.com,34.141.62.31,api39-i18n.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,True,google,,,,,,,
[x],api31-normal-q-alisg.tiktokv.com,"147.160.191.131, 139.177.229.169, 34.141.62.31, 139.177.227.225, 71.18.4.241, 147.160.185.240, 139.177.230.161, 71.18.51.225, 147.160.187.241, 139.177.241.225",api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,True,google,,,,,,,
[x],api31-normal-q-useast1a.tiktokv.com,"147.160.187.35, 139.177.229.169, 34.141.62.31, 139.177.227.225, 71.18.4.241, 147.160.185.240, 139.177.230.161, 71.18.51.225, 147.160.187.241, 139.177.241.225",api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,True,google,,,,,,,
[x],api31-normal-useast1a.tiktokv.com,"147.160.191.131, 139.177.229.131, 139.177.229.169",api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,,,,,,,,,
[x],api31-va.tiktokv.com,"103.136.220.152, 103.136.220.153","bos.bytegeo.akadns.net, gs-sin-api.l.byteoversea.net","a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api31.tiktokv.com,"103.136.220.152, 103.136.220.153","bos.bytegeo.akadns.net, gs-sin-api.l.byteoversea.net","a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api32-core-c-useast1a.tiktokv.com,147.160.185.194,itx-mrs1-apim.l.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api32-core-q-alisg.tiktokv.com,139.177.230.131,"quic-cloud.bytegeo-v.akadns.net, itx-mrs1-api1.l.byteoversea.net","a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api32-core-q-useast1a.tiktokv.com,"147.160.191.131, 139.177.229.131","quic.bytegeo-v.akadns.net, itx-fra1-api1.l.byteoversea.net","a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api32-normal-c-alisg.tiktokv.com,"139.177.229.131, 147.160.191.131","api.bytegeo-v.akadns.net, api.group.fra.g.byteoversea.net","admin.g.byteoversea.net, mail.g.byteoversea.net",NOERROR,,,,,,,,,
[x],api32-normal-q-alisg.tiktokv.com,139.177.230.131,"quic-cloud.bytegeo-v.akadns.net, itx-mrs1-api1.l.byteoversea.net","a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
