input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,tls_mismatched,final_url,tls_subject_org_
accounts.scm-us.tiktok.com,,200,27848,accounts.scm-us.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.scm-us.tiktok.com,*.scm-us.tiktok.com,scm-us.tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,10c99e176783cde0419369fdb61502ef,5c75a350130b16b5e959f40351d790b75b889c70f10f95c0992abd44aebdbff3,True,ctls,accounts.scm-us.tiktok.com,,443,https://accounts.scm-us.tiktok.com:443,https,nginx,text/html,GET,23.2.13.144,/,-741427842,23.2.13.201,Nginx,6,False,,,,,,
activity-va.tiktok.com,404 Not Found,404,548,activity-va.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,activity-va.tiktok.com,,443,https://activity-va.tiktok.com:443,https,nginx,text/html,GET,2.16.187.51,/,566218143,2.16.187.50,Nginx,14,False,,,,,,
activity-va.tiktokv.com,404 Not Found,404,146,activity-va.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,activity-va.tiktokv.com,,443,https://activity-va.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.168,/,1494302000,95.101.111.159,Nginx,8,False,,,,,,
activity.tiktok.com,404 Not Found,404,146,activity.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,activity.tiktok.com,,443,https://activity.tiktok.com:443,https,nginx,text/html,GET,95.101.111.153,/,1494302000,95.101.111.158,Nginx,8,False,,,,,,
activity.us.tiktok.com,404 Not Found,404,564,activity.us.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-26T00:00:00Z,2023-06-26T23:59:59Z,CN=*.us.tiktok.com,*.us.tiktok.com,us.tiktok.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",fa092ce9d687214d2a8c351a2f3e02d6,a2f029026a824c0babb88200abd9abd3efe6a5597f23b9a30f04fe62a8664afd,True,ctls,activity.us.tiktok.com,,443,https://activity.us.tiktok.com:443,https,nginx,text/html,GET,23.37.123.154,/,1506877856,23.37.123.160,Nginx,14,False,,,,,,
ad-format-sg.tiktokv.com,404 Not Found,404,548,ad-format-sg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,ad-format-sg.tiktokv.com,,443,https://ad-format-sg.tiktokv.com:443,https,nginx,text/html,GET,23.3.88.146,/,566218143,2.21.79.48,Nginx,14,False,,,,,,
ad-instantpage-i18n.tiktokv.com,404 Not Found,404,548,ad-instantpage-i18n.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,ad-instantpage-i18n.tiktokv.com,,443,https://ad-instantpage-i18n.tiktokv.com:443,https,nginx,text/html,GET,2.16.186.195,/,566218143,2.16.186.242,Nginx,14,False,,,,,,
ad-instantpage-sg.tiktokv.com,404 Not Found,404,146,ad-instantpage-sg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,ad-instantpage-sg.tiktokv.com,,443,https://ad-instantpage-sg.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.185,/,1494302000,95.101.111.134,Nginx,8,False,,,,,,
ads-api.tiktok.com,404 Not Found,404,548,ads-api.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,ads-api.tiktok.com,,443,https://ads-api.tiktok.com:443,https,nginx,text/html,GET,23.38.98.44,/,566218143,23.38.98.27,Nginx,14,False,,,,,,
ads-crm.tiktok.com,Leads Center Pro,200,9774,ads-crm.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,ads-crm.tiktok.com,,443,https://ads-crm.tiktok.com:443,https,nginx,text/html,GET,23.3.88.146,/,859272905,23.3.88.185,Nginx,4,False,,sf16-scmcdn-sg.ibytedtos.com,,,,
ads-imapi.tiktok.com,,200,72,ads-imapi.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,ads-imapi.tiktok.com,,443,https://ads-imapi.tiktok.com:443,https,nginx,application/x-protobuf,GET,104.126.37.145,/,144121074,104.126.37.138,Nginx,1,False,,,,,,
ads-sg.tiktok.com,Lösungen für Marken und Marketing | TikTok For Business,200,727818,www.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-15T00:00:00Z,2024-01-15T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,733f55ea52159099d48dc3591a9cafcb,7bb5bb00b5395b40c07a3ab3b328764f043d625711570abac24b0688610bc60f,True,ctls,www.tiktok.com,,443,https://ads-sg.tiktok.com:443,https,nginx,text/html,GET,95.101.111.153,/,1494302000,95.101.111.151,Vue.js,699,False,,,,,https://www.tiktok.com/business/de/solutions?tt4b_lang_redirect=1,
ads.us.tiktok.com,404 Not Found,404,564,ads.us.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-26T00:00:00Z,2023-06-26T23:59:59Z,CN=*.us.tiktok.com,*.us.tiktok.com,us.tiktok.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",fa092ce9d687214d2a8c351a2f3e02d6,a2f029026a824c0babb88200abd9abd3efe6a5597f23b9a30f04fe62a8664afd,True,ctls,ads.us.tiktok.com,,443,https://ads.us.tiktok.com:443,https,nginx,text/html,GET,23.37.123.219,/,1506877856,23.37.123.227,Nginx,14,False,,,,,,
adsinsightslab.tiktok.com,ERROR: The request could not be satisfied,502,960,adsinsightslab.tiktok.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",8c0fe7611d9703f911e956710ba95964,18056549c85476adc61ba812dba27feb0c6a67b6e5ae7e09a3c25bbedaaf3244,True,ctls,adsinsightslab.tiktok.com,cloudfront,443,https://adsinsightslab.tiktok.com:443,https,CloudFront,text/html,GET,18.66.147.4,/,-1053977813,2600:9000:225e:d000:4:bc82:6540:93a1,Amazon Web Services,20,False,True,,,,,
adsintegrity.us.tiktok.com,404 Not Found,404,564,adsintegrity.us.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-26T00:00:00Z,2023-06-26T23:59:59Z,CN=*.us.tiktok.com,*.us.tiktok.com,us.tiktok.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",fa092ce9d687214d2a8c351a2f3e02d6,a2f029026a824c0babb88200abd9abd3efe6a5597f23b9a30f04fe62a8664afd,True,ctls,adsintegrity.us.tiktok.com,,443,https://adsintegrity.us.tiktok.com:443,https,nginx,text/html,GET,184.29.143.177,/,1506877856,184.29.143.179,Nginx,14,False,,,,,,
affiliate-id.tiktok.com,404 Not Found,404,146,affiliate-id.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,affiliate-id.tiktok.com,,443,https://affiliate-id.tiktok.com:443,https,nginx,text/html,GET,2.16.241.225,/,1494302000,2.16.241.217,Nginx,8,False,,,,,,
analytics-attribution-va.tiktok.com,404 Not Found,404,548,analytics-attribution-va.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,analytics-attribution-va.tiktok.com,,443,https://analytics-attribution-va.tiktok.com:443,https,nginx,text/html,GET,95.101.111.158,/,566218143,95.101.111.185,Nginx,14,False,,,,,,
analytics-attribution.tiktok.com,,404,18,analytics-attribution.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-30T00:00:00Z,2023-07-31T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",950bb43819e8f02f2a8e4d063d42ab5e,69671a6f1d768a863f88b75ef689552e69929e1b7c58d891b95f2ae66039674c,True,ctls,analytics-attribution.tiktok.com,,443,https://analytics-attribution.tiktok.com:443,https,nginx,text/plain,GET,104.97.81.40,/,-429073533,104.97.81.40,Nginx,1,False,,,,,,
analytics-sg.tiktok.com,404 Not Found,404,146,analytics-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,analytics-sg.tiktok.com,,443,https://analytics-sg.tiktok.com:443,https,nginx,text/html,GET,23.3.88.185,/,1494302000,23.3.88.146,Nginx,8,False,,,,,,
analytics-test.tiktok.com,404 Not Found,404,146,analytics-test.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,analytics-test.tiktok.com,,443,https://analytics-test.tiktok.com:443,https,nginx,text/html,GET,2.16.187.138,/,1494302000,2.16.187.155,Nginx,8,False,,,,,,
analytics.tiktok.com,404 Not Found,404,564,analytics.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,analytics.tiktok.com,,443,https://analytics.tiktok.com:443,https,nginx,text/html,GET,23.38.98.117,/,1506877856,23.38.98.84,Nginx,14,False,,,,,,
analytics.us.tiktok.com,404 Not Found,404,564,analytics.us.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-26T00:00:00Z,2023-06-26T23:59:59Z,CN=*.us.tiktok.com,*.us.tiktok.com,us.tiktok.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",fa092ce9d687214d2a8c351a2f3e02d6,a2f029026a824c0babb88200abd9abd3efe6a5597f23b9a30f04fe62a8664afd,True,ctls,analytics.us.tiktok.com,,443,https://analytics.us.tiktok.com:443,https,nginx,text/html,GET,104.126.118.227,/,1506877856,104.126.118.232,Nginx,14,False,,,,,,
api-core-phx.tiktokv.com,Service Unavailable,503,269,api-core-phx.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,api-core-phx.tiktokv.com,,443,https://api-core-phx.tiktokv.com:443,https,AkamaiGHost,text/html,GET,23.3.88.201,/,1100602020,23.3.88.168,,9,False,,,,,,
api-core-va.tiktokv.com,404 Not Found,404,146,api-core-va.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-15T00:00:00Z,2024-01-15T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,fa46cbd21eb87eeff13f39d42248e3c8,3172f6da82179b1751f393192d0cbf953c1cad7af8dfcf33f61bc937934df83a,True,ctls,api-core-va.tiktokv.com,,443,https://api-core-va.tiktokv.com:443,https,nginx,text/html,GET,23.32.238.203,/,1494302000,23.32.238.193,Nginx,8,False,,,,,,
api-core.tiktokv.com,404 Not Found,404,146,api-core.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,api-core.tiktokv.com,,443,https://api-core.tiktokv.com:443,https,nginx,text/html,GET,104.126.37.153,/,1494302000,104.126.37.176,Nginx,8,False,,,,,,
api-core.us.tiktokv.com,404 Not Found,404,564,api-core.us.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-26T00:00:00Z,2023-06-26T23:59:59Z,CN=*.us.tiktokv.com,*.us.tiktokv.com,us.tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",b93176ec91faf41d879b8250a829b5eb,c1f991759ee309e9c3099913c88fd32550ddccb137bb15f968fe68ca524a9007,True,ctls,api-core.us.tiktokv.com,,443,https://api-core.us.tiktokv.com:443,https,nginx,text/html,GET,104.126.118.208,/,1506877856,104.126.118.201,Nginx,14,False,,,,,,
api-h2-eagle.tiktokv.com,404 Not Found,404,548,api-h2-eagle.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,api-h2-eagle.tiktokv.com,,443,https://api-h2-eagle.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.130,/,566218143,95.101.111.187,Nginx,14,False,,,,,,
api-h2.tiktokv.com,404 Not Found,404,548,api-h2.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,api-h2.tiktokv.com,,443,https://api-h2.tiktokv.com:443,https,nginx,text/html,GET,2.21.79.10,/,566218143,23.11.206.80,Nginx,14,False,,,,,,
api-m.tiktok.com,404 Not Found,404,146,api-m.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,api-m.tiktok.com,,443,https://api-m.tiktok.com:443,https,nginx,text/html,GET,104.126.37.177,/,1494302000,104.126.37.138,Nginx,8,False,,,,,,
api-pns-sg.tiktok.com,404 Not Found,404,146,api-pns-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,api-pns-sg.tiktok.com,,443,https://api-pns-sg.tiktok.com:443,https,nginx,text/html,GET,95.101.111.138,/,1494302000,95.101.111.153,Nginx,8,False,,,,,,
api-pns-va.tiktok.com,404 Not Found,404,548,api-pns-va.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,api-pns-va.tiktok.com,,443,https://api-pns-va.tiktok.com:443,https,nginx,text/html,GET,95.101.111.138,/,566218143,95.101.111.144,Nginx,14,False,,,,,,
api-pns.us.tiktok.com,404 Not Found,404,162,api-pns.us.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,CN=*.us.tiktok.com,*.us.tiktok.com,us.tiktok.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",938fcd6bf51143b6e42dfb192c690aa0,39e4c3c4d814fcba786cbf387f60b219c22aec03182ef214b4c55372a604b8e3,True,ctls,api-pns.us.tiktok.com,,443,https://api-pns.us.tiktok.com:443,https,nginx,text/html,GET,23.3.88.210,/,190856733,23.3.88.219,Nginx,8,False,,,,,,
api-ru.tiktokv.com,404 Not Found,404,146,api-ru.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,api-ru.tiktokv.com,,443,https://api-ru.tiktokv.com:443,https,nginx,text/html,GET,2.21.79.65,/,1494302000,23.3.88.161,Nginx,8,False,,,,,,
api-t.tiktokv.com,Error,503,175,api-t.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,api-t.tiktokv.com,,443,https://api-t.tiktokv.com:443,https,AkamaiGHost,text/html,GET,95.101.111.183,/,-193279225,95.101.111.155,,5,False,,,,,,
api-t1.tiktokv.com,404 Not Found,404,548,api-t1.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-07T00:00:00Z,2023-08-07T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",4eaf4ca1dcb15921828806f7b1444b1c,e528ed97a423368b9cbea9fcd713c330a9adb6da0f7dcba62948e5e845df8674,True,ctls,api-t1.tiktokv.com,fastly,443,https://api-t1.tiktokv.com:443,https,nginx,text/html,GET,146.75.118.73,/,566218143,146.75.118.73,Varnish,14,False,True,,,,,
api-t2.tiktokv.com,404 Not Found,404,548,api-t2.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-07T00:00:00Z,2023-08-07T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",4eaf4ca1dcb15921828806f7b1444b1c,e528ed97a423368b9cbea9fcd713c330a9adb6da0f7dcba62948e5e845df8674,True,ctls,api-t2.tiktokv.com,fastly,443,https://api-t2.tiktokv.com:443,https,nginx,text/html,GET,146.75.118.73,/,566218143,146.75.118.73,Varnish,14,False,True,,,,,
api-va.tiktokv.com,404 Not Found,404,548,api-va.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,api-va.tiktokv.com,,443,https://api-va.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.157,/,566218143,95.101.111.147,Nginx,14,False,,,,,,
