new,host,a,soa,status_code,cname,caa,cdn,cdn-name,aaaa,ns,mx,txt,has_internal_ips,internal_ips
,stage-us.etp.trellix.com,"172.64.153.45, 104.18.34.211","bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,"2606:4700:4400::6812:22d3, 2606:4700:4400::ac40:992d",,,,,
,staging.design.trellix.com,"18.173.233.57, 18.173.233.95, 18.173.233.113, 18.173.233.12","ns-1447.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
,staging.insights.trellix.com,"99.86.4.11, 99.86.4.128, 99.86.4.30, 99.86.4.53","ns-779.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,d2soeumy0yfd2l.cloudfront.net,,True,cloudfront,"2600:9000:2057:1000:1c:807c:7b40:93a1, 2600:9000:2057:e800:1c:807c:7b40:93a1, 2600:9000:2057:6600:1c:807c:7b40:93a1, 2600:9000:2057:a400:1c:807c:7b40:93a1, 2600:9000:2057:c00:1c:807c:7b40:93a1, 2600:9000:2057:5800:1c:807c:7b40:93a1, 2600:9000:2057:d800:1c:807c:7b40:93a1, 2600:9000:2057:7a00:1c:807c:7b40:93a1","ns-1209.awsdns-23.org, ns-1604.awsdns-08.co.uk, ns-171.awsdns-21.com, ns-779.awsdns-33.net",,,,
,staging.skyhighsecurity.com,"141.193.213.21, 141.193.213.20","ns-1035.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,staging.uam.api.trellix.com,"52.9.71.227, 54.183.45.116","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1879.awsdns-42.co.uk, ns-70.awsdns-08.com, ns-1239.awsdns-26.org, ns-615.awsdns-12.net",,,,
,staging.uam.ui.trellix.com,"18.66.147.8, 18.66.147.101, 18.66.147.122, 18.66.147.112","ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,"ns-307.awsdns-38.com, ns-553.awsdns-05.net, ns-1522.awsdns-62.org, ns-1829.awsdns-36.co.uk",,,,
,staging.xdr.trellix.com,"52.34.62.28, 52.27.208.15, 52.33.70.151, 205.251.192.180, 205.251.194.221, 205.251.197.213, 205.251.199.61","ns-733.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1853.awsdns-39.co.uk, ns-733.awsdns-27.net, ns-180.awsdns-22.com, ns-1493.awsdns-58.org",,,,
,status.skyhighsecurity.com,3.11.206.231,"ns-1369.awsdns-43.org, awsdns-hostmaster.amazon.com",NOERROR,"trust.skyhigh.cloud, lb-trust.tau-aws.skyhigh.cloud, lb-swms.tau-aws.skyhigh.cloud",,,,,,,,,
,status.trellix.com,52.215.192.131,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,n4hqfr8p7rvm.stspg-customer.com,"letsencrypt.org, globalsign.com;",,,,,,,,
,supportability.databus.gtiservice.trellix.com,"52.222.236.102, 52.222.236.7, 52.222.236.89, 52.222.236.17","ns-657.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,d27i3bne6sboaa.cloudfront.net,,True,cloudfront,,"ns-657.awsdns-18.net, ns-1049.awsdns-03.org, ns-1953.awsdns-52.co.uk, ns-292.awsdns-36.com",,,,
,supportm-dr.trellix.com,136.179.56.53,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,supportm-uat.trellix.com,161.69.38.122,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,supportm.trellix.com,161.69.38.124,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,supportmservices-qa.trellix.com,161.69.137.192,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,supportmservices-uat.trellix.com,161.69.140.77,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,supportscheduleassistant.trellix.com,136.179.56.64,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,supportweekendscheduler-uat.trellix.com,,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,suw-lb-oregon-fedgreen.gus-dev.gtiservice.trellix.com,,"ns-669.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,suw.gus-dev.gtiservice.trellix.com,,"ns-669.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,suw-lb-oregon-fedgreen.gus-dev.gtiservice.trellix.com,,,,,,,,,
,sw-usw002.manage.trellix.com,"52.218.153.218, 52.92.148.203, 52.92.146.131, 52.92.248.27, 52.92.210.107, 52.92.146.251, 52.218.153.50, 52.92.130.139","ns-1226.awsdns-25.org, awsdns-hostmaster.amazon.com",NOERROR,"sw-usw002.mvision.mcafee.com.s3-website-us-west-2.amazonaws.com, s3-website.us-west-2.amazonaws.com",,,,,"ns-1226.awsdns-25.org, ns-160.awsdns-20.com, ns-1678.awsdns-17.co.uk, ns-847.awsdns-41.net",,aaead21be7987418e5d61bf9964b6c53,,
,telemetry.nai.trellix.com,"44.240.117.219, 34.216.87.114, 44.228.72.139","ns-810.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,test3.dev.insights.trellix.com,"52.35.205.153, 34.210.61.115","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,in-dev-elb-test3-tx-948905165.us-west-2.elb.amazonaws.com,,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,
,tip.insights.trellix.com,"35.81.203.55, 44.230.81.70","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,tip-insights-production-elb-01-659554514.us-west-2.elb.amazonaws.com,,,,,,,,,
,training-api.trellix.com,104.193.136.176,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,training-jobs.trellix.com,104.193.136.176,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,training.trellix.com,104.193.136.176,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,trellix-iam.qa.uam.api.trellix.com,"54.219.159.23, 54.177.119.119","ns-310.awsdns-38.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,trellix-uat.trellix.com,"88.221.24.73, 88.221.24.106","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"trellix-uat.trellix.com.edgekey.net, e100923.dscb.akamaiedge.net",,,,"2a02:26f0:b200::58dd:191b, 2a02:26f0:b200::58dd:1963",,,,,
,trellix.com,34.149.146.46,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,google,,"ns-136.awsdns-17.com, ns-758.awsdns-30.net, ns-1563.awsdns-03.co.uk, ns-1224.awsdns-25.org","primary.us.email.fireeyecloud.com, alt1.us.email.fireeyecloud.com, alt3.us.email.fireeyecloud.com, alt2.us.email.fireeyecloud.com","pardot890323=1c266dfa6b6144011c80f9a31d9053a639ba6972a9228b871852f6ceec56784c, pardot346132=d5af24c888ff81e3400850ce6728c71346149fbf83f532a84f95a644870b496e, pardot484561=b096fba0ae76b39aa8a78639dd821f2b301d52f06248ba748571b44c550a128d, vmware-cloud-verification-44ae236f-ea1e-4a9a-9c13-96308f1f0843, docusign=d17498b9-1599-46a6-bb9f-be0134e52f2c, MS=ms30495098, status-page-domain-verification=llt98gdm0l6s, pardot479502=4bccd2ba31ab0b31bb5a74d7600d1538cb3aea52ff3eae4984d63c33c680ea3b, v=spf1 include:_spf.fireeyecloud.com include:mktomail.com include:oktamail.trellix.com include:sendgrid.net include:spf.zoho.com include:transmail.net include:_spf.qualtrics.com include:stspg-customer.com include:us._netblocks.mimecast.com ~all, cloudhealth=5b1cc0b2-367b-4ae3-833f-bd028bf0e0fe, apple-domain-verification=ms4A7f7yYu072PYe, atlassian-domain-verification=wewZdb4buRxVi15S/bXItjnPk1lCvIFkboRgiAErfFMJe4yENHak5GVZ7qnqiAGa, atlassian-domain-verification=YQTMzt2iNJl/cxsaxZpJp7IQg9aqhA/Cty6aNTr1WEmIx9Zsj21ExKa0XGVTclEA, adobe-idp-site-verification=dd8712c2c27678d1e272eb3b29329e44895d33da806dc2bf5a1ed43e538b4968, google-site-verification=fTAxBpF8U4wqLHgxpk1BikD6ioGcYsG5eN689Jao1yw",,
,trust.trellix.com,18.246.31.133,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,n4hqfr8p7rvm.stspg-customer.com,"letsencrypt.org, globalsign.com;",,,,,,,,
,ua.trellix.com,136.179.58.23,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,uam.api.trellix.com,"13.32.27.117, 13.32.27.68, 13.32.27.27, 13.32.27.101","ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,"ns-1298.awsdns-34.org, ns-1553.awsdns-02.co.uk, ns-453.awsdns-56.com, ns-865.awsdns-44.net",,,,
,uam.ui.trellix.com,"99.84.191.129, 99.84.191.92, 99.84.191.18, 99.84.191.106, 205.251.192.10, 205.251.195.225, 205.251.196.128, 205.251.198.64","ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,"ns-993.awsdns-60.net, ns-1152.awsdns-16.org, ns-1600.awsdns-08.co.uk, ns-10.awsdns-01.com",,,,
,uat-epo.trellix.com,136.179.57.120,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,uat-lc.trellix.com,136.179.57.119,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,uat.communitym.trellix.com,"108.157.214.3, 108.157.214.82, 108.157.214.22, 108.157.214.74","ns-735.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,"nysyc36988.stage.lithium.com, d8w7vaf0dqw1b.cloudfront.net",,True,cloudfront,"2600:9000:2240:1a00:16:46f0:6bc0:93a1, 2600:9000:236e:d600:16:46f0:6bc0:93a1, 2600:9000:2240:1800:16:46f0:6bc0:93a1, 2600:9000:2240:5800:16:46f0:6bc0:93a1, 2600:9000:2240:dc00:16:46f0:6bc0:93a1, 2600:9000:2240:ec00:16:46f0:6bc0:93a1, 2600:9000:2240:3200:16:46f0:6bc0:93a1, 2600:9000:2240:5a00:16:46f0:6bc0:93a1","ns-438.awsdns-54.com, ns-735.awsdns-27.net, ns-1493.awsdns-58.org, ns-1603.awsdns-08.co.uk",,,,
,ui-inteks.soc.trellix.com,"52.42.212.95, 35.81.99.82, 44.237.185.57","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ui.inteks.cop-trellix.com, 5d7f9af7-inteks-staticcont-c932-1664699937.us-west-2.elb.amazonaws.com",,,,,,,,,
,ui.soc.trellix.com,"52.33.118.230, 52.35.98.30, 35.85.78.109","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ui-edrusw.edrusw.ccs-trellix.com, dc36e2c1-edrusw-staticcont-b856-59925854.us-west-2.elb.amazonaws.com",,,,,,,,,
,ui.soc.us-west-2.trellix.com,"35.85.78.109, 52.35.98.30, 52.33.118.230","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ui.soc.trellix.com, ui-edrusw.edrusw.ccs-trellix.com, dc36e2c1-edrusw-staticcont-b856-59925854.us-west-2.elb.amazonaws.com",,,,,,,,,
,ui.xdr.trellix.com,"52.27.210.9, 34.215.159.179, 44.240.138.152","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ui-xdrint.xdrint.xdr-mcafee.com, k8s-xdrint-staticco-7fce525edf-809533317.us-west-2.elb.amazonaws.com",,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,
,ui.xdrint.trellix.com,"52.27.210.9, 34.215.159.179, 44.240.138.152","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ui.xdrint-trellix.com, k8s-xdrint-staticco-7fce525edf-809533317.us-west-2.elb.amazonaws.com",,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,
,ui.xdrpreeks.trellix.com,"44.237.139.124, 54.186.37.185, 34.211.176.143","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ui.xdrpreeks-trellix.com, 07f5385e-xdrpreeks-staticc-a20f-470523232.us-west-2.elb.amazonaws.com",,,,,,,,,
,us-lvs-iseguest1.trellix.com,10.92.112.45,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,10.92.112.45,True,10.92.112.45
,us-lvs-iseguest2.trellix.com,,"ns-136.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,10.92.112.46,,
,vnext.xdrpreeks.trellix.com,,,NOERROR,,,,,,,,,,
,www.securefiles.trellix.com,"35.163.70.133, 35.83.104.169","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,crush-ftp-alb-public-1001566077.us-west-2.elb.amazonaws.com,,,,,,,,,
,www.skyhighsecurity.com,"54.164.225.56, 3.215.104.108","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"skyhighsec.wpengine.com, lbmaster-97092.wpengine.com, cluster97-elbwpeel-1xfcs7auhnv5e-1052423665.us-east-1.elb.amazonaws.com",,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net, ns-1035.awsdns-01.org, ns-1947.awsdns-51.co.uk, ns-264.awsdns-33.com, ns-693.awsdns-22.net",,,,
,www.trellix.com,"2.19.120.85, 2.19.120.92","n0cn.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.trellix.com.edgekey.net, e102576.dscb.akamaiedge.net, e102576.dscb.akamaiedge.net.0.1.cn.akamaiedge.net",,,,"2a02:26f0:3100::1735:2bb8, 2a02:26f0:3100::1725:e263",,,,,
,xconsole.xdrpreeks.trellix.com,"34.209.160.145, 35.160.241.29, 54.188.201.196","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"xconsole.xdrpreeks-trellix.com, k8s-xdrpreek-staticco-8b910b9554-415306288.us-west-2.elb.amazonaws.com",,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net, ns-1224.awsdns-25.org, ns-136.awsdns-17.com, ns-1563.awsdns-03.co.uk, ns-758.awsdns-30.net",,,,
,xdr.trellix.com,"54.214.141.107, 52.42.171.132, 100.21.13.83","ns-1416.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1416.awsdns-49.org, ns-1795.awsdns-32.co.uk, ns-285.awsdns-35.com, ns-647.awsdns-16.net","primary.us.email.fireeyecloud.com, alt1.us.email.fireeyecloud.com, alt2.us.email.fireeyecloud.com, alt3.us.email.fireeyecloud.com",,,
