new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,ptr,has_internal_ips,internal_ips,txt,mx,ns,caa
[x],podcasters.byspotify.com,"54.194.170.100, 34.251.201.224, 34.253.101.190","proxy-ssl.webflow.com, proxy-ssl-geo.webflow.com","ns-1078.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],podcasters.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],podcasting.spotifyjobs.com,"216.239.34.21, 216.239.38.21, 216.239.32.21, 216.239.36.21",,"a.portsdns.se, registry.ports.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:36::15, 2001:4860:4802:34::15, 2001:4860:4802:32::15",,,,,,,
[x],podcastsfrance.byspotify.com,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15, 2001:4860:4802:34::15",,,,,,,
[x],podcastsummit.byspotify.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
[x],podkarpacka.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],podztools.spotify.net,"216.239.38.21, 216.239.32.21, 216.239.36.21, 216.239.34.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15, 2001:4860:4802:34::15",,,,,,,
[x],ponlemusicaatuhumor.withspotify.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
[x],pop3.niland.io,193.70.18.144,ns0.ovh.net,"dns10.ovh.net, tech.ovh.net",NOERROR,,,,,,,,,,
[x],poweradejapan.withspotify.com,"216.239.34.21, 216.239.32.21, 216.239.38.21, 216.239.36.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],powerballad.withspotify.com,"216.239.36.21, 216.239.32.21, 216.239.38.21, 216.239.34.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15",,,,,,,
[x],premium-brand.atspotify.com,"216.239.34.21, 216.239.36.21, 216.239.38.21, 216.239.32.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15",,,,,,,
[x],premium-brand.spotify.net,,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],presentation.spotifyresonate.com,"188.114.97.0, 188.114.96.0",,"anuj.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2a06:98c1:3121::, 2a06:98c1:3120::",,,,,,,
[x],press.soundtrap.com,35.186.224.19,edge-web-guc3.dual-gslb.spotify.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:e71::,,,,,,,
[x],press.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],pride.spotifyforbrands.com,172.217.168.51,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4017:811::2013,,,,,,,
[x],primaverasound.withspotify.com,"216.239.36.21, 216.239.38.21, 216.239.32.21, 216.239.34.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15",,,,,,,
[x],primevideopapergirls.withspotify.com,"216.239.36.21, 216.239.38.21, 216.239.32.21, 216.239.34.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
[x],primevideothewheeloftime.withspotify.com,"216.239.38.21, 216.239.34.21, 216.239.36.21, 216.239.32.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15",,,,,,,
[x],prod4-antivirus.www-disabled.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],productbriefing.byspotify.com,54.84.134.174,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],prometheus.feedzai-sandbox.spotify.net,34.102.184.167,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],promo.spotify.com,151.101.86.133,promo.spotify.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,,
[x],promocards.byspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],protegesudesarrollo.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],provider-api.spotify.com,35.186.224.25,"generic.wg.spotify.com, edge-web.dual-gslb.spotify.com","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],publicis-segments.spotifyforbrands.com,"216.239.34.21, 216.239.38.21, 216.239.36.21, 216.239.32.21",,"a.portsdns.se, registry.ports.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,google-site-verification=7yGVkvZJiICWXWHi5y4apZkH1x-ynDfvqDFQZLk1vHA,,,
[x],publicis.spotifyforbrands.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],pulse-ds.feedzai.spotify.net,34.102.129.79,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],pulse.feedzai.spotify.net,35.201.111.103,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],pulse.spotify.net,35.227.201.204,lb.sso.spotify.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],pumped.byspotify.com,,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15",,,,,,,
[x],push-subscription-management.spotifyforbrands.com,216.58.212.179,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:810::2013,,,,,,,
[x],pwchng.surprisinglyawesome.com,192.168.1.201,,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,True,192.168.1.201,,,,
[x],qa2.spotifyforbrands.com,142.250.74.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:803::2013,,,,,,,
[x],radaritalia.byspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],radarrhapsody.byspotify.com,54.84.134.174,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],rain2151.spotifyforbrands.com,142.250.203.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:401b:810::2013,,,,,,,
[x],rapidsite.imagegallery-antivirus.www-dev.admin.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],real.artifactory.spotify.net,10.173.1.42,artifactory-glb.spotify.net,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,True,10.173.1.42,,,,
[x],real.divvycloud.spotify.net,34.102.147.79,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],realtime.soundtrap.com,"99.86.4.39, 99.86.4.40, 99.86.4.67, 99.86.4.88","soundtrap-cname-realtime.ably.io, d1i71tm72fg81x.cloudfront.net","ns-612.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,"ns-474.awsdns-59.com, ns-612.awsdns-12.net, ns-1046.awsdns-02.org, ns-1577.awsdns-05.co.uk",
[x],receipts.spotify.net,10.174.16.129,"edge-proxy-internal-guc.spotify.net, edge-proxy-internal-guc3.spotify.net","ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,True,10.174.16.129,,,,
[x],recruitment.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],recsys-challenge.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],redash.spotify.net,,redash.gew1.spotify.net,,NOERROR,,,,,,,,,,
[x],referral.spotify.net,35.227.201.204,lb.sso.spotify.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],rejestracja.spotifyforbrands.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2607:f8b0:4004:c06::79,,,,,,,
[x],reload.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],renaultclio.withspotify.com,"216.239.36.21, 216.239.38.21, 216.239.34.21, 216.239.32.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15",,,,,,,
[x],renovate.spotify.net,10.174.16.129,"edge-proxy-internal-guc.spotify.net, edge-proxy-internal-guc3.spotify.net",,NOERROR,,,,,True,10.174.16.129,,,,
[x],reports.spotify.net,35.227.201.204,lb.sso.spotify.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],research.niland.io,51.254.222.139,,"dns105.ovh.net, tech.ovh.net",NOERROR,,,,,,,,,,
[x],research.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],research.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],resetdata.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],retrospectiva2021.byspotify.com,"216.239.36.21, 216.239.38.21, 216.239.32.21, 216.239.34.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
[x],review.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],reviewvault.com,35.241.37.229,,"a.portsdns.se, registry.ports.net",NOERROR,True,google,,,,,v=spf1 a mx -all,,"b.portsdns.net, a.portsdns.se",
[x],rimowa-never-still.withspotify.com,,,,NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:36::15",,,,,,,
[x],rmsdemo.spotifyforbrands.com,172.217.16.211,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],rnd.atspotify.com,34.120.142.55,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],roar.spotify.net,10.173.33.105,"edge-proxy-internal-gew.spotify.net, edge-proxy-internal-gew1.spotify.net","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,True,10.173.33.105,,,,
[x],robinantivirus.www.an.admin.dev.soundtrap.com,104.198.156.49,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],roletapremiadaoticascarol.withspotify.com,"216.239.36.21, 216.239.34.21, 216.239.38.21, 216.239.32.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:36::15, 2001:4860:4802:34::15, 2001:4860:4802:32::15",,,,,,,
[x],rss.surprisinglyawesome.com,192.168.1.201,,"dns1.registrar-servers.com, hostmaster.registrar-servers.com",NOERROR,,,,,True,192.168.1.201,,,,
[x],ru.spotifyforbrands.com,"216.239.38.21, 216.239.36.21, 216.239.34.21, 216.239.32.21",,"a.portsdns.se, registry.ports.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:38::15",,,,google-site-verification=ZudhNb2S5B8Kt2L_FNtysMMZkx_PwAqO8ImIzO5Y5Gs,,,
[x],saiadarotina.withspotify.com,"216.239.34.21, 216.239.36.21, 216.239.32.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15",,,,,,,
[x],sales-staging.spotifyforbrands.com,52.26.33.107,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,,
[x],sales.byspotify.com,"54.146.223.132, 34.200.75.180, 44.207.49.235","81003824-2e3e-428e-9c7e-1c774d28cd48.outrch.com, app2c.outrch.com","ns-2.awsdns-00.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,letsencrypt.org
[x],sales.spotifyforbrands.com,52.26.33.107,,"a.portsdns.se, registry.ports.net",NOERROR,,,,,,,,,,
[x],salesforce.withspotify.com,"216.239.34.21, 216.239.36.21, 216.239.32.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15",,,,,,,
[x],salesportal.spotifyforbrands.com,142.250.186.51,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,,,,,,
[x],saml.feedzai-sandbox.spotify.net,34.102.139.161,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],saml.feedzai.spotify.net,35.190.39.17,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],samsungbeatstyle.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:32::15",,,,,,,
[x],santabarbarapre.spotifyforbrands.com,172.217.18.19,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],sciencebox-jupyterhub-server-prod-eu.notebooks.spotify.net,10.205.112.125,sciencebox-jupyterhub-server-prod-eu.spotify.net,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,True,10.205.112.125,,,,
[x],scontent-yyz1-1.spotifyforbrands.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],se2.alumni.dev.soundtrap.com,104.198.156.49,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],search-beta.spotify.net,35.227.201.204,lb.sso.spotify.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],search.spotify.net,35.227.201.204,lb.sso.spotify.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],seat-diadelamusica.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15",,,,,,,
[x],seat-tarraco.withspotify.com,"216.239.36.21, 216.239.38.21, 216.239.32.21, 216.239.34.21",,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
[x],seat.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],seatarona.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:34::15, 2001:4860:4802:32::15, 2001:4860:4802:38::15",,,,,,,
[x],secretgenius.com,"216.239.32.21, 216.239.38.21, 216.239.34.21, 216.239.36.21",,"a.portsdns.se, registry.ports.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:34::15",,,,google-site-verification=rFPA8Cyi_HTsZtqaJhXWHBXaecM-W8Nbu7eH5eDdCjA,,"a.portsdns.se, b.portsdns.net",
[x],segments-dev.spotifyforbrands.com,142.250.186.83,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:80b::2013,,,,,,,
[x],segments-staging.spotifyforbrands.com,"216.239.32.21, 216.239.36.21, 216.239.38.21, 216.239.34.21",,"a.portsdns.se, registry.ports.net",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,google-site-verification=Biy5leBpoRWI2GrsvWKI6qdNZBFYJS4M5q5qcQjLUlQ,,,
[x],sejoganoplay.byspotify.com,"216.239.38.21, 216.239.32.21, 216.239.36.21, 216.239.34.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
[x],sentinel-dashboard.spotify.net,35.190.219.177,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],sentinel-jupyter.spotify.net,10.173.1.226,,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,True,10.173.1.226,,,,
[x],sergegainsbourg.byspotify.com,"216.239.38.21, 216.239.32.21, 216.239.34.21, 216.239.36.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
[x],service-boostradius.office.spotify.net,10.10.0.10,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,True,10.10.0.10,,,,
[x],servicediscovery.roles.gae2.spotify.net,"10.175.16.89, 10.175.0.83, 10.175.16.59, 10.175.16.138, 10.175.16.148",,"ns2.spotify.com, dns-admin.spotify.com",NOERROR,,,,"gae2-servicediscovery-f-3w8r.gae2.spotify.net, gae2-servicediscovery-f-njj9.gae2.spotify.net, gae2-servicediscovery-f-9tc9.gae2.spotify.net, gae2-servicediscovery-canary-zgzw.gae2.spotify.net, gae2-servicediscovery-f-37tp.gae2.spotify.net",True,"10.175.16.89, 10.175.0.83, 10.175.16.59, 10.175.16.138, 10.175.16.148",,,,
[x],settlement-ui.spotify.net,35.227.201.204,lb.sso.spotify.com,"dns1.p07.nsone.net, hostmaster.nsone.net, ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],share.pets.byspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],shaws.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.38.21, 216.239.36.21",,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
[x],sherlock.spotify.net,35.227.201.204,lb.sso.spotify.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,True,google,,,,,,,,
[x],shinseikatsu.byspotify.com,"216.239.36.21, 216.239.32.21, 216.239.38.21, 216.239.34.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15",,,,,,,
[x],shop.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"dns1.p05.nsone.net, hostmaster.nsone.net, ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],shop.spotify.net,10.174.16.129,"edge-proxy-internal-guc.spotify.net, edge-proxy-internal-guc3.spotify.net","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,True,10.174.16.129,,,,
[x],sierranevada.withspotify.com,"216.239.36.21, 216.239.34.21, 216.239.32.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:36::15, 2001:4860:4802:38::15, 2001:4860:4802:32::15, 2001:4860:4802:34::15",,,,,,,
[x],site1.dev.justaddspotify.com,142.250.186.115,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:806::2013,,,,,,,
[x],site2.justaddspotify.com,142.250.184.243,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,2a00:1450:4001:831::2013,,,,,,,
[x],sites.spotify.net,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],skybulletproof2.withspotify.com,"216.239.32.21, 216.239.34.21, 216.239.36.21, 216.239.38.21",,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,"2001:4860:4802:32::15, 2001:4860:4802:34::15, 2001:4860:4802:36::15, 2001:4860:4802:38::15",,,,,,,
[x],slackin.spotify.com,35.186.224.25,edge-web.dual-gslb.spotify.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com, dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,True,google,2600:1901:1:c36::,,,,,,,
[x],slingshot-instance-external.spotify.net,,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,"ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d1.googledomains.com",
[x],slingshot-instance.spotify.net,"216.239.32.107, 216.239.34.107, 216.239.36.107, 216.239.38.107",,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,"2001:4860:4802:32::6b, 2001:4860:4802:34::6b, 2001:4860:4802:36::6b, 2001:4860:4802:38::6b",,,,,,"ns-cloud-b1.googledomains.com, ns-cloud-b2.googledomains.com, ns-cloud-b3.googledomains.com, ns-cloud-b4.googledomains.com",
