new,host,a,aaaa,soa,ns,status_code,cdn,cdn-name,cname,has_internal_ips,internal_ips,txt,caa,mx
,prd.fdl.cf.enterprise.instacart.com,"104.18.20.46, 104.18.21.46","2606:4700::6812:142e, 2606:4700::6812:152e","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,prd.har.cf.enterprise.instacart.com,"104.18.10.96, 104.18.11.96","2606:4700::6812:a60, 2606:4700::6812:b60","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,prd.lnb.cf.enterprise.instacart.com,,,"celeste.ns.cloudflare.com, dns.cloudflare.com","duke.ns.cloudflare.com, celeste.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,prd.low.cf.enterprise.instacart.com,,,"celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,prd.pch.cf.enterprise.instacart.com,"104.18.9.109, 104.18.8.109, 108.162.193.110, 172.64.33.110, 173.245.59.110, 108.162.194.7, 162.159.38.7, 172.64.34.7","2606:4700::6812:96d, 2606:4700::6812:86d, 2606:4700:58::adf5:3b6e, 2803:f800:50::6ca2:c16e, 2a06:98c1:50::ac40:216e, 2606:4700:50::a29f:2607, 2803:f800:50::6ca2:c207, 2a06:98c1:50::ac40:2207","celeste.ns.cloudflare.com, dns.cloudflare.com","duke.ns.cloudflare.com, celeste.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,prd.rbr.cf.enterprise.instacart.com,"104.18.27.88, 104.18.26.88","2606:4700::6812:1b58, 2606:4700::6812:1a58","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,prd.stl.cf.enterprise.instacart.com,"104.18.31.165, 104.18.30.165","2606:4700::6812:1fa5, 2606:4700::6812:1ea5","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,prd.tfm.cf.enterprise.instacart.com,"104.18.27.6, 104.18.26.6","2606:4700::6812:1a06, 2606:4700::6812:1b06","celeste.ns.cloudflare.com, dns.cloudflare.com","duke.ns.cloudflare.com, celeste.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,prd.top.cf.enterprise.instacart.com,"104.18.19.111, 104.18.18.111","2606:4700::6812:126f, 2606:4700::6812:136f","celeste.ns.cloudflare.com, dns.cloudflare.com","duke.ns.cloudflare.com, celeste.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,prd.weg.cf.enterprise.instacart.com,"104.18.31.245, 104.18.30.245","2606:4700::6812:1ff5, 2606:4700::6812:1ef5","celeste.ns.cloudflare.com, dns.cloudflare.com","celeste.ns.cloudflare.com, duke.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,preview.ads.instacart.com,"104.18.25.172, 104.18.24.172","2606:4700::6812:19ac, 2606:4700::6812:18ac","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,price-chopper-onecart.pbis-cf.instacart.com,"104.18.6.88, 104.18.7.88","2606:4700::6812:658, 2606:4700::6812:758","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,price-chopper.pbis-cf.instacart.com,"104.18.26.88, 104.18.27.88","2606:4700::6812:1b58, 2606:4700::6812:1a58","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,pricechopper-onecart.instacart.com,"104.18.7.88, 104.18.6.88","2606:4700::6812:758, 2606:4700::6812:658","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,price-chopper-onecart.pbis-cf.instacart.com,,,,,
,pricechopper.instacart.com,"104.18.26.88, 104.18.27.88","2606:4700::6812:1a58, 2606:4700::6812:1b58","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,price-chopper.pbis-cf.instacart.com,,,,,
,pricechopperny.instacart.com,"104.18.5.216, 104.18.4.216","2606:4700::6812:4d8, 2606:4700::6812:5d8","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,pricechopperny.pbis-cf.instacart.com,,,,,
,pricechopperny.pbis-cf.instacart.com,"188.114.99.229, 188.114.98.229","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,pricerite.instacart.com,"104.18.21.90, 104.18.20.90, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:145a, 2606:4700::6812:155a, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,pricerite.pbis-cf.instacart.com,,,,,
,pricerite.pbis-cf.instacart.com,"104.18.21.90, 104.18.20.90","2606:4700::6812:145a, 2606:4700::6812:155a","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,publix-sso-stg.instacart.com,"54.161.139.226, 34.226.251.236, 52.54.8.236, 34.205.227.184",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,publix.instacart.com,"104.18.16.160, 104.18.17.160","2606:4700::6812:11a0, 2606:4700::6812:10a0","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,shared-pbis.pbis-cf.instacart.com,,,,,
,pumpkin.instacart.tools,"172.30.113.229, 172.30.88.4, 172.30.106.172, 172.30.138.60",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"172.30.113.229, 172.30.88.4, 172.30.106.172, 172.30.138.60",,,
,qa-customers.dev.instacart.tools,10.210.209.235,,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,10.210.209.235,,,
,qa-customers.kamino-test2.instacart.tools,10.231.208.165,,"ns-156.awsdns-19.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,10.231.208.165,,,
,qfcconvenience.instacart.com,"104.18.29.73, 104.18.28.73","2606:4700::6812:1d49, 2606:4700::6812:1c49","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,qfc-delivery-now.pbis-cf.instacart.com,,,,,
,rainbow.instacart.com,"108.138.51.32, 108.138.51.16, 108.138.51.6, 108.138.51.78",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,ralphs-delivery-now.pbis-cf.instacart.com,,"2606:4700::6812:6fa, 2606:4700::6812:7fa","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,ralphsconvenience.instacart.com,"104.18.6.250, 104.18.7.250","2606:4700::6812:6fa, 2606:4700::6812:7fa","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,ralphs-delivery-now.pbis-cf.instacart.com,,,,,
,rancho-san-miguel.pbis-cf.instacart.com,"104.18.2.18, 104.18.3.18","2606:4700::6812:212, 2606:4700::6812:312","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,randalls.pbis-cf.instacart.com,"104.18.4.246, 104.18.5.246","2606:4700::6812:4f6, 2606:4700::6812:5f6","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,real-canadian-wholesale-club.pbis-cf.instacart.com,"104.18.6.139, 104.18.7.139","2606:4700::6812:68b, 2606:4700::6812:78b","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,reset.sftp-cloud-econ.dev.instacart.tools,"54.163.241.9, 54.236.106.119, 3.229.1.219",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,reset.sftp-dataeng.instacart.com,"23.20.226.247, 52.73.155.173, 3.219.3.215",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,reset.sftp-infra.dev.instacart.tools,"52.23.113.37, 23.23.9.59, 34.237.54.73",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com","ns-1096.awsdns-09.org, ns-1940.awsdns-50.co.uk, ns-428.awsdns-53.com, ns-969.awsdns-57.net",NOERROR,,,,,,,,
,reset.sftp-partners.dev.instacart.tools,,,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,reset.sftp-partners.instacart.com,"52.44.44.34, 54.84.139.123, 34.233.168.203",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,reset.sftp-payments.dev.instacart.tools,"3.224.23.169, 54.205.112.252, 54.227.209.40",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,reset.sftp-payments.instacart.com,"44.207.207.93, 3.217.106.162, 52.72.0.150",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,reset.sftp-securiti-ai.instacart.com,"54.209.26.215, 52.205.232.9, 34.198.178.140",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,retailer-platform-mesh.instacart.com,"104.18.15.208, 104.18.14.208",,"ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,retailers.instacart.com,"104.18.15.38, 104.18.14.38","2606:4700::6812:f26, 2606:4700::6812:e26","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,pardot959762=c734c4083d77e113d45b5b478cedba393774d3527a6a0208712a0751f50a9acb,,
,rexall.pbis-cf.instacart.com,"104.18.13.136, 104.18.12.136","2606:4700::6812:c88, 2606:4700::6812:d88","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,ridleys.pbis-cf.instacart.com,"104.18.16.199, 104.18.17.199","2606:4700::6812:10c7, 2606:4700::6812:11c7","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,rite-aid.instacart.com,,,"ivan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,rite-aid.pbis-cf.instacart.com,,,,,
,rite-aid.pbis-cf.instacart.com,"104.18.26.33, 104.18.27.33","2606:4700::6812:1a21, 2606:4700::6812:1b21","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,s.assets.instacart.com,"18.203.209.222, 18.203.208.193, 18.203.130.15, 18.202.153.141, 52.212.133.238, 52.19.145.179, 34.248.176.243, 34.240.212.15, 18.203.144.158, 34.251.154.165",,"ns1.sridle.com, admin.sridle.com",,NOERROR,,,s.sridle.com,,,,,
,safeway-community-markets.pbis-cf.instacart.com,"104.18.25.156, 104.18.24.156","2606:4700::6812:199c, 2606:4700::6812:189c","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,safeway.pbis-cf.instacart.com,"104.18.22.184, 104.18.23.184","2606:4700::6812:17b8, 2606:4700::6812:16b8","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,sage.instacart.tools,"172.30.85.16, 172.30.127.56, 172.30.101.19, 172.30.133.31",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"172.30.85.16, 172.30.127.56, 172.30.101.19, 172.30.133.31",,,
,sameday-staples.pbis-cf.instacart.com,"104.18.22.117, 104.18.23.117","2606:4700::6812:1675, 2606:4700::6812:1775","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,sams-club.pbis-cf.instacart.com,"104.18.12.242, 104.18.13.242","2606:4700::6812:cf2, 2606:4700::6812:df2","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,samsclub.instacart.com,"104.18.12.242, 104.18.13.242","2606:4700::6812:df2, 2606:4700::6812:cf2","ivan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,sams-club.pbis-cf.instacart.com,,,,,
,sandbox.instacart.tools,,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com","ns-1367.awsdns-42.org, ns-1668.awsdns-16.co.uk, ns-370.awsdns-46.com, ns-994.awsdns-60.net",NOERROR,,,,,,,,
,savemart.instacart.com,,"2606:4700::6812:65b, 2606:4700::6812:75b","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,savemart.pbis-cf.instacart.com,,,,,
,savemart.pbis-cf.instacart.com,"104.18.7.91, 104.18.6.91","2606:4700::6812:75b, 2606:4700::6812:65b","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,schnucks-now.pbis-cf.instacart.com,"104.18.4.52, 104.18.5.52","2606:4700::6812:434, 2606:4700::6812:534","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,schnucks.instacart.com,"104.18.23.19, 104.18.22.19","2606:4700::6812:1613, 2606:4700::6812:1713","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,schnucks.pbis-cf.instacart.com,,,,,
,schnucks.pbis-cf.instacart.com,"104.18.22.19, 104.18.23.19","2606:4700::6812:1613, 2606:4700::6812:1713","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,security-scanner.instacart.tools,3.217.149.167,,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,sephora-canada.pbis-cf.instacart.com,"104.18.4.234, 104.18.5.234","2606:4700::6812:4ea, 2606:4700::6812:5ea","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,sephora.instacart.com,"104.18.31.192, 104.18.30.192","2606:4700::6812:1fc0, 2606:4700::6812:1ec0","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,sephora.pbis-cf.instacart.com,,,,,
,setup.instacart.tools,"143.204.215.86, 143.204.215.19, 143.204.215.87, 143.204.215.69",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com","ns-1036.awsdns-01.org, ns-1560.awsdns-03.co.uk, ns-483.awsdns-60.com, ns-596.awsdns-10.net",NOERROR,True,cloudfront,,,,,,
,sftp-admin-cloud-econ.dev.instacart.tools,"10.210.109.217, 10.210.120.183, 10.210.82.248",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"10.210.109.217, 10.210.120.183, 10.210.82.248",,,
,sftp-admin-dataeng.dev.instacart.tools,"10.210.114.111, 10.210.91.79, 10.210.103.119",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"10.210.114.111, 10.210.91.79, 10.210.103.119",,,
,sftp-admin-dataeng.instacart.com,"172.30.80.90, 172.30.127.103, 172.30.98.61",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"172.30.80.90, 172.30.127.103, 172.30.98.61",,,
,sftp-admin-foodstorm.dev.instacart.tools,"10.210.116.124, 10.210.83.69, 10.210.101.185",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"10.210.116.124, 10.210.83.69, 10.210.101.185",,,
,sftp-admin-infra.dev.instacart.tools,"10.210.111.102, 10.210.127.173, 10.210.82.3",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"10.210.111.102, 10.210.127.173, 10.210.82.3",,,
,sftp-admin-partners.dev.instacart.tools,"10.210.89.41, 10.210.113.171, 10.210.110.80",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"10.210.89.41, 10.210.113.171, 10.210.110.80",,,
,sftp-admin-partners.instacart.com,,,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,sftp-admin-payments.dev.instacart.tools,,,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,sftp-admin-securiti-ai.instacart.com,"172.30.98.69, 172.30.80.247, 172.30.121.227",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"172.30.98.69, 172.30.80.247, 172.30.121.227",,,
,sftp-catalog.dev.instacart.tools,,,,,NOERROR,,,,,,,,
,sftp-dataeng.dev.instacart.tools,"54.145.151.81, 54.224.187.200, 3.216.168.229",,"ns-1005.awsdns-61.net, awsdns-hostmaster.amazon.com",,NOERROR,,,s-3ad4c6bac695498db.server.transfer.us-east-1.amazonaws.com,,,,,
,sftp-infra.dev.instacart.tools,"54.197.177.161, 34.197.201.174, 52.73.93.225",,"ns-1005.awsdns-61.net, awsdns-hostmaster.amazon.com",,NOERROR,,,s-4735d684333d49189.server.transfer.us-east-1.amazonaws.com,,,,,
,sftp-partners.dev.instacart.tools,"3.93.137.194, 54.211.69.184, 54.166.45.91",,"ns-1005.awsdns-61.net, awsdns-hostmaster.amazon.com",,NOERROR,,,s-17b7c71793f744468.server.transfer.us-east-1.amazonaws.com,,,,,
,sftp.instacart.com,34.225.92.184,,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,shaws.pbis-cf.instacart.com,"104.18.29.16, 104.18.28.16","2606:4700::6812:1c10, 2606:4700::6812:1d10","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,shop-n-save-pitt.pbis-cf.instacart.com,"104.18.10.206, 104.18.11.206","2606:4700::6812:ace, 2606:4700::6812:bce","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,shop-sameday.instacart.com,"104.18.16.225, 104.18.17.225, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:11e1, 2606:4700::6812:10e1, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,shop-sameday.pbis-cf.instacart.com,,,,,
,shop-sameday.pbis-cf.instacart.com,"104.18.17.225, 104.18.16.225",,"ivan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,shopper-api-edge.instacart.com,"104.18.15.24, 104.18.14.24",,"ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,shopper-api.instacart.com,"104.18.26.236, 104.18.27.236","2606:4700::6812:1aec, 2606:4700::6812:1bec","michael.ns.cloudflare.com, dns.cloudflare.com","michael.ns.cloudflare.com, ullis.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,shopper-auth.instacart.com,"104.18.22.191, 104.18.23.191","2606:4700::6812:16bf, 2606:4700::6812:17bf","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,shoppers-admin-edge.instacart.com,"104.18.8.160, 104.18.9.160","2606:4700::6812:8a0, 2606:4700::6812:9a0","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,shoppers-admin.instacart.com,"104.18.1.84, 104.18.0.84","2606:4700::6812:154, 2606:4700::6812:54","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,shoppers-admin.instacart.tools,172.30.98.185,,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,172.30.98.185,,,
,shoppers-edge.instacart.com,"104.18.24.71, 104.18.25.71","2606:4700::6812:1947, 2606:4700::6812:1847","ivan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,shoppers.instacart.com,"104.18.15.114, 104.18.14.114, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:f72, 2606:4700::6812:e72, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,shoppersfood.instacart.com,"104.18.5.225, 104.18.4.225","2606:4700::6812:4e1, 2606:4700::6812:5e1","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,shoppersfood.pbis-cf.instacart.com,,,,,
,shoppersfood.pbis-cf.instacart.com,"104.18.5.225, 104.18.4.225, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:5e1, 2606:4700::6812:4e1, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,shopthepig.instacart.com,,"2606:4700::6812:1571, 2606:4700::6812:1471","ivan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,piggly-wiggly.pbis-cf.instacart.com,,,,,
,smiths-delivery-now.pbis-cf.instacart.com,"104.18.11.125, 104.18.10.125","2606:4700::6812:b7d, 2606:4700::6812:a7d","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,smithsconvenience.instacart.com,"104.18.11.125, 104.18.10.125","2606:4700::6812:b7d, 2606:4700::6812:a7d","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,smiths-delivery-now.pbis-cf.instacart.com,,,,,
,snowplow.dev.instacart.tools,"3.208.108.78, 54.161.196.30, 44.214.41.19",,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,snowplow.kamino-test2.instacart.tools,34.192.247.110,,"ns-156.awsdns-19.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,snowplow.sandbox.instacart.tools,3.220.87.246,,"ns-994.awsdns-60.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,speakup.instacart.com,"54.211.187.119, 3.216.169.185, 35.170.85.125, 54.152.255.123, 54.234.30.21, 107.23.183.10, 3.232.65.195, 184.72.236.255",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,specs.instacart.com,,"2606:4700::6812:43, 2606:4700::6812:143","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,specs.pbis-cf.instacart.com,,,,,
,sports-basement.pbis-cf.instacart.com,"104.18.14.206, 104.18.15.206","2606:4700::6812:ece, 2606:4700::6812:fce","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,spring-market.pbis-cf.instacart.com,"104.18.21.56, 104.18.20.56","2606:4700::6812:1538, 2606:4700::6812:1438","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,sprouts-onecart.instacart.com,"104.18.2.251, 104.18.3.251","2606:4700::6812:2fb, 2606:4700::6812:3fb","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,sprouts-onecart.pbis-cf.instacart.com,,,,,
,sprouts-onecart.pbis-cf.instacart.com,"104.18.3.251, 104.18.2.251, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:3fb, 2606:4700::6812:2fb, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,sprouts.pbis-cf.instacart.com,"104.18.14.184, 104.18.15.184","2606:4700::6812:fb8, 2606:4700::6812:eb8","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
