new,host,soa,status_code,a,txt,cdn,cdn-name,cname,aaaa,ns,caa,mx
[x],search-stage.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.43.115,,True,google,,,,,
[x],search.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,v=spf1 include:mailgun.org ~all,True,google,,,,,"mxb.eu.mailgun.org, mxa.eu.mailgun.org"
[x],seller-tracking-backend.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],service.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.149.77.219,,True,google,,,,,
[x],shop-finder-backend.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],smtp-relay.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.195.234.179,,True,google,,,,,
[x],sonar.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"216.239.36.21, 216.239.32.21, 216.239.34.21, 216.239.38.21","firebase=ev-sonar-live, v=spf1 include:spf.mailjet.com include:_spf.firebasemail.com -all",,,,"2001:4860:4802:36::15, 2001:4860:4802:34::15, 2001:4860:4802:32::15, 2001:4860:4802:38::15",,,
[x],sonfont.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],southeast.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],southwest.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],stage.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.43.115,,True,google,,,,,"alt4.aspmx.l.google.com, aspmx.l.google.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, alt3.aspmx.l.google.com"
[x],status.engelvoelkers.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.22.22.187, 172.67.23.104, 104.22.23.187",,True,cloudflare,status.engelvoelkers.com.cdn.cloudflare.net,"2606:4700:10::6816:17bb, 2606:4700:10::6816:16bb, 2606:4700:10::ac43:1768",,,
[x],storybook.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.205.123.15,,True,google,,,,,
[x],strongswan-ps-prod.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.5,,,,,,,,
[x],strongswan-ps-stage.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.6,,,,,,,,
[x],sw.engelvoelkers.com,"ns-1131.awsdns-13.org, awsdns-hostmaster.amazon.com",NOERROR,"18.244.146.121, 18.244.146.22, 18.244.146.60, 18.244.146.102, 205.251.192.205",,True,cloudfront,d2szs8wgdqyeoq.cloudfront.net,"2600:9000:26de:a00:c:5b8b:3680:93a1, 2600:9000:26de:7200:c:5b8b:3680:93a1, 2600:9000:26de:6e00:c:5b8b:3680:93a1, 2600:9000:26de:1a00:c:5b8b:3680:93a1, 2600:9000:26de:8800:c:5b8b:3680:93a1, 2600:9000:26de:ca00:c:5b8b:3680:93a1, 2600:9000:26de:f400:c:5b8b:3680:93a1, 2600:9000:26de:fa00:c:5b8b:3680:93a1","ns-1976.awsdns-55.co.uk, ns-685.awsdns-21.net, ns-205.awsdns-25.com, ns-1131.awsdns-13.org",,
[x],t-box.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.117.55.8,v=spf1 include:mailgun.org ~all,True,google,,,,,"mxb.eu.mailgun.org, mxa.eu.mailgun.org"
[x],t.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.117.4.35,,True,google,,,,,
[x],tableau-atr.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.160.245.77,,True,google,tableau.engelvoelkers.com,,,,
[x],tableau.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.160.245.77,,True,google,,,,,
[x],tableau2.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,104.199.48.208,,True,google,,,,,
[x],talentportugal.engelvoelkers.com,"dee.ns.cloudflare.com, dns.cloudflare.com",NOERROR,34.254.136.44,,,,careersites.bizneo.com,,,,
[x],test-keycloak.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.160.163.117,,True,google,,,,,
[x],test-login.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],ub-stage.engelvoelkers.com,"ns-748.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,"3.69.136.55, 3.126.202.50",,,,"90b1533f4bd54bdd9c7d34fd1ffab240.unbouncepages.com, unbouncepages.com",,,"amazon.com, letsencrypt.org, comodoca.com, globalsign.com",
[x],unifi-hh.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,104.199.97.130,,True,google,,,,,
[x],upvoty.engelvoelkers.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.22.22.187, 104.22.23.187, 172.67.23.104",,True,cloudflare,upvoty.engelvoelkers.com.cdn.cloudflare.net,"2606:4700:10::6816:16bb, 2606:4700:10::ac43:1768, 2606:4700:10::6816:17bb",,,
[x],video.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.186.199.237,,True,google,,,,,
[x],viefw01.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.34.143.242,,,,,,,,
[x],virtualshowroom.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.120.156.124,,True,google,,,,,
[x],vpn.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.89.205.20,,True,google,,,,,
[x],wartung.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],world.engelvoelkers.com,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,"76.76.21.142, 76.76.21.123",,,,"world.engelvoelkers.com.cdn.cloudflare.net, ev-world-engelvoelkers.vercel.app",,,,
[x],wuppertal.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],www-test.go3.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,213.238.34.168,,,,,,,,
[x],www.delivery-dev.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.226,,,,,,,,
[x],www.digital.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.228,,,,,,,,
[x],www.engelvoelkers.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"172.67.23.104, 104.22.22.187, 104.22.23.187",v=spf1 a:www.engelvoelkers.com a:smarthost.mcs.de ~all,True,cloudflare,www.engelvoelkers.com.cdn.cloudflare.net,"2606:4700:10::ac43:1768, 2606:4700:10::6816:17bb, 2606:4700:10::6816:16bb",,,
[x],www.go.engelvoelkers.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.22.22.187, 104.22.23.187, 172.67.23.104",,True,cloudflare,"www.go3.engelvoelkers.com, www.go3.engelvoelkers.com.cdn.cloudflare.net","2606:4700:10::ac43:1768, 2606:4700:10::6816:17bb, 2606:4700:10::6816:16bb",,,
[x],www.go3.engelvoelkers.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"104.22.22.187, 104.22.23.187, 172.67.23.104",,True,cloudflare,www.go3.engelvoelkers.com.cdn.cloudflare.net,"2606:4700:10::6816:17bb, 2606:4700:10::ac43:1768, 2606:4700:10::6816:16bb",,,
[x],www.jira.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],www.liquidhome.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,34.95.111.165,,True,google,,,,,
[x],www.login.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,130.211.38.27,,True,google,,,,,
[x],www.move.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,zusatz.engelvoelkers.com,,,,
[x],www.printshop.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,zusatz.engelvoelkers.com,,,,
[x],www.publish.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,213.238.45.40,,,,,,,,
[x],www.sales.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,195.244.109.215,,,,,,,,
[x],www1.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
[x],www2.engelvoelkers.com,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,"172.67.23.104, 104.22.22.187, 104.22.23.187",,True,cloudflare,www2.engelvoelkers.com.cdn.cloudflare.net,"2606:4700:10::6816:17bb, 2606:4700:10::6816:16bb, 2606:4700:10::ac43:1768",,,
[x],www3.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,zusatz.engelvoelkers.com,,,,
[x],www4.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,zusatz.engelvoelkers.com,,,,
[x],www5.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,zusatz.engelvoelkers.com,,,,
[x],zusatz.engelvoelkers.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,35.190.46.123,,True,google,,,,,
