new,host,status_code,soa,txt,a,ns,aaaa,cdn,cdn-name,mx,cname,caa,has_internal_ips,internal_ips
,grafana-stm.platform.test.automation.ibm.com,NOERROR,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",,"54.237.171.114, 18.209.139.7",,,,,,router-default.apps.ap-cp-101.apdd.p1.openshiftapps.com,,,
,grafana-stm.platform.test.saas.ibm.com,NOERROR,"ns028.name.cloud.ibm.com, dns.cloudflare.com",,"172.67.36.7, 104.22.76.103, 104.22.77.103",,"2606:4700:10::6816:4c67, 2606:4700:10::ac43:2407, 2606:4700:10::6816:4d67",True,cloudflare,,,,,
,grafana.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.143.239,,,,,,,,,
,grafanaaa-new.sl1529259.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.48.231.147,,,,,,,,,
,grotius.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.30.12,,,,,,,,,
,growth.ibm.com,NOERROR,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com","202302022219254qla4yzx4awoxw73s19xih2o24lp6tgsj8j3sdxwoboq1lpkyr, v=spf1 exists:%{i}._spf.sparkpostmail.com ~all, google-site-verification=yCMV3z3BhBaINi0V033HnfTi9xkQjpIZ4DM4ywSlwUs","205.251.193.48, 205.251.195.7, 205.251.197.81, 205.251.199.63","ns-304.awsdns-38.com, ns-1361.awsdns-42.org, ns-775.awsdns-32.net, ns-1855.awsdns-39.co.uk",,,,smtp.sparkpostmail.com,sparkpostmail.com,,,
,gscboca-pix-yellow.dfw.ibm.com,NOERROR,"ns.dfw.ibm.com, etpadmin.us.ibm.com",,170.226.21.129,,,,,,,,,
,gsemail.ibm.com,NOERROR,"aisha.ns.cloudflare.com, dns.cloudflare.com",v=spf1 ip4:198.37.159.181 -all,,,,,,mx.sendgrid.net,u3406308.wl059.sendgrid.net,,,
,gsi-labs.cloud.ibm.com,NOERROR,"ns022.name.cloud.ibm.com, dns.cloudflare.com",,1.2.3.4,"ns022.name.cloud.ibm.com, ns151.name.cloud.ibm.com",,,,,,,,
,gsine.ny.us.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,32.97.182.250,,,,,,,,,
,gsine01.ca.ibm.com,NOERROR,"asia3.akam.net, hostmaster.akamai.com",,216.208.175.71,,,,,,,,,
,gsine02.ca.ibm.com,NOERROR,"asia3.akam.net, hostmaster.akamai.com",,216.208.175.72,,,,,,,,,
,gsine04.ca.ibm.com,NOERROR,"asia3.akam.net, hostmaster.akamai.com",,216.208.175.74,,,,,,,,,
,gsine09.ny.us.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,32.97.182.39,,,,,,,,,
,gsinend1.ca.ibm.com,NOERROR,"asia3.akam.net, hostmaster.akamai.com",,216.208.175.39,,,,,,,,,
,gsinend1.ny.us.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,32.97.182.249,,,,,,,,,
,gsinend2.ca.ibm.com,NOERROR,"asia3.akam.net, hostmaster.akamai.com",,216.208.175.41,,,,,,,,,
,gsinend2.ny.us.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,32.97.182.251,,,,,,,,,
,gslink.ibm.com,NOERROR,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com","mailru-verification: 2e3995fa8a7d00e0, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE","167.89.123.124, 167.89.118.52, 167.89.118.83, 167.89.123.54",,,,,"mx.sendgrid.net, mx2.sendgrid.net",sendgrid.net,"godaddy.com, amazonaws.com",,
,gtas1.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.48.18.73,,,,,,,,,
,gtas4.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.48.18.120,,,,,,,,,
,gts-fra02-eu-haqcon.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.156.110,,,,,,,,,
,gts-fra02-eu-haqcon1.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.156.111,,,,,,,,,
,gts-fra02-eu-haqcon2.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.156.112,,,,,,,,,
,gts-fra02-eu-haqep1.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,,,,,,,,,,
,gts-fra02-eu-haqep2.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.156.115,,,,,,,,,
,gtsaas-devops-dev1.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,158.85.150.153,,,,,,,,,
,gtsaas-image-temp-1.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,198.11.224.108,,,,,,,,,
,gw.dev.stage1.us-south.apiconnect.cloud.ibm.com,NOERROR,"ns008.name.cloud.ibm.com, dns.cloudflare.com",,158.85.117.150,,,,,,,,,
,gw.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=a32Aj0uoXQRh6QseDFFrlufYlkbeSdok7az3sY0DQNVXpW1Iqj8zlsuXFZgHMojH,,,,,,,,,,
,gw.stage1.us-south.apiconnect.cloud.ibm.com,NOERROR,"ns008.name.cloud.ibm.com, dns.cloudflare.com",,169.46.117.91,,,,,,,,,
,gw.test.yourlearning.ibm.com,NOERROR,"ns104.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.80.87, 104.18.79.87",,"2606:4700::6812:5057, 2606:4700::6812:4f57",True,cloudflare,,,,,
,gw.us-east.preview.apiconnect.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,gw.us-south.apiconnect.cloud.ibm.com,NOERROR,"internal.akadns.net, hostmaster.akamai.com",,"169.48.110.242, 169.48.240.78, 169.46.57.150",,,,,,"apiconnect-us-sout-835867-41fe5cc434022c303b848f555f3eb44f-0000.us-south.containers.appdomain.cloud, apiconnect-us-sout-835867-41fe5cc434022c303b848f555f3eb44f-0000.cdpvrpjd08qo1jo7mgqg.akadns.net",,,
,gw.us-south.preview.apiconnect.cloud.ibm.com,NOERROR,"ns008.name.cloud.ibm.com, dns.cloudflare.com",,169.47.117.74,,,,,,,,,
,gw852-a.haifa.il.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,195.110.40.101,,,,,,,,,
,gw852-b.haifa.il.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,195.110.40.102,,,,,,,,,
,gw853-a.haifa.il.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,,,,,,,,,,
,gw853-b.haifa.il.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,,,,,,,,,,
,gw853-sa.haifa.il.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,195.110.40.123,,,,,,,,,
,gwldap.haifa.il.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,,,,,,,,,,
,gwpilott.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.20.123,,,,,,,,,
,gwpilott.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.20.123,,,,,,,,,
,gyfradgicpesx1.sl1529259.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,158.177.103.36,,,,,,,,,
,gyfradgicpesx3.sl1529259.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,158.177.103.43,,,,,,,,,
,haifa.il.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,,"ns.watson.ibm.com, ns11.haifa.il.ibm.com",,,,,,,,
,halweb2.gpl.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,204.146.134.197,,,,,,,,,
,hanabwprd1.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.59.71.7,,,,,,,,,
,hanabwqua2.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,,,,,,,,,,
,hanapoc.dst.ibm.com,NOERROR,"ns1.softlayer.com, dstnetwo.mx1.ibm.com",,12.139.41.12,,,,,,,,,
,hanapoprd1.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.59.71.49,,,,,,,,,
,haproxy-fra02-p1-byz.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.122.97.154,,,,,,,,,
,haproxy1-bc-ams01-p2.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,37.58.122.216,,,,,,,,,
,haproxy1-bc-dal09-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.44.64.173,,,,,,,,,
,haproxy1-bc-fran02-p1-spoe1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.122.97.158,,,,,,,,,
,haproxy1-bc-fran02-p1-spoe2.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.122.97.155,,,,,,,,,
,haproxy1-bc-hou02-p2.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,184.173.42.194,,,,,,,,,
,haproxy1-bc-wdc04-p3.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.47.133.142,,,,,,,,,
,haproxy1-bc-wdc04-p4.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.63.71.194,"ns2.softlayer.com, ns1.softlayer.com",,,,,,,,
,haproxy1-epricer-tpywdcepws-bc-wdc04-p4.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.47.180.2,,,,,,,,,
,haproxy1-ess-bc-ams01-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,5.153.19.215,,,,,,,,,
,haproxy1-gds-bc-dal09-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,,,,,,,,,,
,haproxy1-map-fe-bc-dal13-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.62.149.130,,,,,,,,,
,haproxy1-mobdevcon-bc-dal06-p2.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.45.27.235,,,,,,,,,
,haproxy1-mobdevcon-fra02-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.122.97.189,,,,,,,,,
,haproxy1-mobdevcon2-dal06-p2.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.45.27.239,,,,,,,,,
,haproxy1-ppstest-bc-dal06-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,158.85.156.3,,,,,,,,,
,haproxy1-zenhub-bc-wdc04-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.55.84.76,,,,,,,,,
,haproxy2-bc-ams01-p2.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,37.58.122.219,,,,,,,,,
,haproxy2-bc-dal09-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.44.64.182,,,,,,,,,
,haproxy2-bc-hou02-p2.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,184.173.42.206,,,,,,,,,
,haproxy2-bc-syd01-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,168.1.2.155,,,,,,,,,
,haproxy2-bc-wdc04-p4.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.63.71.242,,,,,,,,,
,haproxy2-bpms-bc-wdc04-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.55.84.72,"ns2.softlayer.com, ns1.softlayer.com",,,,,,,,
,haproxy2-ciomobdevcont-fra02-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.122.97.173,,,,,,,,,
,haproxy2-fra01-p1-byz.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.122.97.159,"ns1.softlayer.com, ns2.softlayer.com",,,,,,,,
,haproxy2-gds-bc-dal09-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.53.50.113,,,,,,,,,
,haproxy2-map-fe-bc-dal13-p1.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.62.149.175,,,,,,,,,
,haproxy2-mobdevcon-bc-dal06-p2.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.45.27.228,,,,,,,,,
,haproxy2-score-bc-wdc04-p4.podc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.63.71.226,,,,,,,,,
,harlequins.hursley.ibm.com,NOERROR,"ns.hursley.ibm.com, dns-admins.hursley.ibm.com",,195.212.14.68,,,,,,,,,
,haw1ri30-vlan985-idc.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.7.42,,,,,,,,,
,haw1ri30.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.20.2,,,,,,hny-yd-ri30.watson.ibm.com,,,
,haw1si06.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,,,,,,,,,,
,haw1v01-g05-s.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.2.10,,,,,,,,,
,haw1v01-g06-s.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.2.2,,,,,,,,,
,hbcd.hbc.ibm.com,NOERROR,"ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",,"54.243.161.55, 54.166.96.114, 54.221.50.8",,,,,,custom-tracking.salesloft.com,"pki.goog, comodoca.com, digicert.com, letsencrypt.org",,
,hc-bpm-1.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,198.11.224.109,,,,,,,,,
,hc-bpm-2.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,198.11.224.110,,,,,,,,,
,hc-db2-4.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.70,,,,,,,,,
,hc-pb-bpm-2-1.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.81,,,,,,,,,
,hc-pb-bpm-2.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.80,,,,,,,,,
,hc-pb-db2-2.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.82,,,,,,,,,
,hc-pb-was-2.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,,,,,,,,,,
,hc-report-ecm-2.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.72,,,,,,,,,
,hc-st-bpm-4-1.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.78,,,,,,,,,
,hc-st-bpm-4-2.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.83,,,,,,,,,
,hc-st-bpm-4.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.76,,,,,,,,,
,hc-st-db2-4.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.75,,,,,,,,,
,hc-st-was-4.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.77,,,,,,,,,
,hc-ucdrelay-2.sdad.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.8.152.71,,,,,,,,,
,hc.eu-fr2.private.dns-svcs.cloud.ibm.com,NOERROR,"ns105.name.cloud.ibm.com, dns.cloudflare.com",,"166.9.64.63, 166.9.66.48, 166.9.62.66",,,,,,,,,
,hc.us-east.private.dns-svcs.cloud.ibm.com,NOERROR,"ns105.name.cloud.ibm.com, dns.cloudflare.com",,"166.9.22.78, 166.9.20.145, 166.9.24.70",,,,,,,,,
,hchub01.stores.ca.ibm.com,NOERROR,"asia3.akam.net, hostmaster.akamai.com",,216.208.176.24,,,,,,,,,
,hci.hscpoc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,5.153.56.14,,,,,,,,,
,hci.kcl.aimie.ml.hscpoc.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,5.153.56.11,,,,,,,,,
,heal.ibm.com,NOERROR,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,23.53.48.72,,"2001:2030:21:198::3831, 2001:2030:21:186::3831",,,,"securetld.ibmcom.edgekey.net, e14385.dsca.akamaiedge.net",,,
,health.service.ap-north.apiconnect.cloud.ibm.com,NOERROR,"internal.akadns.net, hostmaster.akamai.com",,"165.192.152.198, 128.168.80.10, 161.202.96.122",,,,,,"apiconnect-ap-nort-610384-41fe5cc434022c303b848f555f3eb44f-0000.jp-tok.containers.appdomain.cloud, apiconnect-ap-nort-610384-41fe5cc434022c303b848f555f3eb44f-0000.cbaa06ht0pmr3rh1elc0.akadns.net",,,
,health.service.au-syd.apiconnect.cloud.ibm.com,NOERROR,"internal.akadns.net, hostmaster.akamai.com",,"130.198.79.138, 135.90.82.242, 168.1.199.162",,,,,,"apiconnect-au-syd-prod-2-41fe5cc434022c303b848f555f3eb44f-0000.au-syd.containers.appdomain.cloud, apiconnect-au-syd-prod-2-41fe5cc434022c303b848f555f3eb44f-0000.cbaa2tms0rth86i61l3g.akadns.net",,,
,health.service.eu-de.apiconnect.cloud.ibm.com,NOERROR,,,,,,,,,apiconnect-eu-de-prod-2-41fe5cc434022c303b848f555f3eb44f-0000.eu-de.containers.appdomain.cloud,,,
,health.service.eu-gb.apiconnect.cloud.ibm.com,NOERROR,"internal.akadns.net, hostmaster.akamai.com",,"5.10.124.203, 158.176.121.181, 141.125.95.198, 158.175.126.138",,,,,,"apiconnect-eu-gb-prod-2-41fe5cc434022c303b848f555f3eb44f-0000.eu-gb.containers.appdomain.cloud, apiconnect-eu-gb-prod-2-41fe5cc434022c303b848f555f3eb44f-0000.cbaa844l0snq8igvatj0.akadns.net",,,
,health.service.eu-gb.apiconnect.test.cloud.ibm.com,NOERROR,"internal.akadns.net, hostmaster.akamai.com",,"5.10.123.26, 141.125.99.243, 158.175.159.178",,,,,,"apiconnect-eu-gb-stage-2-41fe5cc434022c303b848f555f3eb44f-0000.eu-gb.containers.appdomain.cloud, apiconnect-eu-gb-stage-2-41fe5cc434022c303b848f555f3eb44f-0000.cb8o070l02o9b7s20n80.akadns.net",,,
,health.service.us-south.apiconnect.cloud.ibm.com,NOERROR,"internal.akadns.net, hostmaster.akamai.com",,,,,,,,"apiconnect-us-sout-835867-41fe5cc434022c303b848f555f3eb44f-0000.us-south.containers.appdomain.cloud, apiconnect-us-sout-835867-41fe5cc434022c303b848f555f3eb44f-0000.cdpvrpjd08qo1jo7mgqg.akadns.net",,,
,health.service.us-south.apiconnect.test.cloud.ibm.com,NOERROR,"internal.akadns.net, hostmaster.akamai.com",,"52.117.245.138, 169.48.228.21, 169.48.161.114",,,,,,"apiconnect-us-south-stage-41fe5cc434022c303b848f555f3eb44f-0000.us-south.containers.appdomain.cloud, apiconnect-us-south-stage-41fe5cc434022c303b848f555f3eb44f-0000.cb85efad0hbrkims6ntg.akadns.net",,,
,heathgsa01.sl1900931.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,67.228.217.200,,,,,,,,,
,heineken.eu-de.apiconnect.cloud.ibm.com,NOERROR,"ns104.name.cloud.ibm.com, dns.cloudflare.com",,,"ns104.name.cloud.ibm.com, ns183.name.cloud.ibm.com",,,,,,,,
,helmsman-test-szr.us-south.apiconnect.test.cloud.ibm.com,NOERROR,,,54.144.128.85,,,,,,,,,
,help-invite.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,,,,,,,,,,
,hermon.haifa.il.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,195.110.41.15,,,,,,,,,
,higgins.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.12.37,,,,,,,,,
,hipster-gui.hipster.zc2.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,historio.researchlabs.ibm.com,NOERROR,"ns1.softlayer.com, root.ns3.dst.ibm.com",,12.139.40.56,,,,,,,,,
,hkaj-pf-igsch.hiroshima.japan.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,hny-sr-1a-v980.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.9.2,,,,,,,,,
,hny-sr-1a-v989.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.7.130,,,,,,,,,
,hny-yd-guest-b.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.7.145,,,,,,,,,
,hny-yd-ri30-v980.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.9.1,,,,,,,,,
,hny-yd-ri30v992.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,,,,,,,,,,
,hny-yd-vpn05g06-s.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.2.50,,,,,,,,,
,hny-yd-vpn05g17-s.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.4.2,,,,,,,,,
,hny-yd-vpn05g18-s.watson.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",,129.34.2.26,,,,,,,,,
,hondaeu-dev.sec.ibm.com,NOERROR,"ns1.cloudflare.net, dns.cloudflare.com",,,,,,,,hondaeu-dev.sec.ibm.com.cdn.cloudflare.net,,,
,host1.sl1399257.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,"169.60.36.149, 169.63.92.138","ns1.softlayer.com, ns2.softlayer.com",,,,,,,,
,host2.sl1399257.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.63.92.130,,,,,,,,,
,host4.sl1399257.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.63.107.102,,,,,,,,,
,host5.sl1399257.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.63.92.139,,,,,,,,,
,hostedb2-scale-lyp.eu-gb.db2oncloud.cloud.ibm.com,NOERROR,"ns005.name.cloud.ibm.com, dns.cloudflare.com",,"158.176.79.201, 141.125.73.153, 158.175.115.201",,,,,,custom-domain.eu-gb.cf.cloud.ibm.com,,,
,hostedb2-scale-syp.au-syd.db2oncloud.cloud.ibm.com,NOERROR,"ns004.name.cloud.ibm.com, dns.cloudflare.com",,"159.23.102.156, 130.198.23.146",,,,,,"custom-domain.au-syd.cf.cloud.ibm.com, a2fbae1a-au-syd.lb.appdomain.cloud",,,
,hostedb2-scale-test.us-south.db2oncloud.test.cloud.ibm.com,NOERROR,"ns004.name.cloud.ibm.com, dns.cloudflare.com",,"52.118.184.98, 52.118.209.233",,,,,,"custom-domain.us-south.cf.test.cloud.ibm.com, 15e05177-us-south.lb.appdomain.cloud",,,
,hostedb2-scale.us-south.db2oncloud.cloud.ibm.com,NOERROR,"ns005.name.cloud.ibm.com, dns.cloudflare.com",,"169.46.89.151, 169.62.254.80, 169.47.124.23",,,,,,custom-domain.us-south.cf.cloud.ibm.com,,,
,hostedservicesbiller.us-south.dsoncloud.cloud.ibm.com,NOERROR,"ns005.name.cloud.ibm.com, dns.cloudflare.com",,"169.47.124.23, 169.62.254.80, 169.46.89.151",,,,,,custom-domain.us-south.cf.cloud.ibm.com,,,
,hostedservicesbiller.us-south.dsoncloud.test.cloud.ibm.com,NOERROR,"ns004.name.cloud.ibm.com, dns.cloudflare.com",,"52.118.184.98, 52.118.209.233",,,,,,"custom-domain.us-south.cf.test.cloud.ibm.com, 15e05177-us-south.lb.appdomain.cloud",,,
,hostedservicesuptime.us-south.dsoncloud.cloud.ibm.com,NOERROR,"ns005.name.cloud.ibm.com, dns.cloudflare.com",,"169.47.124.23, 169.46.89.151, 169.62.254.80",,,,,,custom-domain.us-south.cf.cloud.ibm.com,,,
,hotspot.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,hourh7bgz01.clearlake.ibm.com,NOERROR,"ns.clearlake.ibm.com, root.ns.clearlake.ibm.com",,192.94.47.109,,,,,,,,,
,hourh7hps01.clearlake.ibm.com,NOERROR,"ns.clearlake.ibm.com, root.ns.clearlake.ibm.com",,192.94.47.73,,,,,,,,,
,hows001rdc.usf.sp.ibm.com,NOERROR,"asia3.akam.net, dnsadm.us.ibm.com",atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,,
,hpcs.cloud.ibm.com,NOERROR,"ns019.name.cloud.ibm.com, dns.cloudflare.com",,,"ns019.name.cloud.ibm.com, ns020.name.cloud.ibm.com",,,,,,,,
,hpcs.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,hpgpsprod.sl2136702.sl.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.48.18.117,,,,,,,,,
,hpss-collaboration.clearlake.ibm.com,NOERROR,"ns.clearlake.ibm.com, root.ns.clearlake.ibm.com",,192.94.47.54,,,,,,hourh7wki01.clearlake.ibm.com,,,
