new,host,status_code,soa,txt,a,ns,aaaa,cdn,cdn-name,mx,cname,caa,has_internal_ips,internal_ips
[x],a-p-netjmp-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,"209.134.160.177, 206.253.234.10","ehecatl.iss.net, dal09-prd-dns-01a.sec.ibm.com, litdnssrvp01.iss.net",,,,,,,,
[x],administrator.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.239.249, 104.16.238.249",,"2606:4700::6810:eef9, 2606:4700::6810:eff9",True,cloudflare,,,,,
[x],api-test.techzone.ibm.com,NOERROR,"ns086.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.5.98, 104.18.4.98",,"2606:4700::6812:562, 2606:4700::6812:462",True,cloudflare,,,,,
[x],api.daffy-quiioa82.cloud.techzone.ibm.com,NOERROR,,,,,,,,,,,,
[x],api.daffy-zovy4gjk.cloud.techzone.ibm.com,NOERROR,"ns070.name.cloud.ibm.com, dns.cloudflare.com",,169.63.122.95,,,,,,,,,
[x],api.ocp-060002162f-2vq5.cloud.techzone.ibm.com,NOERROR,"ns070.name.cloud.ibm.com, dns.cloudflare.com",,169.63.80.174,,,,,,,,,
[x],api.ocp-120000gh3t-w2di.cloud.techzone.ibm.com,NOERROR,"ns070.name.cloud.ibm.com, dns.cloudflare.com",,161.156.100.102,,,,,,,,,
[x],api.ocp-3100014h3v-934t.cloud.techzone.ibm.com,NOERROR,"ns070.name.cloud.ibm.com, dns.cloudflare.com",,169.63.171.156,,,,,,,,,
[x],api.ocp-5029ngqwwu-2jjn.cloud.techzone.ibm.com,NOERROR,"ns070.name.cloud.ibm.com, dns.cloudflare.com",,162.133.113.152,,,,,,,,,
[x],apps.daffy-zovy4gjk.cloud.techzone.ibm.com,NOERROR,"ns070.name.cloud.ibm.com, dns.cloudflare.com",,169.63.122.95,,,,,,,,,
[x],apps.ocp-060002162f-2vq5.cloud.techzone.ibm.com,NOERROR,"ns070.name.cloud.ibm.com, dns.cloudflare.com",,169.63.80.174,,,,,,,,,
[x],apps.ocp-120000gh3t-0f2v.cloud.techzone.ibm.com,NOERROR,,,,,,,,,,,,
[x],apps.ocp-3100014h3v-934t.cloud.techzone.ibm.com,NOERROR,"ns070.name.cloud.ibm.com, dns.cloudflare.com",,169.63.171.156,,,,,,,,,
[x],apps.ocp-5029ngqwwu-2jjn.cloud.techzone.ibm.com,NOERROR,"ns070.name.cloud.ibm.com, dns.cloudflare.com",,162.133.113.152,,,,,,,,,
[x],atl-prd-ads-02d.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,209.134.187.53,,,,,,,,,
[x],atl-prd-aidrone-01j.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.142.17,,,,,,,,,
[x],atl-prd-apphost-04a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,209.134.177.79,,,,,,,,,
[x],atl-prd-bd-12-vl2.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,"209.134.160.9, 206.253.234.10","litdnssrvp01.iss.net, ehecatl.iss.net, dal09-prd-dns-01a.sec.ibm.com",,,,,,,,
[x],atl-prd-coudb-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.143.201,,,,,,,,,
[x],atl-prd-esxy-02b.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.143.133,,,,,,,,,
[x],atl-prd-restmp-02a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,209.134.187.51,,,,,,,,,
[x],atl-prd-sums-01p-new.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,209.134.187.47,,,,,,,,,
[x],atl-prd-sus-02a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,209.134.186.209,,,,,,,,,
[x],atl-prd-ve-12-pub.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,209.134.162.119,,,,,,,,,
[x],atl-prd-xdrdca-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.142.210,,,,,,,,,
[x],auth-referrals.ibm.com,NOERROR,"kara.ns.cloudflare.com, dns.cloudflare.com",,"104.16.82.103, 104.16.83.103",,"2606:4700::6810:5367, 2606:4700::6810:5267",True,cloudflare,,connect-prod-ibm-cd-rojkux8nhdpcgayo.edge.tenants.us.auth0.com,"digicert.com, letsencrypt.org",,
[x],auth.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.144.57,,,,,,atl-prd-ngw9-eth2-03.sec.ibm.com,,,
[x],build.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.238.249, 104.16.239.249",,"2606:4700::6810:eef9, 2606:4700::6810:eff9",True,cloudflare,,,,,
[x],certificate.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.143.232,,,,,,atl-prd-ca-01c.sec.ibm.com,,,
[x],cloud.mgapp.ibm.com,NOERROR,"ns1.softlayer.com, root.cloud.mgapp.ibm.com",,127.0.0.1,"ns2.softlayer.com, ns1.softlayer.com",,,,,,,True,127.0.0.1
[x],cnh.ibm.com,NOERROR,"aisha.ns.cloudflare.com, dns.cloudflare.com",v=spf1 ip4:167.89.13.36 ip4:167.89.18.35 ip4:167.89.85.187 -all,,,,,,mx.sendgrid.net,u22841950.wl201.sendgrid.net,,,
[x],code.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.239.249, 104.16.238.249",,"2606:4700::6810:eef9, 2606:4700::6810:eff9",True,cloudflare,,,,,
[x],cp-atl02.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,209.134.187.211,,,,,,,,,
[x],dal09-dev-prmth-01a.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,206.253.238.17,,,,,,,,,
[x],dal09-dr-aurahap-01b.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,206.253.236.82,,,,,,,,,
[x],ddsvpnfw.dfw.ibm.com,NOERROR,"ns.dfw.ibm.com, etpadmin.us.ibm.com",,192.203.134.6,,,,,,,,,
[x],delivery04.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.44,,,,,,,,,
[x],docker-registry.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,,,,,,,atl-prd-doproxy-01a.sec.ibm.com,,,
[x],download3.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.24,,,,,,,,,
[x],dsw.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.30,,,,,,,,,
[x],extbasicfocal1.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,50.22.206.137,"ns1.softlayer.com, ns2.softlayer.com",,,,,,,,
[x],extbasicpathf01.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,159.122.97.132,,,,,,,,,
[x],extbasicph06.edst.ibm.com,NOERROR,"ns1.softlayer.com, aamorris.us.ibm.com",,169.53.10.107,,,,,,,,,
[x],ftp-www3-software.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.17,,,,,,,,,
[x],live.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.238.249, 104.16.239.249",,"2606:4700::6810:eff9, 2606:4700::6810:eef9",True,cloudflare,,,,,
[x],log.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.239.249, 104.16.238.249",,"2606:4700::6810:eef9, 2606:4700::6810:eff9",True,cloudflare,,,,,
[x],loki.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.143.239,,,,,,atl-prd-doproxy-01a.sec.ibm.com,,,
[x],lotusweb.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,,,,,,,,,,
[x],mail.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,158.177.111.156,,,,,,,,,
[x],mrtg.boulder.ibm.com,NOERROR,"asia3.akam.net, postmaster.boulder.ibm.com",,207.25.249.189,,,,,,cis1.boulder.ibm.com,,,
[x],netlify.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.239.249, 104.16.238.249",,"2606:4700::6810:eff9, 2606:4700::6810:eef9",True,cloudflare,,,,,
[x],ntp.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,209.134.186.208,,,,,,atl-prd-config-01a.mss.iss.net,,,
[x],oauth.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.239.249, 104.16.238.249",,"2606:4700::6810:eef9, 2606:4700::6810:eff9",True,cloudflare,,,,,
[x],origin.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.239.249, 104.16.238.249",,"2606:4700::6810:eff9, 2606:4700::6810:eef9",True,cloudflare,,,,,
[x],pam.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.142.221,,,,,,,,,
[x],plugins.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,,,,True,cloudflare,,,,,
[x],poclondon1.sec.ibm.com,NOERROR,"ns1.cloudflare.net, dns.cloudflare.com",,,,,,,,poclondon1.sec.ibm.com.cdn.cloudflare.net,,,
[x],portal-sjc.sec.ibm.com,NOERROR,"ns1.cloudflare.net, dns.cloudflare.com",,"104.21.54.158, 172.67.140.87",,"2606:4700:3035::6815:369e, 2606:4700:3031::ac43:8c57",True,cloudflare,,portal-sjc.sec.ibm.com.cdn.cloudflare.net,,,
[x],ptf.boulder.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.64,,,,,,"inetsd01.boulder.ibm.com, inetsd01-dhe.dhe.ibm.com, inetsd01.southdata.ibm.com",,,
[x],publibz.boulder.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.26,,,,,,"publib.boulder.ibm.com, publib-dhe.dhe.ibm.com, publib.southdata.ibm.com",,,
[x],pulsar.testsvcs.cloud5.ibm.com,NOERROR,"ns010.name.cloud.ibm.com, dns.cloudflare.com",,,,,,,,,,,
[x],pypi.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.143.239,,,,,,,,,
[x],rhm.ibm.com,NOERROR,"ns1.softlayer.com, root.rhm.ibm.com",,104.119.2.71,"ns1.softlayer.com, ns2.softlayer.com",,,,mail.rhm.ibm.com,,,,
[x],role.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.238.249, 104.16.239.249",,"2606:4700::6810:eef9, 2606:4700::6810:eff9",True,cloudflare,,,,,
[x],sasvpn-fra03.emea.ibm.com,NOERROR,"eur5.akam.net, ddidns.emea.att.com",,129.41.47.166,,2620:1f7:2947:1009::6,,,,,,,
[x],service-broker.d-j01.apiconnect.dev.automation.ibm.com,NOERROR,"ns-1692.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",,"54.80.106.209, 54.144.101.106",,,,,,lb.console-openshift-console.apps.apic-d-j01.t4ap.p1.openshiftapps.com,,,
[x],service-dhe.boulder.ibm.com,NOERROR,"asia3.akam.net, postmaster.boulder.ibm.com",,170.225.15.26,,,,,,,,,
[x],serviceb.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.14,,,,,,,,,
[x],shop.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.238.249, 104.16.239.249",,"2606:4700::6810:eef9, 2606:4700::6810:eff9",True,cloudflare,,,,,
[x],sjc01-prd-nas-01b.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,206.253.251.10,,,,,,,,,
[x],skills-academy.ibm.com,NOERROR,"ns005.name.cloud.ibm.com, dns.cloudflare.com",,"169.46.89.151, 169.47.124.23, 169.62.254.80",,,,,,"secure.us-south.bluemix.net, custom-domain.us-south.cf.cloud.ibm.com",,,
[x],staging-admin.zenhub.ibm.com,NOERROR,"ns086.name.cloud.ibm.com, dns.cloudflare.com",,"104.18.25.91, 104.18.24.91",,"2606:4700::6812:195b, 2606:4700::6812:185b",True,cloudflare,,,,,
[x],supply-chain.ibm.com,NOERROR,"ns1.softlayer.com, support.softlayer.com",,129.42.38.1,"ns1.softlayer.com, ns2.softlayer.com",,,,mail.supply-chain.ibm.com,,,,
[x],syd05-prd-kfk-01b.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.153.40,,,,,,,,,
[x],syd05-prd-netesx-02.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.152.71,,,,,,,,,
[x],syd05-prd-ocpstr-01b.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.153.109,,,,,,,,,
[x],temp.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.239.249, 104.16.238.249",,"2606:4700::6810:eff9, 2606:4700::6810:eef9",True,cloudflare,,,,,
[x],testcase-yellow.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.22,,,,,,,,,
[x],testcase-yellow2.boulder.ibm.com,NOERROR,"asia3.akam.net, postmaster.boulder.ibm.com",,170.225.15.21,,,,,,,,,
[x],tstisrc.boulder.ibm.com,NOERROR,"asia3.akam.net, postmaster.boulder.ibm.com",,207.25.249.21,,,,,,,,,
[x],us-mss-credentials.sec.ibm.com,NOERROR,"ehecatl.iss.net, iss-dnsadmin.iss.net",,207.231.148.50,,,,,,wdc-cp4s-pw-02.sec.ibm.com,,,
[x],weatherapi.ibm.com,NOERROR,"ns-1626.awsdns-11.co.uk, awsdns-hostmaster.amazon.com",,"54.208.95.23, 54.208.199.45",,,,,,api1.sun.weather.com,,,
[x],www-901.ibm.com,NOERROR,"ns1.softlayer.com, webmaste.us.ibm.com",,,,,,,,"redirect.www.ibm.com, redirect.www.ibm.net",,,
[x],www.de.ibm.com,NOERROR,"ns1.softlayer.com, webmaste.us.ibm.com",,199.46.34.76,,,,,,"redirect.www.ibm.com, redirect.www.ibm.net",,,
[x],www.haifa.ibm.com,NOERROR,"ns11.haifa.il.ibm.com, itay.il.ibm.com",,129.34.20.34,,,,,,,,,
[x],www1.yourlearning.ibm.com,NOERROR,"ns003.name.cloud.ibm.com, dns.cloudflare.com",,"104.16.239.249, 104.16.238.249",,"2606:4700::6810:eff9, 2606:4700::6810:eef9",True,cloudflare,,,,,
[x],www14.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.118.30,,,,,,,,,
[x],www7-software.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.54,,,,,,,,,
[x],www7b.southdata.ibm.com,NOERROR,"asia3.akam.net, hostmaster.southdata.ibm.com",,170.225.126.51,,,,,,,,,
,0.secure.blockchain.ibm.com,NOERROR,"ns1.softlayer.com, support.softlayer.com",,,,,,,,,,,
,1.secure.blockchain.ibm.com,NOERROR,"ns1.softlayer.com, support.softlayer.com",,,,,,,,,,,
,1010201930.jp-tok.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,10102019313.eu-de.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,10112019113.jp-tok.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,10112019113.us-south.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,10112019310.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,10112019314.eu-de.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1011201936.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,105201913.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,106201911.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,106201912.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1072019319.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1092019318.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1102019312.au-syd.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,110201936.au-syd.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,110201936.eu-de.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1110201935.us-south.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1111201930.us-south.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1111201933.au-syd.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1111201933.preprod.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,111201931.preprod.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1112019310.au-syd.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,111201933.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,111201936.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,115201912.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1172019311.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1172019312.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1182019010.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1182019313.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1192019212.preprod.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1192019310.jp-tok.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,119201932.us-south.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,119201939.eu-de.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,12102019311.jp-tok.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1210201935.us-south.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,12112019311.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,125201913.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,125201918.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,126201910.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,126201917.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1272019213.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,127201933.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1282019316.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1282019317.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,128201937.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,129201924.preprod.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1292019314.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1311201933.jp-tok.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1311201934.preprod.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1311201936.eu-de.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,135201912.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,13620197.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,137201923.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1372019319.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1382019216.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1382019318.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1382019319.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,138201936.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,139201934.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,139201934.us-south.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,139201936.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,14102019313.jp-tok.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1410201935.au-syd.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1411201930.au-syd.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,14112019313.eu-de.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1411201939.jp-tok.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,145201910.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,146201919.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,14620192.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,14620196.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1472019011.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,147201902.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,147201931.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,148201931.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1510201931.eu-de.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,15112019314.au-syd.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1511201936.eu-de.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1511201937.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1511201938.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1520193.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1572019210.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1572019310.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,158201922.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1582019311.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,158201937.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,16102019311.au-syd.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1610201936.jp-tok.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,16201917.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1620195.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,165201916.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,167201938.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,167201939.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1682019311.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1682019319.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,168201932.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1710201920.preprod.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1710201937.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1710201937.us-south.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,172019214.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,17201930.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,172019313.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,176201913.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1772019310.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1772019312.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1782019215.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1782019311.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1782019317.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,179201924.preprod.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,179201934.us-south.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,179201935.au-syd.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1810201928.preprod.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1810201930.eu-de.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,182019319.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,18520197.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1862019017.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,186201935.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,187201925.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,188201922.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1882019313.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,189201929.preprod.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1892019312.au-syd.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,189201937.jp-tok.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
,1910201931.eu-gb.e2e.certificate-manager.test.cloud.ibm.com,NOERROR,,,,,,,,,,,,
