new,host,soa,ns,txt,status_code,a,cdn,cdn-name,cname,mx,caa,aaaa,has_internal_ips,internal_ips
[x],app-sm.k8s-billing-dev.sm-qa.qa.redislabs.com,,,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-billing-dev/maintenance-page",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.k8s-billing.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-billing/app",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.k8s-ci-auto-dynamic.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-ci-auto-dynamic/bdbmetrics",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.k8s-cloudapi.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-cloudapi/webapi",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.k8s-dev-uirefresh.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-dev-uirefresh/app",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.k8s-dev.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-dev/app",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.k8s-gh.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-gh/app",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.k8s-idm.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-idm/app",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.k8s-integration.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-integration/app",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.k8s-mw.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,True,google,,,,,,
[x],app-sm.k8s-psc.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-psc/webapi",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.k8s-rcp.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-rcp/bdbmetrics",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-sm.sm-poc.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/sm-poc/bdbmetrics",NOERROR,34.138.146.29,True,google,,,,,,
[x],app-st.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,184.73.160.28,,,,,,,,
[x],app-test.qa.redislabs.com,"ns-184.awsdns-23.com, awsdns-hostmaster.amazon.com",,,NOERROR,54.224.222.238,,,,,,,,
[x],app.dev.redislabs.com,"ns-1103.awsdns-09.org, awsdns-hostmaster.amazon.com","ns-1103.awsdns-09.org, ns-1981.awsdns-55.co.uk, ns-232.awsdns-29.com, ns-781.awsdns-33.net",,NOERROR,54.221.243.201,,,,,,,,
[x],app.redislabs.com,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,,True,incapsula,i2pwdhx.x.incapdns.net,,,,,
[x],app.st.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,107.21.205.19,,,,,,,,
[x],appapp-sm.k8s-psc.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-psc/maintenance",NOERROR,34.138.146.29,True,google,,,,,,
[x],apps.avasseur-pcf.demo.redislabs.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,,,,,,,,,
[x],argocd.sm-test.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-test-zone,external-dns/resource=ingress/argocd/argocd-server",NOERROR,34.23.17.204,True,google,,,,,,
[x],assets-university.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"18.66.248.85, 18.66.248.69, 18.66.248.42, 18.66.248.120",True,cloudfront,,,,,,
[x],auth.qa.redislabs.com,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",,,NOERROR,"76.223.106.8, 13.248.244.122",,,"redisauth.customdomains.oktapreview.com, op3-custom-crtrs.oktapreview.com, op3-custom-crtrs.oktaedge.oktapreview.com, a556120ce37110a35.awsglobalaccelerator.com",,,,,
[x],auth.redis.com,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",,,NOERROR,"35.71.149.114, 52.223.56.218",,,"redisauth.customdomains.okta.com, ok12-custom-crtrs.okta.com, ok12-custom-crtrs.oktaedge.okta.com, a9fabdf042c40ac50.awsglobalaccelerator.com",,,,,
[x],benchmarks.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,18.116.150.197,,,,,,,,
[x],bi.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,34.237.41.40,,,,,,,,
[x],bo-qa.qa.redislabs.com,"ns1.impervadns.net, hostmaster.incapsula.com",,,NOERROR,45.60.123.1,True,incapsula,kdif2vc.impervadns.net,,,,,
[x],bo-sm.k8s-aa.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-aa/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-billing-dev.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-billing.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-billing/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-ci-auto-dynamic.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-ci-auto-dynamic/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-cloudapi.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-cloudapi/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-dev-uirefresh.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-dev-uirefresh/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-dev.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-dev/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-gh.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-gh/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-idm.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-idm/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-integration.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-integration/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-mw.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-mw/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo-sm.k8s-psc.sm-qa.qa.redislabs.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=sm-qa-zone,external-dns/resource=ingress/k8s-psc/bo",NOERROR,34.138.146.29,True,google,,,,,,
[x],bo.redislabs.com,"ns1.x.incapdns.net, hostmaster.incapsula.com, ns1.incapdns.net","ns-1238.awsdns-26.org, ns-1900.awsdns-45.co.uk, ns-454.awsdns-56.com, ns-534.awsdns-02.net",,NOERROR,45.60.123.1,True,incapsula,i2pwdhx.x.incapdns.net,,,,,
[x],bootcamp.redislabs-training.redislabs.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,34.116.252.85,True,google,,,,,,
[x],bounce.redis.com,"ns-1133.awsdns-13.org, awsdns-hostmaster.amazon.com","ns-1133.awsdns-13.org, ns-1966.awsdns-53.co.uk, ns-78.awsdns-09.com, ns-800.awsdns-36.net",v=spf1 include:mktomail.com ~all,NOERROR,185.28.196.105,,,,bounce.redis.com,,,,
[x],bounce1.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,v=spf1 include:mktomail.com ~all,NOERROR,185.28.196.106,,,,bounce1.redislabs.com,,,,
[x],brewdis.demo.redislabs.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,34.82.116.124,True,google,,,,,,
[x],build-dev.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,54.172.229.1,,,,,,,,
[x],build.dev.redislabs.com,"ns-1103.awsdns-09.org, awsdns-hostmaster.amazon.com",,,NOERROR,54.172.229.1,,,,,,,,
[x],c1-qa.us-central-1-3.qa-cloud.redislabs.com,"ns1.qa.redislabs.com, admin.qa-cloud.redislabs.com","ns2.qa.redislabs.com, ns1.qa.redislabs.com",,NOERROR,23.236.48.154,True,google,,,,,,
[x],c1.ap-southeast-1-1.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,18.141.141.71,,,,,,,,
[x],c1.eu-west-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,34.247.39.150,,,,,,,,
[x],c10.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,54.152.170.8,,,,,,,,
[x],c10.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,18.206.182.177,,,,,,,,
[x],c100.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,54.91.255.18,,,,,,,,
[x],c103.us-east-1-mz.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com",,,NOERROR,52.87.204.38,,,,,,,,
[x],c113.us-west-2-mz.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,52.34.168.57,,,,,,,,
[x],c13.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com",,,NOERROR,54.147.165.49,,,,,,,,
[x],c13.us-west-2-mz.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,52.12.195.202,,,,,,,,
[x],c14.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,18.212.25.135,,,,,,,,
[x],c14.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,3.83.233.174,,,,,,,,
[x],c16.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,3.85.235.126,,,,,,,,
[x],c16.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,3.92.25.105,,,,,,,,
[x],c17.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,34.235.131.0,,,,,,,,
[x],c2.eu-west-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,54.154.85.106,,,,,,,,
[x],c226.eu-west-1-3.ec2.cloud.redislabs.com,,,,NOERROR,34.249.109.191,,,,,,,,
[x],c228.us-central1-1.gce.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,35.239.173.42,True,google,,,,,,
[x],c238.us-central1-2.gce.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.REdisLAbs.cOm, ns2.REdisLAbs.cOm",,NOERROR,"35.188.166.164, 76.223.51.154, 13.248.167.175",True,google,,,,,,
[x],c239.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,3.84.18.9,,,,,,,,
[x],c24.us-east-mz-1.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,34.224.174.44,,,,,,,,
[x],c243.eu-west-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,34.254.156.150,,,,,,,,
[x],c245.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,50.17.48.24,,,,,,,,
[x],c250.eu-central-1-1.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,18.195.159.238,,,,,,,,
[x],c252.ap-southeast-1-1.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,,,,,,,,,
[x],c253.us-central1-1.gce.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,34.135.204.43,True,google,,,,,,
[x],c256.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,35.174.138.195,,,,,,,,
[x],c257.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,100.26.48.149,,,,,,,,
[x],c258.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,54.196.35.210,,,,,,,,
[x],c259.us-central1-2.gce.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,35.192.154.183,True,google,,,,,,
[x],c261.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,3.84.69.31,,,,,,,,
[x],c262.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,54.221.58.74,,,,,,,,
[x],c263.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,34.203.215.244,,,,,,,,
[x],c266.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,3.80.38.94,,,,,,,,
[x],c267.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,"52.54.179.178, 76.223.51.154, 13.248.167.175",,,,,,,,
[x],c268.eu-west-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,34.240.92.68,,,,,,,,
[x],c273.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,54.234.168.90,,,,,,,,
[x],c276.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,18.212.62.157,,,,,,,,
[x],c277.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,54.205.222.12,,,,,,,,
[x],c279.us-central1-1.gce.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,34.133.57.117,True,google,,,,,,
[x],c280.us-central1-2.gce.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,35.223.26.50,True,google,,,,,,
[x],c284.us-east1-2.gce.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,34.75.123.249,True,google,,,,,,
[x],c289.us-west-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,13.57.216.88,,,,,,,,
[x],c292.ap-southeast-1-1.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,18.141.205.89,,,,,,,,
[x],c296.ap-southeast-2-1.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,3.24.217.35,,,,,,,,
[x],c3.eu-west-1-1.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,"52.208.133.120, 76.223.51.154, 13.248.167.175",,,,,,,,
[x],c301.ap-south-1-1.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com",,,NOERROR,13.127.24.110,,,,,,,,
[x],c302.asia-northeast1-1.gce.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,35.243.87.185,True,google,,,,,,
[x],c44.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,"44.203.110.115, 76.223.51.154, 13.248.167.175",,,,,,,,
[x],c5-qa.azure.east-us-1.qa-cloud.redislabs.com,"ns1.qa.redislabs.com, admin.qa-cloud.redislabs.com","ns1.qa.redislabs.com, ns2.qa.redislabs.com",,NOERROR,52.149.166.196,True,azure,,,,,,
[x],c53.west-us.azure.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,137.135.51.84,True,azure,,,,,,
[x],c56.east-us.azure.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com",,,NOERROR,52.152.231.230,True,azure,,,,,,
[x],c57.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com",,,NOERROR,,,,,,,,,
[x],c59.eu-west-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,54.217.32.250,,,,,,,,
[x],c6.eu-west-mz.1.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,52.208.54.112,,,,,,,,
[x],c61.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,18.234.82.94,,,,,,,,
[x],c62.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,3.90.150.95,,,,,,,,
[x],c78.eu-west-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,18.202.246.11,,,,,,,,
[x],c8.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,54.165.20.17,,,,,,,,
[x],c82.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,18.206.156.130,,,,,,,,
[x],c85.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,3.93.237.113,,,,,,,,
[x],c9.us-east-1-2.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,3.82.233.120,,,,,,,,
[x],c90.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,18.209.9.237,,,,,,,,
[x],c92.us-east-1-3.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,3.94.127.31,,,,,,,,
[x],c98.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns1.redislabs.com, ns2.redislabs.com",,NOERROR,3.82.41.130,,,,,,,,
[x],c99.us-east-1-4.ec2.cloud.redislabs.com,"ns1.redislabs.com, admin.cloud.redislabs.com","ns2.redislabs.com, ns1.redislabs.com",,NOERROR,34.204.78.239,,,,,,,,
[x],cam.qa.rcp-k8s.dev.redislabs.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",,"heritage=external-dns,external-dns/owner=rcp-k8s-zone,external-dns/resource=service/qa/cam",NOERROR,35.222.75.158,True,google,,,,,,
[x],ci.edu.redislabs.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,34.110.246.76,True,google,,,,,,
[x],client.demo.redislabs.com,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,34.78.110.23,True,google,,,,,,
[x],connect.redislabs.com,"ns-1349.awsdns-40.org, awsdns-hostmaster.amazon.com","ns-1555.awsdns-02.co.uk, ns-1349.awsdns-40.org, ns-5.awsdns-00.com, ns-756.awsdns-30.net",,NOERROR,"54.84.134.174, 205.251.192.5, 205.251.194.244, 205.251.197.69, 205.251.198.19",,,,mx.sendgrid.net,,,,
[x],cs.redislabs.com,"ns-798.awsdns-35.net, awsdns-hostmaster.amazon.com","ns-798.awsdns-35.net, ns-1039.awsdns-01.org, ns-1635.awsdns-12.co.uk, ns-385.awsdns-48.com",,NOERROR,"34.229.95.168, 18.234.212.237, 34.224.22.249, 205.251.193.129, 205.251.195.30, 205.251.196.15, 205.251.198.99",,,,,,,,
[x],csapi-dev.cs.redislabs.com,"ns-798.awsdns-35.net, awsdns-hostmaster.amazon.com",,,NOERROR,"54.156.120.189, 52.5.248.44",,,,,,,,
[x],cto.redislabs.com,"ns-1474.awsdns-56.org, awsdns-hostmaster.amazon.com","ns-1474.awsdns-56.org, ns-1855.awsdns-39.co.uk, ns-401.awsdns-50.com, ns-533.awsdns-02.net",,NOERROR,,,,,,,,,
[x],dashi.cto.redislabs.com,"ns-1474.awsdns-56.org, awsdns-hostmaster.amazon.com",,,NOERROR,"54.171.254.237, 34.252.25.80",,,,,,,,
[x],dev.redislabs.com,"ns-1103.awsdns-09.org, awsdns-hostmaster.amazon.com","ns-781.awsdns-33.net, ns-1103.awsdns-09.org, ns-1981.awsdns-55.co.uk, ns-232.awsdns-29.com",globalsign-domain-verification=B2025F4D9D4D6ED43D4FC52340C8AAEF,NOERROR,54.197.225.40,,,,,,,,
[x],dev.staging.learn.redis.com,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",,,NOERROR,35.227.250.16,True,google,,,,,,
[x],developer.redis.com,"dns1.p05.nsone.net, hostmaster.nsone.net, ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com","dns1.p05.nsone.net, dns2.p05.nsone.net, dns3.p05.nsone.net, dns4.p05.nsone.net, ns-1339.awsdns-39.org, ns-1622.awsdns-10.co.uk, ns-393.awsdns-49.com, ns-692.awsdns-22.net",,NOERROR,"185.199.109.153, 185.199.111.153, 185.199.108.153, 185.199.110.153",,,redis-developer.github.io,,"digicert.com, letsencrypt.org","2606:50c0:8003::153, 2606:50c0:8000::153, 2606:50c0:8002::153, 2606:50c0:8001::153",,
[x],developer.redislabs.com,"ns-1900.awsdns-45.co.uk, awsdns-hostmaster.amazon.com","ns-1238.awsdns-26.org, ns-1900.awsdns-45.co.uk, ns-454.awsdns-56.com, ns-534.awsdns-02.net",,NOERROR,"99.86.91.30, 99.86.91.82, 99.86.91.81, 99.86.91.92",True,cloudfront,,,,,,
