new,host,a,aaaa,soa,ns,txt,status_code,cdn,cdn-name
[x],h1ctf.com,"172.67.183.128, 104.21.80.137","2606:4700:3031::6815:5089, 2606:4700:3032::ac43:b780","a.ns.hackerone.com, dns.cloudflare.com","a.ns.hackerone.com, b.ns.hackerone.com",v=spf1 -all,NOERROR,True,cloudflare
