new,host,a,soa,txt,status_code,ns,cname,cdn,cdn-name,aaaa,caa,mx
,a1i1008.smtp2go.com,43.228.187.240,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"sns2.treshna.co.nz, sns3.treshna.co.nz, ns2.smtpcorp.com, ns4.smtpcorp.com, sns4.treshna.co.nz, sns1.treshna.co.nz",,,,,,
,a1i1009-cms1.smtp2go.com,104.196.201.1,"jim.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,"www.smtp2go.com, smtp2go.wpengine.com",True,google,,,
,a1i1009.smtp2go.com,43.228.187.241,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i101.smtp2go.com,43.228.184.101,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i1010.smtp2go.com,43.228.187.242,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i1011blog.smtp2go.com,104.196.201.1,"jim.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,"www.smtp2go.com, smtp2go.wpengine.com",True,google,,,
,a1i1012.smtp2go.com,43.228.187.244,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i1013.smtp2go.com,43.228.187.245,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i1014.smtp2go.com,43.228.187.246,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i1015.smtp2go.com,43.228.187.247,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i1018.smtp2go.com,43.228.187.250,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i1020.smtp2go.com,43.228.187.252,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"ns4.smtpcorp.com, sns2.treshna.co.nz, sns3.treshna.co.nz, ns2.smtpcorp.com, sns4.treshna.co.nz, sns1.treshna.co.nz",,,,,,
,a1i1021.smtp2go.com,43.228.187.253,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"sns3.treshna.co.nz, sns1.treshna.co.nz, sns2.treshna.co.nz, sns4.treshna.co.nz, ns4.smtpcorp.com, ns2.smtpcorp.com",,,,,,
,a1i1023.smtp2go.com,43.228.187.255,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i103.smtp2go.com,43.228.184.103,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i104.smtp2go.com,43.228.184.104,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i106.smtp2go.com,43.228.184.106,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i107.smtp2go.com,43.228.184.107,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i108.smtp2go.com,43.228.184.108,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i109.smtp2go.com,43.228.184.109,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i110.smtp2go.com,43.228.184.110,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i113.smtp2go.com,,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i114.smtp2go.com,43.228.184.114,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i116.smtp2go.com,43.228.184.116,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i117.smtp2go.com,43.228.184.117,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"sns2.treshna.co.nz, sns3.treshna.co.nz, sns1.treshna.co.nz, ns2.smtpcorp.com, sns4.treshna.co.nz, ns4.smtpcorp.com",,,,,,
,a1i120.smtp2go.com,43.228.184.120,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i121.smtp2go.com,43.228.184.121,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i122.smtp2go.com,43.228.184.122,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i123.smtp2go.com,43.228.184.123,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i124.smtp2go.com,43.228.184.124,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i125.smtp2go.com,43.228.184.125,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i126.smtp2go.com,43.228.184.126,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i127.smtp2go.com,43.228.184.127,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i131.smtp2go.com,43.228.184.131,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i133.smtp2go.com,43.228.184.133,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i134.smtp2go.com,43.228.184.134,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"sns3.treshna.co.nz, sns2.treshna.co.nz, ns2.smtpcorp.com, ns4.smtpcorp.com, sns1.treshna.co.nz, sns4.treshna.co.nz",,,,,,
,a1i135.smtp2go.com,43.228.184.135,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"sns3.treshna.co.nz, sns2.treshna.co.nz, sns1.treshna.co.nz, ns2.smtpcorp.com, sns4.treshna.co.nz, ns4.smtpcorp.com",,,,,,
,a1i137.smtp2go.com,43.228.184.137,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i138.smtp2go.com,43.228.184.138,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i139.smtp2go.com,43.228.184.139,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i140.smtp2go.com,43.228.184.140,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i141.smtp2go.com,43.228.184.141,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i142.smtp2go.com,43.228.184.142,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i143.smtp2go.com,43.228.184.143,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i146.smtp2go.com,43.228.184.146,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i147.smtp2go.com,43.228.184.147,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i148.smtp2go.com,43.228.184.148,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i150.smtp2go.com,43.228.184.150,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i151.smtp2go.com,43.228.184.151,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"ns2.smtpcorp.com, sns4.treshna.co.nz, sns3.treshna.co.nz, sns1.treshna.co.nz, sns2.treshna.co.nz, ns4.smtpcorp.com",,,,,,
,a1i152.smtp2go.com,43.228.184.152,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i153.smtp2go.com,43.228.184.153,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i154.smtp2go.com,43.228.184.154,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i155.smtp2go.com,43.228.184.155,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i157.smtp2go.com,43.228.184.157,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i158.smtp2go.com,43.228.184.158,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i159.smtp2go.com,43.228.184.159,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i160.smtp2go.com,43.228.184.160,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i161.smtp2go.com,43.228.184.161,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i165.smtp2go.com,43.228.184.165,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i167.smtp2go.com,43.228.184.167,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i168.smtp2go.com,43.228.184.168,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"sns3.treshna.co.nz, ns4.smtpcorp.com, sns2.treshna.co.nz, sns1.treshna.co.nz, ns2.smtpcorp.com, sns4.treshna.co.nz",,,,,,
,a1i170.smtp2go.com,43.228.184.170,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i171.smtp2go.com,43.228.184.171,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i172.smtp2go.com,43.228.184.172,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i173.smtp2go.com,43.228.184.173,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i174.smtp2go.com,43.228.184.174,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i175.smtp2go.com,43.228.184.175,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i176.smtp2go.com,43.228.184.176,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i177.smtp2go.com,43.228.184.177,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i18.smtp2go.com,43.228.184.18,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i180.smtp2go.com,43.228.184.180,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i181.smtp2go.com,43.228.184.181,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i182.smtp2go.com,43.228.184.182,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i184.smtp2go.com,43.228.184.184,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i185.smtp2go.com,43.228.184.185,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,"sns4.treshna.co.nz, sns2.treshna.co.nz, sns1.treshna.co.nz, ns2.smtpcorp.com, sns3.treshna.co.nz, ns4.smtpcorp.com",,,,,,
,a1i186.smtp2go.com,43.228.184.186,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i187.smtp2go.com,43.228.184.187,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i188.smtp2go.com,43.228.184.188,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i189.smtp2go.com,43.228.184.189,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i190.smtp2go.com,43.228.184.190,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i192.smtp2go.com,43.228.184.192,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i193.smtp2go.com,43.228.184.193,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i194.smtp2go.com,43.228.184.194,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i195.smtp2go.com,43.228.184.195,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i196.smtp2go.com,43.228.184.196,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i198.smtp2go.com,43.228.184.198,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i199.smtp2go.com,43.228.184.199,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i20.smtp2go.com,43.228.184.20,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i201.smtp2go.com,43.228.184.201,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"sns2.treshna.co.nz, ns4.smtpcorp.com, sns3.treshna.co.nz, sns4.treshna.co.nz, sns1.treshna.co.nz, ns2.smtpcorp.com",,,,,,
,a1i203.smtp2go.com,43.228.184.203,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i204.smtp2go.com,43.228.184.204,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i205.smtp2go.com,43.228.184.205,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i206.smtp2go.com,43.228.184.206,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i207.smtp2go.com,43.228.184.207,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i208.smtp2go.com,43.228.184.208,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i209.smtp2go.com,43.228.184.209,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i21.smtp2go.com,43.228.184.21,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i211.smtp2go.com,43.228.184.211,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i214.smtp2go.com,43.228.184.214,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i216.smtp2go.com,43.228.184.216,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i217.smtp2go.com,43.228.184.217,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"sns3.treshna.co.nz, ns2.smtpcorp.com, sns4.treshna.co.nz, sns1.treshna.co.nz, ns4.smtpcorp.com, sns2.treshna.co.nz",,,,,,
,a1i218.smtp2go.com,43.228.184.218,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i219.smtp2go.com,43.228.184.219,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i22.smtp2go.com,43.228.184.22,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i220.smtp2go.com,43.228.184.220,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i222.smtp2go.com,43.228.184.222,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i223.smtp2go.com,43.228.184.223,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i224.smtp2go.com,43.228.184.224,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i225.smtp2go.com,43.228.184.225,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i226.smtp2go.com,43.228.184.226,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i228.smtp2go.com,43.228.184.228,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i229.smtp2go.com,43.228.184.229,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i23.smtp2go.com,,,v=spf1 A -all,NOERROR,,,,,,,
,a1i230.smtp2go.com,43.228.184.230,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i232.smtp2go.com,43.228.184.232,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i233.smtp2go.com,43.228.184.233,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i234.smtp2go.com,43.228.184.234,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"ns2.smtpcorp.com, sns4.treshna.co.nz, sns1.treshna.co.nz, sns2.treshna.co.nz, sns3.treshna.co.nz, ns4.smtpcorp.com",,,,,,
,a1i236.smtp2go.com,43.228.184.236,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i238.smtp2go.com,43.228.184.238,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i239.smtp2go.com,43.228.184.239,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i24.smtp2go.com,43.228.184.24,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i240.smtp2go.com,43.228.184.240,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i241.smtp2go.com,43.228.184.241,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i242.smtp2go.com,43.228.184.242,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i244.smtp2go.com,43.228.184.244,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i246.smtp2go.com,43.228.184.246,,,NOERROR,,,,,,,
,a1i247.smtp2go.com,43.228.184.247,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i249.smtp2go.com,43.228.184.249,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i250.smtp2go.com,43.228.184.250,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i251.smtp2go.com,43.228.184.251,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i252.smtp2go.com,43.228.184.252,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i253.smtp2go.com,43.228.184.253,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i254.smtp2go.com,43.228.184.254,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i255.smtp2go.com,43.228.184.255,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i258.smtp2go.com,43.228.185.2,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i259.smtp2go.com,43.228.185.3,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i260.smtp2go.com,,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i261.smtp2go.com,43.228.185.5,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i262.smtp2go.com,43.228.185.6,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i263.smtp2go.com,43.228.185.7,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i266.smtp2go.com,43.228.185.10,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i267.smtp2go.com,43.228.185.11,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i268.smtp2go.com,43.228.185.12,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"ns2.smtpcorp.com, sns4.treshna.co.nz, sns1.treshna.co.nz, sns3.treshna.co.nz, ns4.smtpcorp.com, sns2.treshna.co.nz",,,,,,
,a1i269.smtp2go.com,43.228.185.13,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,"sns1.treshna.co.nz, sns2.treshna.co.nz, ns4.smtpcorp.com, ns2.smtpcorp.com, sns4.treshna.co.nz, sns3.treshna.co.nz",,,,,,
,a1i270.smtp2go.com,43.228.185.14,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i272.smtp2go.com,43.228.185.16,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i273.smtp2go.com,43.228.185.17,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i274.smtp2go.com,43.228.185.18,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i275.smtp2go.com,43.228.185.19,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i276.smtp2go.com,43.228.185.20,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i277.smtp2go.com,43.228.185.21,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i279.smtp2go.com,43.228.185.23,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i28.smtp2go.com,43.228.184.28,"ns2.smtpcorp.com, hostmaster.smtp2go.com",,NOERROR,,,,,,,
,a1i280.smtp2go.com,43.228.185.24,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i281.smtp2go.com,43.228.185.25,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i283.smtp2go.com,43.228.185.27,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i284.smtp2go.com,43.228.185.28,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i285.smtp2go.com,43.228.185.29,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i286.smtp2go.com,43.228.185.30,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
,a1i287.smtp2go.com,43.228.185.31,"ns2.smtpcorp.com, hostmaster.smtp2go.com",v=spf1 A -all,NOERROR,,,,,,,
