input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,tls_mismatched,csp_domains_
a3i609.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i609.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.97,/,160714160,,203.31.38.97,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i613.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i613.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.101,/,1753499711,,203.31.38.101,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i614.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i614.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.102,/,160714160,,203.31.38.102,Nginx:1.14.2,26,False,,a3i614.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i614.smtp2go.com,True,
a3i616.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i616.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.104,/,160714160,,203.31.38.104,Nginx:1.14.2,26,False,,a3i616.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i616.smtp2go.com,True,
a3i618.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i618.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.106,/,1753499711,,203.31.38.106,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i630.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i630.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.118,/,1753499711,,203.31.38.118,Nginx:1.14.2,26,False,,a3i630.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i630.smtp2go.com,True,
a3i638.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i638.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.126,/,160714160,,203.31.38.126,Nginx:1.14.2,26,False,,a3i638.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i638.smtp2go.com,True,
a3i643.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i643.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.131,/,1753499711,,203.31.38.131,Nginx:1.14.2,26,False,,a3i643.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i643.smtp2go.com,True,
a3i665.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i665.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.153,/,160714160,,203.31.38.153,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i666.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i666.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.154,/,160714160,,203.31.38.154,Nginx:1.14.2,26,False,,a3i666.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i666.smtp2go.com,True,
a3i668.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i668.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.156,/,1753499711,,203.31.38.156,Nginx:1.14.2,26,False,,a3i668.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i668.smtp2go.com,True,
a3i669.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i669.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.157,/,1753499711,,203.31.38.157,Nginx:1.14.2,26,False,,a3i669.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i669.smtp2go.com,True,
a3i674.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i674.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.162,/,160714160,,203.31.38.162,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i680.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i680.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.168,/,1753499711,,203.31.38.168,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i688.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i688.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.176,/,160714160,,203.31.38.176,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i69.smtp2go.com,Welcome to nginx!,200,612,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i69.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.69,/,-2071003260,,203.31.36.69,Nginx:1.18.0,26,False,,,,,,,,,,,,,,,,,,,,,
a3i692.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i692.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.180,/,1753499711,,203.31.38.180,Nginx:1.14.2,26,False,,a3i692.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i692.smtp2go.com,True,
a3i693.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i693.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.181,/,160714160,,203.31.38.181,Nginx:1.14.2,26,False,,a3i693.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i693.smtp2go.com,True,
a3i702.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i702.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.190,/,1753499711,,203.31.38.190,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i710.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i710.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.198,/,1753499711,,203.31.38.198,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i712.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i712.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.200,/,1753499711,,203.31.38.200,Nginx:1.14.2,26,False,,a3i712.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i712.smtp2go.com,True,
a3i718.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i718.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.206,/,1753499711,,203.31.38.206,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i72.smtp2go.com,Welcome to nginx!,200,612,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i72.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.72,/,-2071003260,,203.31.36.72,Nginx:1.18.0,26,False,,,,,,,,,,,,,,,,,,,,,
a3i720.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i720.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.208,/,1753499711,,203.31.38.208,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i728.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i728.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.216,/,1753499711,,203.31.38.216,Nginx:1.14.2,26,False,,a3i728.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i728.smtp2go.com,True,
a3i73.smtp2go.com,Welcome to nginx!,200,612,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i73.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.73,/,286975560,,203.31.36.73,Nginx:1.18.0,26,False,,,,,,,,,,,,,,,,,,,,,
a3i730.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i730.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.218,/,1753499711,,203.31.38.218,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i731.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i731.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.219,/,160714160,,203.31.38.219,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i732.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i732.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.220,/,1753499711,,203.31.38.220,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i733.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i733.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.221,/,160714160,,203.31.38.221,Nginx:1.14.2,26,False,,a3i733.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i733.smtp2go.com,True,
a3i734.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i734.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.222,/,160714160,,203.31.38.222,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i742.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i742.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.230,/,1753499711,,203.31.38.230,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i744.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i744.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.232,/,160714160,,203.31.38.232,Nginx:1.14.2,26,False,,a3i744.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i744.smtp2go.com,True,
a3i746.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i746.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.234,/,1753499711,,203.31.38.234,Nginx:1.14.2,26,False,,a3i746.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i746.smtp2go.com,True,
a3i748.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i748.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.236,/,160714160,,203.31.38.236,Nginx:1.14.2,26,False,,a3i748.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i748.smtp2go.com,True,
a3i749.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i749.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.237,/,1753499711,,203.31.38.237,Nginx:1.14.2,26,False,,a3i749.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i749.smtp2go.com,True,
a3i754.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i754.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.242,/,1753499711,,203.31.38.242,Nginx:1.14.2,26,False,,a3i754.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i754.smtp2go.com,True,
a3i763.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i763.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.251,/,160714160,,203.31.38.251,Nginx:1.14.2,26,False,,a3i763.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i763.smtp2go.com,True,
a3i765.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,443,https://a3i765.smtp2go.com:443,https,nginx/1.14.2,text/html,GET,203.31.38.253,/,1753499711,,203.31.38.253,Nginx:1.14.2,26,False,,a3i765.smtp2go.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-09T19:08:58Z,2023-06-07T19:08:57Z,CN=mail21.smtpcorp.com,mail21.smtpcorp.com,mail21.smtpcorp.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42136a8a4ffa32a9cd80832f24322b4,3ef84447316d8ddce92653d1ce7f73bf3c08461ed453910a26a7bd4c6b227884,,ctls,a3i765.smtp2go.com,True,
a3i767.smtp2go.com,Welcome to nginx!,200,617,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i767.smtp2go.com:80,http,nginx/1.14.2,text/html,GET,203.31.38.255,/,1753499711,,203.31.38.255,Nginx:1.14.2,26,False,,,,,,,,,,,,,,,,,,,,,
a3i79.smtp2go.com,Welcome to nginx!,200,612,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i79.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.79,/,-2071003260,,203.31.36.79,Nginx:1.18.0,26,False,,,,,,,,,,,,,,,,,,,,,
a3i80.smtp2go.com,Welcome to nginx!,200,612,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i80.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.80,/,286975560,,203.31.36.80,Nginx:1.18.0,26,False,,,,,,,,,,,,,,,,,,,,,
a3i83.smtp2go.com,Welcome to nginx!,200,612,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i83.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.83,/,-2071003260,,203.31.36.83,Nginx:1.18.0,26,False,,,,,,,,,,,,,,,,,,,,,
a3i86.smtp2go.com,Welcome to nginx!,200,612,AS23352,SERVERCENTRAL,US,203.31.36.0/22,,80,http://a3i86.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,203.31.36.86,/,-2071003260,,203.31.36.86,Nginx:1.18.0,26,False,,,,,,,,,,,,,,,,,,,,,
appdev.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,109349,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,google,80,http://appdev.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1476,False,True,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-05-30T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,e30b38823a4878838d3ef34932e7a06f,3ac711571b11325264bef2ac53c1196cc7ca39b7bdf7c7896d862da8c1ad84e8,True,ctls,www.smtp2go.com,,
atl-prd-rdius-1.groupmail.smtp2go.com,403 Forbidden,403,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,google,80,http://atl-prd-rdius-1.groupmail.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,586998417,http://www.smtp2go.com/,104.196.201.1,Nginx,14,False,True,,,,,,,,,,,,,,,,,,,,
corp.smtp2go.com,403 Forbidden,403,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,google,443,https://corp.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,586998417,http://www.smtp2go.com/,104.196.201.1,Nginx,14,False,True,,,,,,,,,,,,,,,,,,,,
corporatemysql.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,109349,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,google,443,https://corporatemysql.smtp2go.com:443,https,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1476,False,True,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-05-30T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,e30b38823a4878838d3ef34932e7a06f,3ac711571b11325264bef2ac53c1196cc7ca39b7bdf7c7896d862da8c1ad84e8,True,ctls,www.smtp2go.com,,
e2i1019.smtp2go.com,Welcome to nginx!,200,612,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,80,http://e2i1019.smtp2go.com:80,http,nginx/1.18.0,text/html,GET,103.2.143.251,/,-2071003260,,103.2.143.251,Nginx:1.18.0,26,False,,,,,,,,,,,,,,,,,,,,,
e2i15.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,109349,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,google,80,http://e2i15.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1476,False,True,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-05-30T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,e30b38823a4878838d3ef34932e7a06f,3ac711571b11325264bef2ac53c1196cc7ca39b7bdf7c7896d862da8c1ad84e8,True,ctls,www.smtp2go.com,,
eu-api.smtp2go.com,,200,,AS63949,"LINODE-AP Linode, LLC",US,139.162.145.220/32,,443,https://eu-api.smtp2go.com:443,https,,,GET,139.162.140.14,/,-429073533,,185.3.92.204,,1,False,,eu-api.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-05-30T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,e30b38823a4878838d3ef34932e7a06f,3ac711571b11325264bef2ac53c1196cc7ca39b7bdf7c7896d862da8c1ad84e8,True,ctls,eu-api.smtp2go.com,,
firewall-problems.smtp2go.com,SMTP2GO: Reliable & Scalable Email Delivery Service,200,109349,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,google,80,http://firewall-problems.smtp2go.com:80,http,nginx,text/html,GET,104.196.201.1,/,-1840324437,https://www.smtp2go.com/,104.196.201.1,WordPress,1476,False,True,www.smtp2go.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-05-30T23:59:59Z,CN=*.smtp2go.com,*.smtp2go.com,smtp2go.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,e30b38823a4878838d3ef34932e7a06f,3ac711571b11325264bef2ac53c1196cc7ca39b7bdf7c7896d862da8c1ad84e8,True,ctls,www.smtp2go.com,,
