new,host,a,soa,status_code,ns,cname,cdn,cdn-name,has_internal_ips,internal_ips,aaaa,caa,txt,mx
[x],h1a0.n1.ips.mtn.co.ug,41.210.129.160,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a0.n2.ips.mtn.co.ug,212.88.97.160,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a00.n1.ips.mtn.co.ug,41.210.154.0,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a00.n2.ips.mtn.co.ug,212.88.122.0,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a01.n2.ips.mtn.co.ug,212.88.122.1,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a02.n1.ips.mtn.co.ug,41.210.154.2,,NOERROR,,,,,,,,,,
[x],h1a03.n1.ips.mtn.co.ug,41.210.154.3,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a03.n2.ips.mtn.co.ug,212.88.122.3,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a04.n1.ips.mtn.co.ug,41.210.154.4,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a04.n2.ips.mtn.co.ug,212.88.122.4,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a05.n1.ips.mtn.co.ug,41.210.154.5,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a05.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a06.n2.ips.mtn.co.ug,212.88.122.6,,NOERROR,,,,,,,,,,
[x],h1a07.n1.ips.mtn.co.ug,41.210.154.7,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a08.n2.ips.mtn.co.ug,212.88.122.8,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a08.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a09.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a0a.n1.ips.mtn.co.ug,41.210.154.10,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a0b.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a0b.n2.ips.mtn.co.ug,212.88.122.11,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a0c.n1.ips.mtn.co.ug,41.210.154.12,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a0c.n2.ips.mtn.co.ug,212.88.122.12,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1a0c.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a0d.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a0f.n1.ips.mtn.co.ug,41.210.154.15,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h1a0f.n2.ips.mtn.co.ug,212.88.122.15,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a1.n2.ips.mtn.co.ug,212.88.97.161,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a10.n1.ips.mtn.co.ug,41.210.154.16,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a10.n2.ips.mtn.co.ug,212.88.122.16,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a11.n1.ips.mtn.co.ug,41.210.154.17,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a11.n2.ips.mtn.co.ug,212.88.122.17,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a12.n1.ips.mtn.co.ug,41.210.154.18,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a13.n1.ips.mtn.co.ug,41.210.154.19,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a14.n1.ips.mtn.co.ug,41.210.154.20,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1a14.n2.ips.mtn.co.ug,212.88.122.20,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a15.n1.ips.mtn.co.ug,41.210.154.21,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a16.n1.ips.mtn.co.ug,41.210.154.22,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1a16.n2.ips.mtn.co.ug,212.88.122.22,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a17.n1.ips.mtn.co.ug,41.210.154.23,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a17.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,"ns3.mtnbusiness.net, ns1.mtnbusiness.net",,,,,,,,,
[x],h1a18.n1.ips.mtn.co.ug,41.210.154.24,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a19.n1.ips.mtn.co.ug,41.210.154.25,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a1a.n1.ips.mtn.co.ug,41.210.154.26,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a1b.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a1b.n2.ips.mtn.co.ug,212.88.122.27,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a1c.n2.ips.mtn.co.ug,212.88.122.28,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a1d.n1.ips.mtn.co.ug,41.210.154.29,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a1d.n2.ips.mtn.co.ug,212.88.122.29,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a1e.n1.ips.mtn.co.ug,41.210.154.30,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a1f.n1.ips.mtn.co.ug,41.210.154.31,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a1f.n2.ips.mtn.co.ug,212.88.122.31,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a2.n1.ips.mtn.co.ug,41.210.129.162,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a2.n2.ips.mtn.co.ug,212.88.97.162,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a2.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a20.n1.ips.mtn.co.ug,41.210.154.32,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a22.n2.ips.mtn.co.ug,212.88.122.34,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a23.n1.ips.mtn.co.ug,41.210.154.35,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a23.n2.ips.mtn.co.ug,212.88.122.35,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a24.n2.ips.mtn.co.ug,212.88.122.36,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a25.n2.ips.mtn.co.ug,212.88.122.37,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a27.n1.ips.mtn.co.ug,41.210.154.39,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a27.n2.ips.mtn.co.ug,212.88.122.39,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a28.n1.ips.mtn.co.ug,41.210.154.40,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a28.n2.ips.mtn.co.ug,212.88.122.40,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a29.n2.ips.mtn.co.ug,212.88.122.41,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a2a.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a2b.n1.ips.mtn.co.ug,41.210.154.43,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a2b.n2.ips.mtn.co.ug,212.88.122.43,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a2c.n1.ips.mtn.co.ug,41.210.154.44,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a2c.n2.ips.mtn.co.ug,212.88.122.44,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a2d.n1.ips.mtn.co.ug,41.210.154.45,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a2e.n2.ips.mtn.co.ug,212.88.122.46,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1a2f.n1.ips.mtn.co.ug,41.210.154.47,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a3.n4.ips.mtn.co.ug,193.108.253.163,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a30.n2.ips.mtn.co.ug,212.88.122.48,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a30.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a31.n1.ips.mtn.co.ug,41.210.154.49,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a32.n1.ips.mtn.co.ug,41.210.154.50,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a33.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a34.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a35.n1.ips.mtn.co.ug,41.210.154.53,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a37.n1.ips.mtn.co.ug,41.210.154.55,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a37.n2.ips.mtn.co.ug,212.88.122.55,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a39.n1.ips.mtn.co.ug,41.210.154.57,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a39.n2.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a3a.n2.ips.mtn.co.ug,212.88.122.58,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a3b.n1.ips.mtn.co.ug,41.210.154.59,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a3c.n1.ips.mtn.co.ug,41.210.154.60,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h1a3c.n2.ips.mtn.co.ug,212.88.122.60,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a3d.n1.ips.mtn.co.ug,41.210.154.61,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a3d.n2.ips.mtn.co.ug,212.88.122.61,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a3e.n2.ips.mtn.co.ug,212.88.122.62,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a4.n1.ips.mtn.co.ug,41.210.129.164,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a40.n1.ips.mtn.co.ug,41.210.154.64,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a41.n1.ips.mtn.co.ug,41.210.154.65,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a42.n1.ips.mtn.co.ug,41.210.154.66,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a42.n2.ips.mtn.co.ug,212.88.122.66,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a44.n2.ips.mtn.co.ug,212.88.122.68,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a45.n1.ips.mtn.co.ug,41.210.154.69,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a45.n2.ips.mtn.co.ug,212.88.122.69,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a46.n1.ips.mtn.co.ug,41.210.154.70,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a46.n2.ips.mtn.co.ug,212.88.122.70,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a47.n1.ips.mtn.co.ug,41.210.154.71,,NOERROR,,,,,,,,,,
[x],h1a47.n2.ips.mtn.co.ug,212.88.122.71,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a48.n1.ips.mtn.co.ug,41.210.154.72,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a48.n2.ips.mtn.co.ug,212.88.122.72,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a49.n1.ips.mtn.co.ug,41.210.154.73,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a49.n2.ips.mtn.co.ug,212.88.122.73,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a4a.n2.ips.mtn.co.ug,212.88.122.74,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a4a.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a4b.n1.ips.mtn.co.ug,41.210.154.75,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h1a4c.n2.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a4d.n2.ips.mtn.co.ug,212.88.122.77,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a4e.n1.ips.mtn.co.ug,41.210.154.78,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a4f.n1.ips.mtn.co.ug,41.210.154.79,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a4f.n2.ips.mtn.co.ug,212.88.122.79,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a5.n2.ips.mtn.co.ug,212.88.97.165,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a5.n4.ips.mtn.co.ug,193.108.253.165,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a50.n1.ips.mtn.co.ug,41.210.154.80,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a51.n1.ips.mtn.co.ug,41.210.154.81,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h1a51.n2.ips.mtn.co.ug,212.88.122.81,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a53.n2.ips.mtn.co.ug,212.88.122.83,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a54.n1.ips.mtn.co.ug,41.210.154.84,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a54.n2.ips.mtn.co.ug,212.88.122.84,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a56.n2.ips.mtn.co.ug,212.88.122.86,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a56.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a58.n1.ips.mtn.co.ug,41.210.154.88,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1a58.n2.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a5a.n2.ips.mtn.co.ug,212.88.122.90,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a5b.n1.ips.mtn.co.ug,41.210.154.91,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h1a5c.n1.ips.mtn.co.ug,41.210.154.92,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a5d.n1.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a5d.n2.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a6.n2.ips.mtn.co.ug,212.88.97.166,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a60.n1.ips.mtn.co.ug,41.210.154.96,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a60.n2.ips.mtn.co.ug,212.88.122.96,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a61.n2.ips.mtn.co.ug,212.88.122.97,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a62.n1.ips.mtn.co.ug,41.210.154.98,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a62.n2.ips.mtn.co.ug,212.88.122.98,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a63.n1.ips.mtn.co.ug,41.210.154.99,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a63.n2.ips.mtn.co.ug,212.88.122.99,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a64.n1.ips.mtn.co.ug,41.210.154.100,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a64.n2.ips.mtn.co.ug,212.88.122.100,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1a64.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a66.n2.ips.mtn.co.ug,212.88.122.102,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a67.n1.ips.mtn.co.ug,41.210.154.103,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a67.n2.ips.mtn.co.ug,212.88.122.103,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a67.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a69.n1.ips.mtn.co.ug,41.210.154.105,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a6a.n2.ips.mtn.co.ug,212.88.122.106,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a6c.n1.ips.mtn.co.ug,41.210.154.108,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a6c.n2.ips.mtn.co.ug,212.88.122.108,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a6d.n1.ips.mtn.co.ug,41.210.154.109,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a6d.n2.ips.mtn.co.ug,212.88.122.109,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a6f.n2.ips.mtn.co.ug,,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a7.n4.ips.mtn.co.ug,193.108.253.167,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a7.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a70.n1.ips.mtn.co.ug,41.210.154.112,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a71.n1.ips.mtn.co.ug,41.210.154.113,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a71.n2.ips.mtn.co.ug,212.88.122.113,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a71.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a72.n2.ips.mtn.co.ug,212.88.122.114,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a73.n1.ips.mtn.co.ug,41.210.154.115,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a73.n2.ips.mtn.co.ug,212.88.122.115,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a74.n1.ips.mtn.co.ug,41.210.154.116,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a75.n1.ips.mtn.co.ug,41.210.154.117,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a75.n2.ips.mtn.co.ug,212.88.122.117,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a77.n1.ips.mtn.co.ug,41.210.154.119,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a78.n1.ips.mtn.co.ug,41.210.154.120,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a78.n2.ips.mtn.co.ug,212.88.122.120,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a79.n1.ips.mtn.co.ug,41.210.154.121,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a79.n2.ips.mtn.co.ug,212.88.122.121,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a7a.n1.ips.mtn.co.ug,41.210.154.122,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a7c.n1.ips.mtn.co.ug,41.210.154.124,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a7d.n2.ips.mtn.co.ug,212.88.122.125,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a7e.n1.ips.mtn.co.ug,41.210.154.126,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"demon.mtn.co.ug, rip.psg.com",,,,,,,,,
[x],h1a7e.n2.ips.mtn.co.ug,212.88.122.126,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a7f.n2.ips.mtn.co.ug,212.88.122.127,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,"rip.psg.com, demon.mtn.co.ug",,,,,,,,,
[x],h1a8.n1.ips.mtn.co.ug,41.210.129.168,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a8.n2.ips.mtn.co.ug,212.88.97.168,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a8.n4.ips.mtn.co.ug,193.108.253.168,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a80.n1.ips.mtn.co.ug,41.210.154.128,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a80.n2.ips.mtn.co.ug,212.88.122.128,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
[x],h1a80.staging-my.mtn.com,20.87.205.64,"ns0.mtnbusiness.net, dns-admin.mtnbusiness.co.za",NOERROR,,,,,,,,,,
[x],h1a81.n1.ips.mtn.co.ug,41.210.154.129,"demon.mtn.co.ug, bakaras.mtn.co.ug",NOERROR,,,,,,,,,,
