new,host,a,soa,status_code,ns,mx,txt,cname,cdn,cdn-name,aaaa,has_internal_ips,internal_ips,caa
[x],productservices.checkpoint.com,"52.222.214.96, 52.222.214.86, 52.222.214.17, 52.222.214.50","ns-832.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1302.awsdns-34.org, ns-1768.awsdns-29.co.uk, ns-189.awsdns-23.com, ns-832.awsdns-40.net",,,dgwyyuqm5td5l.cloudfront.net,True,cloudfront,"2600:9000:223d:9200:9:af11:3640:93a1, 2600:9000:223d:9c00:9:af11:3640:93a1, 2600:9000:223d:5200:9:af11:3640:93a1, 2600:9000:223d:1a00:9:af11:3640:93a1, 2600:9000:223d:5800:9:af11:3640:93a1, 2600:9000:223d:a600:9:af11:3640:93a1, 2600:9000:223d:aa00:9:af11:3640:93a1, 2600:9000:223d:5a00:9:af11:3640:93a1",,,
[x],productservices.g04.checkpoint.com,194.29.39.27,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,productservices-org.checkpoint.com,,,,,,
[x],prometheus-us.g04.checkpoint.com,"209.87.212.128, 209.87.212.240, 209.87.212.129","ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],protect.checkpoint.com,"3.231.136.114, 3.218.186.57","ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"cp.url-protection.com, d-n7g18d2xi8.execute-api.us-east-1.amazonaws.com",,,,,,
[x],ptcs.checkpoint.com,209.87.211.148,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ptcs.g04.checkpoint.com,"209.87.212.129, 209.87.212.240, 209.87.212.128","ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1215.awsdns-23.org, ns-1581.awsdns-05.co.uk, ns-296.awsdns-37.com, ns-625.awsdns-14.net",,,,,,,,,
[x],puppet-master-cloud.checkpoint.com,209.87.212.53,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],puppet.cloud.checkpoint.com,209.87.212.53,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],push.checkpoint.com,"217.68.13.81, 217.68.13.82, 217.68.13.87","ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1215.awsdns-23.org, ns-1581.awsdns-05.co.uk, ns-296.awsdns-37.com, ns-625.awsdns-14.net",,,push.g04.checkpoint.com,,,,,,
[x],push.g04.checkpoint.com,"217.68.13.81, 217.68.13.87, 217.68.13.82","ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],q.cloud.checkpoint.com,"199.203.248.195, 141.226.36.130","ns1-rnd.cloud.checkpoint.com, hostmaster.ns1-rnd.cloud.checkpoint.com",NOERROR,ns1-rnd.cloud.checkpoint.com,qa-mailserver.q.cloud.checkpoint.com,,,,,,,,
[x],q.portal.checkpoint.com,"52.31.7.234, 52.213.25.123, 52.18.70.154","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,eu-west-1-ci-sh-stg-up-903335042.eu-west-1.elb.amazonaws.com,,,,,,
[x],qa-mailserver.q.cloud.checkpoint.com,141.226.36.130,"ns1-rnd.cloud.checkpoint.com, hostmaster.ns1-rnd.cloud.checkpoint.com",NOERROR,,,v=spf1 ip4:141.226.36.130 ip4:34.249.245.65 -all,,,,,,,
[x],r80clouddemo.checkpoint.com,194.29.38.219,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ra-net-6-50-106-78.cpm.checkpoint.com,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],redirectcache-error-qasite.cpm.checkpoint.com,194.29.38.135,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],rep-cws.checkpoint.com,"209.87.212.213, 209.87.212.212, 213.227.148.22, 209.87.212.214","ns1.p27.dynect.net, hostmaster.checkpoint.com",NOERROR,,,,rep-cws.g02.checkpoint.com,,,,,,
[x],rep-cws.g02.checkpoint.com,"213.227.148.21, 213.227.148.20, 209.87.212.214, 209.87.212.212","ns1.p27.dynect.net, hostmaster.checkpoint.com",NOERROR,,,,,,,,,,
[x],rep-us.checkpoint.com,209.87.212.180,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],rep.checkpoint.com,23.212.89.172,"n0dscd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"rep.checkpoint.com.edgekey.net, e17340.dscd.akamaiedge.net",,,"2a02:26f0:e600:58a::43bc, 2a02:26f0:e600:586::43bc",,,
[x],reports-bzsmp.g04.checkpoint.com,"213.227.148.15, 213.227.148.14","ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],research-stg.checkpoint.com,"141.193.213.21, 141.193.213.20","darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,mlcovm5xk60i.wpeproxy.com,,,,,,
[x],research.checkpoint.com,"141.193.213.20, 141.193.213.21","darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,c67rbnn43k20.wpeproxy.com,,,,,,
[x],research.us.checkpoint.com,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],resources.checkpoint.com,"44.231.86.232, 35.161.10.163, 52.32.116.202","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"hubs.hushly.com, k8s-default-hushlyin-0f4860c58a-1060001941.us-west-2.elb.amazonaws.com",,,,,,
[x],rfe.checkpoint.com,"52.222.139.40, 52.222.139.78, 52.222.139.61, 52.222.139.45","ns-487.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1199.awsdns-21.org, ns-1869.awsdns-41.co.uk, ns-487.awsdns-60.com, ns-736.awsdns-28.net",,,d2luyky0af96v7.cloudfront.net,True,cloudfront,"2600:9000:2204:ea00:1d:478:80c0:93a1, 2600:9000:2204:3400:1d:478:80c0:93a1, 2600:9000:2204:2600:1d:478:80c0:93a1, 2600:9000:2204:9800:1d:478:80c0:93a1, 2600:9000:2204:f800:1d:478:80c0:93a1, 2600:9000:2204:c00:1d:478:80c0:93a1, 2600:9000:2204:e200:1d:478:80c0:93a1, 2600:9000:2204:4e00:1d:478:80c0:93a1",,,
[x],rus.us.checkpoint.com,209.87.209.90,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],saas.checkpoint.com,,"ns-605.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1045.awsdns-02.org, ns-1644.awsdns-13.co.uk, ns-41.awsdns-05.com, ns-605.awsdns-11.net",,,,,,,,,
[x],sales.checkpoint.com,209.97.122.19,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,sales.us.checkpoint.com,,,,,,
[x],salesloft.checkpoint.com,"54.221.50.8, 54.166.96.114, 54.243.161.55","ns-834.awsdns-40.net, awsdns-hostmaster.amazon.com",NOERROR,,,,custom-tracking.salesloft.com,,,,,,"letsencrypt.org, pki.goog, comodoca.com, digicert.com"
[x],sami.checkpoint.com,194.29.38.66,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],sami32.checkpoint.com,194.29.32.200,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],samispam.checkpoint.com,194.29.38.51,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],sc1.checkpoint.com,104.102.56.207,"n0f.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"new-sc1.checkpoint.com.edgekey.net.edgekey.net, e17340.f.akamaiedge.net",,,,,,
[x],sc2.checkpoint.com,95.100.67.105,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"wildcard.checkpoint.com.edgekey.net, e14576.g.akamaiedge.net",,,,,,
[x],sc3.checkpoint.com,23.216.202.103,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"wildcard.checkpoint.com.edgekey.net, e14576.g.akamaiedge.net",,,,,,
[x],sc6.checkpoint.com,,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"wildcard.checkpoint.com.edgekey.net, e14576.g.akamaiedge.net",,,,,,
[x],scrubbing.checkpoint.com,,,NOERROR,,,,scrubbing.g03.checkpoint.com,,,,,,
[x],search.checkpoint.com,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,search.us.checkpoint.com,,,,,,
[x],search.us.checkpoint.com,209.87.209.207,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],search1.checkpoint.com,209.87.209.29,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,vic.zonealarm.com,,,,,,
[x],secure.checkpoint.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"hubs.hushly.com, k8s-default-hushlyin-0f4860c58a-1060001941.us-west-2.elb.amazonaws.com",,,,,,
[x],securecloud.checkpoint.com,"35.172.94.1, 100.24.208.97","dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns4.p01.nsone.net, dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net",,,,,,,,,
[x],secureupdates.checkpoint.com,184.30.25.223,"n0dscg.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"secureupdates.checkpoint.com.edgekey.net, e17340.dscg.akamaiedge.net",,,"2a02:26f0:1700:49b::43bc, 2a02:26f0:1700:48c::43bc",,,
[x],sensu-cloudia.cloud.checkpoint.com,217.68.13.26,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],services-org.checkpoint.com,194.29.39.16,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],services.checkpoint.com,"18.66.97.15, 18.66.97.119, 18.66.97.41, 18.66.97.102","ns-1293.awsdns-33.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1293.awsdns-33.org, ns-1754.awsdns-27.co.uk, ns-960.awsdns-56.net, ns-96.awsdns-12.com",,,d2fssdl2iyfu4b.cloudfront.net,True,cloudfront,,,,
[x],services.g04.checkpoint.com,194.29.39.16,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,services-org.checkpoint.com,,,,,,
[x],sf-service-api-stg.checkpoint.com,"10.128.134.121, 10.128.134.108","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,internal-salesforce-api-alb-1364795.eu-west-1.elb.amazonaws.com,,,,True,"10.128.134.121, 10.128.134.108",
[x],sf.checkpoint.com,194.29.38.44,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],sftp.checkpoint.com,194.29.38.122,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,"ftp-proxy.checkpoint.com, ftp.checkpoint.com",,,,,,
[x],sftp.ts.checkpoint.com,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,mercury.ts.checkpoint.com,,,,,,
[x],shir-gw.checkpoint.com,194.29.32.133,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],shiva.checkpoint.com,194.29.38.236,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],sigcheck.checkpoint.com,,"n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,,"sigcheck.checkpoint.com.edgesuite.net, a1919.g.akamai.net",,,,,,
[x],sip.checkpoint.com,52.112.196.46,"admin.nsatc.net, dns.level3.net",NOERROR,,,,sipdir.online.lync.com,,,2603:1027:0:2::b,,,
[x],skcenter.checkpoint.com,209.87.209.91,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,skcenter.us.checkpoint.com,,,,,,
[x],skcenter.us.checkpoint.com,209.87.209.91,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],smartview-box.kube1.iaas.checkpoint.com,"54.72.152.40, 34.249.85.251, 108.128.233.214","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],smbclouddeployment.checkpoint.com,209.87.212.225,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],smbcloudmgmt.checkpoint.com,194.29.38.55,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],smbmgmtservice.checkpoint.com,"35.154.228.130, 13.232.37.43","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,"smbmgmtservice.g04.checkpoint.com, vsmp-prd-fe-alb-temp-431931089.ap-south-1.elb.amazonaws.com",,,,,,
[x],smbmgmtservice.g04.checkpoint.com,"35.154.228.130, 13.232.37.43","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",,,vsmp-prd-fe-alb-temp-431931089.ap-south-1.elb.amazonaws.com,,,,,,
[x],smbmgmtservicev2.checkpoint.com,217.68.8.52,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],smbrelay-stg.checkpoint.com,"54.195.64.172, 54.171.243.14","ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1883.awsdns-43.co.uk, ns-435.awsdns-54.com, ns-783.awsdns-33.net, ns-1218.awsdns-24.org",,,,,,,,,
[x],smbrelay.checkpoint.com,"52.208.78.172, 34.254.23.33, 54.77.29.191, 52.17.84.6, 52.210.58.12, 52.208.21.13","ns-349.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-552.awsdns-05.net, ns-1472.awsdns-56.org, ns-1820.awsdns-35.co.uk, ns-349.awsdns-43.com",,,,,,,,,
[x],smo.checkpoint.com,"13.227.219.25, 13.227.219.102, 13.227.219.67, 13.227.219.59","ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-111.awsdns-13.com, ns-1508.awsdns-60.org, ns-1650.awsdns-14.co.uk, ns-586.awsdns-09.net",,,"usercenter.checkpoint.com, d2a5kmmlbqc9tw.cloudfront.net",True,cloudfront,"2600:9000:21c7:8200:e:90fc:b100:93a1, 2600:9000:21c7:5e00:e:90fc:b100:93a1, 2600:9000:21c7:4e00:e:90fc:b100:93a1, 2600:9000:21c7:8e00:e:90fc:b100:93a1, 2600:9000:21c7:2e00:e:90fc:b100:93a1, 2600:9000:21c7:a200:e:90fc:b100:93a1, 2600:9000:21c7:3600:e:90fc:b100:93a1, 2600:9000:21c7:9c00:e:90fc:b100:93a1",,,
[x],smp1-bcknd.checkpoint.com,209.87.212.117,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],smtp.checkme.checkpoint.com,52.214.115.178,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],sofaware10-stg.checkpoint.com,194.29.32.234,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],sofaware10.checkpoint.com,194.29.32.243,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],sofaware20.checkpoint.com,194.29.32.240,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],sol.checkpoint.com,199.203.249.36,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,cpbd3.checkpoint.com,,,,,,
[x],spectral-eu.checkpoint.com,"52.210.14.126, 52.215.135.56, 52.19.144.210","ns-1837.awsdns-37.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,murmuring-dawn-2058.afternoon-ocean-6573.herokuspace.com,,,,,,
[x],spf1.checkpoint.com,,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,v=spf1 ip4:194.29.32.0/20 ip4:217.68.10.0/24 ip4:209.87.220.0/24 ip4:52.214.115.178 ip4:46.19.168.11 ip4:46.19.168.15 ip4:54.78.128.204 ip4:54.195.213.115 ip4:54.74.183.51 ip4:209.87.222.0/24 -all,,,,,,,
[x],st.checkpoint.com,,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,tls2.checkpoint.com,,michael.checkpoint.com,,,,,,
[x],starbucks.us.checkpoint.com,209.97.122.22,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],store-sfdc.checkpoint.com,209.87.209.66,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,store-sfdc.us.checkpoint.com,,,,,,
[x],store-sfdc.us.checkpoint.com,209.87.209.66,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],store-stg2.us.checkpoint.com,209.97.120.120,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],store.checkpoint.com,209.87.209.65,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],store.us.checkpoint.com,209.87.209.65,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],streamer.us.checkpoint.com,209.87.209.89,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],strong01.checkpoint.com,50.56.18.178,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],strong02.checkpoint.com,108.166.20.233,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],subzero.qa.checkpoint.com,199.203.248.180,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],support.checkpoint.com,"13.32.145.17, 13.32.145.123, 13.32.145.118, 13.32.145.3","ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1478.awsdns-56.org, ns-534.awsdns-02.net, ns-357.awsdns-44.com, ns-1816.awsdns-35.co.uk",,,d1vxcrqpbljp69.cloudfront.net,True,cloudfront,,,,
[x],supportcenter-sndbx.checkpoint.com,194.29.39.26,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],supportcenter-stg.us.checkpoint.com,209.97.120.48,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],supportcenter.us.checkpoint.com,209.87.209.101,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],supportcontent.checkpoint.com,"52.222.214.116, 52.222.214.21, 52.222.214.51, 52.222.214.117","ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-357.awsdns-44.com, ns-534.awsdns-02.net, ns-1478.awsdns-56.org, ns-1816.awsdns-35.co.uk",,,"supportcenter.checkpoint.com, d1vxcrqpbljp69.cloudfront.net",True,cloudfront,,,,
[x],tc.checkpoint.com,,"ns-1168.awsdns-18.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1168.awsdns-18.org, ns-1772.awsdns-29.co.uk, ns-476.awsdns-59.com, ns-683.awsdns-21.net",,,,,,,,,
[x],tc.us.checkpoint.com,209.87.209.211,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,origin-www.us.checkpoint.com,,,,,,
[x],tcapi.checkpoint.com,"217.68.13.87, 217.68.13.81, 217.68.13.82","ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,tcapi.g04.checkpoint.com,,,,,,
[x],tcapi.g04.checkpoint.com,"209.87.212.128, 209.87.212.240, 209.87.212.129","ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],te-ea.g04.checkpoint.com,"54.77.24.212, 99.81.54.36, 108.128.60.58","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"tc-cloud-eu.g04.checkpoint.com, tc-te-prod-eu-west-1-eks-up-cp-1978168733.eu-west-1.elb.amazonaws.com",,,,,,
[x],te-stg.checkpoint.com,194.29.39.28,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],te.checkpoint.com,"108.128.60.58, 99.81.54.36, 54.77.24.212","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"te-prd.checkpoint.com, te-prd.g04.checkpoint.com, tc-cloud-eu.g04.checkpoint.com, tc-te-prod-eu-west-1-eks-up-cp-1978168733.eu-west-1.elb.amazonaws.com",,,,,,
[x],te.g04.checkpoint.com,"99.81.54.36, 54.77.24.212, 108.128.60.58","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"te-eu.g04.checkpoint.com, tc-cloud-eu.g04.checkpoint.com, tc-te-prod-eu-west-1-eks-up-cp-1978168733.eu-west-1.elb.amazonaws.com",,,,,,
[x],te.iaas.checkpoint.com,"54.209.32.12, 35.170.216.127, 34.232.255.155","ns-732.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],teadv.checkpoint.com,104.86.151.76,"n0dscg.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"wildcard-dual.checkpoint.com.edgekey.net, e14576.dscg.akamaiedge.net",,,"2a02:26f0:6c00:18d::38f0, 2a02:26f0:6c00:1be::38f0",,,
[x],test.portal.checkpoint.com,"52.48.129.84, 99.81.85.207, 34.240.40.245, 205.251.192.175, 205.251.195.123, 205.251.197.18, 205.251.199.19","ns-175.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-891.awsdns-47.net, ns-1298.awsdns-34.org, ns-1811.awsdns-34.co.uk, ns-175.awsdns-21.com",,,,,,,,,
[x],threatemulation.checkpoint.com,209.87.211.145,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,threatemulation.us.checkpoint.com,,,,,,
[x],threatmap.checkpoint.com,"52.222.236.15, 52.222.236.89, 52.222.236.125, 52.222.236.12","ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-326.awsdns-40.com, ns-558.awsdns-05.net, ns-1044.awsdns-02.org, ns-1851.awsdns-39.co.uk",,,d3vh6tzjyjyrg3.cloudfront.net,True,cloudfront,"2600:9000:223e:e00:19:87da:9cc0:93a1, 2600:9000:223e:1800:19:87da:9cc0:93a1, 2600:9000:223e:2800:19:87da:9cc0:93a1, 2600:9000:223e:3600:19:87da:9cc0:93a1, 2600:9000:223e:5800:19:87da:9cc0:93a1, 2600:9000:223e:a000:19:87da:9cc0:93a1, 2600:9000:223e:aa00:19:87da:9cc0:93a1, 2600:9000:223e:c600:19:87da:9cc0:93a1",,,
[x],threatmap.g04.checkpoint.com,209.87.209.217,"ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],threatmap.us.checkpoint.com,209.87.209.217,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],threatpoint.checkpoint.com,209.87.209.53,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],threatwiki.us.checkpoint.com,"34.232.249.239, 52.1.81.240","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,threat-wiki-prd-fe-alb-2032759611.us-east-1.elb.amazonaws.com,,,,,,
[x],tls-us.us.checkpoint.com,209.87.222.188,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],tls.checkpoint.com,194.29.38.130,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,tls.checkpoint.com,,,,,,,,
[x],tls2-us.checkpoint.com,209.87.222.180,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],tls2-us.us.checkpoint.com,209.87.222.180,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],tls2.checkpoint.com,194.29.38.184,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],totalprotection.checkpoint.com,"18.66.97.13, 18.66.97.73, 18.66.97.36, 18.66.97.50","ns-377.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1212.awsdns-23.org, ns-1868.awsdns-41.co.uk, ns-377.awsdns-47.com, ns-832.awsdns-40.net",,,d1six0b9ez3s5k.cloudfront.net,True,cloudfront,"2600:9000:238d:4400:1d:803f:1200:93a1, 2600:9000:238d:f400:1d:803f:1200:93a1, 2600:9000:238d:8000:1d:803f:1200:93a1, 2600:9000:238d:6e00:1d:803f:1200:93a1, 2600:9000:238d:6600:1d:803f:1200:93a1, 2600:9000:238d:9600:1d:803f:1200:93a1, 2600:9000:238d:9e00:1d:803f:1200:93a1, 2600:9000:238d:4e00:1d:803f:1200:93a1",,,
[x],track.checkpoint.com,50.56.18.178,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,strong01.checkpoint.com,,,,,,
[x],tunnel.checkpoint.com,194.29.45.18,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],uc.checkpoint.com,194.29.39.11,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ucapps.checkpoint.com,"18.165.201.114, 18.165.201.116, 18.165.201.13, 18.165.201.109","ns-487.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1199.awsdns-21.org, ns-1869.awsdns-41.co.uk, ns-487.awsdns-60.com, ns-736.awsdns-28.net",,,d2luyky0af96v7.cloudfront.net,True,cloudfront,"2600:9000:2204:ca00:1d:478:80c0:93a1, 2600:9000:2204:4600:1d:478:80c0:93a1, 2600:9000:2204:6a00:1d:478:80c0:93a1, 2600:9000:2204:5000:1d:478:80c0:93a1, 2600:9000:2204:9800:1d:478:80c0:93a1, 2600:9000:2204:c000:1d:478:80c0:93a1, 2600:9000:2204:1400:1d:478:80c0:93a1, 2600:9000:2204:1200:1d:478:80c0:93a1",,,
[x],ucmsc.checkpoint.com,209.87.209.99,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,ucmsc.us.checkpoint.com,,,,,,
[x],uk.portal.checkpoint.com,"3.10.183.82, 18.168.62.181, 18.170.190.226","ns-1069.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-665.awsdns-19.net, ns-1069.awsdns-05.org, ns-1953.awsdns-52.co.uk, ns-264.awsdns-33.com",,,,,,,,,
[x],unlimited.checkpoint.com,212.162.55.50,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],updates.checkpoint.com,104.123.45.209,"n0dscd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"updates.g04.checkpoint.com, updates-prd-cloud-akamai.checkpoint.com, updates-prd-cloud-akamai.checkpoint.com.edgekey.net, e17340.dscd.akamaiedge.net",,,"2a02:26f0:480:7b5::43bc, 2a02:26f0:480:7b1::43bc",,,
[x],updates.g04.checkpoint.com,23.221.201.94,"n0dscd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"updates-prd-cloud-akamai.checkpoint.com, updates-prd-cloud-akamai.checkpoint.com.edgekey.net, e17340.dscd.akamaiedge.net",,,"2600:1408:7400:3af::43bc, 2600:1408:7400:39f::43bc, 2600:1408:7400:385::43bc, 2600:1408:7400:3b6::43bc",,,
