input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_expired,csp_domains_,final_url,tls_mismatched,tls_subject_org_
https://googleads.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128610,AS15169,GOOGLE,US,142.250.0.0/15,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://googleads.g.doubleclick.net:443,https,text/html,GET,142.250.185.194,/,-1184133586,2a00:1450:4001:82f::2002,HTTP/3,2179,False,,sffe,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,https://marketingplatform.google.com/about/enterprise/,,
https://intercom-sheets.com,Making Internet Business Personal | Intercom,200,969446,AS14618,AMAZON-AES,US,54.224.0.0/14,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://intercom-sheets.com:443,https,text/html,GET,54.227.53.157,/,-1840324437,18.235.180.8,Nginx,12,False,,nginx,,dc.ads.linkedin.com,https://www.intercom.com/,,
https://intercom.help,Knowledge Base Software | Intercom,200,597394,AS16509,AS16509,Unknown,76.223.0.0/17,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://intercom.help:443,https,text/html,GET,76.223.11.64,/,-1840324437,13.248.193.164,Nginx,17,False,,nginx,,uploads.intercomusercontent.com,https://www.intercom.com/articles,,
https://js.intercomcdn.com,,403,243,AS16509,AMAZON-02,US,18.66.144.0/22,js.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,js.intercomcdn.com,cloudfront,443,https://js.intercomcdn.com:443,https,application/xml,GET,18.66.147.49,/,1631620771,18.66.147.3,HTTP/3,2,False,True,AmazonS3,,,,,
https://messenger-apps.au.intercom.io,The page you were looking for doesn't exist (404),404,1564,AS16509,AS16509,Unknown,13.208.0.0/13,messenger-apps.au.intercom.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-02-08T23:59:59Z,CN=*.au.intercom.io,*.au.intercom.io,*.mobile-messenger.au.intercom.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,981caee7c8a24ff7f99d38545198823f,e14f0f455afb8d09022322b2a8ed2cfb8f312f340f2afea2f42d46f57dd1e34d,True,ctls,messenger-apps.au.intercom.io,,443,https://messenger-apps.au.intercom.io:443,https,text/html,GET,13.211.185.171,/,-1840324437,13.238.170.57,Nginx,68,False,,nginx,,,,,
https://messenger-apps.eu.intercom.io,The page you were looking for doesn't exist (404),404,1564,AS16509,AS16509,Unknown,52.16.0.0/14,messenger-apps.eu.intercom.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-04T23:59:59Z,CN=*.eu.intercom.io,*.eu.intercom.io,*.intercom-help.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2dbef8383d8f84bb5a00062b4395372e,a6393343c485b02ba7d77edc57cd84ae1edf38278139ac01028f65c81920f0f6,True,ctls,messenger-apps.eu.intercom.io,,443,https://messenger-apps.eu.intercom.io:443,https,text/html,GET,52.16.194.184,/,-1840324437,52.17.74.30,Nginx,68,False,,nginx,,,,,
https://messenger-apps.intercom.io,The page you were looking for doesn't exist (404),404,1564,AS14618,AMAZON-AES,US,34.202.28.0/23,messenger-apps.intercom.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=*.intercom.com,*.intercom.com,*.intercom.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,50f1043af10136d89be51d9a59db9575,ac90909496f6036d54cf9dc35c2089d20de2ac8ef363a3f74de29401de7b249e,True,ctls,messenger-apps.intercom.io,,443,https://messenger-apps.intercom.io:443,https,text/html,GET,34.198.182.82,/,-1840324437,52.206.44.219,Nginx,68,False,,nginx,,,,True,
https://nexus-australia-websocket.intercom.io,,404,19,AS16509,AS16509,Unknown,13.232.0.0/13,nexus-australia-websocket.intercom.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-12-11T23:59:59Z,"CN=*.intercom.io, O=Intercom\, Inc, L=San Francisco, ST=California, C=US",*.intercom.io,intercom.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,307e7a4b77102c66b7aebc4cee6df02f,4e44f36ece284736317fb54c80e05f16d1d21a425301827d690fbead5bb48ac0,True,ctls,nexus-australia-websocket.intercom.io,,443,https://nexus-australia-websocket.intercom.io:443,https,text/plain,GET,13.238.174.105,/,-138391155,3.106.42.237,Nginx,2,False,,nginx,,,,,"Intercom, Inc"
https://nexus-europe-websocket.intercom.io,,404,19,AS16509,AS16509,Unknown,18.200.0.0/14,nexus-europe-websocket.intercom.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-12-11T23:59:59Z,"CN=*.intercom.io, O=Intercom\, Inc, L=San Francisco, ST=California, C=US",*.intercom.io,intercom.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,307e7a4b77102c66b7aebc4cee6df02f,4e44f36ece284736317fb54c80e05f16d1d21a425301827d690fbead5bb48ac0,True,ctls,nexus-europe-websocket.intercom.io,,443,https://nexus-europe-websocket.intercom.io:443,https,text/plain,GET,18.202.12.139,/,-138391155,52.30.201.170,Nginx,2,False,,nginx,,,,,"Intercom, Inc"
https://nexus-websocket-a.intercom.io,,404,19,AS14618,AMAZON-AES,US,34.224.0.0/12,nexus-websocket-a.intercom.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-12-11T23:59:59Z,"CN=*.intercom.io, O=Intercom\, Inc, L=San Francisco, ST=California, C=US",*.intercom.io,intercom.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,307e7a4b77102c66b7aebc4cee6df02f,4e44f36ece284736317fb54c80e05f16d1d21a425301827d690fbead5bb48ac0,True,ctls,nexus-websocket-a.intercom.io,,443,https://nexus-websocket-a.intercom.io:443,https,text/plain,GET,34.237.73.95,/,-138391155,35.174.127.31,Nginx,2,False,,nginx,,,,,"Intercom, Inc"
https://optimize.google.com,Google Analytics,200,566331,AS15169,GOOGLE,US,142.250.0.0/15,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,,443,https://optimize.google.com:443,https,text/html,GET,142.250.185.110,/,34120840,2a00:1450:4001:812::200e,HTTP/3,46,False,,ESF,,https://www.google-analytics.com,https://accounts.google.com/v3/signin/identifier?dsh=S151753152%3A1683673319897492&continue=https%3A%2F%2Foptimize.google.com%2F&followup=https%3A%2F%2Foptimize.google.com%2F&ifkv=Af_xneFBVdY5HwJ5Ro30TKPjwdRccLKbHhTmU6Ib1y2hxo2cpbq-H_KJG-g2BZbRNkjFfPHkQ7xSuA&passive=1209600&service=analytics&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,
https://player.vimeo.com,Features and Tools | Vimeo,200,139087,AS13335,CLOUDFLARENET,US,162.159.160.0/24,vimeo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-21T00:00:00Z,2023-09-20T23:59:59Z,"CN=vimeo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",vimeo.com,vimeo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",abfbe98ee21ae761e7c907a2c2b11739,194c25b1c83430e1b8571f3a61c8671e0c371c345f741e485c2458d8b9e2a85b,True,ctls,vimeo.com,cloudflare,443,https://player.vimeo.com:443,https,text/html,GET,162.159.128.61,/,1154390870,162.159.138.60,Varnish,1061,False,True,cloudflare,,https:,https://vimeo.com/features,,"Cloudflare, Inc."
https://rs.fullstory.com,Build a More Perfect Digital Experience | FullStory,200,408085,AS15169,GOOGLE,US,35.186.192.0/18,www.fullstory.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T15:20:58Z,2023-08-02T15:20:57Z,CN=bionic.fullstory.com,bionic.fullstory.com,www.thefullstory.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ee36873494e8d069f2cea0bc26dfdbe7,31713fc31dcccd6aa9add9864970c51b39980cf3c4791af385ae4391a8da9fdf,,ctls,www.fullstory.com,google,443,https://rs.fullstory.com:443,https,text/html,GET,35.186.194.58,/,1952263458,35.186.194.58,webpack,51,False,True,Netlify,,,https://www.fullstory.com,,
https://sdk.split.io,,404,43,AS54113,FASTLY,US,151.101.8.0/22,sdk.split.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-28T01:50:56Z,2023-10-30T01:50:55Z,CN=*.split.io,*.split.io,*.split.io,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,7deba327b717368c4653ac3636997187,5864e286f13f195cab96a4e45ea47f66967edad58a9435320fc50528970f4caf,True,ctls,sdk.split.io,fastly,443,https://sdk.split.io:443,https,application/json,GET,151.101.3.9,/,-2069203784,151.101.195.9,Varnish,1,False,True,,,,,,
https://secure.gravatar.com,Gravatar - Globally Recognized Avatars,200,83581,AS2635,AUTOMATTIC,US,192.0.64.0/18,secure.gravatar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-23T00:00:00Z,2023-12-24T23:59:59Z,CN=*.gravatar.com,*.gravatar.com,gravatar.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,eab84d628994346ce07e523bf9941866,3707397f4d5cdabfe11c2949663fff5dfe2ca29ec27dadbc6232ceb38f5738af,True,ctls,secure.gravatar.com,,443,https://secure.gravatar.com:443,https,text/html,GET,192.0.73.2,/,73337656,2a04:fa87:fffe::c000:4902,WordPress,741,False,,nginx,,apis.google.com/js/,,,
https://split-realtime.ably.io,,404,294,AS16509,AMAZON-02,US,52.222.248.0/22,split-realtime.ably.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-07-08T23:59:59Z,CN=*.ably.io,*.ably.io,*.ably-realtime.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f970fc56ad2579c472225434e2d9f37c,86621ca9b56ce6f2f671761022c7b051ee2eebf566d11cecc80fa17933f10339,True,ctls,split-realtime.ably.io,cloudfront,443,https://split-realtime.ably.io:443,https,application/json,GET,52.222.251.147,/,1070437143,52.222.251.147,Amazon Web Services,10,False,True,,,,,,
https://ssl.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,AS15169,GOOGLE,US,142.250.0.0/15,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://ssl.google-analytics.com:443,https,text/html,GET,142.250.186.168,/,302920777,2a00:1450:4001:80e::2008,HTTP/3,1831,False,,sffe,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,https://marketingplatform.google.com/about/analytics/,,
https://static.au.intercomassets.com,,403,243,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,static.au.intercomassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-02-08T23:59:59Z,CN=*.au.intercom.io,*.au.intercom.io,*.mobile-messenger.au.intercom.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dcd79c421952aeccf3eb988af436a7c1,4e30cfc79b6d728f32da4dfe382998429b9db79f4f182d95e71b9dc03645fb55,True,ctls,static.au.intercomassets.com,cloudfront,443,https://static.au.intercomassets.com:443,https,application/xml,GET,108.138.17.8,/,-196888311,108.138.17.46,HTTP/3,2,False,True,AmazonS3,,,,True,
https://static.intercomassets.com,,403,243,AS16509,AS16509,Unknown,13.225.96.0/21,static.intercomassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-07-16T23:59:59Z,CN=intercomassets.com,intercomassets.com,*.intercomassets.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ccc98dd379dd0e5de6309fd576d45bc4,d89cf4bbb1f40cb5578f6fa2fcb11d1d79006714e85fd69777cc5a8e702b9d55,True,ctls,static.intercomassets.com,cloudfront,443,https://static.intercomassets.com:443,https,application/xml,GET,13.225.78.32,/,1935842722,13.225.78.101,HTTP/3,2,False,True,AmazonS3,,,,,
https://static.intercomassets.eu,,403,243,AS16509,AMAZON-02,US,13.32.132.0/24,static.intercomassets.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.eu.intercom.io,*.eu.intercom.io,*.intercom-attachments.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c6d1db669213b885f5647a09b9d1b309,e6dff15bae7e360453af7f5ad7cbe13b2c74424b2188e45641ea22e105692006,True,ctls,static.intercomassets.eu,cloudfront,443,https://static.intercomassets.eu:443,https,application/xml,GET,13.32.121.40,/,838837426,13.32.121.112,HTTP/3,2,False,True,AmazonS3,,,,True,
https://static.zdassets.com,,403,243,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,static.zdassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-09T23:59:59Z,"CN=zdassets.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",zdassets.com,*.zdassets.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",77aded12c2ec419c8953798f0ed56f4c,c30b9d6e82b472872ae120ed9387019dc5c720d392f4c9a6bc905190956f34a8,True,ctls,static.zdassets.com,cloudflare,443,https://static.zdassets.com:443,https,application/xml,GET,104.18.70.113,/,-1279294674,104.18.72.113,HSTS,2,False,True,cloudflare,,,,,"Cloudflare, Inc."
https://streaming.split.io,,404,294,AS16509,AMAZON-02,US,52.222.128.0/20,streaming.split.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-11-03T23:59:59Z,CN=streaming.split.io,streaming.split.io,streaming.eu.split.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ff8cfbb217fef2a8f88968096a644628,706be86bef65918543dab734f8fccd3d6a494a7e08c213670559f3df69a78e44,True,ctls,streaming.split.io,cloudfront,443,https://streaming.split.io:443,https,application/json,GET,52.222.139.101,/,1070437143,52.222.139.33,Amazon Web Services,10,False,True,,,,,,
https://tagmanager.google.com,Google Analytics,200,529630,AS15169,GOOGLE,US,172.217.0.0/19,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,,443,https://tagmanager.google.com:443,https,text/html,GET,172.217.18.110,/,-481872012,2a00:1450:4001:830::200e,HTTP/3,46,False,,ESF,,,https://accounts.google.com/v3/signin/identifier?dsh=S-1676709551%3A1683673319396902&continue=https%3A%2F%2Ftagmanager.google.com%2F&followup=https%3A%2F%2Ftagmanager.google.com%2F&ifkv=Af_xneFdYxVVDguI52b79AmhDKQIAF0MfKvW87VPd7Q0moyzDRMLn0JlE2H85UYx3QnBxdrR739-uA&passive=1209600&service=analytics&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,
https://uploads.au.intercomcdn.com,,403,243,AS16509,AMAZON-02,US,143.204.216.0/24,uploads.au.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-02-08T23:59:59Z,CN=*.au.intercom.io,*.au.intercom.io,*.mobile-messenger.au.intercom.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dcd79c421952aeccf3eb988af436a7c1,4e30cfc79b6d728f32da4dfe382998429b9db79f4f182d95e71b9dc03645fb55,True,ctls,uploads.au.intercomcdn.com,cloudfront,443,https://uploads.au.intercomcdn.com:443,https,application/xml,GET,143.204.215.88,/,-164647913,143.204.215.40,HTTP/3,2,False,True,AmazonS3,,,,True,
https://uploads.intercomcdn.com,,403,243,AS16509,AMAZON-02,US,13.32.132.0/24,uploads.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,uploads.intercomcdn.com,cloudfront,443,https://uploads.intercomcdn.com:443,https,application/xml,GET,13.32.121.15,/,-1748396506,13.32.121.44,HTTP/3,2,False,True,AmazonS3,,,,,
https://uploads.intercomcdn.eu,,403,243,AS16509,AMAZON-02,US,18.66.102.0/24,uploads.intercomcdn.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-04T23:59:59Z,CN=*.eu.intercom.io,*.eu.intercom.io,*.intercom-attachments.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c6d1db669213b885f5647a09b9d1b309,e6dff15bae7e360453af7f5ad7cbe13b2c74424b2188e45641ea22e105692006,True,ctls,uploads.intercomcdn.eu,cloudfront,443,https://uploads.intercomcdn.eu:443,https,application/xml,GET,18.66.97.86,/,-1917719092,18.66.97.73,HTTP/3,2,False,True,AmazonS3,,,,True,
https://via.intercom.io,Making Internet Business Personal | Intercom,200,969482,AS14618,AMAZON-AES,US,54.198.0.0/16,www.intercom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.intercom.com,*.intercom.com,intercom.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,16a273078de16b234593d38b6d599fb1,1e78e3095b988214d59d22c24591ce1594d50267fd887783e5b5dd71889744ee,True,ctls,www.intercom.com,,443,https://via.intercom.io:443,https,text/html,GET,54.198.173.251,/,-1840324437,54.243.250.57,Nginx,12,False,,nginx,,https://js.chilipiper.com,https://www.intercom.com/,,
https://video-messages.intercomcdn.com,,403,275,AS16509,AMAZON-02,US,18.66.132.0/24,video-messages.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-19T23:59:59Z,CN=intercom-attachments-10.com,intercom-attachments-10.com,*.intercom-attachments-7.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,980fa0d861a9e8ee286ac38c633c2535,4b527e582eea9bf35f3901d2c2f5324124e1b350d55fb209850d790a2787fb63,True,ctls,video-messages.intercomcdn.com,cloudfront,443,https://video-messages.intercomcdn.com:443,https,application/xml,GET,18.66.122.119,/,1671046228,2600:9000:2250:d400:3:a21c:9c0:93a1,HTTP/3,2,False,True,AmazonS3,,,,,
https://widget.intercom.io,,200,6707,AS0,Not routed,None,13.224.192.0/21,widget.intercom.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=*.intercom.com,*.intercom.com,*.intercom.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,50f1043af10136d89be51d9a59db9575,ac90909496f6036d54cf9dc35c2089d20de2ac8ef363a3f74de29401de7b249e,True,ctls,widget.intercom.io,cloudfront,443,https://widget.intercom.io:443,https,application/javascript,GET,13.224.189.49,/,1744099674,13.224.189.74,HTTP/3,1,False,True,AmazonS3,,,,True,
https://www.datadoghq-browser-agent.com,,403,243,AS16509,AS16509,Unknown,13.225.96.0/21,www.datadoghq-browser-agent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-14T00:00:00Z,2024-01-16T23:59:59Z,"CN=*.datadoghq-browser-agent.com, O=Datadog\, Inc., L=New York, ST=New York, C=US",*.datadoghq-browser-agent.com,datadoghq-browser-agent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9b256baaba510d82608727d37925e11b,bf90e51b7feb5eb60d049c89be2f4a0dab72515578d7963411266f69382e17b5,True,ctls,www.datadoghq-browser-agent.com,cloudfront,443,https://www.datadoghq-browser-agent.com:443,https,application/xml,GET,13.225.83.103,/,-1153253956,13.225.83.103,Amazon Web Services,2,False,True,AmazonS3,,,,,"Datadog, Inc."
https://www.facebook.com/tr/,,200,,AS32934,FACEBOOK,US,157.240.192.0/18,www.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2023-05-17T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5110802e765750624ab3d6785aeec848,e17a08756c6cfcd9128edfa651b071c72c0a753718d5415ccf67041f068f4637,True,ctls,www.facebook.com,,443,https://www.facebook.com:443/tr/,https,text/plain,GET,157.240.251.35,/tr/,142313513,2a03:2880:f176:181:face:b00c:0:25de,HTTP/3,1,False,,proxygen-bolt,,,,,"Meta Platforms, Inc."
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,AS15169,GOOGLE,US,142.250.0.0/15,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,text/html,GET,142.250.184.206,/,302920777,2a00:1450:4001:830::200e,HTTP/3,1831,False,,sffe,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,https://marketingplatform.google.com/about/analytics/,,
https://www.google.com,Google,200,48870,AS15169,GOOGLE,US,142.250.0.0/15,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,,443,https://www.google.com:443,https,text/html,GET,142.250.186.68,/,708578229,2a00:1450:4001:806::2004,HTTP/3,62,False,,gws,,https://csp.withgoogle.com/csp/gws/other-hp,,,
https://www.googleadservices.com,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,142.250.0.0/15,www.googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:50Z,2023-07-17T12:00:49Z,CN=www.googleadservices.com,www.googleadservices.com,www.googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,8f1dbd8a3af112f94f4265d9061b6cf8,627ad86ad5f417259b4442761f58f6de69a622f4f34d2f64412100ca00274524,,ctls,www.googleadservices.com,,443,https://www.googleadservices.com:443,https,text/html,GET,142.250.186.162,/,302920777,142.250.186.162,HTTP/3,12,False,,sffe,,,,,
