new,host,a,cname,mx,soa,ns,txt,caa,status_code,aaaa
[x],qwantbot-139-162-242-91.qwant.com,91.242.162.139,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-139-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx",,NOERROR,
[x],qwantbot-139-170-187-194.qwant.com,194.187.170.139,,,,,,,NOERROR,
[x],qwantbot-139-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net","apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364, Dv9-b7p-47M",,NOERROR,
[x],qwantbot-14-162-242-91.qwant.com,91.242.162.14,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-14-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net","Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-14-170-187-194.qwant.com,194.187.170.14,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-140-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net",,,NOERROR,
[x],qwantbot-140-171-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net","v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx","sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-141-162-242-91.qwant.com,91.242.162.141,,,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-141-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net, gns23.cloudns.net","google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M, apple-domain-verification=p4IYUqjmTB4BXLwx, MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-141-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-141-170-187-194.qwant.com,194.187.170.141,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-141-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,"v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx",,NOERROR,
[x],qwantbot-142-168-187-194.qwant.com,194.187.168.99,qwant.com,,,,,,NOERROR,
[x],qwantbot-142-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net","google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-142-170-187-194.qwant.com,194.187.170.142,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-142-171-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-143-162-242-91.qwant.com,91.242.162.143,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-143-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx",,NOERROR,
[x],qwantbot-143-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-144-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns24.cloudns.net, gns21.cloudns.net, gns22.cloudns.net","MS=ms90901364, Dv9-b7p-47M, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, apple-domain-verification=p4IYUqjmTB4BXLwx","sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-144-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net","v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M",,NOERROR,
[x],qwantbot-145-162-242-91.qwant.com,91.242.162.145,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-145-169-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-145-170-187-194.qwant.com,194.187.170.145,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-145-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-146-162-242-91.qwant.com,91.242.162.146,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-146-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-146-169-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net",,"Dv9-b7p-47M, MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all",,NOERROR,
[x],qwantbot-146-170-187-194.qwant.com,194.187.170.146,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-147-162-242-91.qwant.com,91.242.162.147,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-147-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net","v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, Dv9-b7p-47M, MS=ms90901364",,NOERROR,
[x],qwantbot-147-170-187-194.qwant.com,194.187.170.147,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-147-171-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns21.cloudns.net, gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-148-168-187-194.qwant.com,194.187.168.99,qwant.com,qwant-com.mail.protection.outlook.com,"gns21.cloudns.net, support.cloudns.net","gns23.cloudns.net, gns24.cloudns.net, gns21.cloudns.net, gns22.cloudns.net","apple-domain-verification=p4IYUqjmTB4BXLwx, Dv9-b7p-47M, MS=ms90901364, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA","letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-148-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net","MS=ms90901364, apple-domain-verification=p4IYUqjmTB4BXLwx, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, Dv9-b7p-47M",,NOERROR,
[x],qwantbot-148-170-187-194.qwant.com,194.187.170.148,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-149-162-242-91.qwant.com,91.242.162.149,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-149-169-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-149-171-187-194.qwant.com,194.187.168.99,qwant.com,,,"gns23.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-15-162-242-91.qwant.com,91.242.162.15,,,,,,,NOERROR,
[x],qwantbot-15-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns23.cloudns.net, gns22.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-15-170-187-194.qwant.com,194.187.170.15,,,,"gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-150-162-242-91.qwant.com,91.242.162.150,,,,,,,NOERROR,
[x],qwantbot-150-168-187-194.qwant.com,194.187.168.99,qwant.com,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-150-169-187-194.qwant.com,194.187.168.99,qwant.com,,,,,,NOERROR,
[x],qwantbot-150-170-187-194.qwant.com,194.187.170.150,,,"gns21.cloudns.net, support.cloudns.net","gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-150-171-187-194.qwant.com,,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-151-162-242-91.qwant.com,91.242.162.151,,,,,,,NOERROR,
[x],qwantbot-151-169-187-194.qwant.com,194.187.168.99,qwant.com,,,,,,NOERROR,
[x],qwantbot-151-170-187-194.qwant.com,194.187.170.151,,,,,,,NOERROR,
[x],qwantbot-152-168-187-194.qwant.com,194.187.168.99,qwant.com,,,"gns23.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-161-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-164-169-187-194.qwant.com,194.187.168.99,qwant.com,,,,,,NOERROR,
[x],qwantbot-165-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-171-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-178-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-180-168-187-194.qwant.com,,qwant.com,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-181-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-183-169-187-194.qwant.com,,qwant.com,,,"gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net",,,NOERROR,
[x],qwantbot-189-168-187-194.qwant.com,"185.136.96.98, 185.136.97.98, 185.136.98.98, 185.136.99.98",qwant.com,,,"gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-198-168-187-194.qwant.com,194.187.168.99,qwant.com,,,"gns21.cloudns.net, gns23.cloudns.net, gns24.cloudns.net, gns22.cloudns.net",,,NOERROR,
[x],qwantbot-209-171-187-194.qwant.com,,qwant.com,,,"gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,,NOERROR,
[x],qwantbot-21-169-187-194.qwant.com,,qwant.com,,,,"Dv9-b7p-47M, v=spf1 ip4:194.187.168.35 ip4:194.187.168.37 ip4:194.187.168.38 ip4:94.23.181.132 ip4:52.28.158.135 ip4:52.29.12.146 include:spf.protection.outlook.com -all, MS=ms90901364, google-site-verification=NcOr9SlS_5_ozLbftZgGKfMjASv7Ob2a7m02z7AtrFA, apple-domain-verification=p4IYUqjmTB4BXLwx",,NOERROR,
[x],qwantbot-21-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-210-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-212-171-187-194.qwant.com,,qwant.com,qwant-com.mail.protection.outlook.com,,"gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,,NOERROR,
[x],qwantbot-213-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-215-168-187-194.qwant.com,,qwant.com,,,"gns23.cloudns.net, gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-215-169-187-194.qwant.com,,qwant.com,,,"gns22.cloudns.net, gns21.cloudns.net, gns23.cloudns.net, gns24.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-215-171-187-194.qwant.com,,qwant.com,,,"gns23.cloudns.net, gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-216-168-187-194.qwant.com,,qwant.com,,,,,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-216-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-217-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-217-168-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-217-169-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-217-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-217-171-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-218-168-187-194.qwant.com,,qwant.com,,,"gns21.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net",,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-218-169-187-194.qwant.com,,qwant.com,,,,,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-218-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-218-171-187-194.qwant.com,,qwant.com,,,"gns23.cloudns.net, gns24.cloudns.net, gns21.cloudns.net, gns22.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-219-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-219-168-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-219-169-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-219-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-219-171-187-194.qwant.com,,qwant.com,,,"gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-22-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-22-169-187-194.qwant.com,,qwant.com,,,"gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-22-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-22-171-187-194.qwant.com,,qwant.com,,,,,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-220-168-187-194.qwant.com,,qwant.com,,,,,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-220-169-187-194.qwant.com,,qwant.com,,,"gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net, gns23.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-220-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-221-168-187-194.qwant.com,,qwant.com,,,"gns22.cloudns.net, gns24.cloudns.net, gns21.cloudns.net, gns23.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-221-169-187-194.qwant.com,,qwant.com,,,"gns21.cloudns.net, gns23.cloudns.net, gns22.cloudns.net, gns24.cloudns.net",,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-221-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-221-171-187-194.qwant.com,,qwant.com,,,"gns21.cloudns.net, gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-222-168-187-194.qwant.com,,qwant.com,,,"gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-222-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-222-171-187-194.qwant.com,,qwant.com,,,"gns23.cloudns.net, gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net",,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-223-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-223-169-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-223-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-224-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-224-169-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-224-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-224-171-187-194.qwant.com,,qwant.com,,,,,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-225-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-225-168-187-194.qwant.com,,qwant.com,,,"gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-225-169-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-225-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-225-171-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-226-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-226-168-187-194.qwant.com,,qwant.com,,,"gns22.cloudns.net, gns23.cloudns.net, gns24.cloudns.net, gns21.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-226-169-187-194.qwant.com,,qwant.com,,,"gns22.cloudns.net, gns21.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-226-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-226-171-187-194.qwant.com,,qwant.com,qwant-com.mail.protection.outlook.com,,"gns23.cloudns.net, gns21.cloudns.net, gns24.cloudns.net, gns22.cloudns.net",,,NOERROR,
[x],qwantbot-227-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-227-171-187-194.qwant.com,,qwant.com,,,"gns22.cloudns.net, gns21.cloudns.net, gns23.cloudns.net, gns24.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-228-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-228-169-187-194.qwant.com,,qwant.com,,,"gns24.cloudns.net, gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net",,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-228-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-228-171-187-194.qwant.com,,qwant.com,,,"gns21.cloudns.net, gns23.cloudns.net, gns22.cloudns.net, gns24.cloudns.net",,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-229-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-229-169-187-194.qwant.com,,qwant.com,,,"gns23.cloudns.net, gns24.cloudns.net, gns22.cloudns.net, gns21.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-229-171-187-194.qwant.com,,qwant.com,,,"gns24.cloudns.net, gns22.cloudns.net, gns23.cloudns.net, gns21.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-23-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-23-168-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-23-169-187-194.qwant.com,,qwant.com,,,"gns23.cloudns.net, gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net",,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-23-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-23-171-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-230-168-187-194.qwant.com,,qwant.com,,,,,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-230-169-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-230-170-187-194.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-230-171-187-194.qwant.com,,qwant.com,,,"gns21.cloudns.net, gns22.cloudns.net, gns24.cloudns.net, gns23.cloudns.net",,"sectigo.com, letsencrypt.org",NOERROR,
[x],qwantbot-231-162-242-91.qwant.com,,,,"gns21.cloudns.net, support.cloudns.net",,,,NOERROR,
[x],qwantbot-231-168-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
[x],qwantbot-231-169-187-194.qwant.com,,qwant.com,,,,,"letsencrypt.org, sectigo.com",NOERROR,
