input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,csp_domains_,final_url,cdn_name,cdn,tls_subject_org_
analytic.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,3.144.0.0/13,analytic.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,analytic.innocraft.cloud,443,https://analytic.innocraft.cloud:443,https,Apache,text/html,GET,3.126.133.169,/,-1840324437,18.157.122.248,Apache,38,False,,,,,,
analytics4pl.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,3.144.0.0/13,analytics4pl.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,analytics4pl.innocraft.cloud,80,http://analytics4pl.innocraft.cloud:80,http,Apache,text/html,GET,3.126.133.169,/,-1840324437,18.195.235.189,Apache,38,False,,,https://analytics4pl.innocraft.cloud:443/,,,
analytics516.innocraft.cloud,Matomo › Error,404,1648,AS16509,AMAZON-02,US,18.160.192.0/24,analytics516.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,analytics516.innocraft.cloud,80,http://analytics516.innocraft.cloud:80,http,Apache,text/html,GET,18.157.122.248,/,-1840324437,3.126.133.169,Apache,38,False,,,https://analytics516.innocraft.cloud:443/,,,
analyticscourseblog.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,3.144.0.0/13,analyticscourseblog.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,analyticscourseblog.innocraft.cloud,443,https://analyticscourseblog.innocraft.cloud:443,https,Apache,text/html,GET,3.126.133.169,/,-1840324437,18.195.235.189,Apache,38,False,,,,,,
analyticsme.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,analyticsme.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,analyticsme.innocraft.cloud,443,https://analyticsme.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,3.126.133.169,Apache,38,False,,,,,,
analyticsmtccglobal.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,analyticsmtccglobal.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,analyticsmtccglobal.innocraft.cloud,443,https://analyticsmtccglobal.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,38,False,,,,,,
andagar.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,andagar.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,andagar.innocraft.cloud,80,http://andagar.innocraft.cloud:80,http,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,38,False,,,https://andagar.innocraft.cloud:443/,,,
annapolis.alhassanain.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,annapolis.alhassanain.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,annapolis.alhassanain.innocraft.cloud,443,https://annapolis.alhassanain.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,38,False,True,,,,,
antifavjesnik.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,3.144.0.0/13,antifavjesnik.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,antifavjesnik.innocraft.cloud,443,https://antifavjesnik.innocraft.cloud:443,https,Apache,text/html,GET,3.126.133.169,/,-1840324437,18.157.122.248,Apache,38,False,,,,,,
antonellilaw.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,3.144.0.0/13,antonellilaw.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,antonellilaw.innocraft.cloud,443,https://antonellilaw.innocraft.cloud:443,https,Apache,text/html,GET,3.126.133.169,/,-1840324437,18.195.235.189,Apache,38,False,,,,,,
ao.innocraft.cloud,Sign in - Matomo,200,237040,AS16509,AS16509,Unknown,3.144.0.0/13,ao.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,ao.innocraft.cloud,80,http://ao.innocraft.cloud:80,http,Apache,text/html,GET,3.126.133.169,/,-1840324437,18.157.122.248,Apache,284,False,,cdn.innocraft.cloud,https://ao.innocraft.cloud:443/,,,
apexwildlifecontrol.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,apexwildlifecontrol.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,apexwildlifecontrol.innocraft.cloud,443,https://apexwildlifecontrol.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,38,False,,,,,,
api-staging.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,api-staging.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,api-staging.innocraft.cloud,443,https://api-staging.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,38,False,,,,,,
api.innocraft.cloud,Matomo › Error,500,1420,AS16509,AS16509,Unknown,3.144.0.0/13,api.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,api.innocraft.cloud,443,https://api.innocraft.cloud:443,https,Apache,text/html,GET,3.126.133.169,/,-1840324437,18.195.235.189,Apache,38,False,,,,,,
api.matomo.org,,200,,AS60362,ALWAYSDATA,FR,185.31.40.0/22,api.matomo.org,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T06:57:17Z,2023-08-01T06:57:16Z,CN=api.matomo.org,api.matomo.org,api.matomo.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,795858253c00b845152ee764941b9932,021c60023331a7c457b4ed88b5151e3e349efd84542b4af640b74f6e4b2328b0,,ctls,api.matomo.org,443,https://api.matomo.org:443,https,Apache,text/html,GET,185.31.40.177,/,-780928015,2a00:b6e0:1:200:177::1,Apache,1,False,,,,,,
aplatanaonews.innocraft.cloud,Matomo › Error,404,1648,AS16509,AMAZON-02,US,18.160.192.0/24,aplatanaonews.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,aplatanaonews.innocraft.cloud,80,http://aplatanaonews.innocraft.cloud:80,http,Apache,text/html,GET,18.157.122.248,/,-1840324437,3.126.133.169,Apache,38,False,,,https://aplatanaonews.innocraft.cloud:443/,,,
apollo.innocraft.cloud,Matomo › Error,404,1648,AS16509,AMAZON-02,US,18.160.192.0/24,apollo.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,apollo.innocraft.cloud,443,https://apollo.innocraft.cloud:443,https,Apache,text/html,GET,18.157.122.248,/,-1840324437,18.195.235.189,Apache,38,False,,,,,,
apothekia.innocraft.cloud,Sign in - Matomo,200,193870,AS16509,AS16509,Unknown,18.200.0.0/14,apothekia.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,apothekia.innocraft.cloud,443,https://apothekia.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,285,False,,cdn.innocraft.cloud,,,,
appetito.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,appetito.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,appetito.innocraft.cloud,443,https://appetito.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,38,False,,,,,,
appiinterim.innocraft.cloud,Matomo › Error,404,1648,AS16509,AMAZON-02,US,18.160.192.0/24,appiinterim.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,appiinterim.innocraft.cloud,443,https://appiinterim.innocraft.cloud:443,https,Apache,text/html,GET,18.157.122.248,/,-1840324437,3.126.133.169,Apache,38,False,,,,,,
appreender.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,appreender.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,appreender.innocraft.cloud,443,https://appreender.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,38,False,,,,,,
arbetaren.innocraft.cloud,Sign in - Matomo,200,193870,AS16509,AS16509,Unknown,18.200.0.0/14,arbetaren.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,arbetaren.innocraft.cloud,80,http://arbetaren.innocraft.cloud:80,http,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,285,False,,cdn.innocraft.cloud,https://arbetaren.innocraft.cloud:443/,,,
arburg.innocraft.cloud,Sign in - Matomo,200,237195,AS16509,AS16509,Unknown,18.200.0.0/14,arburg.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,arburg.innocraft.cloud,443,https://arburg.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,3.126.133.169,Apache,285,False,,cdn.innocraft.cloud,,,,
archerytag.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,archerytag.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,archerytag.innocraft.cloud,443,https://archerytag.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,3.126.133.169,Apache,38,False,,,,,,
ardalan-test.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,ardalan-test.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,ardalan-test.innocraft.cloud,80,http://ardalan-test.innocraft.cloud:80,http,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,38,False,,,https://ardalan-test.innocraft.cloud:443/,,,
arkiane-test.innocraft.cloud,Matomo › Error,404,1648,AS16509,AMAZON-02,US,18.160.192.0/24,arkiane-test.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,arkiane-test.innocraft.cloud,443,https://arkiane-test.innocraft.cloud:443,https,Apache,text/html,GET,18.157.122.248,/,-1840324437,3.126.133.169,Apache,38,False,,,,,,
armalytics.innocraft.cloud,Matomo › Error,404,1648,AS16509,AMAZON-02,US,18.160.192.0/24,armalytics.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,armalytics.innocraft.cloud,80,http://armalytics.innocraft.cloud:80,http,Apache,text/html,GET,18.157.122.248,/,-1840324437,3.126.133.169,Apache,38,False,,,https://armalytics.innocraft.cloud:443/,,,
around.innocraft.cloud,Matomo › Error,404,1648,AS16509,AMAZON-02,US,18.160.192.0/24,around.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,around.innocraft.cloud,443,https://around.innocraft.cloud:443,https,Apache,text/html,GET,18.157.122.248,/,-1840324437,3.126.133.169,Apache,38,False,,,,,,
artfacer.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,3.144.0.0/13,artfacer.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,artfacer.innocraft.cloud,443,https://artfacer.innocraft.cloud:443,https,Apache,text/html,GET,3.126.133.169,/,-1840324437,18.157.122.248,Apache,38,False,,,,,,
arti.innocraft.cloud,Matomo › Error,404,1648,AS16509,AMAZON-02,US,18.160.192.0/24,arti.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,arti.innocraft.cloud,443,https://arti.innocraft.cloud:443,https,Apache,text/html,GET,18.157.122.248,/,-1840324437,18.195.235.189,Apache,38,False,,,,,,
artspeace.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,18.200.0.0/14,artspeace.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,artspeace.innocraft.cloud,443,https://artspeace.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,38,False,,,,,,
ashnet.innocraft.cloud,Sign in - Matomo,200,237062,AS16509,AS16509,Unknown,18.200.0.0/14,ashnet.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,ashnet.innocraft.cloud,443,https://ashnet.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,18.157.122.248,Apache,284,False,,cdn.innocraft.cloud,,,,
asiannet.innocraft.cloud,Sign in - Matomo,200,237054,AS16509,AS16509,Unknown,18.200.0.0/14,asiannet.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,asiannet.innocraft.cloud,443,https://asiannet.innocraft.cloud:443,https,Apache,text/html,GET,18.195.235.189,/,-1840324437,3.126.133.169,Apache,284,False,,cdn.innocraft.cloud,,,,
asiannet2.innocraft.cloud,Sign in - Matomo,200,235525,AS16509,AMAZON-02,US,18.160.192.0/24,asiannet2.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,asiannet2.innocraft.cloud,80,http://asiannet2.innocraft.cloud:80,http,Apache,text/html,GET,18.157.122.248,/,-1840324437,18.195.235.189,Apache,285,False,,cdn.innocraft.cloud,https://asiannet2.innocraft.cloud:443/,,,
asnlifestylemagazine.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,3.144.0.0/13,asnlifestylemagazine.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,asnlifestylemagazine.innocraft.cloud,443,https://asnlifestylemagazine.innocraft.cloud:443,https,Apache,text/html,GET,3.126.133.169,/,-1840324437,18.195.235.189,Apache,38,False,,,,,,
aspiresys.innocraft.cloud,Matomo › Error,404,1648,AS16509,AS16509,Unknown,3.144.0.0/13,aspiresys.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,aspiresys.innocraft.cloud,443,https://aspiresys.innocraft.cloud:443,https,Apache,text/html,GET,3.126.133.169,/,-1840324437,18.157.122.248,Apache,38,False,,,,,,
assabdie.innocraft.cloud,Matomo › Error,404,1648,AS16509,AMAZON-02,US,18.160.192.0/24,assabdie.innocraft.cloud,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-18T23:59:59Z,CN=*.innocraft.cloud,*.innocraft.cloud,*.innocraft.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eb4533c3d60f56a440629021afa422e8,8fd6da1a4855807dd005c4f011b1e2973112339b870fd30a3fe74645a97dc6a4,True,ctls,assabdie.innocraft.cloud,443,https://assabdie.innocraft.cloud:443,https,Apache,text/html,GET,18.157.122.248,/,-1840324437,3.126.133.169,Apache,38,False,,,,,,
