input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,cdn_name,cdn,final_url,csp_domains_
notebooks.githubusercontent.com,,403,1004,AS36459,GITHUB,US,140.82.116.0/23,notebooks.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.githubusercontent.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.githubusercontent.com,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,21a7ae1b042531ebe0631a0de672847a,56a9ff4b6f33f556da01b740ef74ae8689a581f65e7fdce828675dd65e83bd82,True,ctls,notebooks.githubusercontent.com,443,https://notebooks.githubusercontent.com:443,https,nginx,text/html,GET,140.82.114.21,/,1302551623,140.82.114.21,Nginx,28,False,"GitHub, Inc.",,,,
notk8s.gcr.io,,404,32,AS15169,GOOGLE,US,74.125.136.0/21,notk8s.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:03:36Z,2023-07-17T12:03:35Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,4b65d0422edcd8e4724530df21f917c7,701895538bb6c2e5e6ab6e967805288159de65ff78ec80f79e614e2c33939bd1,True,ctls,notk8s.gcr.io,443,https://notk8s.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.140.82,/,302920777,2a00:1450:400c:c07::52,HTTP/3,1,False,,,,,
objects-origin.githubusercontent.com,,405,,AS36459,GITHUB,US,140.82.116.0/23,objects-origin.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=*.githubusercontent.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.githubusercontent.com,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,21a7ae1b042531ebe0631a0de672847a,56a9ff4b6f33f556da01b740ef74ae8689a581f65e7fdce828675dd65e83bd82,True,ctls,objects-origin.githubusercontent.com,443,https://objects-origin.githubusercontent.com:443,https,,,GET,140.82.114.22,/,,140.82.114.22,GitHub Pages,1,False,"GitHub, Inc.",,,,
objects.githubusercontent.com,,405,,AS54113,AS54113,Unknown,185.199.108.0/22,objects.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,objects.githubusercontent.com,443,https://objects.githubusercontent.com:443,https,,,GET,185.199.110.133,/,-1840324437,185.199.111.133,Varnish,1,False,"GitHub, Inc.",,,,
occ-0-737-3997.gcr.io,,404,40,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,occ-0-737-3997.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,occ-0-737-3997.gcr.io,443,https://occ-0-737-3997.gcr.io:443,https,Docker Registry,text/plain,GET,108.177.15.82,/,302920777,2a00:1450:400c:c06::52,HTTP/3,1,False,,,,,
opengraph.githubassets.com,,200,506737,AS54113,AS54113,Unknown,185.199.108.0/22,opengraph.githubassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-05T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.githubassets.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.githubassets.com,githubassets.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,39604bf3c8071666c13bfa1281d46e3a,ce34a2397ca7ebd08b141838674a5fb4ac8bc71d86ca4d11fc4f84cd257d780a,True,ctls,opengraph.githubassets.com,443,https://opengraph.githubassets.com:443,https,,image/png,GET,185.199.108.154,/,1882130339,185.199.111.154,Varnish,1842,False,"GitHub, Inc.",,,,https://github.githubassets.com
pacoel73fluence.docs.canary.k8s.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.143.0.0/18,,,,,,,,,,,,,,,,,,,,80,http://pacoel73fluence.docs.canary.k8s.io:80,http,Netlify,text/plain,GET,34.141.11.154,/,879457333,2a05:d014:275:cb02::c8,Netlify,1,False,,google,True,,
pr-test.k8s.io,Gubernator,200,4098,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,gubernator.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-22T15:51:43Z,2023-06-20T16:28:25Z,CN=gubernator.k8s.io,gubernator.k8s.io,gubernator.k8s.io,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,42c134356637b2cba682561724eb2dff,6a83cc473e61e6c2d31b6e10c80244139c3ff6958bc8565cc14cc959ebad2077,,ctls,gubernator.k8s.io,80,http://pr-test.k8s.io:80,http,Google Frontend,text/html,GET,34.107.204.206,/,-777217332,2600:1901:0:26f3::,Google Cloud Trace,58,False,,google,True,https://gubernator.k8s.io,
pr.canary.kubernetes.io,Kubernetes,200,22404,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,80,http://pr.canary.kubernetes.io:80,http,Netlify,text/html,GET,34.107.204.206,/,-2049651815,2600:1901:0:26f3::,YouTube,38,False,,google,True,https://kubernetes.io/,
private-user-images.githubusercontent.com,,404,,AS54113,AS54113,Unknown,185.199.108.0/22,private-user-images.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,private-user-images.githubusercontent.com,443,https://private-user-images.githubusercontent.com:443,https,GitHub.Cloud,,GET,185.199.108.133,/,-1840324437,185.199.111.133,Varnish,1,False,"GitHub, Inc.",,,,
productionresultssa0.blob.core.windows.net/,,400,351,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.239.232.0/24,productionresultssa0.blob.core.windows.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-22T00:20:24Z,2024-03-22T00:20:24Z,CN=*.blob.core.windows.net,*.blob.core.windows.net,*.z50.blob.storage.azure.net,"CN=Microsoft RSA TLS CA 02, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 02,Microsoft Corporation,94c49cd9c95c0348569065efc1ef7f42,52df32add0627d2d60921963b0e3c9ebf8b970287a045743b7f18d085dbaf47b,True,ctls,productionresultssa0.blob.core.windows.net,443,https://productionresultssa0.blob.core.windows.net:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,52.239.169.164,/,636012738,52.239.169.196,Microsoft HTTPAPI:2.0,3,False,,azure,True,,
productionresultssa1.blob.core.windows.net/,,400,351,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.239.232.0/24,productionresultssa1.blob.core.windows.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-22T00:20:24Z,2024-03-22T00:20:24Z,CN=*.blob.core.windows.net,*.blob.core.windows.net,*.z50.blob.storage.azure.net,"CN=Microsoft RSA TLS CA 02, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 02,Microsoft Corporation,94c49cd9c95c0348569065efc1ef7f42,52df32add0627d2d60921963b0e3c9ebf8b970287a045743b7f18d085dbaf47b,True,ctls,productionresultssa1.blob.core.windows.net,443,https://productionresultssa1.blob.core.windows.net:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,52.239.170.4,/,1719157378,52.239.169.164,Microsoft HTTPAPI:2.0,3,False,,azure,True,,
productionresultssa2.blob.core.windows.net/,,400,351,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.239.232.0/24,productionresultssa2.blob.core.windows.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-22T00:20:24Z,2024-03-22T00:20:24Z,CN=*.blob.core.windows.net,*.blob.core.windows.net,*.z50.blob.storage.azure.net,"CN=Microsoft RSA TLS CA 02, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 02,Microsoft Corporation,94c49cd9c95c0348569065efc1ef7f42,52df32add0627d2d60921963b0e3c9ebf8b970287a045743b7f18d085dbaf47b,True,ctls,productionresultssa2.blob.core.windows.net,443,https://productionresultssa2.blob.core.windows.net:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,52.239.170.4,/,-2077486481,52.239.169.164,Microsoft HTTPAPI:2.0,3,False,,azure,True,,
productionresultssa3.blob.core.windows.net/,,400,351,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.239.232.0/24,productionresultssa3.blob.core.windows.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-22T00:20:24Z,2024-03-22T00:20:24Z,CN=*.blob.core.windows.net,*.blob.core.windows.net,*.z50.blob.storage.azure.net,"CN=Microsoft RSA TLS CA 02, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 02,Microsoft Corporation,94c49cd9c95c0348569065efc1ef7f42,52df32add0627d2d60921963b0e3c9ebf8b970287a045743b7f18d085dbaf47b,True,ctls,productionresultssa3.blob.core.windows.net,443,https://productionresultssa3.blob.core.windows.net:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,52.239.170.4,/,-1537002323,52.239.169.196,Microsoft HTTPAPI:2.0,3,False,,azure,True,,
productionresultssa4.blob.core.windows.net/,,400,351,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,52.239.232.0/24,productionresultssa4.blob.core.windows.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-22T00:20:24Z,2024-03-22T00:20:24Z,CN=*.blob.core.windows.net,*.blob.core.windows.net,*.z50.blob.storage.azure.net,"CN=Microsoft RSA TLS CA 02, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 02,Microsoft Corporation,94c49cd9c95c0348569065efc1ef7f42,52df32add0627d2d60921963b0e3c9ebf8b970287a045743b7f18d085dbaf47b,True,ctls,productionresultssa4.blob.core.windows.net,443,https://productionresultssa4.blob.core.windows.net:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,52.239.169.196,/,-1938203028,52.239.170.4,Microsoft HTTPAPI:2.0,3,False,,azure,True,,
provisionerk8s.gcr.io,,404,40,AS15169,GOOGLE,US,74.125.136.0/21,provisionerk8s.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:03:36Z,2023-07-17T12:03:35Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,4b65d0422edcd8e4724530df21f917c7,701895538bb6c2e5e6ab6e967805288159de65ff78ec80f79e614e2c33939bd1,True,ctls,provisionerk8s.gcr.io,443,https://provisionerk8s.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.140.82,/,302920777,2a00:1450:400c:c08::52,HTTP/3,1,False,,,,,
q0dssijp-netonfluence.docs.canary.k8s.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.159.0.0/16,q0dssijp-netonfluence.docs.canary.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,q0dssijp-netonfluence.docs.canary.k8s.io,443,https://q0dssijp-netonfluence.docs.canary.k8s.io:443,https,Netlify,text/plain,GET,34.159.58.69,/,2077928425,2a05:d014:275:cb00::c8,Netlify,1,False,"Netlify, Inc",google,True,,
raw.githubusercontent.com,GitHub: Let’s build from here · GitHub,200,227569,AS54113,AS54113,Unknown,185.199.108.0/22,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://raw.githubusercontent.com:443,https,GitHub.com,text/html,GET,185.199.108.133,/,1607713408,2606:50c0:8003::154,HSTS,2366,False,"GitHub, Inc.",,,https://github.com/,opengraph.githubassets.com
rel.canary.k8s.io,Kubernetes,200,22404,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,443,https://rel.canary.k8s.io:443,https,Netlify,text/html,GET,34.107.204.206,/,-2049651815,2600:1901:0:26f3::,YouTube,38,False,,google,True,https://kubernetes.io/,
release-0-1.cluster-api.sigs.k8s.io,Introduction · The Cluster API Book,200,16811,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.159.0.0/16,release-0-1.cluster-api.sigs.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-17T02:42:39Z,2023-06-15T02:42:38Z,CN=cluster-api.sigs.k8s.io,cluster-api.sigs.k8s.io,release-1-4.cluster-api.sigs.k8s.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d41452f228a2abc01a6225ac38fd7935,92eeb88b57aeec91da9258b50f1dfbd14b88915d3d386df979873f4f9776e3f9,,ctls,release-0-1.cluster-api.sigs.k8s.io,80,http://release-0-1.cluster-api.sigs.k8s.io:80,http,Netlify,text/html,GET,34.159.132.250,/,-1160966609,2a05:d014:275:cb01::c8,Netlify,526,False,,google,True,https://release-0-1.cluster-api.sigs.k8s.io/,
release-0-4.cluster-api.sigs.k8s.io,Introduction - The Cluster API Book,200,29212,AS396982,GOOGLE-CLOUD-PLATFORM,US,35.199.128.0/18,release-0-4.cluster-api.sigs.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-17T02:42:39Z,2023-06-15T02:42:38Z,CN=cluster-api.sigs.k8s.io,cluster-api.sigs.k8s.io,release-1-4.cluster-api.sigs.k8s.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d41452f228a2abc01a6225ac38fd7935,92eeb88b57aeec91da9258b50f1dfbd14b88915d3d386df979873f4f9776e3f9,,ctls,release-0-4.cluster-api.sigs.k8s.io,443,https://release-0-4.cluster-api.sigs.k8s.io:443,https,Netlify,text/html,GET,35.198.80.163,/,-163036213,2a05:d014:275:cb01::c8,Netlify,258,False,,google,True,,
release-1-2.cluster-api.sigs.k8s.io,Introduction - The Cluster API Book,200,35657,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.143.0.0/18,release-1-2.cluster-api.sigs.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-17T02:42:39Z,2023-06-15T02:42:38Z,CN=cluster-api.sigs.k8s.io,cluster-api.sigs.k8s.io,release-1-4.cluster-api.sigs.k8s.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d41452f228a2abc01a6225ac38fd7935,92eeb88b57aeec91da9258b50f1dfbd14b88915d3d386df979873f4f9776e3f9,,ctls,release-1-2.cluster-api.sigs.k8s.io,80,http://release-1-2.cluster-api.sigs.k8s.io:80,http,Netlify,text/html,GET,34.141.11.154,/,1271698141,34.141.28.239,Netlify,275,False,,google,True,https://release-1-2.cluster-api.sigs.k8s.io/,
releases.canary.k8s.io,Kubernetes,200,22404,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,443,https://releases.canary.k8s.io:443,https,Netlify,text/html,GET,34.107.204.206,/,-2049651815,2600:1901:0:26f3::,YouTube,38,False,,google,True,https://kubernetes.io/,
replacek8s.gcr.io,,404,36,AS15169,GOOGLE,US,74.125.192.0/20,replacek8s.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,replacek8s.gcr.io,443,https://replacek8s.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.206.82,/,302920777,2a00:1450:400c:c04::52,HTTP/3,1,False,,,,,
resizerk8s.gcr.io,,404,36,AS15169,GOOGLE,US,173.194.96.0/21,resizerk8s.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,resizerk8s.gcr.io,443,https://resizerk8s.gcr.io:443,https,Docker Registry,text/plain,GET,173.194.76.82,/,302920777,2a00:1450:400c:c07::52,HTTP/3,1,False,,,,,
secured-user-images.githubusercontent.com/,,403,243,AS54113,AS54113,Unknown,185.199.108.0/22,secured-user-images.githubusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,secured-user-images.githubusercontent.com,443,https://secured-user-images.githubusercontent.com:443,https,GitHub Cloud,application/xml,GET,185.199.108.133,/,1899625045,185.199.109.133,Varnish,2,False,"GitHub, Inc.",,,,
service.now.comsivaev-fr-kusanagiommunityaime-demo-kubectl.docs.k8s.io,,404,50,AS16509,AS16509,Unknown,18.200.0.0/14,,,,,,,,,,,,,,,,,,,,80,http://service.now.comsivaev-fr-kusanagiommunityaime-demo-kubectl.docs.k8s.io:80,http,Netlify,text/plain,GET,18.192.231.252,/,-1168313725,2a05:d014:275:cb00::c8,Netlify,1,False,,,,,
sigs.kubernetes.io,Kubernetes SIGs · GitHub,200,212951,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://sigs.kubernetes.io:443,https,GitHub.com,text/html,GET,34.107.204.206,/,233801844,2600:1901:0:26f3::,HSTS,2643,False,"GitHub, Inc.",google,True,https://github.com/kubernetes-sigs/,spotlights-feed.github.com
slack.canary.kubernetes.io,Kubernetes,200,22404,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,443,https://slack.canary.kubernetes.io:443,https,Netlify,text/html,GET,34.107.204.206,/,-2049651815,2600:1901:0:26f3::,YouTube,38,False,,google,True,https://kubernetes.io/,
spotlights-feed.github.com,Published spotlights,200,184261,AS54113,AS54113,Unknown,185.199.108.0/22,spotlights-feed.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,True,ctls,spotlights-feed.github.com,443,https://spotlights-feed.github.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,-1493334710,2606:50c0:8000::153,Varnish,3567,False,"GitHub, Inc.",,,,
ssima100.docs.k8s.io,,404,50,AS16509,AS16509,Unknown,35.160.0.0/13,,,,,,,,,,,,,,,,,,,,80,http://ssima100.docs.k8s.io:80,http,Netlify,text/plain,GET,35.156.224.161,/,1845394809,2a05:d014:275:cb02::c8,Netlify,1,False,,,,,
stackk8s.gcr.io,,404,34,AS15169,GOOGLE,US,74.125.192.0/20,stackk8s.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,stackk8s.gcr.io,443,https://stackk8s.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.206.82,/,302920777,2a00:1450:400c:c04::52,HTTP/3,1,False,,,,,
staging-k8s.gcr.io,Container Registry  |  Google Cloud,200,751574,AS15169,GOOGLE,US,74.125.136.0/21,cloud.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,cloud.google.com,443,https://staging-k8s.gcr.io:443,https,Google Frontend,text/html,GET,74.125.133.82,/,1557271534,2a00:1450:400c:c07::52,HTTP/3,29423,False,,,,https://cloud.google.com/container-registry/,https://csp.withgoogle.com/csp/devsite/v2
store-022-qs.8mbk8s.gcr.io,,404,45,AS15169,GOOGLE,US,74.125.192.0/20,store-022-qs.8mbk8s.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-17T08:24:47Z,2023-07-10T08:24:46Z,CN=*.googlecode.com,*.googlecode.com,googlecode.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccd23e40bdd6360539f037f5ccae2b49,f33ab72d0932a89322ca576477e1b8b6f94765b2b79402148778690556082337,True,ctls,store-022-qs.8mbk8s.gcr.io,443,https://store-022-qs.8mbk8s.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.206.82,/,302920777,74.125.206.82,HTTP/3,1,False,,,,,
submit-queue.canary.kubernetes.io,Kubernetes,200,22404,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,80,http://submit-queue.canary.kubernetes.io:80,http,Netlify,text/html,GET,34.107.204.206,/,-2049651815,2600:1901:0:26f3::,YouTube,38,False,,google,True,https://kubernetes.io/,
