input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_expired,tls_self_signed
e.allin.allin.movilepay.com,,,2,e.allin.allin.movilepay.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-11T15:37:27Z,CN=e.allin.allin.movilepay.com,e.allin.allin.movilepay.com,,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,ctls,e.allin.allin.movilepay.com,443,https://e.allin.allin.movilepay.com:443,https,Apache,text/html,GET,186.202.41.26,Apache,1,,,
img.allin.allin.movilepay.com,,,,img.allin.allin.movilepay.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-09T17:04:23Z,CN=img.allin.allin.movilepay.com,img.allin.allin.movilepay.com,,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,ctls,img.allin.allin.movilepay.com,443,https://img.allin.allin.movilepay.com:443,https,Apache,text/html,GET,177.153.231.26,Apache,1,,,
img.allin.movilepay.com,,,,img.allin.movilepay.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-10-19T22:19:05Z,"emailAddress=root@destiny0005, CN=destiny0005, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@destiny0005",destiny0005,SomeOrganization,"emailAddress=root@destiny0005, CN=destiny0005, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@destiny0005",destiny0005,SomeOrganization,ctls,img.allin.movilepay.com,443,https://img.allin.movilepay.com:443,https,Apache,text/html,GET,177.153.231.26,Apache,1,,True,True
movilepay.com,Service Unavailable,,268,www.movilepay.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,"CN=www.ifood.com.br, O=IFOOD.COM AGENCIA DE RESTAURANTES ONLINE S.A., L=Osasco, ST=Sao Paulo, C=BR",www.ifood.com.br,IFOOD.COM AGENCIA DE RESTAURANTES ONLINE S.A.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.movilepay.com,443,https://movilepay.com:443,https,AkamaiGHost,text/html,GET,13.32.99.89,HSTS,9,True,,
www.movilepay.com,Service Unavailable,,268,www.movilepay.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,"CN=www.ifood.com.br, O=IFOOD.COM AGENCIA DE RESTAURANTES ONLINE S.A., L=Osasco, ST=Sao Paulo, C=BR",www.ifood.com.br,IFOOD.COM AGENCIA DE RESTAURANTES ONLINE S.A.,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.movilepay.com,443,https://www.movilepay.com:443,https,AkamaiGHost,text/html,GET,2.17.100.184,HSTS,9,,,
