input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn,tls_self_signed
eu-pluto-coll-pg.gravityzone.bitdefender.com,,,24,eu-pluto-coll-pg.gravityzone.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T10:00:59Z,CN=eu-pluto-coll-pg.gravityzone.bitdefender.com,eu-pluto-coll-pg.gravityzone.bitdefender.com,,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ctls,eu-pluto-coll-pg.gravityzone.bitdefender.com,443,https://eu-pluto-coll-pg.gravityzone.bitdefender.com:443,https,Google Frontend,application/json,GET,142.250.186.147,Google Cloud Trace,1,,
eu-tc.gravityzone.bitdefender.com,Bitdefender GravityZone Control Center,,16890,eu-tc.gravityzone.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,eu-tc.gravityzone.bitdefender.com,443,https://eu-tc.gravityzone.bitdefender.com:443,https,nginx,text/html,GET,35.207.101.25,Nginx,203,True,
eu.nimbus.bitdefender.net,,,11,eu.nimbus.bitdefender.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,eu.nimbus.bitdefender.net,443,https://eu.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.120.68.241,HTTP/3,1,True,
explore-lb.bitdefender.com,PathFactory - Resource Not Found,,1901,explore-lb.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,CN=*.pathfactory.com,*.pathfactory.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,explore-lb.bitdefender.com,443,https://explore-lb.bitdefender.com:443,https,,text/html,GET,52.2.159.125,,92,,
explore.bitdefender.com,PathFactory,,11562,bitdefender.lookbookhq.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,CN=*.pathfactory.com,*.pathfactory.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,bitdefender.lookbookhq.com,443,https://explore.bitdefender.com:443,https,,text/html,GET,104.18.169.222,Ruby on Rails,488,True,
external-api.data.bitdefender.com,404 Not Found,,232,external-api.data.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=external-api.data.bitdefender.com,external-api.data.bitdefender.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,external-api.data.bitdefender.com,443,https://external-api.data.bitdefender.com:443,https,nginx/1.22.0,text/html,GET,52.30.173.69,Nginx:1.22.0,5,,
f-secure-ad67cfff-824f-4345-b87b-93695805f675.2d7dd.cdn.bitdefender.net,403 Forbidden,,153,f-secure-ad67cfff-824f-4345-b87b-93695805f675.2d7dd.cdn.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:00:00Z,"CN=*.2d7dd.cdn.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.2d7dd.cdn.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,f-secure-ad67cfff-824f-4345-b87b-93695805f675.2d7dd.cdn.bitdefender.net,443,https://f-secure-ad67cfff-824f-4345-b87b-93695805f675.2d7dd.cdn.bitdefender.net:443,https,nginx,text/html,GET,152.195.133.11,Nginx,8,,
feeds.ti.bitdefender.com,401 Authorization Required,,172,feeds.ti.bitdefender.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-05T06:42:25Z,CN=ti.bitdefender.com,ti.bitdefender.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,feeds.ti.bitdefender.com,443,https://feeds.ti.bitdefender.com:443,https,nginx,text/html,GET,81.161.59.222,Nginx,8,,
flow-lb.bitdefender.net,,,21,flow-lb.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T13:16:09Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,flow-lb.bitdefender.net,443,https://flow-lb.bitdefender.net:443,https,,text/plain,GET,81.161.59.59,HSTS,1,,True
flow.bitdefender.net,,,9,flow.bitdefender.net,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,flow.bitdefender.net,443,https://flow.bitdefender.net:443,https,cloudflare,text/html,GET,104.17.108.108,Node.js,1,True,
forensics-api-dev.bitdefender.net,,,23,forensics-api-dev.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T00:00:00Z,CN=*.bitdefender-testing.com,*.bitdefender-testing.com,,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ctls,forensics-api-dev.bitdefender.net,443,https://forensics-api-dev.bitdefender.net:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,195.189.155.91,Ubuntu,1,,
fra-dns.bitdefender.net,,,1,fra-dns.bitdefender.net,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,"CN=dns.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",dns.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,fra-dns.bitdefender.net,443,https://fra-dns.bitdefender.net:443,https,,text/plain,GET,35.242.226.78,HSTS,2,True,
frams.bitdefender.com,Bitdefender - Global Leader in Cybersecurity Software,,132470,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://frams.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Java,3272,True,
free.bitdefender.com,Bitdefender Free Antivirus for Windows - Download Software,,237616,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://free.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Java,6187,True,
go.bitdefender.com,,,,go.bitdefender.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-18T07:03:32Z,CN=go.bitdefender.com,go.bitdefender.com,,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,go.bitdefender.com,443,https://go.bitdefender.com:443,https,,,GET,44.239.44.143,HSTS,1,,
gravityzone.bitdefender.com,Bitdefender GravityZone Control Center,,16890,gravityzone.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,gravityzone.bitdefender.com,443,https://gravityzone.bitdefender.com:443,https,nginx,text/html,GET,35.207.101.25,Nginx,203,True,
gzevents-dev.dev.rmm.bitdefender.com,Microsoft Azure Web App - Error 404,,2667,,,,,,,,,,,,,,80,http://gzevents-dev.dev.rmm.bitdefender.com:80,http,,text/html,GET,20.40.202.21,,87,True,
gzevents-uat.dev.rmm.bitdefender.com,Your Azure Function App is up and running.,,150093,gzevents-uat.dev.rmm.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-23T00:00:00Z,CN=gzevents-uat.dev.rmm.bitdefender.com,gzevents-uat.dev.rmm.bitdefender.com,,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ctls,gzevents-uat.dev.rmm.bitdefender.com,443,https://gzevents-uat.dev.rmm.bitdefender.com:443,https,,text/html,GET,13.69.68.12,,300,True,
help.gravityzone.bitdefender.com,Bitdefender B2B Help Center,,16470,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://help.gravityzone.bitdefender.com:443,https,cloudflare,text/html,GET,143.204.215.4,Font Awesome,75,True,
horizon.bitdefender.net,Bitdefender,,652,horizon.bitdefender.net,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,horizon.bitdefender.net,443,https://horizon.bitdefender.net:443,https,cloudflare,text/html,GET,104.17.107.108,Google Cloud CDN,1,True,
hotforsecurity.bitdefender.com,Consumer Insights,,281719,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://hotforsecurity.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.169.222,Vue.js,176,True,
hq.nimbus.bitdefender.net,,,11,hq.nimbus.bitdefender.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,hq.nimbus.bitdefender.net,443,https://hq.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.120.243.77,HTTP/3,1,True,
ingestors-eu.bmdr.bitdefender.com,,,35,ingestors-eu.bmdr.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,"CN=*.bmdr.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bmdr.bitdefender.com,Bitdefender SRL,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ingestors-eu.bmdr.bitdefender.com,443,https://ingestors-eu.bmdr.bitdefender.com:443,https,,application/json,GET,35.207.140.135,Google Cloud CDN,2,True,
ingestors-us.bmdr.bitdefender.com,,,35,ingestors-us.bmdr.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,"CN=*.bmdr.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bmdr.bitdefender.com,Bitdefender SRL,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ingestors-us.bmdr.bitdefender.com,443,https://ingestors-us.bmdr.bitdefender.com:443,https,,application/json,GET,35.212.15.249,Google Cloud CDN,2,True,
intellizone.bitdefender.com,Attention Required! | Cloudflare,,4517,intellizone.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,intellizone.bitdefender.com,443,https://intellizone.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Cloudflare,94,True,
ipm-lb.bitdefender.com,404 Not Found,,162,ipm-lb.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ipm-lb.bitdefender.com,443,https://ipm-lb.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Cloudflare,8,True,
ipm.bitdefender.com,404,,74910,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://ipm.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.169.222,Java,2322,True,
ipswitch-759594bd-57cf-4d10-811d-cf607fe24078.2d7dd.cdn.bitdefender.net,404 - Not Found,,345,ipswitch-759594bd-57cf-4d10-811d-cf607fe24078.2d7dd.cdn.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:00:00Z,"CN=*.2d7dd.cdn.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.2d7dd.cdn.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ipswitch-759594bd-57cf-4d10-811d-cf607fe24078.2d7dd.cdn.bitdefender.net,443,https://ipswitch-759594bd-57cf-4d10-811d-cf607fe24078.2d7dd.cdn.bitdefender.net:443,https,ECAcc (frb/6691),text/html,GET,152.195.133.11,Azure CDN,12,,
ivanti-60013e4c-1d97-4269-b5b7-625530f25c30.2d7dd.cdn.bitdefender.net,403 Forbidden,,555,ivanti-60013e4c-1d97-4269-b5b7-625530f25c30.2d7dd.cdn.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:00:00Z,"CN=*.2d7dd.cdn.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.2d7dd.cdn.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ivanti-60013e4c-1d97-4269-b5b7-625530f25c30.2d7dd.cdn.bitdefender.net,443,https://ivanti-60013e4c-1d97-4269-b5b7-625530f25c30.2d7dd.cdn.bitdefender.net:443,https,nginx,text/html,GET,152.195.133.11,Nginx,14,,
kb.bitdefender.com,Bitdefender B2B Help Center,,16470,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://kb.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Font Awesome,75,True,
labs.bitdefender.com,Bitdefender Labs,,215969,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://labs.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Vue.js,224,True,
latin.bitdefender.com,Bitdefender - Líder mundial en software de seguridad informática,,123571,www.bitdefender.es,443,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.","CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ctls,www.bitdefender.es,443,https://latin.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Java,3160,True,
linux.bitdefender.com,Bitdefender - Global Leader in Cybersecurity Software,,132470,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://linux.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Java,3272,True,
login.bitdefender.com,Attention Required! | Cloudflare,,4517,login.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,login.bitdefender.com,443,https://login.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Cloudflare,94,True,
login.bitdefender.net,Bitdefender Account,,4228,account.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,account.bitdefender.com,443,https://login.bitdefender.net:443,https,cloudflare,text/html,GET,104.17.108.108,HSTS,78,True,
logmein-49b66164-6e2e-475b-a860-2d728211586c.2d7dd.cdn.bitdefender.net,403 Forbidden,,555,logmein-49b66164-6e2e-475b-a860-2d728211586c.2d7dd.cdn.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:00:00Z,"CN=*.2d7dd.cdn.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.2d7dd.cdn.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,logmein-49b66164-6e2e-475b-a860-2d728211586c.2d7dd.cdn.bitdefender.net,443,https://logmein-49b66164-6e2e-475b-a860-2d728211586c.2d7dd.cdn.bitdefender.net:443,https,nginx,text/html,GET,152.195.133.11,Nginx,14,,
lon-dns.bitdefender.net,,,1,lon-dns.bitdefender.net,443,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,"CN=dns.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",dns.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,lon-dns.bitdefender.net,443,https://lon-dns.bitdefender.net:443,https,,text/plain,GET,35.242.158.191,HSTS,2,True,
lv2-lb.bitdefender.com,404 Not Found,,162,lv2-lb.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,lv2-lb.bitdefender.com,443,https://lv2-lb.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Cloudflare,8,True,
lv2.bitdefender.com,404 Not Found,,564,lv2.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,lv2.bitdefender.com,443,https://lv2.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.169.222,Cloudflare,14,True,
m.bitdefender.com,Bitdefender - Global Leader in Cybersecurity Software,,132470,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://m.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Java,3272,True,
mastercard.bitdefender.com,Bitdefender - Global Leader in Cybersecurity Software,,132470,www.bitdefender.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.bitdefender.com,443,https://mastercard.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,Java,3272,True,
mclb-gcp.nimbus.bitdefender.net,,,11,mclb-gcp.nimbus.bitdefender.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,mclb-gcp.nimbus.bitdefender.net,443,https://mclb-gcp.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.149.211.227,HTTP/3,1,True,
mdm-ios.bitdefender.net,,,,mdm-ios.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T00:00:00Z,"CN=mdm-ios.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",mdm-ios.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,mdm-ios.bitdefender.net,443,https://mdm-ios.bitdefender.net:443,https,nginx,,GET,81.161.59.42,Nginx,1,,
mdr.bitdefender.com,MDR,,20199,mdr.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,CN=mdr.bitdefender.com,mdr.bitdefender.com,,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ctls,mdr.bitdefender.com,443,https://mdr.bitdefender.com:443,https,nginx/1.18.0,text/html,GET,3.78.18.168,Nginx:1.18.0,109,,
mdrt.bitdefender.com,MDR,,20502,mdrt.bitdefender.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,CN=mdrt.bitdefender.com,mdrt.bitdefender.com,,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,mdrt.bitdefender.com,443,https://mdrt.bitdefender.com:443,https,nginx/1.18.0,text/html,GET,18.185.217.59,Nginx:1.18.0,106,,
microfocus-2dcb60a8-26c9-4560-9cc2-34a16ea5f6e6.2d7dd.cdn.bitdefender.net,403 Forbidden,,555,microfocus-2dcb60a8-26c9-4560-9cc2-34a16ea5f6e6.2d7dd.cdn.bitdefender.net,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:00:00Z,"CN=*.2d7dd.cdn.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.2d7dd.cdn.bitdefender.net,Bitdefender SRL,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,microfocus-2dcb60a8-26c9-4560-9cc2-34a16ea5f6e6.2d7dd.cdn.bitdefender.net,443,https://microfocus-2dcb60a8-26c9-4560-9cc2-34a16ea5f6e6.2d7dd.cdn.bitdefender.net:443,https,nginx,text/html,GET,152.195.133.11,Nginx,14,,
