input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_
ma.jora.com,Jora | Making Job Search Easier,200,11867,www.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,www.jora.com,cloudflare,443,https://ma.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,524685743,2606:4700::6810:6710,Ruby on Rails,54,False,True,,https://www.jora.com/,
mm.jora.com,Jora | Making Job Search Easier,200,11867,www.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,www.jora.com,cloudflare,443,https://mm.jora.com:443,https,cloudflare,text/html,GET,104.16.103.16,/,299504742,2606:4700::6810:6710,Ruby on Rails,54,False,True,,https://www.jora.com/,
mmail.jora.com,Log in to Mandrill,200,2935,mmail.jora.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,"CN=mandrillapp.com, O=The Rocket Science Group LLC, L=Atlanta, ST=Georgia, C=US",mandrillapp.com,The Rocket Science Group LLC,*.mandrillapp.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,cfaa09239e5a9df19711094b3a4f24c8,941925ec72042660ad13fd678b1217ba9de12cf370ad4ce1f669b21b99f8c445,True,ctls,mmail.jora.com,,443,https://mmail.jora.com:443,https,nginx/1.12.2,text/html,GET,34.253.241.177,/,-248533138,54.78.186.219,PHP,58,False,,True,https://mmail.jora.com/login/?referrer=%2F,
mx.jora.com,Empleos | Buscar trabajos | Jora,200,60233,mx.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,mx.jora.com,cloudflare,443,https://mx.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,-1840324437,2606:4700::6810:6710,Ruby on Rails,60,False,True,,,
my.jora.com,Job Search Malaysia | Jawatan Kosong dari Jora,200,58504,my.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,my.jora.com,cloudflare,443,https://my.jora.com:443,https,cloudflare,text/html,GET,104.16.103.16,/,-1840324437,2606:4700::6810:6710,Ruby on Rails,60,False,True,,,
nz.jora.com,Job Search New Zealand | Jora,200,56111,nz.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,nz.jora.com,cloudflare,443,https://nz.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,-1840324437,2606:4700::6810:6810,Ruby on Rails,60,False,True,,,
pe.jora.com,Vacantes | Buscar trabajo | Jora,200,57910,pe.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,pe.jora.com,cloudflare,443,https://pe.jora.com:443,https,cloudflare,text/html,GET,104.16.103.16,/,-1840324437,2606:4700::6810:6710,Ruby on Rails,60,False,True,,,
pendo-static-5391521872216064.storage.googleapis.com,,403,300,pendo-static-5391521872216064.storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:11Z,2023-07-17T12:00:10Z,CN=*.storage.googleapis.com,*.storage.googleapis.com,,*.storage-download.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,da7852378318e50a234a6d21ec8d0161,272b97eaaaef1ba3672d55ac2b3bff137246c12d5d0b403493b997a4396ddcb5,True,ctls,pendo-static-5391521872216064.storage.googleapis.com,,443,https://pendo-static-5391521872216064.storage.googleapis.com:443,https,UploadServer,application/xml,GET,142.250.185.112,/,501560377,2a00:1450:4001:829::2010,HTTP/3,1,False,,,,
pendo-static-5634101834153984.storage.googleapis.com,,403,300,pendo-static-5634101834153984.storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:24:28Z,2023-07-10T08:24:27Z,CN=*.storage.googleapis.com,*.storage.googleapis.com,,*.storage-download.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e371ff4e7f9da6bf09b0fc933e443605,49fa95533f8bfb981523f6649d9d85ab34a3daec3e57f0b1b85e0a65dbe1b659,True,ctls,pendo-static-5634101834153984.storage.googleapis.com,,443,https://pendo-static-5634101834153984.storage.googleapis.com:443,https,UploadServer,application/xml,GET,172.217.16.144,/,501560377,2a00:1450:4001:801::2010,HTTP/3,1,False,,,,
ph.jora.com,Job Search Philippines | Jora,200,51892,ph.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,ph.jora.com,cloudflare,443,https://ph.jora.com:443,https,cloudflare,text/html,GET,104.16.103.16,/,-1840324437,2606:4700::6810:6710,Ruby on Rails,60,False,True,,,
pk.jora.com,Jora | Making Job Search Easier,200,11867,www.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,www.jora.com,cloudflare,443,https://pk.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,690310502,2606:4700::6810:6710,Ruby on Rails,54,False,True,,https://www.jora.com/,
production-firefly.jora.com,Firefly,200,11395,production-firefly.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,production-firefly.jora.com,cloudflare,443,https://production-firefly.jora.com:443,https,cloudflare,text/html,GET,104.16.103.16,/,-1840324437,2606:4700::6810:6710,Ruby on Rails,165,False,True,,https://production-firefly.jora.com/users/sign_in,
production-uap.jora.com,Universal Ad Publisher,200,2555,production-uap.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,production-uap.jora.com,cloudflare,443,https://production-uap.jora.com:443,https,cloudflare,text/html,GET,104.16.103.16,/,-1840324437,2606:4700::6810:6810,Ruby on Rails,43,False,True,,,
pt.jora.com,Jora Portugal: Pesquise Ofertas de Emprego,200,59745,pt.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,pt.jora.com,cloudflare,443,https://pt.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,-1840324437,2606:4700::6810:6810,Ruby on Rails,60,False,True,,,
qa.jora.com,Jora | Making Job Search Easier,200,11867,www.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,www.jora.com,cloudflare,443,https://qa.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,63915623,2606:4700::6810:6710,Ruby on Rails,54,False,True,,https://www.jora.com/,
seek-admin.okta.com,SEEK - Sign In,200,24857,seek.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,seek.okta.com,,443,https://seek-admin.okta.com:443,https,nginx,text/html,GET,76.223.42.213,/,-599803935,13.248.165.67,Nginx,511,False,,,https://seek.okta.com/oauth2/v1/authorize?response_type=code&response_mode=query&client_id=okta.b58d5b75-07d4-5f25-bf59-368a1261a405&redirect_uri=https%3A%2F%2Fseek-admin.okta.com%2Fadmin%2Fsso%2Fcallback&scope=openid&state=Zurs1WLk6Z2-XxzGVnGCu2vovFgki5fa&nonce=r-pjt15cToO7Bg5INYlo5Lfvm6YaC5ub&code_challenge=1oTNKNEy0MuXs1q_k1nLe2nLcAHhMYMGgjZah2iEkHc&code_challenge_method=S256,*.authenticatorlocalprod.com:65121
seek.kerberos.okta.com,My Apps Dashboard | SEEK,200,8934,seek.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,seek.okta.com,,443,https://seek.kerberos.okta.com:443,https,nginx,text/html,GET,13.248.165.67,/,-599803935,76.223.42.213,Nginx,183,False,,,https://seek.okta.com/app/UserHome?iss=https%3A%2F%2Fseek.okta.com&session_hint=AUTHENTICATED,fonts.gstatic.com
seek.okta.com,My Apps Dashboard | SEEK,200,8934,seek.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,seek.okta.com,,443,https://seek.okta.com:443,https,nginx,text/html,GET,13.248.165.67,/,-599803935,76.223.42.213,Nginx,183,False,,,https://seek.okta.com/app/UserHome?iss=https%3A%2F%2Fseek.okta.com&session_hint=AUTHENTICATED,seek-admin.okta.com
sg.jora.com,Job Search Singapore | jobsDB,200,58823,sg.jobsdb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-26T00:00:00Z,2023-09-26T23:59:59Z,"CN=sg.jobsdb.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sg.jobsdb.com,"Cloudflare, Inc.",*.news.sg.jobsdb.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f7b18e8a66a3b3d092c602988968cd66,fd4f424cac251925ffa1cf47907ac963e87f86358bffa3a008759e594de0cc8e,True,ctls,sg.jobsdb.com,cloudflare,443,https://sg.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,-1840324437,2606:4700::6810:6710,Ruby on Rails,47,False,True,,https://sg.jobsdb.com/,
staging-cdn.jora.com,,403,243,jora-assets-candix-dev.s3-us-west-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-01-21T23:59:59Z,CN=*.s3-us-west-1.amazonaws.com,*.s3-us-west-1.amazonaws.com,,s3-deprecated.us-west-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a7731665aa51cfb8a34632ba05ff0396,9765b2e601b54cda73361d013ab6af19197df90fe4ee10003d4bbd1b86f9feac,True,ctls,jora-assets-candix-dev.s3-us-west-1.amazonaws.com,cloudflare,443,https://staging-cdn.jora.com:443,https,AmazonS3,application/xml,GET,104.16.103.16,/,1472446878,2606:4700::6810:6810,Amazon Web Services,2,False,True,,https://jora-assets-candix-dev.s3-us-west-1.amazonaws.com/,
t.mail.jora.com,Log in to Mandrill,200,2935,t.mail.jora.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,"CN=mandrillapp.com, O=The Rocket Science Group LLC, L=Atlanta, ST=Georgia, C=US",mandrillapp.com,The Rocket Science Group LLC,*.mandrillapp.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,cfaa09239e5a9df19711094b3a4f24c8,941925ec72042660ad13fd678b1217ba9de12cf370ad4ce1f669b21b99f8c445,True,ctls,t.mail.jora.com,,443,https://t.mail.jora.com:443,https,nginx/1.4.6 (Ubuntu),text/html,GET,54.78.186.219,/,-248533138,34.255.97.37,Ubuntu,58,False,,True,https://t.mail.jora.com/login/?referrer=%2F,
th.jora.com,หางาน สมัครงานในประเทศไทย | Jora Thailand,200,64599,th.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,th.jora.com,cloudflare,443,https://th.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,-1840324437,2606:4700::6810:6810,Ruby on Rails,60,False,True,,,
tn.jora.com,Jora | Making Job Search Easier,200,11867,www.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,www.jora.com,cloudflare,443,https://tn.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,516812311,2606:4700::6810:6810,Ruby on Rails,54,False,True,,https://www.jora.com/,
uk.jora.com,Job Search United Kingdom | Jora,200,35393,uk.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,uk.jora.com,cloudflare,443,https://uk.jora.com:443,https,cloudflare,text/html,GET,104.16.103.16,/,-1840324437,2606:4700::6810:6810,Ruby on Rails,60,False,True,,,
usw1.jora.com,502 Bad Gateway,502,508,usw1.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,usw1.jora.com,cloudflare,443,https://usw1.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,-907569546,2606:4700::6810:6810,Cloudflare,8,False,True,,,
ve.jora.com,Jora | Making Job Search Easier,200,11867,www.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,www.jora.com,cloudflare,443,https://ve.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,-1148429300,2606:4700::6810:6810,Ruby on Rails,54,False,True,,https://www.jora.com/,
vn.jora.com,Tìm việc tại trang tìm kiếm việc làm số 1 Việt Nam | JobStreet,200,62454,www.jobstreet.vn,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-14T00:00:00Z,2023-06-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a1f583e82f0169bd554961bd12b1ccae,c202d0f8b3ba927695e0b9290d20b837262691fdb7460c077612e67fc4d20bc7,True,ctls,www.jobstreet.vn,cloudflare,443,https://vn.jora.com:443,https,cloudflare,text/html,GET,104.16.103.16,/,-1840324437,2606:4700::6810:6810,Ruby on Rails,48,False,True,,https://www.jobstreet.vn/,
www.jora.com,Jora | Making Job Search Easier,200,11867,www.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,www.jora.com,cloudflare,443,https://www.jora.com:443,https,cloudflare,text/html,GET,104.16.104.16,/,2004189302,2606:4700::6810:6810,Ruby on Rails,54,False,True,,,
zendesk1.jora.com,,403,16,zendesk1.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,zendesk1.jora.com,cloudflare,443,https://zendesk1.jora.com:443,https,cloudflare,text/plain,GET,162.159.138.6,/,,162.159.128.7,Cloudflare,1,False,True,,,
zendesk2.jora.com,,403,16,zendesk2.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,zendesk2.jora.com,cloudflare,443,https://zendesk2.jora.com:443,https,cloudflare,text/plain,GET,162.159.138.6,/,,162.159.128.7,Cloudflare,1,False,True,,,
zendesk3.jora.com,,403,16,zendesk3.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,zendesk3.jora.com,cloudflare,443,https://zendesk3.jora.com:443,https,cloudflare,text/plain,GET,162.159.128.7,/,,162.159.138.6,Cloudflare,1,False,True,,,
zendesk4.jora.com,,403,16,zendesk4.jora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.jora.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",750ea44239f4fdf5135e426ca82997b4,680aa31d228bc8f584974cd5ccd8a5c7c334a63feaf0870b5f5d84c506af2007,True,ctls,zendesk4.jora.com,cloudflare,443,https://zendesk4.jora.com:443,https,cloudflare,text/plain,GET,162.159.138.6,/,,162.159.128.7,Cloudflare,1,False,True,,,
